FolderNumber,Category,Type,Subject,Status,Latitude,Longitude,URL,KMLDescription
BP120482,Building Permits,Single / Two Family Dwelling,2195 Belwood Road,COMPLETED,49.165727,-123.9936032,https://www.nanaimo.ca/whatsbuilding/folder/BP120482,TYPE: Single / Two Family Dwelling   SUBJECT: 2195 Belwood Road   STATUS: COMPLETED
BP120480,Building Permits,Single / Two Family Alteration,106 Kamp Place,COMPLETED,49.1669899,-123.9563910,https://www.nanaimo.ca/whatsbuilding/folder/BP120480,TYPE: Single / Two Family Alteration   SUBJECT: 106 Kamp Place   STATUS: COMPLETED
BP120481,Building Permits,Commercial / Multi-Res Alteration,3945 Biggs Road,COMPLETED,49.2106245,-124.0471719,https://www.nanaimo.ca/whatsbuilding/folder/BP120481,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 3945 Biggs Road   STATUS: COMPLETED
BP120483,Building Permits,Single / Two Family Dwelling,6417 Lewis Road,COMPLETED,49.2455788,-124.0457392,https://www.nanaimo.ca/whatsbuilding/folder/BP120483,TYPE: Single / Two Family Dwelling   SUBJECT: 6417 Lewis Road   STATUS: COMPLETED
BP120485,Building Permits,Single / Two Family Dwelling,100 Cherry Lane (formerly 130 Walnut Street) - DRAWINGS SCANNED,COMPLETED,49.1811658,-123.9465771,https://www.nanaimo.ca/whatsbuilding/folder/BP120485,TYPE: Single / Two Family Dwelling   SUBJECT: 100 Cherry Lane (formerly 130 Walnut Street) - DRAWINGS SCANNED   STATUS: COMPLETED
BP120484,Building Permits,Single / Two Family Dwelling,115 Armins Place,COMPLETED,49.2243527,-124.0491079,https://www.nanaimo.ca/whatsbuilding/folder/BP120484,TYPE: Single / Two Family Dwelling   SUBJECT: 115 Armins Place   STATUS: COMPLETED
BP120486,Building Permits,Commercial / Multi-Res Alteration,2 1925 Bowen,COMPLETED,49.1854516,-123.9847022,https://www.nanaimo.ca/whatsbuilding/folder/BP120486,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 2 1925 Bowen   STATUS: COMPLETED
BP120488,Building Permits,Accessory Building,6032A Monashee Way,COMPLETED,49.2328875,-124.0319377,https://www.nanaimo.ca/whatsbuilding/folder/BP120488,TYPE: Accessory Building   SUBJECT: 6032A Monashee Way   STATUS: COMPLETED
BP120487,Building Permits,Single / Two Family Dwelling,6032 Monashee Way - Drawings Scanned,COMPLETED,49.2328875,-124.0319377,https://www.nanaimo.ca/whatsbuilding/folder/BP120487,TYPE: Single / Two Family Dwelling   SUBJECT: 6032 Monashee Way - Drawings Scanned   STATUS: COMPLETED
BP120489,Building Permits,Single / Two Family Dwelling,6036 Monashee Way - Drawings Scanned,COMPLETED,49.2329864,-124.0319373,https://www.nanaimo.ca/whatsbuilding/folder/BP120489,TYPE: Single / Two Family Dwelling   SUBJECT: 6036 Monashee Way - Drawings Scanned   STATUS: COMPLETED
BP120490,Building Permits,Accessory Building,6036A Monashee Way,COMPLETED,49.2329864,-124.0319373,https://www.nanaimo.ca/whatsbuilding/folder/BP120490,TYPE: Accessory Building   SUBJECT: 6036A Monashee Way   STATUS: COMPLETED
BP120491,Building Permits,Single / Two Family Dwelling,4607 Laguna Way,COMPLETED,49.2284080,-123.9750223,https://www.nanaimo.ca/whatsbuilding/folder/BP120491,TYPE: Single / Two Family Dwelling   SUBJECT: 4607 Laguna Way   STATUS: COMPLETED
BP120498,Building Permits,Commercial / Multi / Industrial,380 Fifth Street,COMPLETED,49.1559948,-123.9469385,https://www.nanaimo.ca/whatsbuilding/folder/BP120498,TYPE: Commercial / Multi / Industrial   SUBJECT: 380 Fifth Street   STATUS: COMPLETED
BP120495,Building Permits,Single / Two Family Dwelling,125 Armins Place,COMPLETED,49.2245232,-124.0493147,https://www.nanaimo.ca/whatsbuilding/folder/BP120495,TYPE: Single / Two Family Dwelling   SUBJECT: 125 Armins Place   STATUS: COMPLETED
BP120492,Building Permits,Single / Two Family Dwelling,4619 Laguna Way,COMPLETED,49.2283045,-123.9754499,https://www.nanaimo.ca/whatsbuilding/folder/BP120492,TYPE: Single / Two Family Dwelling   SUBJECT: 4619 Laguna Way   STATUS: COMPLETED
BP120493,Building Permits,Single / Two Family Dwelling,5297 Royal Sea View,COMPLETED,49.2317140,-124.0018207,https://www.nanaimo.ca/whatsbuilding/folder/BP120493,TYPE: Single / Two Family Dwelling   SUBJECT: 5297 Royal Sea View   STATUS: COMPLETED
BP120497,Building Permits,Commercial / Multi-Res Alteration,2052 Boxwood Road,COMPLETED,49.18703,-123.9946736,https://www.nanaimo.ca/whatsbuilding/folder/BP120497,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 2052 Boxwood Road   STATUS: COMPLETED
BP120494,Building Permits,Garage / Carport Permit,741 Starling Place,COMPLETED,49.2143664,-124.0135874,https://www.nanaimo.ca/whatsbuilding/folder/BP120494,TYPE: Garage / Carport Permit   SUBJECT: 741 Starling Place   STATUS: COMPLETED
BP120496,Building Permits,Single / Two Family Dwelling,3476 Pacific Edge Way,COMPLETED,49.2175035,-124.0006527,https://www.nanaimo.ca/whatsbuilding/folder/BP120496,TYPE: Single / Two Family Dwelling   SUBJECT: 3476 Pacific Edge Way   STATUS: COMPLETED
BP120499,Building Permits,Single / Two Family Dwelling,518 Menzies Ridge Drive,COMPLETED,49.1723512,-123.9644334,https://www.nanaimo.ca/whatsbuilding/folder/BP120499,TYPE: Single / Two Family Dwelling   SUBJECT: 518 Menzies Ridge Drive   STATUS: COMPLETED
BP120500,Building Permits,Single / Two Family Dwelling,132 Amphion Terrace,COMPLETED,49.2138935,-123.9875559,https://www.nanaimo.ca/whatsbuilding/folder/BP120500,TYPE: Single / Two Family Dwelling   SUBJECT: 132 Amphion Terrace   STATUS: COMPLETED
BP120502,Building Permits,Commercial / Multi / Industrial,5934 Nelson Road  (alias),COMPLETED,49.2267109,-124.0226576,https://www.nanaimo.ca/whatsbuilding/folder/BP120502,TYPE: Commercial / Multi / Industrial   SUBJECT: 5934 Nelson Road  (alias)   STATUS: COMPLETED
BP120504,Building Permits,Single / Two Family Dwelling,1688 Country Hills and 1779 Extension Road,COMPLETED,49.1132913,-123.928251,https://www.nanaimo.ca/whatsbuilding/folder/BP120504,TYPE: Single / Two Family Dwelling   SUBJECT: 1688 Country Hills and 1779 Extension Road   STATUS: COMPLETED
BP120506,Building Permits,Single / Two Family Dwelling,1688 Country Hills Drive,COMPLETED,49.1132913,-123.928251,https://www.nanaimo.ca/whatsbuilding/folder/BP120506,TYPE: Single / Two Family Dwelling   SUBJECT: 1688 Country Hills Drive   STATUS: COMPLETED
BP120507,Building Permits,Commercial / Multi-Res Alteration,25 Cavan Street,COMPLETED,49.1628824,-123.9368551,https://www.nanaimo.ca/whatsbuilding/folder/BP120507,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 25 Cavan Street   STATUS: COMPLETED
BP120509,Building Permits,Single / Two Family Dwelling,3683 & 3685 Reynolds Road,COMPLETED,49.2114877,-123.9913407,https://www.nanaimo.ca/whatsbuilding/folder/BP120509,TYPE: Single / Two Family Dwelling   SUBJECT: 3683 & 3685 Reynolds Road   STATUS: COMPLETED
BP120501,Building Permits,Single / Two Family Dwelling,2291 Ashlee Road,COMPLETED,49.1698625,-123.9999093,https://www.nanaimo.ca/whatsbuilding/folder/BP120501,TYPE: Single / Two Family Dwelling   SUBJECT: 2291 Ashlee Road   STATUS: COMPLETED
BP120503,Building Permits,Commercial / Multi / Industrial,5930 Nelson Road,COMPLETED,49.2267109,-124.0226576,https://www.nanaimo.ca/whatsbuilding/folder/BP120503,TYPE: Commercial / Multi / Industrial   SUBJECT: 5930 Nelson Road   STATUS: COMPLETED
BP120505,Building Permits,Single / Two Family Dwelling,1779 Extension Road,COMPLETED,49.1132913,-123.928251,https://www.nanaimo.ca/whatsbuilding/folder/BP120505,TYPE: Single / Two Family Dwelling   SUBJECT: 1779 Extension Road   STATUS: COMPLETED
BP120508,Building Permits,Commercial / Multi-Res Alteration,2150 Departure Bay Road,COMPLETED,49.1915000,-123.9656508,https://www.nanaimo.ca/whatsbuilding/folder/BP120508,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 2150 Departure Bay Road   STATUS: COMPLETED
BP120511,Building Permits,Single / Two Family Dwelling,2625 Randle Road,COMPLETED,49.2012310,-123.9705551,https://www.nanaimo.ca/whatsbuilding/folder/BP120511,TYPE: Single / Two Family Dwelling   SUBJECT: 2625 Randle Road   STATUS: COMPLETED
BP120510,Building Permits,Accessory Building,1879A Grant Avenue,COMPLETED,49.1886209,-123.9657545,https://www.nanaimo.ca/whatsbuilding/folder/BP120510,TYPE: Accessory Building   SUBJECT: 1879A Grant Avenue   STATUS: COMPLETED
BP120512,Building Permits,Single / Two Family Alteration,159 Colvilleton Trail,COMPLETED,49.1744969,-123.9192164,https://www.nanaimo.ca/whatsbuilding/folder/BP120512,TYPE: Single / Two Family Alteration   SUBJECT: 159 Colvilleton Trail   STATUS: COMPLETED
BP120513,Building Permits,Single / Two Family Alteration,1617 Centennary Drive,COMPLETED,49.1188786,-123.9281832,https://www.nanaimo.ca/whatsbuilding/folder/BP120513,TYPE: Single / Two Family Alteration   SUBJECT: 1617 Centennary Drive   STATUS: COMPLETED
BP120514,Building Permits,Single / Two Family Dwelling,4623 Sheridan Ridge Road,COMPLETED,49.2295133,-123.9802791,https://www.nanaimo.ca/whatsbuilding/folder/BP120514,TYPE: Single / Two Family Dwelling   SUBJECT: 4623 Sheridan Ridge Road   STATUS: COMPLETED
BP120516,Building Permits,Garage / Carport Permit,159 Colvilleton Trail,COMPLETED,49.1744969,-123.9192164,https://www.nanaimo.ca/whatsbuilding/folder/BP120516,TYPE: Garage / Carport Permit   SUBJECT: 159 Colvilleton Trail   STATUS: COMPLETED
BP120517,Building Permits,Single / Two Family Alteration,2750 Fairbanks Street,COMPLETED,49.2039591,-123.9744569,https://www.nanaimo.ca/whatsbuilding/folder/BP120517,TYPE: Single / Two Family Alteration   SUBJECT: 2750 Fairbanks Street   STATUS: COMPLETED
BP120515,Building Permits,Commercial / Multi-Res Alteration,458 Wakesiah Avenue,COMPLETED,49.1565814,-123.9607059,https://www.nanaimo.ca/whatsbuilding/folder/BP120515,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 458 Wakesiah Avenue   STATUS: COMPLETED
BP120518,Building Permits,Leasehold Improvements,15A - 6631 Island Hwy - Drawings Scanned & Attached,COMPLETED,49.2368341,-124.0504615,https://www.nanaimo.ca/whatsbuilding/folder/BP120518,TYPE: Leasehold Improvements   SUBJECT: 15A - 6631 Island Hwy - Drawings Scanned & Attached   STATUS: COMPLETED
BP120519,Building Permits,Single / Two Family Alteration,847 Douglas Avenue,COMPLETED,49.1444160,-123.9393007,https://www.nanaimo.ca/whatsbuilding/folder/BP120519,TYPE: Single / Two Family Alteration   SUBJECT: 847 Douglas Avenue   STATUS: COMPLETED
BP120520,Building Permits,Single / Two Family Alteration,177 Bird Sanctuary Drive - SCANNED,COMPLETED,49.1703647,-123.9696716,https://www.nanaimo.ca/whatsbuilding/folder/BP120520,TYPE: Single / Two Family Alteration   SUBJECT: 177 Bird Sanctuary Drive - SCANNED   STATUS: COMPLETED
BP120521,Building Permits,Commercial / Multi / Industrial,3851 Shenton Road (Main Building Permit),COMPLETED,49.2056654,-124.0166941,https://www.nanaimo.ca/whatsbuilding/folder/BP120521,TYPE: Commercial / Multi / Industrial   SUBJECT: 3851 Shenton Road (Main Building Permit)   STATUS: COMPLETED
BP120522,Building Permits,Demolition Permit,178 Westwood Road,COMPLETED,49.1729960,-123.9861351,https://www.nanaimo.ca/whatsbuilding/folder/BP120522,TYPE: Demolition Permit   SUBJECT: 178 Westwood Road   STATUS: COMPLETED
BP120523,Building Permits,Leasehold Improvements,40 6631 Island Hwy,COMPLETED,49.2368341,-124.0504615,https://www.nanaimo.ca/whatsbuilding/folder/BP120523,TYPE: Leasehold Improvements   SUBJECT: 40 6631 Island Hwy   STATUS: COMPLETED
BP120524,Building Permits,Access Permit,625 Bowen Road,CANCELLED,49.1710070,-123.9559728,https://www.nanaimo.ca/whatsbuilding/folder/BP120524,TYPE: Access Permit   SUBJECT: 625 Bowen Road   STATUS: CANCELLED
BP120525,Building Permits,Single / Two Family Alteration,101 Kamp Place - DRAWINGS SCANNED,COMPLETED,49.1667987,-123.9570482,https://www.nanaimo.ca/whatsbuilding/folder/BP120525,TYPE: Single / Two Family Alteration   SUBJECT: 101 Kamp Place - DRAWINGS SCANNED   STATUS: COMPLETED
BP120526,Building Permits,Single / Two Family Dwelling,4601 Laguna Way,COMPLETED,49.2284689,-123.9748458,https://www.nanaimo.ca/whatsbuilding/folder/BP120526,TYPE: Single / Two Family Dwelling   SUBJECT: 4601 Laguna Way   STATUS: COMPLETED
BP120527,Building Permits,Single / Two Family Alteration,4040 Gulfview Drve,COMPLETED,49.2295353,-123.9676059,https://www.nanaimo.ca/whatsbuilding/folder/BP120527,TYPE: Single / Two Family Alteration   SUBJECT: 4040 Gulfview Drve   STATUS: COMPLETED
BP120528,Building Permits,Single / Two Family Alteration,1880 Deerborne Place,CANCELLED,49.2075096,-123.9808330,https://www.nanaimo.ca/whatsbuilding/folder/BP120528,TYPE: Single / Two Family Alteration   SUBJECT: 1880 Deerborne Place   STATUS: CANCELLED
BP120529,Building Permits,Single / Two Family Alteration,1717 Boundary Avenue,COMPLETED,49.1865038,-123.9726616,https://www.nanaimo.ca/whatsbuilding/folder/BP120529,TYPE: Single / Two Family Alteration   SUBJECT: 1717 Boundary Avenue   STATUS: COMPLETED
BP120531,Building Permits,Garage / Carport Permit,5500 Leslie Crescent,COMPLETED,49.2356016,-124.0048515,https://www.nanaimo.ca/whatsbuilding/folder/BP120531,TYPE: Garage / Carport Permit   SUBJECT: 5500 Leslie Crescent   STATUS: COMPLETED
BP120530,Building Permits,Access Permit,930 Woodpecker Lane,CANCELLED,49.2142453,-124.0209992,https://www.nanaimo.ca/whatsbuilding/folder/BP120530,TYPE: Access Permit   SUBJECT: 930 Woodpecker Lane   STATUS: CANCELLED
BP120533,Building Permits,Single / Two Family Alteration,256 Tahoe Avenue,COMPLETED,49.1711864,-123.9875443,https://www.nanaimo.ca/whatsbuilding/folder/BP120533,TYPE: Single / Two Family Alteration   SUBJECT: 256 Tahoe Avenue   STATUS: COMPLETED
BP120534,Building Permits,Garage / Carport Permit,5862 Broadway Road,COMPLETED,49.2376693,-124.0182827,https://www.nanaimo.ca/whatsbuilding/folder/BP120534,TYPE: Garage / Carport Permit   SUBJECT: 5862 Broadway Road   STATUS: COMPLETED
BP120535,Building Permits,Single / Two Family Alteration,47 Ranchview Drive,COMPLETED,49.1133960,-123.9219218,https://www.nanaimo.ca/whatsbuilding/folder/BP120535,TYPE: Single / Two Family Alteration   SUBJECT: 47 Ranchview Drive   STATUS: COMPLETED
BP120536,Building Permits,Single / Two Family Alteration,102 Kamp Place,COMPLETED,49.1667676,-123.9563996,https://www.nanaimo.ca/whatsbuilding/folder/BP120536,TYPE: Single / Two Family Alteration   SUBJECT: 102 Kamp Place   STATUS: COMPLETED
BP120539,Building Permits,Single / Two Family Alteration,2415 Departure Bay Road,COMPLETED,49.1963378,-123.9720270,https://www.nanaimo.ca/whatsbuilding/folder/BP120539,TYPE: Single / Two Family Alteration   SUBJECT: 2415 Departure Bay Road   STATUS: COMPLETED
BP120537,Building Permits,Single / Two Family Alteration,320 Machleary Street,COMPLETED,49.1633393,-123.9476688,https://www.nanaimo.ca/whatsbuilding/folder/BP120537,TYPE: Single / Two Family Alteration   SUBJECT: 320 Machleary Street   STATUS: COMPLETED
BP120538,Building Permits,Single / Two Family Alteration,719 Fitzwilliam Street,COMPLETED,49.1640024,-123.9464230,https://www.nanaimo.ca/whatsbuilding/folder/BP120538,TYPE: Single / Two Family Alteration   SUBJECT: 719 Fitzwilliam Street   STATUS: COMPLETED
BP120541,Building Permits,Commercial / Multi-Res Alteration,241 Skinner Street,COMPLETED,49.1657563,-123.9377547,https://www.nanaimo.ca/whatsbuilding/folder/BP120541,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 241 Skinner Street   STATUS: COMPLETED
BP120540,Building Permits,Single / Two Family Dwelling,5682 Amsterdam Crescent,COMPLETED,49.2211662,-124.0383375,https://www.nanaimo.ca/whatsbuilding/folder/BP120540,TYPE: Single / Two Family Dwelling   SUBJECT: 5682 Amsterdam Crescent   STATUS: COMPLETED
BP120542,Building Permits,Commercial / Multi-Res Alteration,839 Old Victoria Road,COMPLETED,49.1454487,-123.9369035,https://www.nanaimo.ca/whatsbuilding/folder/BP120542,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 839 Old Victoria Road   STATUS: COMPLETED
BP120543,Building Permits,Single / Two Family Alteration,1879 Grant Avenue,COMPLETED,49.1886209,-123.9657545,https://www.nanaimo.ca/whatsbuilding/folder/BP120543,TYPE: Single / Two Family Alteration   SUBJECT: 1879 Grant Avenue   STATUS: COMPLETED
BP120544,Building Permits,Single / Two Family Alteration,88 Fifth Street,COMPLETED,49.1553771,-123.9426985,https://www.nanaimo.ca/whatsbuilding/folder/BP120544,TYPE: Single / Two Family Alteration   SUBJECT: 88 Fifth Street   STATUS: COMPLETED
BP120545,Building Permits,Commercial / Multi / Industrial,2161 Boxwood Road - Co-op Cardlock,HOLDBACK,49.1914852,-123.9978089,https://www.nanaimo.ca/whatsbuilding/folder/BP120545,TYPE: Commercial / Multi / Industrial   SUBJECT: 2161 Boxwood Road - Co-op Cardlock   STATUS: HOLDBACK
BP120547,Building Permits,Single / Two Family Alteration,3602 Place Road,COMPLETED,49.2231399,-123.9493365,https://www.nanaimo.ca/whatsbuilding/folder/BP120547,TYPE: Single / Two Family Alteration   SUBJECT: 3602 Place Road   STATUS: COMPLETED
BP120548,Building Permits,Commercial / Multi-Res Alteration,105 - 6560 Island Highway North - Drawings Scanned & Attached,COMPLETED,49.2352229,-124.0443391,https://www.nanaimo.ca/whatsbuilding/folder/BP120548,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 105 - 6560 Island Highway North - Drawings Scanned & Attached   STATUS: COMPLETED
BP120549,Building Permits,Commercial / Multi-Res Alteration,2139 A Bowen Road,COMPLETED,49.1908758,-123.9912511,https://www.nanaimo.ca/whatsbuilding/folder/BP120549,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 2139 A Bowen Road   STATUS: COMPLETED
BP120550,Building Permits,Commercial / Multi-Res Alteration,135 Nicol Street,COMPLETED,49.1591294,-123.9337386,https://www.nanaimo.ca/whatsbuilding/folder/BP120550,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 135 Nicol Street   STATUS: COMPLETED
BP120552,Building Permits,Temporary Location,4063 Old Slope Place,COMPLETED,49.2063470,-124.0341663,https://www.nanaimo.ca/whatsbuilding/folder/BP120552,TYPE: Temporary Location   SUBJECT: 4063 Old Slope Place   STATUS: COMPLETED
BP120554,Building Permits,Sign Permit,2875 Departure Bay,COMPLETED,49.2057232,-123.9704244,https://www.nanaimo.ca/whatsbuilding/folder/BP120554,TYPE: Sign Permit   SUBJECT: 2875 Departure Bay   STATUS: COMPLETED
BP120556,Building Permits,Single / Two Family Alteration,5346 Bayshore Drive -  DRAWINGS Scanned & Attached,COMPLETED,49.2370270,-123.9985323,https://www.nanaimo.ca/whatsbuilding/folder/BP120556,TYPE: Single / Two Family Alteration   SUBJECT: 5346 Bayshore Drive -  DRAWINGS Scanned & Attached   STATUS: COMPLETED
BP120555,Building Permits,Single / Two Family Dwelling,2017 Swordfern Road,COMPLETED,49.1024730,-123.9353202,https://www.nanaimo.ca/whatsbuilding/folder/BP120555,TYPE: Single / Two Family Dwelling   SUBJECT: 2017 Swordfern Road   STATUS: COMPLETED
BP120558,Building Permits,Leasehold Improvements,4A 6338 Metral Drive,COMPLETED,49.2300628,-124.0426370,https://www.nanaimo.ca/whatsbuilding/folder/BP120558,TYPE: Leasehold Improvements   SUBJECT: 4A 6338 Metral Drive   STATUS: COMPLETED
BP120557,Building Permits,Commercial / Multi / Industrial,6175 Strathcona Place - 6165 Strathcona (Parent),COMPLETED,49.2281842,-124.0348502,https://www.nanaimo.ca/whatsbuilding/folder/BP120557,TYPE: Commercial / Multi / Industrial   SUBJECT: 6175 Strathcona Place - 6165 Strathcona (Parent)   STATUS: COMPLETED
BP120559,Building Permits,Demolition Permit,110 and 112 Haliburton,COMPLETED,49.1592765,-123.9331689,https://www.nanaimo.ca/whatsbuilding/folder/BP120559,TYPE: Demolition Permit   SUBJECT: 110 and 112 Haliburton   STATUS: COMPLETED
BP120563,Building Permits,Single / Two Family Alteration,125 Adams Avenue,COMPLETED,49.1756537,-123.9706587,https://www.nanaimo.ca/whatsbuilding/folder/BP120563,TYPE: Single / Two Family Alteration   SUBJECT: 125 Adams Avenue   STATUS: COMPLETED
BP120561,Building Permits,Sign Permit,2213 McCullough Road,COMPLETED,49.1927293,-123.9803972,https://www.nanaimo.ca/whatsbuilding/folder/BP120561,TYPE: Sign Permit   SUBJECT: 2213 McCullough Road   STATUS: COMPLETED
BP120564,Building Permits,Commercial / Multi / Industrial,750 Jackson Road - Site C(Main Permit),ACTIVE,49.1444853,-123.8794767,https://www.nanaimo.ca/whatsbuilding/folder/BP120564,TYPE: Commercial / Multi / Industrial   SUBJECT: 750 Jackson Road - Site C(Main Permit)   STATUS: ACTIVE
BP120562,Building Permits,Sign Permit,#1-75 Front Street,COMPLETED,49.1681860,-123.9373159,https://www.nanaimo.ca/whatsbuilding/folder/BP120562,TYPE: Sign Permit   SUBJECT: #1-75 Front Street   STATUS: COMPLETED
BP120560,Building Permits,Commercial / Multi-Res Alteration,2875 Departure Bay,COMPLETED,49.2057232,-123.9704244,https://www.nanaimo.ca/whatsbuilding/folder/BP120560,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 2875 Departure Bay   STATUS: COMPLETED
BP120565,Building Permits,Sign Permit,2161 Boxwood Road,COMPLETED,49.1914852,-123.9978089,https://www.nanaimo.ca/whatsbuilding/folder/BP120565,TYPE: Sign Permit   SUBJECT: 2161 Boxwood Road   STATUS: COMPLETED
BP120567,Building Permits,Single / Two Family Alteration,5761 Quarry Crescent,COMPLETED,49.2198939,-124.0491036,https://www.nanaimo.ca/whatsbuilding/folder/BP120567,TYPE: Single / Two Family Alteration   SUBJECT: 5761 Quarry Crescent   STATUS: COMPLETED
BP120569,Building Permits,Single / Two Family Alteration,703 Victoria Road,RETIRED,49.1508288,-123.9362765,https://www.nanaimo.ca/whatsbuilding/folder/BP120569,TYPE: Single / Two Family Alteration   SUBJECT: 703 Victoria Road   STATUS: RETIRED
BP120568,Building Permits,Single / Two Family Alteration,6019 Marie Place - DRAWINGS SCANNED,COMPLETED,49.2284309,-124.0283063,https://www.nanaimo.ca/whatsbuilding/folder/BP120568,TYPE: Single / Two Family Alteration   SUBJECT: 6019 Marie Place - DRAWINGS SCANNED   STATUS: COMPLETED
BP120570,Building Permits,Demolition Permit,1714 Kerrisdale Road,COMPLETED,49.1821590,-123.9818768,https://www.nanaimo.ca/whatsbuilding/folder/BP120570,TYPE: Demolition Permit   SUBJECT: 1714 Kerrisdale Road   STATUS: COMPLETED
BP120571,Building Permits,Leasehold Improvements,580 B - 2980 Island Hwy,COMPLETED,49.2037134,-123.9966859,https://www.nanaimo.ca/whatsbuilding/folder/BP120571,TYPE: Leasehold Improvements   SUBJECT: 580 B - 2980 Island Hwy   STATUS: COMPLETED
BP120575,Building Permits,Single / Two Family Dwelling,871 Chelsea Street,COMPLETED,49.1824884,-123.9601943,https://www.nanaimo.ca/whatsbuilding/folder/BP120575,TYPE: Single / Two Family Dwelling   SUBJECT: 871 Chelsea Street   STATUS: COMPLETED
BP120572,Building Permits,Leasehold Improvements,102- 572 Stewart Avenue,COMPLETED,49.1794508,-123.9448682,https://www.nanaimo.ca/whatsbuilding/folder/BP120572,TYPE: Leasehold Improvements   SUBJECT: 102- 572 Stewart Avenue   STATUS: COMPLETED
BP120574,Building Permits,Single / Two Family Dwelling,356 Ninth Street,COMPLETED,49.1401129,-123.9419300,https://www.nanaimo.ca/whatsbuilding/folder/BP120574,TYPE: Single / Two Family Dwelling   SUBJECT: 356 Ninth Street   STATUS: COMPLETED
BP120573,Building Permits,Leasehold Improvements,202- 572 Stewart Avenue,COMPLETED,49.1794508,-123.9448682,https://www.nanaimo.ca/whatsbuilding/folder/BP120573,TYPE: Leasehold Improvements   SUBJECT: 202- 572 Stewart Avenue   STATUS: COMPLETED
BP120577,Building Permits,Single / Two Family Alteration,3001/3003 Neyland Road,COMPLETED,49.2076440,-123.9884677,https://www.nanaimo.ca/whatsbuilding/folder/BP120577,TYPE: Single / Two Family Alteration   SUBJECT: 3001/3003 Neyland Road   STATUS: COMPLETED
BP120576,Building Permits,Demolition Permit,871 Chelsea Street,COMPLETED,49.1824884,-123.9601943,https://www.nanaimo.ca/whatsbuilding/folder/BP120576,TYPE: Demolition Permit   SUBJECT: 871 Chelsea Street   STATUS: COMPLETED
BP120578,Building Permits,Single / Two Family Alteration,2108 Boxwood Road,COMPLETED,49.1896933,-123.9961270,https://www.nanaimo.ca/whatsbuilding/folder/BP120578,TYPE: Single / Two Family Alteration   SUBJECT: 2108 Boxwood Road   STATUS: COMPLETED
BP120579,Building Permits,Garage / Carport Permit,2108 Boxwood Road,COMPLETED,49.1896933,-123.9961270,https://www.nanaimo.ca/whatsbuilding/folder/BP120579,TYPE: Garage / Carport Permit   SUBJECT: 2108 Boxwood Road   STATUS: COMPLETED
BP120580,Building Permits,Service Permit,4063 Old Slope Place,COMPLETED,49.2063470,-124.0341663,https://www.nanaimo.ca/whatsbuilding/folder/BP120580,TYPE: Service Permit   SUBJECT: 4063 Old Slope Place   STATUS: COMPLETED
BP120581,Building Permits,Leasehold Improvements,4 2227 Wilgress Road,COMPLETED,49.1935608,-123.9770954,https://www.nanaimo.ca/whatsbuilding/folder/BP120581,TYPE: Leasehold Improvements   SUBJECT: 4 2227 Wilgress Road   STATUS: COMPLETED
BP120583,Building Permits,Commercial / Multi / Industrial,6171 Strathcona Place - 6165 Strathcona (Parent),COMPLETED,49.2281842,-124.0348502,https://www.nanaimo.ca/whatsbuilding/folder/BP120583,TYPE: Commercial / Multi / Industrial   SUBJECT: 6171 Strathcona Place - 6165 Strathcona (Parent)   STATUS: COMPLETED
BP120582,Building Permits,Demolition Permit,4045 Corunna Avenue,COMPLETED,49.2075793,-124.0170765,https://www.nanaimo.ca/whatsbuilding/folder/BP120582,TYPE: Demolition Permit   SUBJECT: 4045 Corunna Avenue   STATUS: COMPLETED
BP120584,Building Permits,Demolition Permit,#5 and #6 1637 Bowen Road,COMPLETED,49.1796104,-123.9775150,https://www.nanaimo.ca/whatsbuilding/folder/BP120584,TYPE: Demolition Permit   SUBJECT: #5 and #6 1637 Bowen Road   STATUS: COMPLETED
BP120587,Building Permits,Sign Permit,2220 Wilgress Road,COMPLETED,49.1933492,-123.9758980,https://www.nanaimo.ca/whatsbuilding/folder/BP120587,TYPE: Sign Permit   SUBJECT: 2220 Wilgress Road   STATUS: COMPLETED
BP120586,Building Permits,Service Permit,6573 Southampton,COMPLETED,49.2404139,-124.0477968,https://www.nanaimo.ca/whatsbuilding/folder/BP120586,TYPE: Service Permit   SUBJECT: 6573 Southampton   STATUS: COMPLETED
BP120585,Building Permits,Commercial / Multi-Res Alteration,40 - 6631 Island Hwy,COMPLETED,49.2368341,-124.0504615,https://www.nanaimo.ca/whatsbuilding/folder/BP120585,TYPE: Commercial / Multi-Res Alteration   SUBJECT: 40 - 6631 Island Hwy   STATUS: COMPLETED
BP120588,Building Permits,Single / Two Family Alteration,110 Kamp Place,COMPLETED,49.1671861,-123.9562216,https://www.nanaimo.ca/whatsbuilding/folder/BP120588,TYPE: Single / Two Family Alteration   SUBJECT: 110 Kamp Place   STATUS: COMPLETED
