FolderNumber,FolderCategory,Type,ReportCode,DateIssued,DateApproved,DateExpired,DateCompleted,Status,Subject,Unit,Address,StreetName,Value,ESRI_OID,CreationDate,Creator,EditDate,Editor
BP039703,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Mar 15 2018 12:00AM,2018-03-15T07:00:00.000Z,Mar 16 2020 12:00AM,2018-07-12T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5329,WOODOAK CRES,386632,3240,,,,
BP039704,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr 12 2018 12:00AM,2018-04-12T07:00:00.000Z,Apr 13 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,3668,PARKVIEW CRES,556764,3241,,,,
BP039705,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Mar 21 2018 12:00AM,2018-03-21T07:00:00.000Z,Mar 20 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,2929,VISTA RIDGE DR,409856,3242,,,,
BP039706,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Mar 21 2018 12:00AM,2018-03-21T07:00:00.000Z,Mar 20 2020 12:00AM,2019-01-23T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5366,WOODVALLEY DR,413400,3243,,,,
BP039707,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Mar 26 2018 12:00AM,2018-03-26T07:00:00.000Z,Mar 25 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,4185,PRUDENTE RD,18240,3244,,,,
BP039708,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr  4 2018 12:00AM,2018-04-04T07:00:00.000Z,Apr  3 2020 12:00AM,2019-02-25T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,4772,SHELLBROOK RD,778772,3245,,,,
BP039709,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Mar 26 2018 12:00AM,2018-03-26T07:00:00.000Z,Mar 25 2020 12:00AM,2018-04-19T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,1134,MONARCH CRT,124200,3246,,,,
BP039710,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Mar 26 2018 12:00AM,2018-03-26T07:00:00.000Z,Mar 25 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,6283,ORBIN PL,680692,3247,,,,
BP039711,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Mar 22 2018 12:00AM,2018-03-22T07:00:00.000Z,Mar 23 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,1126,20TH AVE,20000,3248,,,,
BP039712,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Mar 22 2018 12:00AM,2018-03-22T07:00:00.000Z,Mar 23 2020 12:00AM,2019-02-05T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,591,RADCLIFFE DR,36432,3249,,,,
BP039714,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,Mar 22 2018 12:00AM,2018-03-22T07:00:00.000Z,Mar 23 2020 12:00AM,2018-04-27T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,7696,7694,SOUTHRIDGE AVE,20440,3250,,,,
BP039715,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Mar 28 2018 12:00AM,2018-03-28T07:00:00.000Z,Mar 27 2020 12:00AM,2018-08-08T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5227,WOODVALLEY DR,441884,3251,,,,
BP039716,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr  4 2018 12:00AM,2018-04-04T07:00:00.000Z,Apr  3 2020 12:00AM,2018-09-21T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2875,VISTA RIDGE DR,382200,3252,,,,
BP039717,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Mar 29 2018 12:00AM,2018-03-29T07:00:00.000Z,Mar 30 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,5982,OXFORD PL,62721,3253,,,,
BP039718,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr 10 2018 12:00AM,2018-04-10T07:00:00.000Z,Apr  9 2020 12:00AM,2019-04-18T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,3295,MAURICE DR,974416,3254,,,,
BP039719,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr  9 2018 12:00AM,2018-04-09T07:00:00.000Z,Apr  8 2020 12:00AM,2018-10-03T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2722,LINKS DR,492688,3255,,,,
BP039720,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr 10 2018 12:00AM,2018-04-10T07:00:00.000Z,Apr  9 2020 12:00AM,2018-09-13T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,4125,4123,ZANETTE PL,558784,3256,,,,
BP039721,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,Apr 10 2018 12:00AM,2018-04-10T07:00:00.000Z,Apr  9 2020 12:00AM,2018-09-13T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,4125,4123,ZANETTE PL,20615,3257,,,,
BP039722,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr  4 2018 12:00AM,2018-04-04T07:00:00.000Z,Apr  3 2020 12:00AM,2018-08-16T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5265,WOODSTOCK CRT,416084,3258,,,,
BP039723,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr 24 2018 12:00AM,2018-04-24T07:00:00.000Z,Apr 23 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,2459,GRAFTON PL,898340,3259,,,,
BP039724,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,Apr 24 2018 12:00AM,2018-04-24T07:00:00.000Z,Apr 23 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,2459,GRAFTON PL,33530,3260,,,,
BP039725,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,Apr 13 2018 12:00AM,2018-04-13T07:00:00.000Z,Apr 13 2020 12:00AM,2018-06-01T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,7690,7688,SOUTHRIDGE AVE,25375,3261,,,,
BP039728,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr 19 2018 12:00AM,2018-04-19T07:00:00.000Z,Apr 20 2020 12:00AM,2018-10-15T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,8213,8211,PETER RD,492160,3262,,,,
BP039729,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr 19 2018 12:00AM,2018-04-19T07:00:00.000Z,Apr 20 2020 12:00AM,2018-12-04T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,8187,8189,PETER RD,492160,3263,,,,
BP039730,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr 19 2018 12:00AM,2018-04-19T07:00:00.000Z,Apr 20 2020 12:00AM,2019-01-11T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,8159,8157,PETER RD,492160,3264,,,,
BP039731,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,May 24 2018 12:00AM,2018-05-24T07:00:00.000Z,May 25 2020 12:00AM,2018-10-31T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,4385,STEVENS DR,66240,3265,,,,
BP039732,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr 18 2018 12:00AM,2018-04-18T07:00:00.000Z,Apr 17 2020 12:00AM,2018-10-25T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,6862,HELM DR,686208,3266,,,,
BP039733,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Apr 10 2018 12:00AM,2018-04-10T07:00:00.000Z,Apr  9 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,6489,CROWN DR,13800,3267,,,,
BP039735,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr 25 2018 12:00AM,2018-04-25T07:00:00.000Z,Apr 24 2020 12:00AM,2019-01-17T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,7150,FOXRIDGE CRT,805184,3268,,,,
BP039736,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr 17 2018 12:00AM,2018-04-17T07:00:00.000Z,Apr 16 2020 12:00AM,2018-10-17T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2881,VISTA RIDGE DR,403368,3269,,,,
BP039737,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr 23 2018 12:00AM,2018-04-23T07:00:00.000Z,Apr 22 2020 12:00AM,2018-09-11T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5322,WOODVALLEY DR,448632,3270,,,,
BP039738,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,May  9 2018 12:00AM,2018-05-09T07:00:00.000Z,May  8 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,7713,KINGSLEY CRES,13248,3271,,,,
BP039742,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr 17 2018 12:00AM,2018-04-17T07:00:00.000Z,Apr 16 2020 12:00AM,2018-12-04T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2807,LINKS DR,607820,3272,,,,
BP039743,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,Apr 18 2018 12:00AM,2018-04-18T07:00:00.000Z,Apr 17 2020 12:00AM,2018-07-11T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,3090,3088,WALLACE CRES,37398,3273,,,,
BP039744,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Apr 18 2018 12:00AM,2018-04-18T07:00:00.000Z,Apr 17 2020 12:00AM,2018-07-11T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,3090,3088,WALLACE CRES,7797,3274,,,,
BP039745,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Apr 23 2018 12:00AM,2018-04-23T07:00:00.000Z,Apr 22 2020 12:00AM,,ACTIVE,To Construct Accessory Building,,2050,BITTNER RD E,145728,3275,,,,
BP039747,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Apr 27 2018 12:00AM,2018-04-27T07:00:00.000Z,Apr 27 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,4642,FREIMULLER AVE,13200,3276,,,,
BP039748,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Apr 18 2018 12:00AM,2018-04-18T07:00:00.000Z,Apr 17 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,381,BURDEN ST,20286,3277,,,,
BP039749,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr 23 2018 12:00AM,2018-04-23T07:00:00.000Z,Apr 22 2020 12:00AM,2018-08-16T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5179,WOODSTOCK CRT,467476,3278,,,,
BP039750,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,May 14 2018 12:00AM,2018-05-14T07:00:00.000Z,May 13 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,6355,RITA PL,550304,3279,,,,
BP039753,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,Apr 23 2018 12:00AM,2018-04-23T07:00:00.000Z,Apr 22 2020 12:00AM,2018-05-04T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,3873,3875,BARNES DR,25900,3280,,,,
BP039754,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Apr 25 2018 12:00AM,2018-04-25T07:00:00.000Z,Apr 24 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,601,ZELKWAS AVE,17940,3281,,,,
BP039755,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,Apr 26 2018 12:00AM,2018-04-26T07:00:00.000Z,Apr 27 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,3922,AREND DR,29049,3282,,,,
BP039756,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,Apr 26 2018 12:00AM,2018-04-26T07:00:00.000Z,Apr 27 2020 12:00AM,2019-04-11T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,519,521,KERRY ST,55531.200000,3283,,,,
BP039757,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,MOBILE NEW,Apr 30 2018 12:00AM,2018-04-30T07:00:00.000Z,Apr 29 2020 12:00AM,2018-05-10T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,6930,LANGER CRES,184832,3284,,,,
BP039758,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr 27 2018 12:00AM,2018-04-27T07:00:00.000Z,Apr 27 2020 12:00AM,2018-08-28T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5186,WOODSTOCK CRT,518824,3285,,,,
BP039760,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Apr 30 2018 12:00AM,2018-04-30T07:00:00.000Z,Apr 29 2020 12:00AM,2018-12-07T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,4112,4110,ZANETTE PL,438280,3286,,,,
BP039761,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,Apr 30 2018 12:00AM,2018-04-30T07:00:00.000Z,Apr 29 2020 12:00AM,2018-12-07T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,4112,4110,ZANETTE PL,21700,3287,,,,
BP039762,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,May 30 2018 12:00AM,2018-05-30T07:00:00.000Z,May 29 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,5205,YORK PL,79488,3288,,,,
BP039763,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,May  1 2018 12:00AM,2018-05-01T07:00:00.000Z,Apr 30 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,5205,YORK PL,13248,3289,,,,
BP039764,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,May  1 2018 12:00AM,2018-05-01T07:00:00.000Z,Apr 30 2020 12:00AM,2018-10-18T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5192,WOODVALLEY DR,441512,3290,,,,
BP039766,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,May 10 2018 12:00AM,2018-05-10T07:00:00.000Z,May 11 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,4025,AUSTIN RD W,438624,3291,,,,
BP039767,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,May 10 2018 12:00AM,2018-05-10T07:00:00.000Z,May 11 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,4025,AUSTIN RD W,22050,3292,,,,
BP039768,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,May  3 2018 12:00AM,2018-05-03T07:00:00.000Z,May  4 2020 12:00AM,2018-05-24T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5813,HEYER RD,29325,3293,,,,
BP039774,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,May 10 2018 12:00AM,2018-05-10T07:00:00.000Z,May 11 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,2969,ELLINGTON AVE,48921,3294,,,,
BP039780,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Jun  1 2018 12:00AM,2018-06-01T07:00:00.000Z,Jun  1 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,2850,20TH AVE,17940,3295,,,,
BP039781,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,May 17 2018 12:00AM,2018-05-17T07:00:00.000Z,May 18 2020 12:00AM,2019-05-10T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,4060,RIVERSIDE RD,94967,3296,,,,
BP039782,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,May 10 2018 12:00AM,2018-05-10T07:00:00.000Z,May 11 2020 12:00AM,,ACTIVE,New SFD at 4735 Parkside Dr,,4735,PARKSIDE DR,455048,3297,,,,
BP039783,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,May 18 2018 12:00AM,2018-05-18T07:00:00.000Z,May 18 2020 12:00AM,2019-03-13T07:00:00.000Z,COMPLETED,New Single Family Dwelling,2503,2501,CHANCELLOR BLVD,640912,3298,,,,
BP039784,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,May 23 2018 12:00AM,2018-05-23T07:00:00.000Z,May 22 2020 12:00AM,2019-03-15T07:00:00.000Z,COMPLETED,Secondary Suite,2503,2501,CHANCELLOR BLVD,27055,3299,,,,
BP039785,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,May 11 2018 12:00AM,2018-05-11T07:00:00.000Z,May 11 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,5240,WOODVALLEY DR,387544,3300,,,,
BP039786,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,Jun 22 2018 12:00AM,2018-06-22T07:00:00.000Z,Jun 22 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,1065,STIRLING DR,55200,3301,,,,
BP039788,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,May 16 2018 12:00AM,2018-05-16T07:00:00.000Z,May 15 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,5787,LINDSTROM RD,581520,3302,,,,
BP039789,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,May 14 2018 12:00AM,2018-05-14T07:00:00.000Z,May 13 2020 12:00AM,2018-12-11T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,4149,4147,ZANETTE PL,579852,3303,,,,
BP039790,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,May 23 2018 12:00AM,2018-05-23T07:00:00.000Z,May 22 2020 12:00AM,2018-12-11T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,4149,4147,ZANETTE PL,20615,3304,,,,
BP039792,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,May 10 2018 12:00AM,2018-05-10T07:00:00.000Z,May 11 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,3873,3875,BARNES DR,21390,3305,,,,
BP039793,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,May 18 2018 12:00AM,2018-05-18T07:00:00.000Z,May 18 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,2483,GRAFTON PL,624028,3306,,,,
BP039794,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Sep  4 2018 12:00AM,2018-09-04T07:00:00.000Z,Sep  3 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,2728,MOYIE ST,485016,3307,,,,
BP039796,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD SC/STE,May 16 2018 12:00AM,2018-05-16T07:00:00.000Z,May 15 2020 12:00AM,2018-08-07T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,494,492,IRWIN ST,54234,3308,,,,
BP039797,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,May 24 2018 12:00AM,2018-05-17T07:00:00.000Z,May 25 2020 12:00AM,2018-09-07T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,3251,CHRISTENSON RD,239992,3309,,,,
BP039798,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,May 24 2018 12:00AM,2018-05-24T07:00:00.000Z,May 25 2020 12:00AM,,ACTIVE,New Single Family Dwelling,,6990,CRANBROOK HILL RD,625316,3310,,,,
BP039799,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,May 10 2018 12:00AM,2018-05-10T07:00:00.000Z,May 11 2020 12:00AM,2018-06-13T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,186,PIONEER AVE,33120,3311,,,,
BP039800,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,May 22 2018 12:00AM,2018-05-22T07:00:00.000Z,May 21 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,4605,STAUBLE RD,24104,3312,,,,
BP039801,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,May 23 2018 12:00AM,2018-05-23T07:00:00.000Z,May 22 2020 12:00AM,2018-12-21T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,7666,7664,SOUTHRIDGE AVE,466132,3313,,,,
BP039802,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,May 24 2018 12:00AM,2018-05-24T07:00:00.000Z,May 25 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,2850,NIXON CRES,180000,3314,,,,
BP039803,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,May 17 2018 12:00AM,2018-05-17T07:00:00.000Z,May 18 2020 12:00AM,2018-10-03T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,2899,VISTA RIDGE DR,599612,3315,,,,
BP039805,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Jun 14 2018 12:00AM,2018-06-14T07:00:00.000Z,Jun 15 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,1069,EWERT ST,2576,3316,,,,
BP039806,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Aug 15 2018 12:00AM,2018-08-15T07:00:00.000Z,Aug 14 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,7581,LOEDEL CRES,687896,3317,,,,
BP039807,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,May 31 2018 12:00AM,2018-05-31T07:00:00.000Z,Jun  1 2020 12:00AM,2018-12-18T08:00:00.000Z,COMPLETED,New SFD at 4167 Zanette Pl,,4167,ZANETTE PL,589284,3318,,,,
BP039808,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,GAR / CAR,May 22 2018 12:00AM,2018-05-22T07:00:00.000Z,May 21 2020 12:00AM,,ACTIVE,Detached Garage,,4763,BLACKBURN RD S,93840,3319,,,,
BP039809,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Jun  5 2018 12:00AM,2018-06-05T07:00:00.000Z,Jun  4 2020 12:00AM,2019-06-06T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,164,MCLEAN DR,5750,3320,,,,
BP039810,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Jun  7 2018 12:00AM,2018-06-07T07:00:00.000Z,Jun  8 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,143,THACKER CRES,7000,3321,,,,
BP039811,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Jun  6 2018 12:00AM,2018-06-06T07:00:00.000Z,Jun  5 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,769,SELWYN CRES,17664,3322,,,,
BP039812,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,May 28 2018 12:00AM,2018-05-28T07:00:00.000Z,May 27 2020 12:00AM,2019-01-30T08:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,6023,BIRCHWOOD CRES,92888,3323,,,,
BP039814,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,May 25 2018 12:00AM,2018-05-25T07:00:00.000Z,May 25 2020 12:00AM,2018-07-30T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,3096,WALLACE CRES,19320,3324,,,,
BP039815,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD ADD/AL,Jun 26 2018 12:00AM,2018-06-26T07:00:00.000Z,Jun 25 2020 12:00AM,,ACTIVE,To Construct or alter a Single Family Dwelling or Accessory Building,,8124,TOOMBS DR,12000,3325,,,,
BP039816,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,MOBILE ADD,Jun 22 2018 12:00AM,2018-06-22T07:00:00.000Z,Jun 22 2020 12:00AM,2019-03-22T07:00:00.000Z,COMPLETED,To Construct or alter a Single Family Dwelling or Accessory Building,,5544,PARK DR,65910,3326,,,,
BP039817,BUILDING PERMITS,BUILDING PERMIT- SINGLE FAMILY,SFD  NEW,Jun  5 2018 12:00AM,2018-06-05T07:00:00.000Z,Jun  4 2020 12:00AM,,ACTIVE,To construct a new Single Family Dwelling,,2478,CARMICHAEL PL,621824,3327,,,,
