FolderNumber,Category,Type,Subject,Status,Latitude,Longitude,URL,KMLDescription
DP000956,Development,Development Permit,4750 Rutherford Road,COMPLETED,49.2175560,-124.0291289,https://www.nanaimo.ca/whatsbuilding/folder/DP000956,TYPE: Development Permit   SUBJECT: 4750 Rutherford Road   STATUS: COMPLETED
DP000957,Development,Development Permit,527 Ninth Street,ACTIVE,49.1389279,-123.9537731,https://www.nanaimo.ca/whatsbuilding/folder/DP000957,TYPE: Development Permit   SUBJECT: 527 Ninth Street   STATUS: ACTIVE
DVP00269,Development,Development Variance Permit,3413 Barrington Road,CANCELLED,49.2138263,-123.9855603,https://www.nanaimo.ca/whatsbuilding/folder/DVP00269,TYPE: Development Variance Permit   SUBJECT: 3413 Barrington Road   STATUS: CANCELLED
DP000958,Development,Development Permit,333 Tenth Street,COMPLETED,49.1347633,-123.9335907,https://www.nanaimo.ca/whatsbuilding/folder/DP000958,TYPE: Development Permit   SUBJECT: 333 Tenth Street   STATUS: COMPLETED
DVP00271,Development,Development Variance Permit,191 King Road,COMPLETED,49.1677104,-123.9837228,https://www.nanaimo.ca/whatsbuilding/folder/DVP00271,TYPE: Development Variance Permit   SUBJECT: 191 King Road   STATUS: COMPLETED
DP000959,Development,Development Permit,250 Timbercrest Way,COMPLETED,49.2238621,-123.9684151,https://www.nanaimo.ca/whatsbuilding/folder/DP000959,TYPE: Development Permit   SUBJECT: 250 Timbercrest Way   STATUS: COMPLETED
DVP00270,Development,Development Variance Permit,1721 Fleet Place,COMPLETED,49.1931625,-123.9776606,https://www.nanaimo.ca/whatsbuilding/folder/DVP00270,TYPE: Development Variance Permit   SUBJECT: 1721 Fleet Place   STATUS: COMPLETED
DVP00272,Development,Development Variance Permit,3985 Apsley Avenue,COMPLETED,49.2087776,-124.0140499,https://www.nanaimo.ca/whatsbuilding/folder/DVP00272,TYPE: Development Variance Permit   SUBJECT: 3985 Apsley Avenue   STATUS: COMPLETED
DP000960,Development,Development Permit,6581 Aulds Road,COMPLETED,49.2335170,-124.0499826,https://www.nanaimo.ca/whatsbuilding/folder/DP000960,TYPE: Development Permit   SUBJECT: 6581 Aulds Road   STATUS: COMPLETED
DVP00273,Development,Development Variance Permit,106 Pine Street,COMPLETED,49.1670430,-123.9505514,https://www.nanaimo.ca/whatsbuilding/folder/DVP00273,TYPE: Development Variance Permit   SUBJECT: 106 Pine Street   STATUS: COMPLETED
BOV00664,Development,Board of Variance,527 Milton Street,COMPLETED,49.1593687,-123.9402685,https://www.nanaimo.ca/whatsbuilding/folder/BOV00664,TYPE: Board of Variance   SUBJECT: 527 Milton Street   STATUS: COMPLETED
BOV00665,Development,Board of Variance,940 Townsite Road,COMPLETED,49.1785053,-123.9622684,https://www.nanaimo.ca/whatsbuilding/folder/BOV00665,TYPE: Board of Variance   SUBJECT: 940 Townsite Road   STATUS: COMPLETED
DP000961,Development,Development Permit,500 Duke Point Highway,COMPLETED,49.1531195,-123.8877723,https://www.nanaimo.ca/whatsbuilding/folder/DP000961,TYPE: Development Permit   SUBJECT: 500 Duke Point Highway   STATUS: COMPLETED
BOV00666,Development,Board of Variance,3574 Oakridge Drive,DENIED,49.2218406,-123.9517263,https://www.nanaimo.ca/whatsbuilding/folder/BOV00666,TYPE: Board of Variance   SUBJECT: 3574 Oakridge Drive   STATUS: DENIED
DP000962,Development,Development Permit,1061 Maughan Road,COMPLETED,49.1352764,-123.8714871,https://www.nanaimo.ca/whatsbuilding/folder/DP000962,TYPE: Development Permit   SUBJECT: 1061 Maughan Road   STATUS: COMPLETED
BOV00668,Development,Board of Variance,610 Lambert Avenue,COMPLETED,49.1534501,-123.9578876,https://www.nanaimo.ca/whatsbuilding/folder/BOV00668,TYPE: Board of Variance   SUBJECT: 610 Lambert Avenue   STATUS: COMPLETED
DP000963,Development,Development Permit,1720 Dufferin Crescent,COMPLETED,49.1844019,-123.9787691,https://www.nanaimo.ca/whatsbuilding/folder/DP000963,TYPE: Development Permit   SUBJECT: 1720 Dufferin Crescent   STATUS: COMPLETED
DP000964,Development,Development Permit,600 Ninth Street,COMPLETED,49.139445,-123.9564623,https://www.nanaimo.ca/whatsbuilding/folder/DP000964,TYPE: Development Permit   SUBJECT: 600 Ninth Street   STATUS: COMPLETED
BOV00669,Development,Board of Variance,617 Brechin Road,COMPLETED,49.1894663,-123.9554395,https://www.nanaimo.ca/whatsbuilding/folder/BOV00669,TYPE: Board of Variance   SUBJECT: 617 Brechin Road   STATUS: COMPLETED
DP000965,Development,Development Permit,107 Royal Oak Place,COMPLETED,49.1659945,-123.9886888,https://www.nanaimo.ca/whatsbuilding/folder/DP000965,TYPE: Development Permit   SUBJECT: 107 Royal Oak Place   STATUS: COMPLETED
DP000966,Development,Development Permit,1629 Bowen Road,COMPLETED,49.1791470,-123.9763515,https://www.nanaimo.ca/whatsbuilding/folder/DP000966,TYPE: Development Permit   SUBJECT: 1629 Bowen Road   STATUS: COMPLETED
DP000967,Development,Development Permit,3330 Stephenson Point Road,COMPLETED,49.2107923,-123.9482588,https://www.nanaimo.ca/whatsbuilding/folder/DP000967,TYPE: Development Permit   SUBJECT: 3330 Stephenson Point Road   STATUS: COMPLETED
DP000969,Development,Development Permit,2214 McCullough Road,COMPLETED,49.1927223,-123.9792206,https://www.nanaimo.ca/whatsbuilding/folder/DP000969,TYPE: Development Permit   SUBJECT: 2214 McCullough Road   STATUS: COMPLETED
DP000968,Development,Development Permit,1930 Boxwood Road,COMPLETED,49.1844952,-123.9865428,https://www.nanaimo.ca/whatsbuilding/folder/DP000968,TYPE: Development Permit   SUBJECT: 1930 Boxwood Road   STATUS: COMPLETED
DP000970,Development,Development Permit,6435 Metral Drive,CANCELLED,49.2308468,-124.0453468,https://www.nanaimo.ca/whatsbuilding/folder/DP000970,TYPE: Development Permit   SUBJECT: 6435 Metral Drive   STATUS: CANCELLED
DP000971,Development,Development Permit,571 Albert Street,COMPLETED,49.1609188,-123.9394803,https://www.nanaimo.ca/whatsbuilding/folder/DP000971,TYPE: Development Permit   SUBJECT: 571 Albert Street   STATUS: COMPLETED
BOV00670,Development,Board of Variance,335 Black Diamond Drive,COMPLETED,49.1653142,-123.9774269,https://www.nanaimo.ca/whatsbuilding/folder/BOV00670,TYPE: Board of Variance   SUBJECT: 335 Black Diamond Drive   STATUS: COMPLETED
DVP00275,Development,Development Variance Permit,263 Westwood Road,COMPLETED,49.1684313,-123.9925567,https://www.nanaimo.ca/whatsbuilding/folder/DVP00275,TYPE: Development Variance Permit   SUBJECT: 263 Westwood Road   STATUS: COMPLETED
DVP00274,Development,Development Variance Permit,2260 McGarrigle Road,COMPLETED,49.1960004,-123.9838162,https://www.nanaimo.ca/whatsbuilding/folder/DVP00274,TYPE: Development Variance Permit   SUBJECT: 2260 McGarrigle Road   STATUS: COMPLETED
BOV00671,Development,Board of Variance,1543 Extension Road,COMPLETED,49.1203406,-123.9230689,https://www.nanaimo.ca/whatsbuilding/folder/BOV00671,TYPE: Board of Variance   SUBJECT: 1543 Extension Road   STATUS: COMPLETED
RA000363,Development,Rezoning Application,525 Third Street,COMPLETED,49.162207,-123.9581131,https://www.nanaimo.ca/whatsbuilding/folder/RA000363,TYPE: Rezoning Application   SUBJECT: 525 Third Street   STATUS: COMPLETED
DP000972,Development,Development Permit,6003 Nelson Road,COMPLETED,49.22648,-124.0258161,https://www.nanaimo.ca/whatsbuilding/folder/DP000972,TYPE: Development Permit   SUBJECT: 6003 Nelson Road   STATUS: COMPLETED
DP000973,Development,Development Permit,1030 Old Victoria Road,COMPLETED,49.1389607,-123.9272643,https://www.nanaimo.ca/whatsbuilding/folder/DP000973,TYPE: Development Permit   SUBJECT: 1030 Old Victoria Road   STATUS: COMPLETED
DP000974,Development,Development Permit,4750 Rutherford Road,COMPLETED,49.2175560,-124.0291289,https://www.nanaimo.ca/whatsbuilding/folder/DP000974,TYPE: Development Permit   SUBJECT: 4750 Rutherford Road   STATUS: COMPLETED
BOV00672,Development,Board of Variance,3747 Oak Crest Place,COMPLETED,49.2228975,-123.9602744,https://www.nanaimo.ca/whatsbuilding/folder/BOV00672,TYPE: Board of Variance   SUBJECT: 3747 Oak Crest Place   STATUS: COMPLETED
BOV00673,Development,Board of Variance,3753 Oak Crest Place,COMPLETED,49.2230947,-123.9602048,https://www.nanaimo.ca/whatsbuilding/folder/BOV00673,TYPE: Board of Variance   SUBJECT: 3753 Oak Crest Place   STATUS: COMPLETED
DP000975,Development,Development Permit,416 Wakesiah Avenue,COMPLETED,49.1582003,-123.9606821,https://www.nanaimo.ca/whatsbuilding/folder/DP000975,TYPE: Development Permit   SUBJECT: 416 Wakesiah Avenue   STATUS: COMPLETED
DVP00276,Development,Development Variance Permit,6524 Portsmouth Road,COMPLETED,49.2400405,-124.0474787,https://www.nanaimo.ca/whatsbuilding/folder/DVP00276,TYPE: Development Variance Permit   SUBJECT: 6524 Portsmouth Road   STATUS: COMPLETED
DVP00277,Development,Development Variance Permit,937 / 941 / 945 Haliburton Street,COMPLETED,49.143679,-123.9281936,https://www.nanaimo.ca/whatsbuilding/folder/DVP00277,TYPE: Development Variance Permit   SUBJECT: 937 / 941 / 945 Haliburton Street   STATUS: COMPLETED
DVP00278,Development,Development Variance Permit,3001 Neyland Road,COMPLETED,49.2076440,-123.9884677,https://www.nanaimo.ca/whatsbuilding/folder/DVP00278,TYPE: Development Variance Permit   SUBJECT: 3001 Neyland Road   STATUS: COMPLETED
DP000978,Development,Development Permit,850 Brookfield Drive,COMPLETED,49.1453779,-123.9591304,https://www.nanaimo.ca/whatsbuilding/folder/DP000978,TYPE: Development Permit   SUBJECT: 850 Brookfield Drive   STATUS: COMPLETED
DP000977,Development,Development Permit,1847 Dufferin Crescent,COMPLETED,49.1829294,-123.9835341,https://www.nanaimo.ca/whatsbuilding/folder/DP000977,TYPE: Development Permit   SUBJECT: 1847 Dufferin Crescent   STATUS: COMPLETED
DVP00279,Development,Development Variance Permit,1850 Northfield Road,COMPLETED,49.1922624,-123.9817099,https://www.nanaimo.ca/whatsbuilding/folder/DVP00279,TYPE: Development Variance Permit   SUBJECT: 1850 Northfield Road   STATUS: COMPLETED
BOV00674,Development,Board of Variance,60 Acacia Avenue,COMPLETED,49.1709266,-123.9591156,https://www.nanaimo.ca/whatsbuilding/folder/BOV00674,TYPE: Board of Variance   SUBJECT: 60 Acacia Avenue   STATUS: COMPLETED
BOV00675,Development,Board of Variance,4634 Sheridan Ridge Road,COMPLETED,49.2299012,-123.9807084,https://www.nanaimo.ca/whatsbuilding/folder/BOV00675,TYPE: Board of Variance   SUBJECT: 4634 Sheridan Ridge Road   STATUS: COMPLETED
RA000364,Development,Rezoning Application,1099 Bruce Avenue,COMPLETED,49.1355479,-123.956612,https://www.nanaimo.ca/whatsbuilding/folder/RA000364,TYPE: Rezoning Application   SUBJECT: 1099 Bruce Avenue   STATUS: COMPLETED
DP000979,Development,Development Permit,601 and 609 Bruce Avenue,COMPLETED,49.1545767,-123.9503246,https://www.nanaimo.ca/whatsbuilding/folder/DP000979,TYPE: Development Permit   SUBJECT: 601 and 609 Bruce Avenue   STATUS: COMPLETED
DP000980,Development,Development Permit,10 Church Street,COMPLETED,49.1670503,-123.9368527,https://www.nanaimo.ca/whatsbuilding/folder/DP000980,TYPE: Development Permit   SUBJECT: 10 Church Street   STATUS: COMPLETED
DP000981,Development,Development Permit,1200 Dufferin Crescent,COMPLETED,49.1852320,-123.9688481,https://www.nanaimo.ca/whatsbuilding/folder/DP000981,TYPE: Development Permit   SUBJECT: 1200 Dufferin Crescent   STATUS: COMPLETED
DP000982,Development,Development Permit,1825 Summerhill Place (Lot 6),COMPLETED,49.1822762,-123.97859,https://www.nanaimo.ca/whatsbuilding/folder/DP000982,TYPE: Development Permit   SUBJECT: 1825 Summerhill Place (Lot 6)   STATUS: COMPLETED
DP000983,Development,Development Permit,76 Pirates Lane,COMPLETED,49.1831940,-123.9200753,https://www.nanaimo.ca/whatsbuilding/folder/DP000983,TYPE: Development Permit   SUBJECT: 76 Pirates Lane   STATUS: COMPLETED
RA000365,Development,Rezoning Application,1515 Dufferin Crescent/ 69 Lorne Place,COMPLETED,49.1818479,-123.9689009,https://www.nanaimo.ca/whatsbuilding/folder/RA000365,TYPE: Rezoning Application   SUBJECT: 1515 Dufferin Crescent/ 69 Lorne Place   STATUS: COMPLETED
DVP00280,Development,Development Variance Permit,1074 Old Victoria Road,COMPLETED,49.1368258,-123.923906,https://www.nanaimo.ca/whatsbuilding/folder/DVP00280,TYPE: Development Variance Permit   SUBJECT: 1074 Old Victoria Road   STATUS: COMPLETED
DVP00281,Development,Development Variance Permit,154 Westwood Road,COMPLETED,49.1752452,-123.9847306,https://www.nanaimo.ca/whatsbuilding/folder/DVP00281,TYPE: Development Variance Permit   SUBJECT: 154 Westwood Road   STATUS: COMPLETED
DVP00282,Development,Development Variance Permit,6003 Nelson Road,COMPLETED,49.2254959,-124.0258269,https://www.nanaimo.ca/whatsbuilding/folder/DVP00282,TYPE: Development Variance Permit   SUBJECT: 6003 Nelson Road   STATUS: COMPLETED
DP000984,Development,Development Permit,2300 Bowen Road,COMPLETED,49.1956798,-123.9930560,https://www.nanaimo.ca/whatsbuilding/folder/DP000984,TYPE: Development Permit   SUBJECT: 2300 Bowen Road   STATUS: COMPLETED
DVP00283,Development,Development Variance Permit,614 Nottingham Drive,COMPLETED,49.2173356,-123.9561352,https://www.nanaimo.ca/whatsbuilding/folder/DVP00283,TYPE: Development Variance Permit   SUBJECT: 614 Nottingham Drive   STATUS: COMPLETED
DP000985,Development,Development Permit,540 Franklyn Street,COMPLETED,49.1633831,-123.9417878,https://www.nanaimo.ca/whatsbuilding/folder/DP000985,TYPE: Development Permit   SUBJECT: 540 Franklyn Street   STATUS: COMPLETED
DVP00284,Development,Development Variance Permit,6430 Portsmouth Road,COMPLETED,49.2400285,-124.0454309,https://www.nanaimo.ca/whatsbuilding/folder/DVP00284,TYPE: Development Variance Permit   SUBJECT: 6430 Portsmouth Road   STATUS: COMPLETED
DP000986,Development,Development Permit,3644 Dix Road,HOLDBACK,49.2175196,-123.9987769,https://www.nanaimo.ca/whatsbuilding/folder/DP000986,TYPE: Development Permit   SUBJECT: 3644 Dix Road   STATUS: HOLDBACK
DP000987,Development,Development Permit,244 Selby Street,COMPLETED,49.1662000,-123.9426629,https://www.nanaimo.ca/whatsbuilding/folder/DP000987,TYPE: Development Permit   SUBJECT: 244 Selby Street   STATUS: COMPLETED
BOV00676,Development,Board of Variance,410 Woodhaven Drive,COMPLETED,49.2114161,-124.0133393,https://www.nanaimo.ca/whatsbuilding/folder/BOV00676,TYPE: Board of Variance   SUBJECT: 410 Woodhaven Drive   STATUS: COMPLETED
DP000988,Development,Development Permit,6004 Nelson Road / 5800 Carlton Road,COMPLETED,49.2280576,-124.0261105,https://www.nanaimo.ca/whatsbuilding/folder/DP000988,TYPE: Development Permit   SUBJECT: 6004 Nelson Road / 5800 Carlton Road   STATUS: COMPLETED
BOV00677,Development,Board of Variance,532 Selby Street,COMPLETED,49.1613868,-123.9382155,https://www.nanaimo.ca/whatsbuilding/folder/BOV00677,TYPE: Board of Variance   SUBJECT: 532 Selby Street   STATUS: COMPLETED
DP000989,Development,Development Permit,3795 Glen Oaks Drive,DENIED,49.2226603,-123.9625518,https://www.nanaimo.ca/whatsbuilding/folder/DP000989,TYPE: Development Permit   SUBJECT: 3795 Glen Oaks Drive   STATUS: DENIED
DP000990,Development,Development Permit,510 Woodhaven Drive,COMPLETED,49.2112632,-124.0107576,https://www.nanaimo.ca/whatsbuilding/folder/DP000990,TYPE: Development Permit   SUBJECT: 510 Woodhaven Drive   STATUS: COMPLETED
DP000991,Development,Development Permit,2079 Boxwood Road,COMPLETED,49.1879191,-123.9973085,https://www.nanaimo.ca/whatsbuilding/folder/DP000991,TYPE: Development Permit   SUBJECT: 2079 Boxwood Road   STATUS: COMPLETED
DP000992,Development,Development Permit,1805 Summerhill Place (Lot 7) - Summerhill III,COMPLETED,49.1829930,-123.9786521,https://www.nanaimo.ca/whatsbuilding/folder/DP000992,TYPE: Development Permit   SUBJECT: 1805 Summerhill Place (Lot 7) - Summerhill III   STATUS: COMPLETED
DP000993,Development,Development Permit,507  511  515 Milton Street / 745  755 Albert Street,COMPLETED,49.159531,-123.9409069,https://www.nanaimo.ca/whatsbuilding/folder/DP000993,TYPE: Development Permit   SUBJECT: 507  511  515 Milton Street / 745  755 Albert Street   STATUS: COMPLETED
DVP00285,Development,Development Variance Permit,1285 College Drive,COMPLETED,49.1614775,-123.9824908,https://www.nanaimo.ca/whatsbuilding/folder/DVP00285,TYPE: Development Variance Permit   SUBJECT: 1285 College Drive   STATUS: COMPLETED
LA000120,Development,Liquor Licence Application,1890 Boxwood Road,COMPLETED,49.1836362,-123.9851278,https://www.nanaimo.ca/whatsbuilding/folder/LA000120,TYPE: Liquor Licence Application   SUBJECT: 1890 Boxwood Road   STATUS: COMPLETED
DP000994,Development,Development Permit,253 Victoria Road,COMPLETED,49.1563560,-123.9353485,https://www.nanaimo.ca/whatsbuilding/folder/DP000994,TYPE: Development Permit   SUBJECT: 253 Victoria Road   STATUS: COMPLETED
RA000366,Development,Rezoning Application,30/32 Lorne Place,CANCELLED,49.1816961,-123.9662280,https://www.nanaimo.ca/whatsbuilding/folder/RA000366,TYPE: Rezoning Application   SUBJECT: 30/32 Lorne Place   STATUS: CANCELLED
DP000995,Development,Development Permit,1880 Dufferin Crescent,COMPLETED,49.1832334,-123.9852902,https://www.nanaimo.ca/whatsbuilding/folder/DP000995,TYPE: Development Permit   SUBJECT: 1880 Dufferin Crescent   STATUS: COMPLETED
DP000997,Development,Development Permit,4600 Hammond Bay Road,COMPLETED,49.2329503,-123.9712222,https://www.nanaimo.ca/whatsbuilding/folder/DP000997,TYPE: Development Permit   SUBJECT: 4600 Hammond Bay Road   STATUS: COMPLETED
DP000998,Development,Development Permit,3690 Country Club Drive,COMPLETED,49.2056194,-124.0006084,https://www.nanaimo.ca/whatsbuilding/folder/DP000998,TYPE: Development Permit   SUBJECT: 3690 Country Club Drive   STATUS: COMPLETED
DVP00286,Development,Development Variance Permit,4750 Rutherford Road,COMPLETED,49.2175560,-124.0291289,https://www.nanaimo.ca/whatsbuilding/folder/DVP00286,TYPE: Development Variance Permit   SUBJECT: 4750 Rutherford Road   STATUS: COMPLETED
DP000996,Development,Development Permit,1234 Kiwanis Crescent,COMPLETED,49.1866477,-123.9682337,https://www.nanaimo.ca/whatsbuilding/folder/DP000996,TYPE: Development Permit   SUBJECT: 1234 Kiwanis Crescent   STATUS: COMPLETED
DP000999,Development,Development Permit,2180 Highland Boulevard,COMPLETED,49.1918529,-123.9699196,https://www.nanaimo.ca/whatsbuilding/folder/DP000999,TYPE: Development Permit   SUBJECT: 2180 Highland Boulevard   STATUS: COMPLETED
DVP00287,Development,Development Variance Permit,3713 Cavendish Boulevard,COMPLETED,49.2006578,-124.0343267,https://www.nanaimo.ca/whatsbuilding/folder/DVP00287,TYPE: Development Variance Permit   SUBJECT: 3713 Cavendish Boulevard   STATUS: COMPLETED
BOV00681,Development,Board of Variance,3820 Sundown Drive,COMPLETED,49.2256393,-123.9587419,https://www.nanaimo.ca/whatsbuilding/folder/BOV00681,TYPE: Board of Variance   SUBJECT: 3820 Sundown Drive   STATUS: COMPLETED
BOV00680,Development,Board of Variance,3237 Lauren Mary Place,COMPLETED,49.2138231,-123.9805254,https://www.nanaimo.ca/whatsbuilding/folder/BOV00680,TYPE: Board of Variance   SUBJECT: 3237 Lauren Mary Place   STATUS: COMPLETED
BOV00682,Development,Board of Variance,400  Woodhaven Drive,COMPLETED,49.2114518,-124.0135766,https://www.nanaimo.ca/whatsbuilding/folder/BOV00682,TYPE: Board of Variance   SUBJECT: 400  Woodhaven Drive   STATUS: COMPLETED
RA000367,Development,Rezoning Application,615 and 699 Harewood Road,DENIED,49.1526302,-123.9607896,https://www.nanaimo.ca/whatsbuilding/folder/RA000367,TYPE: Rezoning Application   SUBJECT: 615 and 699 Harewood Road   STATUS: DENIED
DVP00288,Development,Development Variance Permit,2560 Bowen Road & 1900 Labieux Road,COMPLETED,49.1991361,-123.9893456,https://www.nanaimo.ca/whatsbuilding/folder/DVP00288,TYPE: Development Variance Permit   SUBJECT: 2560 Bowen Road & 1900 Labieux Road   STATUS: COMPLETED
DVP00289,Development,Development Variance Permit,3732 Glen Oaks Drive,COMPLETED,49.2224214,-123.9597000,https://www.nanaimo.ca/whatsbuilding/folder/DVP00289,TYPE: Development Variance Permit   SUBJECT: 3732 Glen Oaks Drive   STATUS: COMPLETED
DP001000,Development,Development Permit,508 Eighth Street,COMPLETED,49.1440391,-123.9507215,https://www.nanaimo.ca/whatsbuilding/folder/DP001000,TYPE: Development Permit   SUBJECT: 508 Eighth Street   STATUS: COMPLETED
DP001001,Development,Development Permit,2589 Kenworth Road,COMPLETED,49.2018889,-124.0093391,https://www.nanaimo.ca/whatsbuilding/folder/DP001001,TYPE: Development Permit   SUBJECT: 2589 Kenworth Road   STATUS: COMPLETED
DP001002,Development,Development Permit,1400 Wingrove Street,CANCELLED,49.2040499,-123.9708749,https://www.nanaimo.ca/whatsbuilding/folder/DP001002,TYPE: Development Permit   SUBJECT: 1400 Wingrove Street   STATUS: CANCELLED
RA000368,Development,Rezoning Application,5264 Sherbourne Drive,DENIED,49.2155305,-124.037228,https://www.nanaimo.ca/whatsbuilding/folder/RA000368,TYPE: Rezoning Application   SUBJECT: 5264 Sherbourne Drive   STATUS: DENIED
RA000369,Development,Rezoning Application,2408 York Crescent,COMPLETED,49.1961193,-124.0039531,https://www.nanaimo.ca/whatsbuilding/folder/RA000369,TYPE: Rezoning Application   SUBJECT: 2408 York Crescent   STATUS: COMPLETED
DP001003,Development,Development Permit,1180 Maughan Road,COMPLETED,49.1325808,-123.8662207,https://www.nanaimo.ca/whatsbuilding/folder/DP001003,TYPE: Development Permit   SUBJECT: 1180 Maughan Road   STATUS: COMPLETED
DVP00290,Development,Development Variance Permit,3865  3875  3881 and 3887 Gulfview Drive,COMPLETED,49.2266138,-123.9625501,https://www.nanaimo.ca/whatsbuilding/folder/DVP00290,TYPE: Development Variance Permit   SUBJECT: 3865  3875  3881 and 3887 Gulfview Drive   STATUS: COMPLETED
DP001004,Development,Development Permit,4717 Laguna Way,COMPLETED,49.2284442,-123.9826773,https://www.nanaimo.ca/whatsbuilding/folder/DP001004,TYPE: Development Permit   SUBJECT: 4717 Laguna Way   STATUS: COMPLETED
DP001005,Development,Development Permit,1847 Dufferin Crescent,COMPLETED,49.1829294,-123.9835341,https://www.nanaimo.ca/whatsbuilding/folder/DP001005,TYPE: Development Permit   SUBJECT: 1847 Dufferin Crescent   STATUS: COMPLETED
DP001006,Development,Development Permit,1406 Bowen Road,COMPLETED,49.1777697,-123.9705453,https://www.nanaimo.ca/whatsbuilding/folder/DP001006,TYPE: Development Permit   SUBJECT: 1406 Bowen Road   STATUS: COMPLETED
BOV00683,Development,Board of Variance,3820 Sundown Drive,COMPLETED,49.2256393,-123.9587419,https://www.nanaimo.ca/whatsbuilding/folder/BOV00683,TYPE: Board of Variance   SUBJECT: 3820 Sundown Drive   STATUS: COMPLETED
DP001007,Development,Development Permit,1680/1690 Townsite Road,COMPLETED,49.1825133,-123.9799183,https://www.nanaimo.ca/whatsbuilding/folder/DP001007,TYPE: Development Permit   SUBJECT: 1680/1690 Townsite Road   STATUS: COMPLETED
DVP00292,Development,Development Variance Permit,3855 Gulfview Drive,COMPLETED,49.2259914,-123.9612005,https://www.nanaimo.ca/whatsbuilding/folder/DVP00292,TYPE: Development Variance Permit   SUBJECT: 3855 Gulfview Drive   STATUS: COMPLETED
DVP00291,Development,Development Variance Permit,1643 King John Way,COMPLETED,49.2103816,-123.9760071,https://www.nanaimo.ca/whatsbuilding/folder/DVP00291,TYPE: Development Variance Permit   SUBJECT: 1643 King John Way   STATUS: COMPLETED
DP001008,Development,Development Permit,1015 Park Avenue,COMPLETED,49.1384220,-123.9452692,https://www.nanaimo.ca/whatsbuilding/folder/DP001008,TYPE: Development Permit   SUBJECT: 1015 Park Avenue   STATUS: COMPLETED
DP001010,Development,Development Permit,4535 Uplands Drive,COMPLETED,49.2189985,-124.0259029,https://www.nanaimo.ca/whatsbuilding/folder/DP001010,TYPE: Development Permit   SUBJECT: 4535 Uplands Drive   STATUS: COMPLETED
DP001009,Development,Development Permit,1847 Dufferin Crescent,COMPLETED,49.1829294,-123.9835341,https://www.nanaimo.ca/whatsbuilding/folder/DP001009,TYPE: Development Permit   SUBJECT: 1847 Dufferin Crescent   STATUS: COMPLETED
BOV00684,Development,Board of Variance,3237 Lauren Mary Place,COMPLETED,49.2138231,-123.9805254,https://www.nanaimo.ca/whatsbuilding/folder/BOV00684,TYPE: Board of Variance   SUBJECT: 3237 Lauren Mary Place   STATUS: COMPLETED
DVP00294,Development,Development Variance Permit,6320 Brannen Lake Road,COMPLETED,49.2217607,-124.0532134,https://www.nanaimo.ca/whatsbuilding/folder/DVP00294,TYPE: Development Variance Permit   SUBJECT: 6320 Brannen Lake Road   STATUS: COMPLETED
DP001011,Development,Development Permit,3394 Stephenson Point Road,COMPLETED,49.2131062,-123.9410305,https://www.nanaimo.ca/whatsbuilding/folder/DP001011,TYPE: Development Permit   SUBJECT: 3394 Stephenson Point Road   STATUS: COMPLETED
DP001012,Development,Development Permit,3217 Hammond Bay Road,COMPLETED,49.2138186,-123.9576585,https://www.nanaimo.ca/whatsbuilding/folder/DP001012,TYPE: Development Permit   SUBJECT: 3217 Hammond Bay Road   STATUS: COMPLETED
DP001014,Development,Development Permit,1019 Vancouver Avenue,COMPLETED,49.1811789,-123.9473534,https://www.nanaimo.ca/whatsbuilding/folder/DP001014,TYPE: Development Permit   SUBJECT: 1019 Vancouver Avenue   STATUS: COMPLETED
DP001013,Development,Development Permit,4931 Wellington Road,COMPLETED,49.2135863,-124.0309409,https://www.nanaimo.ca/whatsbuilding/folder/DP001013,TYPE: Development Permit   SUBJECT: 4931 Wellington Road   STATUS: COMPLETED
BOV00685,Development,Board of Variance,615 Prideaux Street,COMPLETED,49.1596222,-123.9372559,https://www.nanaimo.ca/whatsbuilding/folder/BOV00685,TYPE: Board of Variance   SUBJECT: 615 Prideaux Street   STATUS: COMPLETED
DVP00295,Development,Development Variance Permit,2099 Lark Crescent,COMPLETED,49.1903381,-123.9921473,https://www.nanaimo.ca/whatsbuilding/folder/DVP00295,TYPE: Development Variance Permit   SUBJECT: 2099 Lark Crescent   STATUS: COMPLETED
DP001015,Development,Development Permit,1800 Summerhill Place,COMPLETED,49.183136,-123.9777795,https://www.nanaimo.ca/whatsbuilding/folder/DP001015,TYPE: Development Permit   SUBJECT: 1800 Summerhill Place   STATUS: COMPLETED
DP001016,Development,Development Permit,1515 Dufferin Crescent,COMPLETED,49.1828796,-123.9709256,https://www.nanaimo.ca/whatsbuilding/folder/DP001016,TYPE: Development Permit   SUBJECT: 1515 Dufferin Crescent   STATUS: COMPLETED
DP001017,Development,Development Permit,2515 McCullough Road,COMPLETED,49.1951301,-123.9802530,https://www.nanaimo.ca/whatsbuilding/folder/DP001017,TYPE: Development Permit   SUBJECT: 2515 McCullough Road   STATUS: COMPLETED
BOV00687,Development,Board of Variance,561 Cumberland Place,CANCELLED,49.2129183,-123.9602735,https://www.nanaimo.ca/whatsbuilding/folder/BOV00687,TYPE: Board of Variance   SUBJECT: 561 Cumberland Place   STATUS: CANCELLED
DP001018,Development,Development Permit,4125 Jingle Pot Road,COMPLETED,49.2075221,-124.0312014,https://www.nanaimo.ca/whatsbuilding/folder/DP001018,TYPE: Development Permit   SUBJECT: 4125 Jingle Pot Road   STATUS: COMPLETED
