# of SCH,SCHOOL DIVISION NAME,DAN #,SCHOOL/PROGRAM NAME,ADDRESS,TOWN/CITY,PC,PHONE,GRADE RANGE, K-12 Total ,ISCED020,ISCED1,ISCED2,ISCED3
,Prairie Spirit SD 206,4210213.0,Lord Asquith School,BOX 40,ASQUITH,S0K 0J0,306-329-4331,Gr. K-12,204,1,1,1,1
,Prairie Spirit SD 206,4110233.0,Lost River Colony School,BOX 249,ALLAN,S0K 0C0,306-257-3610,Gr. K-9,24,1,1,1,0
,Prairie Spirit SD 206,4910453.0,Martensville High School,BOX 730,MARTENSVILLE,S0K 2T0,306-931-2230,Gr. 9-12,569,0,0,1,1
,Prairie Spirit SD 206,4910433.0,Osler School,BOX 10,OSLER,S0K 3A0,306-239-2077,Gr. K-9,298,1,1,1,0
,Prairie Spirit SD 206,4211213.0,Perdue School,BOX 370,PERDUE,S0K 3C0,306-237-4311,Gr. K-12,132,1,1,1,1
,Prairie Spirit SD 206,4211311.0,Pike Lake School,"SITE 708, COMP 17, RR #7",SASKATOON,S7K 1N2,306-668-4808,Gr. K-4,36,1,1,0,0
,Prairie Spirit SD 206,4210421.0,Prairie View School,BOX 340,DALMENY,S0K 1E0,306-254-2633,Gr. K-6,249,1,1,0,0
,Prairie Spirit SD 206,4910703.0,Riverbend Hutterite Colony School,BOX 630,WALDHEIM,S0K 4R0,306-945-2151,Gr. K-12,38,1,1,1,1
,Prairie Spirit SD 206,4110133.0,Riverview Colony School,BOX 809,WARMAN,S0K 4S0,306-373-5829,Gr. 1-9,24,0,1,1,0
,Prairie Spirit SD 206,4910511.0,Rosthern Elementary School,BOX 580,ROSTHERN,S0K 3R0,306-232-4434,Gr. K-5,193,1,1,0,0
,Prairie Spirit SD 206,4910523.0,Rosthern High School,BOX 820,ROSTHERN,S0K 3R0,306-232-4868,Gr. 6-12,216,0,1,1,1
,Prairie Spirit SD 206,4111211.0,South Corman Park School,1760  BAKER ROAD EAST,CORMAN PARK,S7T 1B5,306-477-0001,Gr. K-6,138,1,1,0,0
,Prairie Spirit SD 206,2060501.0,Spirit e-Learning School,BOX 809,WARMAN,S0K 4S0,306-683-2821,Gr. 9-12,11,0,0,1,1
,Prairie Spirit SD 206,4910623.0,Stobart Community School,BOX 809,DUCK LAKE,S0K 1J0,306-467-2185,Gr. K-12,313,1,1,1,1
,Prairie Spirit SD 206,4211913.0,Sunnydale Colony School,BOX 809,WARMAN,S0K 4S0,306-237-4812,Gr. K-9,30,1,1,1,0
,Prairie Spirit SD 206,4911013.0,Valley Christian Academy,BOX 279,OSLER,S0K 3A0,306-239-2196,Gr. K-12,348,1,1,1,1
,Prairie Spirit SD 206,4910411.0,Valley Manor Elementary School,BOX 10,MARTENSVILLE,S0K 2T0,306-931-2233,Gr. K-8,586,1,1,1,0
,Prairie Spirit SD 206,4211611.0,Vanscoy School,BOX 250,VANSCOY,S0L 3J0,306-668-2056,Gr. K-8,149,1,1,1,0
,Prairie Spirit SD 206,4910911.0,Venture Heights Elementary School,BOX 1000,MARTENSVILLE,S0K 2T0,306-934-2185,Gr. K-8,452,1,1,1,0
,Prairie Spirit SD 206,4910713.0,Waldheim School,BOX 367,WALDHEIM,S0K 4R0,306-945-2211,Gr. K-12,379,1,1,1,1
,Prairie Spirit SD 206,4210923.0,Walter W. Brown High School,BOX 260,LANGHAM,S0K 2L0,306-283-4434,Gr. 6-12,144,0,1,1,1
,Prairie Spirit SD 206,4910441.0,Warman Community Middle School,BOX 820,WARMAN,S0K 4S0,306-683-3000,Gr. 6-8,500,0,1,1,0
,Prairie Spirit SD 206,4910421.0,Warman Elementary School,BOX 510,WARMAN,S0K 4S0,306-933-2066,Gr. K-5,522,1,1,0,0
,Prairie Spirit SD 206,4910443.0,Warman High School,BOX 403,WARMAN,S0K 4S0,306-933-2377,Gr. 9-12,692,0,0,1,1
,Prairie Spirit SD 206,4211711.0,Willow Park Colony School,BOX 809,WARMAN,S0K 4S0,306-683-2800,Gr. K-9,16,1,1,1,0
40.0,Prairie Valley SD 208,2110613.0,Arm River Colony School,BOX 570,LUMSDEN,S0G 3C0,306-731-2280,Gr. K-11,22,1,1,1,1
,Prairie Valley SD 208,2710123.0,Balcarres School,BOX 610,BALCARRES,S0G 0C0,306-334-2520,Gr. K-12,329,1,1,1,1
,Prairie Valley SD 208,2110111.0,Balgonie Elementary School,BOX 160,BALGONIE,S0G 0E0,306-771-2345,Gr. K-8,407,1,1,1,0
,Prairie Valley SD 208,1910123.0,Bert Fox High School,BOX 880,FORT QU'APPELLE,S0G 1S0,306-332-4343,Gr. 8-12,236,0,0,1,1
,Prairie Valley SD 208,1810113.0,Broadview School,BOX 639,BROADVIEW,S0G 0K0,306-696-2727,Gr. K-12,117,1,1,1,1
,Prairie Valley SD 208,2110313.0,Clive Draycott Elementary School,BOX 269,BETHUNE,S0G 0H0,306-638-3100,Gr. K-8,53,1,1,1,0
,Prairie Valley SD 208,2810113.0,Cupar School,BOX 429,CUPAR,S0G 0Y0,306-723-4660,Gr. K-12,195,1,1,1,1
,Prairie Valley SD 208,2710611.0,Dr. Isman Elementary School,BOX 159,WOLSELEY,S0G 5H0,306-698-2355,Gr. K-6,118,1,1,0,0
,Prairie Valley SD 208,2110911.0,École Lumsden Elementary School,BOX 310,LUMSDEN,S0G 3C0,306-731-3338,Gr. K-8,554,1,1,1,0
,Prairie Valley SD 208,2111613.0,École White City Elementary School,PO BOX 309 STN MAIN,WHITE CITY,S4L 5B1,306-781-2115,Gr. K-8,537,1,1,1,0
,Prairie Valley SD 208,2110711.0,Edenwold Elementary School,BOX 190,EDENWOLD,S0G 1K0,306-771-4183,Gr. K-6,37,1,1,0,0
,Prairie Valley SD 208,2111614.0,Emerald Ridge Elementary School,15 MOTHERWELL DRIVE,WHITE CITY,S4L 0C5,306-781-6025,Gr. K-8,484,1,1,1,0
,Prairie Valley SD 208,1910111.0,Fort Qu'Appelle Elementary School,BOX 1130,FORT QU'APPELLE,S0G 1S0,306-332-5566,Gr. K-7,299,1,1,1,0
,Prairie Valley SD 208,2110123.0,Greenall High School,BOX 70,BALGONIE,S0G 0E0,306-771-2566,Gr. 9-12,665,0,0,1,1
,Prairie Valley SD 208,2710211.0,Grenfell Elementary School,BOX 519,GRENFELL,S0G 2B0,306-697-2566,Gr. K-6,114,1,1,0,0
,Prairie Valley SD 208,2710223.0,Grenfell High School,BOX 1090,GRENFELL,S0G 2B0,306-697-2744,Gr. 7-12,135,0,0,1,1
,Prairie Valley SD 208,,Home-based School,,,,,Gr. K-12,172,1,1,1,1
,Prairie Valley SD 208,1910211.0,Indian Head Elementary School,BOX 1270,INDIAN HEAD,S0G 2K0,306-695-3939,Gr. K-6,257,1,1,0,0
,Prairie Valley SD 208,1910223.0,Indian Head High School,BOX 609,INDIAN HEAD,S0G 2K0,306-695-3929,Gr. 7-12,254,0,0,1,1
,Prairie Valley SD 208,1910513.0,James Hamblin Elementary School,BOX 90,QU'APPELLE,S0G 4A0,306-699-2301,Gr. K-8,79,1,1,1,0
,Prairie Valley SD 208,2810413.0,Kelliher School,BOX 220,KELLIHER,S0A 1V0,306-675-2112,Gr. K-12,106,1,1,1,1
,Prairie Valley SD 208,1810613.0,Kennedy Langbank Elementary School,BOX 130,KENNEDY,S0G 2R0,306-538-2077,Gr. K-8,50,1,1,1,0
,Prairie Valley SD 208,1810313.0,Kipling School,BOX 730,KIPLING,S0G 2S0,306-736-2464,Gr. K-12,372,1,1,1,1
,Prairie Valley SD 208,2111513.0,Lajord Colony School,BOX 514 STN MAIN,WHITE CITY,S4L 5B1,306-771-4203,Gr. K-12,22,1,1,1,1
,Prairie Valley SD 208,2810713.0,Lipton School,BOX 160,LIPTON,S0G 3B0,306-336-2200,Gr. K-12,98,1,1,1,1
,Prairie Valley SD 208,2110923.0,Lumsden High School,BOX 449,LUMSDEN,S0G 3C0,306-731-2262,Gr. 9-12,303,0,0,1,1
,Prairie Valley SD 208,1910413.0,McLean Elementary School,BOX 236,MCLEAN,S0G 3E0,306-699-7274,Gr. K-8,110,1,1,1,0
,Prairie Valley SD 208,1210523.0,Milestone School,BOX 478,MILESTONE,S0G 3L0,306-436-2292,Gr. K-12,245,1,1,1,1
,Prairie Valley SD 208,2010413.0,Montmartre School,BOX 300,MONTMARTRE,S0G 3M0,306-424-2242,Gr. K-12,226,1,1,1,1
,Prairie Valley SD 208,2710411.0,North Valley Elementary School,BOX 40,NEUDORF,S0A 2T0,306-748-2575,Gr. K-6,71,1,1,0,0
,Prairie Valley SD 208,2710313.0,North Valley High School,BOX 10,LEMBERG,S0A 2B0,306-335-2363,Gr. 7-12,72,0,0,1,1
,Prairie Valley SD 208,2120411.0,Pense Elementary School,GENERAL DELIVERY,PENSE,S0G 3W0,306-345-2311,Gr. K-8,108,1,1,1,0
,Prairie Valley SD 208,2111013.0,Pilot Butte Elementary School,BOX 390,PILOT BUTTE,S0G 3Z0,306-781-4488,Gr. K-8,396,1,1,1,0
,Prairie Valley SD 208,2810823.0,Robert Southey School,BOX 460,SOUTHEY,S0G 4P0,306-726-2224,Gr. K-12,293,1,1,1,1
,Prairie Valley SD 208,2010713.0,Sedley Elementary School,BOX 68,SEDLEY,S0G 4K0,306-885-2122,Gr. K-8,105,1,1,1,0
,Prairie Valley SD 208,2110621.0,South Shore Elementary School,BOX 399,REGINA BEACH,S0G 4C0,306-729-2464,Gr. K-8,123,1,1,1,0
,Prairie Valley SD 208,2120211.0,Stewart Nicks Elementary School,RR 2 SITE 200 BOX 65,REGINA,S4P 2Z2,306-757-2051,Gr. K-8,111,1,1,1,0
,Prairie Valley SD 208,2010113.0,Vibank School,BOX 70,VIBANK,S0G 4Y0,306-762-2144,Gr. K-12,234,1,1,1,1
,Prairie Valley SD 208,1810513.0,Whitewood School,BOX 10,WHITEWOOD,S0G 5C0,306-735-2550,Gr. K-12,253,1,1,1,1
,Prairie Valley SD 208,2710623.0,Wolseley High School,BOX 460,WOLSELEY,S0G 5H0,306-698-2591,Gr. 7-12,80,0,0,1,1
8.0,Prince Albert RCSSD 6,5661103.0,École Holy Cross School,2051  15TH AVENUE E,PRINCE ALBERT,S6V 6T5,306-953-7551,Gr. K-8,356,1,1,1,0
,Prince Albert RCSSD 6,5660101.0,École St. Anne School,530 24TH ST W,PRINCE ALBERT,S6V 4N3,306-953-7549,Gr. K-8,585,1,1,1,0
,Prince Albert RCSSD 6,5661002.0,École St. Mary High School,380  14TH STREET W,PRINCE ALBERT,S6V 3L5,306-953-7544,Gr. 9-12,"1,076",0,0,1,1
,Prince Albert RCSSD 6,,Home-based School,,,,,Gr. 2-11,15,0,1,1,1
,Prince Albert RCSSD 6,5660701.0,St. Catherine Catholic School,1180  BRANION DRIVE,PRINCE ALBERT,S6V 2S8,306-953-7558,Gr. K-6,149,1,1,0,0
,Prince Albert RCSSD 6,5661403.0,St. Francis School,1695  OLIVE DIEFENBAKER DRIVE,PRINCE ALBERT,S6X 1B8,306-953-7561,Gr. K-8,330,1,1,1,0
,Prince Albert RCSSD 6,5660203.0,St. John Community School,1453  7TH STREET E,PRINCE ALBERT,S6V 0V3,306-953-7536,Gr. K-8,344,1,1,1,0
,Prince Albert RCSSD 6,5660503.0,St. Michael Community School,1695  17TH STREET WEST,PRINCE ALBERT,S6V 6W2,306-953-7555,Gr. K-8,232,1,1,1,0
34.0,Regina RCSSD 81,2163502.0,Archbishop M.C. O'Neill Catholic High School,134  ARGYLE STREET,REGINA,S4R 4C3,306-791-7240,Gr. 9-12,830,0,0,1,1
,Regina RCSSD 81,2160101.0,Deshaye Catholic School,37  CAMERON CRESCENT,REGINA,S4S 2X1,306-791-7270,Gr. K-8,215,1,1,1,0
,Regina RCSSD 81,2163702.0,Dr. Martin LeBoldus Catholic High School,2330  25TH AVENUE,REGINA,S4S 4E6,306-791-7250,Gr. 9-12,739,0,0,1,1
,Regina RCSSD 81,2164201.0,École St. Angela Merici,6823  GILLMORE DRIVE,REGINA,S4X 4J3,306-791-7305,Gr. K-8,502,1,1,1,0
,Regina RCSSD 81,2163503.0,École St. Elizabeth,5149 E GREEN BROOKS WAY,REGINA,S4V 3M4,306-791-7300,Gr. K-8,471,1,1,1,0
,Regina RCSSD 81,2161401.0,École St. Mary,140  MCINTOSH STREET N.,REGINA,S4R 4Z9,306-791-7365,Gr. K-8,525,1,1,1,0
,Regina RCSSD 81,2162101.0,École St. Pius X,3301  GARNET STREET,REGINA,S4S 1X8,306-791-7385,Gr. K-8,362,1,1,1,0
,Regina RCSSD 81,2160201.0,Holy Rosary Community School,3118  14TH AVENUE,REGINA,S4T 1R9,306-791-7280,Gr. K-8,98,1,1,1,0
,Regina RCSSD 81,,Home-based School,,,,,Gr. K-12,45,1,1,1,1
,Regina RCSSD 81,2162301.0,Jean Vanier School,425  15TH AVENUE,REGINA,S4N 0V1,306-791-7285,Gr. K-12,30,1,1,1,1
,Regina RCSSD 81,2164002.0,Michael A. Riffel Catholic High School,5757  ROCHDALE BLVD.,REGINA,S4X 3P5,306-791-7260,Gr. 9-12,718,0,0,1,1
,Regina RCSSD 81,2163404.0,Miller Comprehensive Catholic High School,1027  COLLEGE AVENUE,REGINA,S4P 1A7,306-791-7230,Gr. 9-12,948,0,0,1,1
,Regina RCSSD 81,2195603.0,Mother Teresa Middle School,1975 - 2ND AVE N,REGINA,S4R 0Y1,306-596-6867,Gr. 6-8,56,0,1,1,0
,Regina RCSSD 81,2160001.0,Regina Catholic Learning Online,2160 CAMERON ST,REGINA,S4T 2V6,306-791-7200,Gr. 11-12,11,0,0,0,1
,Regina RCSSD 81,2160301.0,Sacred Heart Community School,1325 ARGYLE ST,REGINA,S4T 2Z8,306-791-7290,Gr. K-8,381,1,1,1,0
,Regina RCSSD 81,2160601.0,St. Augustine Community School,2343  EDGAR STREET,REGINA,S4N 3L2,306-791-7310,Gr. K-8,383,1,1,1,0
,Regina RCSSD 81,2162701.0,St. Bernadette School,727  MCINTOSH STREET N,REGINA,S4R 6E4,306-791-7320,Gr. K-8,409,1,1,1,0
,Regina RCSSD 81,2160701.0,St. Catherine School,150  BROTHERTON AVENUE,REGINA,S4N 0J7,306-791-7325,Gr. K-8,265,1,1,1,0
,Regina RCSSD 81,2163201.0,St. Dominic Savio Elementary,195  WINDFIELD ROAD,REGINA,S4V 0E9,306-791-7330,Gr. K-8,249,1,1,1,0
,Regina RCSSD 81,2160801.0,St. Francis Community School,45  MIKKELSON DRIVE,REGINA,S4T 6B7,306-791-7335,Gr. K-8,391,1,1,1,0
,Regina RCSSD 81,2164301.0,St. Gabriel School,3150  WINDSOR PARK ROAD,REGINA,S4V 3A1,306-791-1717,Gr. K-8,401,1,1,1,0
,Regina RCSSD 81,2162601.0,St. Gregory School,302  UPLANDS DRIVE,REGINA,S4R 5X3,306-791-7340,Gr. K-8,261,1,1,1,0
,Regina RCSSD 81,2163001.0,St. Jerome School,770  RINK AVENUE,REGINA,S4X 1V8,306-791-7345,Gr. K-8,242,1,1,1,0
,Regina RCSSD 81,2162501.0,St. Joan of Arc School,10  DEMPSEY AVENUE,REGINA,S4T 7H9,306-791-7350,Gr. K-8,314,1,1,1,0
,Regina RCSSD 81,2163101.0,St. Josaphat School,140  GREENWOOD CRESCENT,REGINA,S4X 1G4,306-791-7355,Gr. K-8,348,1,1,1,0
,Regina RCSSD 81,2163405.0,St. Kateri Tekakwitha School,4415 JAMES HILL RD,REGINA,S4W 0R9,306-791-1785,Gr. K-8,595,1,1,1,0
,Regina RCSSD 81,2164303.0,St. Luke School,625  ELPHINSTONE STREET,REGINA,S4T 3L1,306-791-7248,Gr. 2-12,78,0,1,1,1
,Regina RCSSD 81,2164101.0,St. Marguerite Bourgeoys School,2910  SHOOTER DRIVE E,REGINA,S4V 0Y7,306-791-7360,Gr. K-8,218,1,1,1,0
,Regina RCSSD 81,2161501.0,St. Matthew School,4710  CASTLE ROAD,REGINA,S4S 4X1,306-791-7370,Gr. K-8,200,1,1,1,0
,Regina RCSSD 81,2161601.0,St. Michael Community School,431  HAMILTON STREET,REGINA,S4R 2A8,306-791-7375,Gr. K-8,170,1,1,1,0
,Regina RCSSD 81,2163403.0,St. Nicholas School,7651 MAPLEFORD BLVD,REGINA,S4Y 0C6,306-791-1780,Gr. K-8,369,1,1,1,0
,Regina RCSSD 81,2161901.0,St. Peter School,150  ARGYLE STREET,REGINA,S4R 4C3,306-791-7380,Gr. K-8,229,1,1,1,0
,Regina RCSSD 81,2162901.0,St. Theresa School,2707  7TH AVENUE E,REGINA,S4N 5E8,306-791-7390,Gr. K-8,333,1,1,1,0
,Regina RCSSD 81,2162801.0,St. Timothy School,280  SANGSTER BLVD.,REGINA,S4R 7H5,306-791-7395,Gr. K-8,297,1,1,1,0
61.0,Regina SD 4,2150201.0,Albert School,1340  ROBINSON STREET,REGINA,S4T 2N4,306-791-8539,Gr. K-8,229,1,1,1,0
,Regina SD 4,2157203.0,Allan Blakeney Adult Campus,4210 4TH AVE,REGINA,S4T 0H6,306-523-3650,Gr. 12-12,568,0,0,0,1
,Regina SD 4,2150301.0,Arcola School,2315  ABBOTT ROAD,REGINA,S4N 2K2,306-791-8542,Gr. K-8,413,1,1,1,0
,Regina SD 4,2150401.0,Argyle School,2941  LAKEVIEW AVENUE,REGINA,S4S 1G8,306-791-8536,Gr. K-8,322,1,1,1,0
,Regina SD 4,2156704.0,Balfour Collegiate,1245  COLLEGE AVENUE,REGINA,S4P 1B1,306-523-3200,Gr. 9-12,726,0,0,1,1
,Regina SD 4,2156803.0,Campbell Collegiate,102  MASSEY ROAD,REGINA,S4S 4M9,306-523-3250,Gr. 9-12,"1,443",0,0,1,1
,Regina SD 4,2159102.0,Campus Regina Public - Regina Trades and Skills Centre,828 ALBERT ST,REGINA,S4R 2P5,306-791-8279,Gr. 11-12, <10 ,0,0,0,1
,Regina SD 4,2151001.0,Coronation Park School,3105  4TH AVENUE N,REGINA,S4R 0V2,306-791-8570,Gr. K-8,189,1,1,1,0
,Regina SD 4,2151501.0,Douglas Park School,635  DOUGLAS AVENUE,REGINA,S4N 1H7,306-523-3720,Gr. K-8,361,1,1,1,0
,Regina SD 4,2156201.0,Dr. A.E. Perry School,93  LINCOLN DRIVE,REGINA,S4S 6P1,306-791-8476,Gr. K-8,261,1,1,1,0
,Regina SD 4,2151401.0,Dr. George Ferguson School,117  BROTHERTON AVENUE,REGINA,S4N 0J8,306-791-8582,Gr. K-8,313,1,1,1,0
,Regina SD 4,2156301.0,Dr. L.M. Hanna School,55  DAVIN CRESCENT,REGINA,S4R 7E4,306-791-8594,Gr. K-8,427,1,1,1,0
,Regina SD 4,2157801.0,École Centennial School,6903  DALGLIESH DRIVE,REGINA,S4X 3A1,306-791-8559,Gr. K-8,382,1,1,1,0
,Regina SD 4,2150901.0,École Connaught School,3515 13TH AVE,REGINA,S4T 1Z5,306-523-3750,Gr. K-8,492,1,1,1,0
,Regina SD 4,2156604.0,École Harbour Landing School,4423 JAMES HILL RD,REGINA,S4W 0K5,306-523-3760,Gr. K-8,927,1,1,1,0
,Regina SD 4,2153501.0,École Massey School,131  MASSEY ROAD,REGINA,S4S 4N3,306-791-8504,Gr. K-8,407,1,1,1,0
,Regina SD 4,2158601.0,École W. S. Hawrylak School,2530  ASSINIBOINE AVENUE,REGINA,S4V 2R6,306-791-8445,Gr. K-8,687,1,1,1,0
,Regina SD 4,2156605.0,École Wascana Plains School,5125 E GREEN BROOKS WAY,REGINA,S4V 3M4,306-523-3770,Gr. K-8,738,1,1,1,0
,Regina SD 4,2158101.0,École Wilfrid Walker School,2102  WAGMAN DRIVE E,REGINA,S4V 0R1,306-791-8531,Gr. K-8,363,1,1,1,0
,Regina SD 4,2154301.0,Elsie Mironuck School,18  WAKEFIELD DRIVE,REGINA,S4R 4T3,306-791-8486,Gr. K-8,500,1,1,1,0
,Regina SD 4,2155401.0,Ethel Milliken School,4510  QUEEN STREET,REGINA,S4S 6K9,306-791-8489,Gr. K-8,338,1,1,1,0
,Regina SD 4,2158203.0,F.W. Johnson Collegiate,400  FINES DRIVE,REGINA,S4N 5L9,306-523-3350,Gr. 9-12,499,0,0,1,1
,Regina SD 4,2155901.0,George Lee School,180  WELLS STREET,REGINA,S4R 5Z7,306-791-8510,Gr. K-8,409,1,1,1,0
,Regina SD 4,2151801.0,Gladys McDonald School,335  GARNET STREET N,REGINA,S4R 3S8,306-791-8500,Gr. K-8,200,1,1,1,0
,Regina SD 4,2151901.0,Glen Elm School,1225  9TH AVENUE E,REGINA,S4N 0H4,306-791-8588,Gr. K-8,259,1,1,1,0
,Regina SD 4,2152001.0,Grant Road School,2501  GRANT ROAD,REGINA,S4S 5E7,306-791-8590,Gr. K-8,380,1,1,1,0
,Regina SD 4,2194403.0,Harvest City Christian Academy,2202  8TH AVENUE NORTH,REGINA,S4R 7T9,306-569-1935,Gr. K-12,283,1,1,1,1
,Regina SD 4,2158501.0,Henry Braun School,710  GRAHAM ROAD,REGINA,S4N 7A5,306-791-8548,Gr. K-8,408,1,1,1,0
,Regina SD 4,2156501.0,Henry Janzen School,222  RINK AVENUE,REGINA,S4R 7T8,306-791-8523,Gr. K-8,391,1,1,1,0
,Regina SD 4,,Home-based School,,,,,Gr. K-12,221,1,1,1,1
,Regina SD 4,2152401.0,Imperial School,200  BROAD STREET,REGINA,S4R 1W9,306-791-8454,Gr. K-8,258,1,1,1,0
,Regina SD 4,2159104.0,Isp2,1915 RETALLACK ST,REGINA,S4T 2K1,306-523-3300,Gr. 6-9,11,0,1,1,0
,Regina SD 4,2158801.0,Jack MacKenzie School,3838  BUCKINGHAM DR. E.,REGINA,S4V 3A1,306-791-8585,Gr. K-8,375,1,1,1,0
,Regina SD 4,2156101.0,Judge Bryant School,2828  DEWDNEY AVENUE E,REGINA,S4N 5G8,306-791-8553,Gr. K-8,442,1,1,1,0
,Regina SD 4,2152601.0,Kitchener School,840  ATHOL STREET,REGINA,S4T 3B5,306-791-8516,Gr. K-8,218,1,1,1,0
,Regina SD 4,2152701.0,Lakeview School,3100  20TH AVENUE,REGINA,S4S 0N8,306-791-8513,Gr. K-8,315,1,1,1,0
,Regina SD 4,2152801.0,M.J. Coldwell School,103  FAIRVIEW ROAD,REGINA,S4R 0A6,306-791-8563,Gr. K-8,132,1,1,1,0
,Regina SD 4,2158301.0,MacNeill School,6215  WHELAN DRIVE,REGINA,S4X 3P6,306-791-8507,Gr. K-8,397,1,1,1,0
,Regina SD 4,2153401.0,Marion McVeety School,38  TURGEON CRESCENT,REGINA,S4S 3Z7,306-791-8492,Gr. K-8,338,1,1,1,0
,Regina SD 4,2157002.0,Martin Collegiate,1100  MCINTOSH,REGINA,S4T 5B7,306-523-3450,Gr. 9-12,733,0,0,1,1
,Regina SD 4,2153001.0,McDermid School,139  TORONTO STREET,REGINA,S4R 1L8,306-791-8502,Gr. K-8,147,1,1,1,0
,Regina SD 4,2157701.0,McLurg School,125  PAYNTER CRESCENT,REGINA,S4X 2A9,306-791-8496,Gr. K-8,499,1,1,1,0
,Regina SD 4,2156603.0,Plainsview School,7741 MAPLEFORD BLVD,REGINA,S4Y 0C6,306-523-3780,Gr. K-8,458,1,1,1,0
,Regina SD 4,2158701.0,Regina Christian School,2505 23RD AVE,REGINA,S4S 7K7,306-775-0919,Gr. K-12,490,1,1,1,1
,Regina SD 4,2195103.0,Regina Huda School,40  SHEPPARD STREET,REGINA,S4R 3M6,306-565-1988,Gr. K-12,568,1,1,1,1
,Regina SD 4,2156705.0,Regina Public Schools Night School,2314 11TH AVE,REGINA,S4P 0K1,306-523-3650,Gr. 12-12,48,0,0,0,1
,Regina SD 4,2154201.0,Rosemont School,841  HORACE STREET,REGINA,S4T 5L1,306-791-8466,Gr. K-8,228,1,1,1,0
,Regina SD 4,2155801.0,Ruth M. Buck School,6330  7TH AVENUE N,REGINA,S4T 7J1,306-791-8556,Gr. K-8,421,1,1,1,0
,Regina SD 4,2156001.0,Ruth Pawson School,40  WEEKES CRESCENT,REGINA,S4R 6X7,306-791-8483,Gr. K-8,271,1,1,1,0
,Regina SD 4,2157103.0,Scott Collegiate,3355 6TH AVE,REGINA,S4T 0P6,306-523-3500,Gr. 9-12,299,0,0,1,1
,Regina SD 4,2159205.0,Seven Stones School,1101 PRINCESS ST,REGINA,S4T 3Y3,306-523-3740,Gr. K-8,280,1,1,1,0
,Regina SD 4,2157202.0,Sheldon-Williams Collegiate,2601  CORONATION STREET,REGINA,S4S 0L4,306-523-3550,Gr. 9-12,610,0,0,1,1
,Regina SD 4,2151201.0,The Crescents School,2401  RETALLACK,REGINA,S4T 2L2,306-791-8574,Gr. K-8,279,1,1,1,0
,Regina SD 4,2157302.0,Thom Collegiate,265  ARGYLE STREET N,REGINA,S4R 4C7,306-523-3600,Gr. 9-12,678,0,0,1,1
,Regina SD 4,2154501.0,Thomson School,2033  TORONTO STREET,REGINA,S4P 1N2,306-791-8460,Gr. K-8,279,1,1,1,0
,Regina SD 4,2159103.0,Victoria Campus,1915 RETALLACK ST,REGINA,S4T 2K1,,Gr. 9-12,68,0,0,1,1
,Regina SD 4,2158001.0,W.F. Ready School,2710  HELMSING STREET,REGINA,S4V 0W9,306-791-8471,Gr. K-8,379,1,1,1,0
,Regina SD 4,2157601.0,W.H. Ford School,480  RINK AVENUE,REGINA,S4X 1S7,306-791-8623,Gr. K-8,281,1,1,1,0
,Regina SD 4,2154901.0,Walker School,5637  7TH AVENUE,REGINA,S4T 0S9,306-791-8526,Gr. K-8,246,1,1,1,0
,Regina SD 4,2156401.0,Wilfred Hunt School,101  MAYFIELD ROAD,REGINA,S4V 0B5,306-791-8451,Gr. K-8,281,1,1,1,0
,Regina SD 4,2158703.0,Winston Knoll Collegiate,5255  ROCHDALE BLVD.,REGINA,S4X 4M8,306-523-3400,Gr. 9-12,834,0,0,1,1
33.0,Saskatchewan Rivers SD 119,6310143.0,Big River Public High School,BOX 430,BIG RIVER,S0J 0E0,306-469-2288,Gr. 7-12,101,0,0,1,1
,Saskatchewan Rivers SD 119,5510123.0,Birch Hills Public School,BOX 219,BIRCH HILLS,S0J 0G0,306-749-3301,Gr. K-12,286,1,1,1,1
,Saskatchewan Rivers SD 119,6310223.0,Canwood Public School,BOX 370,CANWOOD,S0J 0K0,306-468-2150,Gr. K-12,146,1,1,1,1
,Saskatchewan Rivers SD 119,5670104.0,Carlton Comprehensive Public High School,665  28TH STREET E,PRINCE ALBERT,S6V 6E9,306-922-3115,Gr. 9-12,"1,606",0,0,1,1
,Saskatchewan Rivers SD 119,5610311.0,Christopher Lake Public School,BOX 310,CHRISTOPHER LAKE,S0J 0N0,306-982-2131,Gr. K-8,174,1,1,1,0
,Saskatchewan Rivers SD 119,5610211.0,East Central Public School,545  11TH STREET EAST,PRINCE ALBERT,S6V 1B1,306-922-8329,Gr. K-8,52,1,1,1,0
,Saskatchewan Rivers SD 119,5650101.0,École Arthur Pechey Public School,2675  4TH AVENUE W,PRINCE ALBERT,S6V 5H8,306-922-9229,Gr. K-8,443,1,1,1,0
,Saskatchewan Rivers SD 119,6310313.0,École Debden Public School,BOX 280,DEBDEN,S0J 0S0,306-724-2181,Gr. K-12,165,1,1,1,1
,Saskatchewan Rivers SD 119,5651703.0,École Vickers Public School,2800  BRADBURY DRIVE,PRINCE ALBERT,S6V 7R8,306-922-6446,Gr. K-8,609,1,1,1,0
,Saskatchewan Rivers SD 119,,Home-based School,,,,,Gr. K-12,118,1,1,1,1
,Saskatchewan Rivers SD 119,5650401.0,John Diefenbaker Public School,1090  BRANION DRIVE,PRINCE ALBERT,S6V 2S8,306-763-6031,Gr. K-8,351,1,1,1,0
,Saskatchewan Rivers SD 119,5650501.0,King George Public School,421  23RD STREET E,PRINCE ALBERT,S6V 1P9,306-763-7571,Gr. K-8,230,1,1,1,0
