Province,City or Region,Type,MainLink,SourceLink,Direct CSV Link,Direct KML Link,Open,Special Note,Provider,License or Terms of Use,Attribution Statement,,,,,
ON,York Region,Many,https://insights-york.opendata.arcgis.com/datasets/markham::city-owned-facilities,,https://opendata.arcgis.com/datasets/d8cee9f1183f4d8f9c731e777782f3a3_0.csv,https://opendata.arcgis.com/datasets/d8cee9f1183f4d8f9c731e777782f3a3_0.kml,,,York Region,http://insights-york.opendata.arcgis.com/datasets/york-region-open-data-licence,Contains public sector information made available under The Regional Municipality of York's Open Data Licence,,,,,
QC,Province of Québec,Many,https://www.donneesquebec.ca/recherche/fr/dataset/attraits-touristiques-au-quebec,,,,,,Province of Québec,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.fr,"Vous devez créditer l'Œuvre, intégrer un lien vers la licence et indiquer si des modifications ont été effectuées à l'Oeuvre.",,,,,
QC,Province of Québec,Museum,https://www.donneesquebec.ca/recherche/fr/dataset/institutions-museales-reconnues-ou-soutenues-au-fonctionnement,,https://www.donneesquebec.ca/recherche/dataset/47aa8f8a-62b3-4c30-9dbf-79d51c252abf/resource/a248fca0-f399-4378-ba66-5fb87e956994/download/institutionsmusealesmccv1.csv,https://www.donneesquebec.ca/recherche/dataset/47aa8f8a-62b3-4c30-9dbf-79d51c252abf/resource/a248fca0-f399-4378-ba66-5fb87e956994/download/institutionsmusealesmccv1.kml,,,Province of Québec,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.fr,"Vous devez créditer l'Œuvre, intégrer un lien vers la licence et indiquer si des modifications ont été effectuées à l'Oeuvre.",,,,,
QC,Province of Québec,Museum,https://www.donneesquebec.ca/recherche/fr/dataset/institutions-museales-du-guide-des-musees-du-quebec,,https://www.donneesquebec.ca/recherche/fr/dataset/f01977ad-c004-450a-8933-55944b140a49/resource/caf6ccfa-27eb-47fa-82e2-dc59f82ee390/download/smq-guide-des-musees-du-quebec-2019.csv,https://www.donneesquebec.ca/recherche/fr/dataset/f01977ad-c004-450a-8933-55944b140a49/resource/caf6ccfa-27eb-47fa-82e2-dc59f82ee390/download/smq-guide-des-musees-du-quebec-2019.kml,,,Province of Québec,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.fr,"Vous devez créditer l'Œuvre, intégrer un lien vers la licence et indiquer si des modifications ont été effectuées à l'Oeuvre.",,,,,
QC,Province of Québec,Arts Organizations,https://www.donneesquebec.ca/recherche/fr/dataset/services-touristiques-au-quebec,,,,,,Province of Québec,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.fr,"Vous devez créditer l'Œuvre, intégrer un lien vers la licence et indiquer si des modifications ont été effectuées à l'Oeuvre.",,,,,
QC,Blainville,Municipal Buildings,https://www.donneesquebec.ca/recherche/fr/dataset/batiments-municipaux,https://www.donneesquebec.ca/recherche/dataset/5eee411e-941b-4073-a601-1a07fe448c11/resource/6672fa45-635e-4ddc-a597-1fbc14921c5b/download/batiment-minicipaux.geojson,,,,,Blainville,https://www.donneesquebec.ca/fr/licence/#cc-by,Contient de l’information fournie par la ville de Blainvillel et visée par CC BY.,,,,,
QC,Gatineau,Galleries,https://www.donneesquebec.ca/recherche/fr/dataset/vgat_-288629260,,http://www.gatineau.ca/upload/donneesouvertes/galeries_art_expositions_utf8.csv,http://www.gatineau.ca/upload/donneesouvertes/galeries_art_expositions_utf8.kml,,,Gatineau,https://www.donneesquebec.ca/fr/licence/#cc-by,Contient de l’information fournie par la ville de Gatineau et visée par CC BY.,,,,,
QC,Gatineau,Theatres,https://www.donneesquebec.ca/recherche/fr/dataset/vgat_-1305900897,,http://www.gatineau.ca/upload/donneesouvertes/spectacles_theatre_utf8.csv,http://www.gatineau.ca/upload/donneesouvertes/spectacles_theatre_utf8.kml,,,Gatineau,https://www.donneesquebec.ca/fr/licence/#cc-by,Contient de l’information fournie par la ville de Gatineau et visée par CC BY.,,,,,
QC,Gatineau,Many,https://www.donneesquebec.ca/recherche/fr/dataset/vgat_-1880820695,,http://www.gatineau.ca/upload/donneesouvertes/tourisme_utf8.csv,http://www.gatineau.ca/upload/donneesouvertes/tourisme_utf8.kml,,,Gatineau,https://www.donneesquebec.ca/fr/licence/#cc-by,Contient de l’information fournie par la ville de Gatineau et visée par CC BY.,,,,,
QC,Laval,Many,https://www.donneesquebec.ca/recherche/fr/dataset/sites-de-loisirs,,https://www.donneesquebec.ca/recherche/dataset/21b6c3d1-ea2f-493d-b0f3-a201eb74c84c/resource/b38095c2-35a2-42f4-94af-628299caeb0b/download/sites-de-loisirs.csv,https://www.donneesquebec.ca/recherche/dataset/21b6c3d1-ea2f-493d-b0f3-a201eb74c84c/resource/b38095c2-35a2-42f4-94af-628299caeb0b/download/sites-de-loisirs.kml,,,Laval,https://www.donneesquebec.ca/fr/licence/#cc-by,Contient de l’information fournie par la ville de Laval et visée par CC BY.,,,,,
QC,Longueuil,Many,https://www.donneesquebec.ca/recherche/fr/dataset/organismes,,https://www.longueuil.quebec/sites/longueuil/files/donnees_ouvertes/organismes.csv,,,,Longueuil,https://www.donneesquebec.ca/fr/licence/#cc-by,Contient de l’information fournie par la ville de Longueuil et visée par CC BY.,,,,,
QC,Montreal,Many,https://www.donneesquebec.ca/recherche/fr/dataset/vmtl-lieux-culturels,,http://donnees.ville.montreal.qc.ca/dataset/ceb2427e-aa50-4d06-b13a-d1b21e2702b9/resource/974ca8d4-ed85-4c77-a79f-9f765e4c1b32/download/lieuxculturels.csv,http://donnees.ville.montreal.qc.ca/dataset/ceb2427e-aa50-4d06-b13a-d1b21e2702b9/resource/974ca8d4-ed85-4c77-a79f-9f765e4c1b32/download/lieuxculturels.kml,,,Montreal,https://www.donneesquebec.ca/fr/licence/#cc-by,Contient de l’information fournie par la ville de Montreal et visée par CC BY.,,,,,
QC,Montreal,Many,https://www.donneesquebec.ca/recherche/fr/dataset/vmtl-schema-equipements-collectifs,http://donnees.ville.montreal.qc.ca/dataset/1eee09ec-d3b8-4c7d-ab6d-e85eb9fdd0b0/resource/97a94e3d-fa6f-45c6-b7e3-ce4da257753e/download/eqculturel.zip,,,,,Montreal,https://www.donneesquebec.ca/fr/licence/#cc-by,Contient de l’information fournie par la ville de Montreal et visée par CC BY.,,,,,
QC,Montreal,Many,https://www.donneesquebec.ca/recherche/fr/dataset/vmtl-equipements-collectifs-et-services-municipaux-ville-marie-2014#avertissementTelechargement_c48a5a33_6332_4f8d_ab09_8fb0f563bf30,,http://donnees.ville.montreal.qc.ca/dataset/bb73c807-48a3-4515-95d1-6c00f402c6f7/resource/c08188fb-58fc-47f5-984d-6c0f56cc32ce/download/equipementcollectifarrvillemarieaout2014.csv,http://donnees.ville.montreal.qc.ca/dataset/bb73c807-48a3-4515-95d1-6c00f402c6f7/resource/c08188fb-58fc-47f5-984d-6c0f56cc32ce/download/equipementcollectifarrvillemarieaout2014.kml,,,Montreal,https://www.donneesquebec.ca/fr/licence/#cc-by,Contient de l’information fournie par la ville de Montreal et visée par CC BY.,,,,,
QC,Quebec City,Many,https://www.donneesquebec.ca/recherche/fr/dataset/vque_14,,https://www.donneesquebec.ca/recherche/dataset/daa10606-5fdd-4c9b-b5ef-235081690b6e/resource/06faa019-50f1-4741-94a7-adb8729d24b9/download/vdq-lieupublic.csv,https://www.donneesquebec.ca/recherche/dataset/daa10606-5fdd-4c9b-b5ef-235081690b6e/resource/06faa019-50f1-4741-94a7-adb8729d24b9/download/vdq-lieupublic.kml,,,Quebec City,https://www.donneesquebec.ca/fr/licence/#cc-by,Contient de l’information fournie par la ville de MQuebec et visée par CC BY.,,,,,
QC,Repentigny,POI,https://www.donneesquebec.ca/recherche/fr/dataset/places-interet,,https://www.donneesquebec.ca/recherche/dataset/ae49475e-08d6-4dd1-9115-075bb74e6c8a/resource/4b9c0591-7705-4809-95f4-bdfff95cb8c1/download/places-interet.csv,https://www.donneesquebec.ca/recherche/dataset/ae49475e-08d6-4dd1-9115-075bb74e6c8a/resource/4b9c0591-7705-4809-95f4-bdfff95cb8c1/download/places-interet.kml,,,Repentigny,https://www.donneesquebec.ca/fr/licence/#cc-by,Contient de l’information fournie par la ville de Repentigny et visée par CC BY.,,,,,
QC,Repentigny,Many,https://www.donneesquebec.ca/recherche/fr/dataset/batiment-municipal,,https://www.donneesquebec.ca/recherche/fr/dataset/98f883f3-9e8c-4d5b-937c-19f4789da481/resource/5ee7367f-8370-48ab-af4d-de0a9436f0f4/download/batiments-municipaux.csv,https://www.donneesquebec.ca/recherche/fr/dataset/98f883f3-9e8c-4d5b-937c-19f4789da481/resource/5ee7367f-8370-48ab-af4d-de0a9436f0f4/download/batiments-municipaux.kml,,,Repentigny,https://www.donneesquebec.ca/fr/licence/#cc-by,Contient de l’information fournie par la ville de Repentigny et visée par CC BY.,,,,,
QC,Rimouski,Many,https://www.donneesquebec.ca/recherche/fr/dataset/lieux-publics,,https://www.donneesquebec.ca/recherche/fr/dataset/053ba55b-d6c4-42b4-86f5-0d0937d291ba/resource/5bd491a7-a41f-4336-a2b0-2c5183b6127c/download/lieupublic.csv,https://www.donneesquebec.ca/recherche/fr/dataset/053ba55b-d6c4-42b4-86f5-0d0937d291ba/resource/5bd491a7-a41f-4336-a2b0-2c5183b6127c/download/lieupublic.kml,,,Rimouski,https://www.donneesquebec.ca/fr/licence/#cc-by,Contient de l’information fournie par la ville de Rimouski et visée par CC BY.,,,,,
QC,Sherbrooke,Many,https://www.donneesquebec.ca/recherche/fr/dataset/quoi-faire,https://www.donneesquebec.ca/recherche/dataset/c3f0a3db-2f74-4a70-a766-ecc0a2f5d5a1/resource/d4cf027d-8bea-4f81-9a14-73f585999036/download/attraits.json,,,,,Sherbrooke,https://www.donneesquebec.ca/fr/licence/#cc-by,Contient de l’information fournie par la ville de Shawinigan et visée par CC BY.,,,,,
BC,Burnaby,Many,https://data.burnaby.ca/datasets/business-licences,,https://opendata.arcgis.com/datasets/d4de3afbeffd4728a75a219e9d0f07a5_17.csv,https://opendata.arcgis.com/datasets/d4de3afbeffd4728a75a219e9d0f07a5_17.kml,,,Burnaby,https://www.burnaby.ca/opendata/licence.html,Contains information licensed under the Open Government Licence – Burnaby,,,,,
BC,Burnaby,Many,https://data.burnaby.ca/datasets/civic-places/data?page=11,,https://opendata.arcgis.com/datasets/4e99b5545f59441ea9a0cfcfaf656e1a_1.csv,https://opendata.arcgis.com/datasets/4e99b5545f59441ea9a0cfcfaf656e1a_1.kml,,,Burnaby,https://www.burnaby.ca/opendata/licence.html,Contains information licensed under the Open Government Licence – Burnaby,,,,,
BC,District of Squamish,POI,https://data.squamish.ca/datasets/point-of-interest,,https://opendata.arcgis.com/datasets/2561c279beb44d099c232e2f68b94d91_0.csv?outSR=%7B%22latestWkid%22%3A26910%2C%22wkid%22%3A26910%7D,https://opendata.arcgis.com/datasets/2561c279beb44d099c232e2f68b94d91_0.kml?outSR=%7B%22latestWkid%22%3A26910%2C%22wkid%22%3A26910%7D,,,District of Squamish,https://squamish.ca/discover-squamish/maps-and-data/open-data/,Contains information licensed under the Open Government Licence - District of Squamish,,,,,
ON,Pickering,Many,http://opendata.pickering.ca/datasets/DurhamRegion::community-services,,https://opendata.arcgis.com/datasets/5e3efef8712d4538ad5ed2b068bac601_4.csv?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,https://opendata.arcgis.com/datasets/5e3efef8712d4538ad5ed2b068bac601_4.kml?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,,,Pickering,https://www.pickering.ca/en/city-hall/maps-and-open-data.aspx#,Contains information licensed under the Open Data Licence 1.0 - City of Pickering,,,,,
ON,Pickering,Many,http://opendata.pickering.ca/datasets/3b0c4830a24640c786e31241451fb466_2?page=3,,https://opendata.arcgis.com/datasets/3b0c4830a24640c786e31241451fb466_2.csv?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,https://opendata.arcgis.com/datasets/3b0c4830a24640c786e31241451fb466_2.kml?outSR=%7B%22latestWkid%22%3A26917%2C%22wkid%22%3A26917%7D,,,Pickering,https://www.pickering.ca/en/city-hall/maps-and-open-data.aspx#,Contains information licensed under the Open Data Licence 1.0 - City of Pickering,,,,,
