,SV_TAXONOMY,TAXONOMY_NAME,RG_REFERENCE,RG_NAME,SV_REFERENCE,SV_NAME,SV_DESCRIPTION,SL_REFERENCE,LC_REFERENCE,PHONE_NUMBER,WEBSITE,EMAIL_ADDRESS,WHEELCHAIR_ACCESSIBLE,LANGUAGE,HOURS,STREET_NUMBER,STREET_NAME,STREET_TYPE,STREET_DIRECTION,CITY,PROVINCE,POSTAL_CODE,LATITUDE,LONGITUDE,811_LINK
84,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653144,17652147,2506322121.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,54.050409,-128.647481,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652147
85,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653145,17652898,2506352211.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,54.510843,-128.596516,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652898
86,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653146,17652145,2505652000.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,53.911251,-122.763153,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652145
87,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653147,17652267,,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week staffed by registered nurses; physician on-call after-hours",,,,,,,,54.012317,-132.151708,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652267
88,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653148,17652557,2505594900.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,53.254868,-132.070526,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652557
89,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653149,17652292,2508472611.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,54.784976,-127.163822,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652292
90,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653150,17652305,2506517677.0,https://www.northernhealth.ca/locations/hospitals,,Y,,Mon 09:00 - 16:30; Tue 09:00 - 16:30; Wed 09:00 - 16:30; Thu 09:00 - 16:30; Fri 09:00 - 16:30; On-call nurse available for after-hours emergencies; closed for lunch 12:00 - 13:00,,,,,,,,59.574828,-133.704315,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652305
91,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653151,17652365,2509973263.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,55.33812,-123.101288,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652365
92,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653152,17652295,2505692251.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,53.300909,-120.16308,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652295
93,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653153,17652143,2507828501.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,55.749057,-120.237333,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652143
94,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653154,17652606,2502625200.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,56.256892,-120.817122,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652606
95,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653155,17652672,2505672211.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,54.02876,-124.008821,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652672
96,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653156,17652141,2509855600.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,52.981739,-122.498817,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652141
97,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653157,17652355,2508425211.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,55.259655,-127.651295,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652355
98,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653158,17652178,,https://www.northernhealth.ca/locations/hospitals,,Y,,Service only available when doctor is on-site; call for availability,,,,,,,,56.026604,-121.914866,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652178
99,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653159,17652362,2507882236.0,https://www.northernhealth.ca/locations/hospitals,,Y,,"24 hours a day, 7 days a week",,,,,,,,55.695973,-121.64632,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652362
100,LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653160,17652308,2506242171.0,https://www.northernhealth.ca/locations/hospitals,,N,,"24 hours a day, 7 days a week",,,,,,,,54.304265,-130.332179,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652308
101,LD-1700,Emergency Room Care,17654593,Providence Health Care Society,17654692,Emergency Health Services,"Provides emergency health care services for Vancouver's downtown city centre and East Vancouver residents at two acute care hospitals. Services are prioritized based on the severity of a patient's condition upon arrival. St. Paul's Emergency Department specializes in complex and multiple diagnosis, surgery, internal medicine and speciality medicine. Mount Saint Joseph's Emergency Department offers full primary and secondary health services as well as providing specific multicultural services. Children are seen at this site, although there is no children's inpatient unit.",17654693,17654607,,https://www.providencehealthcare.org/hospitals-residences/st-pauls-hospital/emergency-services,,Y,Translation services available,"24 hours a day, 7 days a week",,,,,,,,49.280614,-123.128913,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17654692&SiteResourceAgencyNum=17654607
102,LD-1700,Emergency Room Care,17654593,Providence Health Care Society,17654692,Emergency Health Services,"Provides emergency health care services for Vancouver's downtown city centre and East Vancouver residents at two acute care hospitals. Services are prioritized based on the severity of a patient's condition upon arrival. St. Paul's Emergency Department specializes in complex and multiple diagnosis, surgery, internal medicine and speciality medicine. Mount Saint Joseph's Emergency Department offers full primary and secondary health services as well as providing specific multicultural services. Children are seen at this site, although there is no children's inpatient unit.",17654694,17654602,,https://www.providencehealthcare.org/hospitals-residences/mount-saint-joseph-hospital/emergency-services,,Y,Translation services available,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 08:00 - 20:00; Sun 08:00 - 20:00;,,,,,,,,49.257699,-123.096358,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17654692&SiteResourceAgencyNum=17654602
