"þÿ""School #""",School name,Division Name,Division Code,Address Line 1,Address Line 2,city,postalCode,email,infoString,gradeString,trackString,fax,phone,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3
1334,BLUMENFELD SCHOOL,GARDEN VALLEY SCHOOL DIVISION,105,BORDER VALLEY UNIT,BOX 1510,WINKLER,R6W 4B4,bvschool@gvsd.ca,(  6)-1334-0105, 1-8, ,2043250050.0,2043257208,0,0,1,1,0
1444,BORDER VALLEY ELEMENTARY,GARDEN VALLEY SCHOOL DIVISION,105,BORDER VALLEY UNIT,BOX 1510,WINKLER,R6W 4B4,bvschool@gvsd.ca,( 17)-1444-0105, K-8, ,2043255559.0,2043258674,0,1,1,1,0
1107,EDELWEISS SCHOOL,GARDEN VALLEY SCHOOL DIVISION,105,PLUM COULEE UNIT,BOX 108,PLUM COULEE,R0G 1R0,pcschool@gvsd.ca,(  5)-1107-0105, K-12, ,2048293632.0,2048293973,0,1,1,1,1
2248,EMERADO CENTENNIAL,GARDEN VALLEY SCHOOL DIVISION,105,675 PRAIRIEVIEW DRIVE,,WINKLER,R6W 1M5,emerado@gvsd.ca,( 25)-2248-0105, 5-8, ,2043313656.0,2043314533,0,0,1,1,0
1565,GARDEN VALLEY COLLEGIATE,GARDEN VALLEY SCHOOL DIVISION,105,736 MAIN STREET,,WINKLER,R6W 4C8,gvc@gvsd.ca,( 55)-1565-0105, 9-12, ,2043255894.0,2043258008,0,0,0,1,1
1339,HOCHFELD SCHOOL,GARDEN VALLEY SCHOOL DIVISION,105,C/O SOUTHWOOD UNIT,224 HESPELER AVENUE E.,SCHANZENFELD,R6W 1K3,southwood@gvsd.ca,(  5)-1339-0105, 1-8, ,2043251095.0,2043258592,0,0,1,1,0
1544,J. R. WALKOF ELEMENTARY,GARDEN VALLEY SCHOOL DIVISION,105,800 SOUTHVIEW DRIVE,,WINKLER,R6W 4E1,jrwalkof@gvsd.ca,( 37)-1544-0105, K-4, ,2043255903.0,2043257765,0,1,1,0,0
2285,NORTHLANDS PARKWAY COLLEGIATE,GARDEN VALLEY SCHOOL DIVISION,105,139 NORTHLANDS PARKWAY EAST,,WINKLER,R6W 0E9,npc@gvsd.ca,( 47)-2285-0105, 9-12, ,2043258600.0,2043258200,0,0,0,1,1
2053,PARKLAND ELEMENTARY SCHOOL,GARDEN VALLEY SCHOOL DIVISION,105,1100 ROBLIN BLVD,,WINKLER,R6W 1G2,parkland@gvsd.ca,( 34)-2053-0105, K-8, ,2043254066.0,2043256373,0,1,1,1,0
2316,PINE RIDGE ELEMENTARY SCHOOL,GARDEN VALLEY SCHOOL DIVISION,105,BOX 1330,750 TRIPLE E. BLVD,WINKLER,R6W 4B3,,()-2316-0105, K-8, ,2040000000.0,2040000000,0,1,1,1,0
1717,PLUM COULEE SCHOOL,GARDEN VALLEY SCHOOL DIVISION,105,PLUM COULEE UNIT,BOX 108,PLUM COULEE,R0G 1R0,pcschool@gvsd.ca,( 16)-1717-0105, K-8, ,2048293632.0,2043259852,0,1,1,1,0
2275,PRAIRIE DALE SCHOOL,GARDEN VALLEY SCHOOL DIVISION,105,39 CHURCH STREET SOUTH,,SCHANZENFELD,R6W 0E4,pds@gvsd.ca,( 18)-2275-0105, 4-8, ,2043258256.0,2043258203,0,0,1,1,0
1091,SOUTHWOOD ELEMENTARY,GARDEN VALLEY SCHOOL DIVISION,105,224 HESPELER AVENUE E.,,SCHANZENFELD,R6W 1K3,southwood@gvsd.ca,( 15)-1091-0105, K-3, ,2043255989.0,2043258592,0,1,1,0,0
1124,WINKLER ELEMENTARY,GARDEN VALLEY SCHOOL DIVISION,105,284 8TH STREET,,WINKLER,R6W 4C9,winklerelementary@gvsd.ca,( 40)-1124-0105, K-8, ,2043255902.0,2043259501,0,1,1,1,0
1122,BLUMENORT SCHOOL,HANOVER SCHOOL DIVISION,174,10 PARK STREET,,BLUMENORT,R0A 0C1,blumenort@hsd.ca,( 26)-1122-0174, K-8, ,2043268125.0,2043261757,0,1,1,1,0
1882,BOTHWELL SCHOOL,HANOVER SCHOOL DIVISION,174,BOX 220,25 CROWN VALLEY RD. E.,NEW BOTHWELL,R0A 1C0,bothwell@hsd.ca,( 11)-1882-0174, K-8, ,2043884686.0,2043884422,0,1,1,1,0
2282,CLEARSPRING MIDDLE SCHOOL,HANOVER SCHOOL DIVISION,174,1 BRIGHTON LANE,,STEINBACH,R5G 0Y2,cms@hsd.ca,( 38)-2282-0174, 5-8, ,2043469714.0,2043469644,0,0,1,1,0
1469,CRYSTAL SPRINGS SCHOOL,HANOVER SCHOOL DIVISION,174,BOX 10,,STE. AGATHE,R0G 1Y0,crystal@hsd.ca,(  6)-1469-0174, K-12, ,2044332546.0,2044332545,0,1,1,1,1
1198,ELMDALE SCHOOL,HANOVER SCHOOL DIVISION,174,160 ELMDALE STREET,,STEINBACH,R5G 0P3,,( 21)-1198-0174, K-4, ,2043263358.0,2043263325,0,1,1,0,0
1693,GREEN VALLEY SCHOOL,HANOVER SCHOOL DIVISION,174,BOX 29,,GRUNTHAL,R0A 0R0,greenval@hsd.ca,( 34)-1693-0174, 5-12, ,2044349010.0,2044346415,0,0,1,1,1
1234,KLEEFELD SCHOOL,HANOVER SCHOOL DIVISION,174,BOX 80,,KLEEFELD,R0A 0V0,kleefeld@hsd.ca,( 24)-1234-0174, K-8, ,2043774545.0,2043774751,0,1,1,1,0
1129,LANDMARK COLLEGIATE,HANOVER SCHOOL DIVISION,174,BOX 40,,LANDMARK,R0A 0X0,landmark@hsd.ca,( 17)-1129-0174, 7-12, ,2043554171.0,2043554020,0,0,0,1,1
2051,LANDMARK ELEMENTARY SCHOOL,HANOVER SCHOOL DIVISION,174,PO BOX 260,,LANDMARK,R0A 0X0,les@hsd.ca,( 14)-2051-0174, K-6, ,2043554360.0,2043554663,0,1,1,0,0
1959,MITCHELL ELEMENTARY SCHOOL,HANOVER SCHOOL DIVISION,174,99 STANWAY BAY,,MITCHELL,R5G 1J4,mitchellelem@hsd.ca,( 32)-1959-0174, K-4, ,2043460500.0,2043266622,0,1,1,0,0
2229,MITCHELL MIDDLE SCHOOL,HANOVER SCHOOL DIVISION,174,203 THIRD STREET,,MITCHELL,R5G 1H7,mms@hsd.ca,( 23)-2229-0174, 5-8, ,2043265332.0,2043209488,0,0,1,1,0
1309,NIVERVILLE COLLEGIATE,HANOVER SCHOOL DIVISION,174,BOX 188,,NIVERVILLE,R0A 1E0,nci@hsd.ca,( 43)-1309-0174, 5-12, ,2043886900.0,2043884731,0,0,1,1,1
1777,NIVERVILLE ELEMENTARY,HANOVER SCHOOL DIVISION,174,BOX 239,,NIVERVILLE,R0A 1E0,nes@hsd.ca,( 31)-1777-0174, K-5, ,2043884511.0,2043884861,0,1,1,0,0
2319,NIVERVILLE HIGH SCHOOL,HANOVER SCHOOL DIVISION,174,401 CENTER STREET,,NIVERVILLE,R0A 1E0,NHS@hsd.ca,()-2319-0174, 9-12, ,2043886900.0,2043884731,0,0,0,1,1
1590,SOUTH OAKS ELEMENTARY,HANOVER SCHOOL DIVISION,174,BOX 550,,GRUNTHAL,R0A 0R0,so@hsd.ca,( 24)-1590-0174, K-4, ,2044346159.0,2044346165,0,1,1,0,0
1513,SOUTHWOOD SCHOOL,HANOVER SCHOOL DIVISION,174,155 BARKMAN AVENUE,,STEINBACH,R5G 0P2,southwood@hsd.ca,( 30)-1513-0174, K-4, ,2043267535.0,2043263518,0,1,1,0,0
1353,STEINBACH REGIONAL SECONDARY,HANOVER SCHOOL DIVISION,174,190 MCKENZIE AVENUE,,STEINBACH,R5G 0P1,srss@hsd.ca,(137)-1353-0174, 9-12, ,2043261113.0,2043266426,0,0,0,1,1
1437,STONYBROOK MIDDLE SCHOOL,HANOVER SCHOOL DIVISION,174,77 LUMBER AVENUE,,STEINBACH,R5G 0R3,steinbac@hsd.ca,( 30)-1437-0174, 5-9, ,2043263014.0,2043266481,0,0,1,1,0
1182,WOODLAWN SCHOOL,HANOVER SCHOOL DIVISION,174,411 HENRY ST. EAST,,STEINBACH,R5G 0R1,woodlawn@hsd.ca,( 36)-1182-0174, K-4, ,2043460605.0,2043266110,0,1,1,0,0
2221,ACADÉMIE ISLAMIQUE DU MANITOBA,INDEPENDENT SCHOOLS,107,208 PROVENCHER BLVD.,P.O. BOX 153,WINNIPEG,R2H 3B4,ecolesofiyaschool@mts.net,(  4)-2221-0107, K-8,FR ,2042548144.0,2042314441,0,1,1,1,0
2114,ALHIJRA ISLAMIC SCHOOL,INDEPENDENT SCHOOLS,107,410 DESALABERRY AVENUE,,WINNIPEG,R2L 0Y7,ais123@mts.net,( 13)-2114-0107, K-9, ,2044891323.0,2044891300,0,1,1,1,0
1733,AUSTIN CHRISTIAN ACADEMY,INDEPENDENT SCHOOLS,107,BOX 460,,AUSTIN,R0H 0C0,office@austinchristianacademy.ca,( 11)-1733-0107, K-12, ,2046373127.0,2046372303,0,1,1,1,1
1536,BALMORAL HALL SCHOOL,INDEPENDENT SCHOOLS,107,630 WESTMINSTER AVENUE,,WINNIPEG,R3C 3S1,info@balmoralhall.ca,( 54)-1536-0107, K-12, ,2047745534.0,2047841600,0,1,1,1,1
2102,BEAUTIFUL SAVIOR LUTHERAN SCHOOL,INDEPENDENT SCHOOLS,107,52 BIRCHDALE AVE.,,WINNIPEG,R2H 1R9,principal@bsls.ca,( 10)-2102-0107, N-8, ,2049849607.0,2049849600,1,1,1,1,0
1077,CALVIN CHRISTIAN SCHOOL,INDEPENDENT SCHOOLS,107,245 SUTTON AVENUE,,WINNIPEG,R2G 0T1,ccsoffice@calvinchristian.mb.ca,( 38)-1077-0107, K-12, ,2043393280.0,2043387981,0,1,1,1,1
2055,CARTWRIGHT COMMUNITY INDEPENDENT SCH.,INDEPENDENT SCHOOLS,107,BOX 419  810 BROADWAY STREET,,CARTWRIGHT,R0K 0L0,cartwright@prspirit.org,(  6)-2055-0107, 12-12, ,2045292455.0,2045292357,0,0,0,0,1
1861,CHILDREN'S HOUSE,INDEPENDENT SCHOOLS,107,150 PACIFIC AVENUE,,WINNIPEG,R3B 3K8,childrenshouse@shaw.ca,(  1)-1861-0107, N-K, ,2049567088.0,2049561622,1,1,0,0,0
1148,CHRISTIAN HERITAGE SCHOOL,INDEPENDENT SCHOOLS,107,2025 26TH STREET,,BRANDON,R7B 3Y2,office@chsbrandon.ca,( 13)-1148-0107, K-8, ,2047289641.0,2047253209,0,1,1,1,0
1239,COMMUNITY BIBLE FELLOWSHIP CHRISTIAN,INDEPENDENT SCHOOLS,107,BOX 1630,,SWAN RIVER,R0L 1Z0,cbfchristianschool@gmail.com,(  6)-1239-0107, N-8, ,2047345706.0,2047342174,1,1,1,1,0
2284,DASMESH SCHOOL,INDEPENDENT SCHOOLS,107,1770 KING EDWARD STREET,,WINNIPEG,R2R 0M5,info@dasmeshschoolwpg.ca,(  9)-2284-0107, N-8, ,2056146514.0,2046336670,1,1,1,1,0
1157,DUFFERIN CHRISTIAN SCHOOL,INDEPENDENT SCHOOLS,107,BOX 1450,,CARMAN,R0G 0J0,office@dufferinchristian.ca,( 16)-1157-0107, K-12, ,2047453441.0,2047452278,0,1,1,1,1
1315,FAITH ACADEMY,INDEPENDENT SCHOOLS,107,437 MATHESON AVE.,,WINNIPEG,R2W 0E1,highschool.office@faithacademy.ca,( 45)-1315-0107, K-12, ,2045822616.0,2045823400,0,1,1,1,1
2151,GREEN ACRES COLONY HIGH SCHOOL,INDEPENDENT SCHOOLS,107,BOX 190,,WAWANESA,R0K 2G0,,(  2)-2151-0107, 9-12, ,2048242112.0,2048242112,0,0,0,1,1
2117,H. B. COMMUNITY SCHOOL,INDEPENDENT SCHOOLS,107,BOX 40,,MACGREGOR,R0H 0R0,bakercs@bakerhb.com,( 22)-2117-0107, K-12, ,2042522381.0,2042522178,0,1,1,1,1
1274,IMMANUEL CHRISTIAN SCHOOL,INDEPENDENT SCHOOLS,107,215 ROUGEAU AVENUE,,WINNIPEG,R2C 3Z9,office@immanuelchristian.ca,( 14)-1274-0107, K-12, ,2046697013.0,2046618937,0,1,1,1,1
2291,IQRA ISLAMIC,INDEPENDENT SCHOOLS,107,404 WEBB PLACE,,WINNIPEG,R3B 3J4,info@iqraschool.ca,(  4)-2291-0107, N-8, ,2046151116.0,2046151119,1,1,1,1,0
2197,KOLA COMMUNITY SCHOOL,INDEPENDENT SCHOOLS,107,BOX 553,,KOLA,R0M 1B0,kolacsi@yahoo.ca,(  1)-2197-0107, N-K, ,2045562425.0,2045562488,1,1,0,0,0
1998,LAKESIDE CHRISTIAN SCHOOL,INDEPENDENT SCHOOLS,107,BOX 894,237 HAMMOND STREET,KILLARNEY,R0K 1G0,lcs@mymts.net,(  5)-1998-0107, K-12, ,2045238351.0,2045238240,0,1,1,1,1
1981,LINDEN CHRISTIAN SCHOOL,INDEPENDENT SCHOOLS,107,877 WILKES AVENUE,,WINNIPEG,R3P 1B8,info@lindenchristian.org,( 67)-1981-0107, K-12, ,2044877068.0,2049896730,0,1,1,1,1
1101,MENNONITE BRETHREN COLLEGIATE INST.,INDEPENDENT SCHOOLS,107,173 TALBOT AVENUE,,WINNIPEG,R2L 0P6,info@mbci.mb.ca,( 33)-1101-0107, 6-12, ,2046615091.0,2046678210,0,0,1,1,1
1345,MENNONITE COLLEGIATE INSTITUTE,INDEPENDENT SCHOOLS,107,BOX 250,466 MARY STREET,GRETNA,R0G 0V0,mci@mciblues.net,(  7)-1345-0107, 9-12, ,8886845909.0,2043275891,0,0,0,1,1
2042,MONTESSORI LEARNING CENTRES INC.,INDEPENDENT SCHOOLS,107,170 ASHLAND AVENUE,,WINNIPEG,R3L 1L1,mlcmont@mymts.net,(  2)-2042-0107, N-K, ,2044524643.0,2044751039,1,1,0,0,0
1670,MORWEENA CHRISTIAN SCHOOL,INDEPENDENT SCHOOLS,107,BOX 4065,,ARBORG,R0C 0A0,info@morweenaschool.org,(  9)-1670-0107, K-12, ,2043643117.0,2043642466,0,1,1,1,1
2243,NORTHERN SHIELD ACADEMY,INDEPENDENT SCHOOLS,107,619 - 4TH STREET EAST,BOX 1309,STONEWALL,R0C 2Z0,,( 10)-2243-0107, 3-12, ,2044672571.0,2044675547,0,0,1,1,1
2293,NOVA MONTESSORI,INDEPENDENT SCHOOLS,107,C-3311 PEMBINA HIGHWAY,,WINNIPEG,R3V 1T7,novamontessoripreschoolinc@gmail.com,(  2)-2293-0107, N-K, ,2042610649.0,2042610647,1,1,0,0,0
2105,ODANAH COLONY SCHOOL,INDEPENDENT SCHOOLS,107,BOX 990,,MINNEDOSA,R0J 1E0,,(  3)-2105-0107, K-12, ,2048673305.0,2048685139,0,1,1,1,1
1997,OHOLEI TORAH SCHOOL,INDEPENDENT SCHOOLS,107,1845 MATHERS AVENUE,,WINNIPEG,R3N 0N2,rabbi@chabadwinnipeg.org,(  5)-1997-0107, N-8, ,2042728178.0,2043398737,1,1,1,1,0
1407,PINE CREEK SCHOOL,INDEPENDENT SCHOOLS,107,PINE CREEK COLONY,BOX 370,AUSTIN,R0H 0C0,pinecreekcolonyschool@gmail.com,(  1)-1407-0107, K-12, ,2044662715.0,2043845184,0,1,1,1,1
1362,POPLAR POINT COLONY SCHOOL,INDEPENDENT SCHOOLS,107,BOX 910,,PORTAGE LA PRAIRIE,R1N 3C4,dwschool@ppcol.net,(  2)-1362-0107, K-12, ,2042722445.0,2042722446,0,1,1,1,1
1304,RED RIVER VALLEY JUNIOR ACADEMY,INDEPENDENT SCHOOLS,107,56 GREY STREET,,WINNIPEG,R2L 1V3,info@rrvja.ca,( 10)-1304-0107, N-10, ,2046671396.0,2046672383,1,1,1,1,1
2219,SILVERWINDS SCHOOL,INDEPENDENT SCHOOLS,107,BOX 130,,SPERLING,R0G 2M0,,(  5)-2219-0107, K-12, ,2046263378.0,2046263378,0,1,1,1,1
1942,SPRINGS CHRISTIAN ACADEMY,INDEPENDENT SCHOOLS,107,261 YOUVILLE STREET,,WINNIPEG,R2H 2S7,info@springs.ca,( 35)-1942-0107, K-12, ,2042571286.0,2042313640,0,1,1,1,1
2109,ST. AIDAN'S CHRISTIAN SCHOOL,INDEPENDENT SCHOOLS,107,418 ABERDEEN AVENUE,,WINNIPEG,R2W 1V7,office@staidansschool.ca,(  9)-2109-0107, N-10, ,2045820155.0,2045866792,1,1,1,1,1
1155,ST. JOHN'S-RAVENSCOURT SCHOOL,INDEPENDENT SCHOOLS,107,400 SOUTH DRIVE,,WINNIPEG,R3T 3K5,info@sjr.mb.ca,( 90)-1155-0107, K-12, ,2044772429.0,2044772400,0,1,1,1,1
1453,STEINBACH CHRISTIAN SCHOOL,INDEPENDENT SCHOOLS,107,50 PTH 12 NORTH,,STEINBACH,R5G 1T4,reception@steinbachchristian.ca,( 22)-1453-0107, K-12, ,2043265164.0,2043263537,0,1,1,1,1
1962,THE KING'S SCHOOL,INDEPENDENT SCHOOLS,107,851 PANET ROAD,,WINNIPEG,R2K 4C9,info@thekingsschool.ca,( 23)-1962-0107, N-12, ,2049896584.0,2049896581,1,1,1,1,1
1980,THE LAUREATE ACADEMY,INDEPENDENT SCHOOLS,107,100 VILLA MARIA PLACE,,WINNIPEG,R3V 1A9,frontdesk@laureateacademy.com,( 14)-1980-0107, 1-12, ,2048853217.0,2048317107,0,0,1,1,1
1690,UNIVERSITY OF WINNIPEG COLLEGIATE,INDEPENDENT SCHOOLS,107,515 PORTAGE AVENUE,,WINNIPEG,R3B 2E9,collegiate@uwinnipeg.ca,( 38)-1690-0107, 9-12, IM,2047751942.0,2047869221,0,0,0,1,1
1285,WESTGATE MENNONITE COLLEGIATE,INDEPENDENT SCHOOLS,107,86 WEST GATE,,WINNIPEG,R3E 2E1,westgate@westgatemennonite.org,( 29)-1285-0107, 6-12, ,2047861651.0,2047757111,0,0,1,1,1
1983,WESTPARK SCHOOL,INDEPENDENT SCHOOLS,107,2375B SASKATCHEWAN AVENUE W,,PORTAGE LA PRAIRIE,R1N 4A6,office@westparkschool.com,( 22)-1983-0107, K-12, ,2042396545.0,2048573726,0,1,1,1,1
1988,WINGHAM HB SCHOOL,INDEPENDENT SCHOOLS,107,BOX 219,,ELM CREEK,R0G 0N0,,(  3)-1988-0107, K-12, ,,2047457420,0,1,1,1,1
1242,WINNIPEG MENNONITE ELEMENTARY,INDEPENDENT SCHOOLS,107,250 BEDSON STREET,,WINNIPEG,R3K 1R7,wmems@wmems.ca,( 28)-1242-0107, K-8, ,2048974068.0,2048851032,0,1,1,1,0
1961,WINNIPEG SOUTH ACADEMY,INDEPENDENT SCHOOLS,107,870 SCOTLAND AVE.,,WINNIPEG,R3M 1X8,info@kiddiekampus.ca,(  2)-1961-0107, N-4, ,2044526563.0,2044526547,1,1,1,0,0
2235,BEHAVIOURAL HEALTH FOUNDATION,INSTITUTIONAL SCHOOLS,176,35 AVE DE LA DIGUE,,ST. NORBERT,R3V 1L6,bhfschool@bhf.ca,(  1)-2235-0176, K-6, ,2042698049.0,2042693430,0,1,1,0,0
1948,CHILD & ADOLESCENT TREATMENT CENTRE,INSTITUTIONAL SCHOOLS,176,1240 - 10TH STREET,,BRANDON,R7A 7L6,,(  2)-1948-0176, 1-12, ,2045782850.0,2045782700,0,0,1,1,1
1219,GLADYS COOK EDUCATION CENTRE,INSTITUTIONAL SCHOOLS,176,#2 RIVER ROAD,BOX 1342,PORTAGE LA PRAIRIE,R1N 3A9,,(  8)-1219-0176, 1-12, ,2042393025.0,2042393029,0,0,1,1,1
2254,JOBWORKS ALTERNATIVE HIGH SCHOOL,INSTITUTIONAL SCHOOLS,176,1175 PEMBINA HIGHWAY,,WINNIPEG,R3T 2A5,,(  3)-2254-0176, 9-12, ,2044530277.0,2044538351,0,0,0,1,1
1570,MANITOBA SCHOOL FOR THE DEAF,INSTITUTIONAL SCHOOLS,176,242 STRADFORD STREET,,WINNIPEG,R2Y 2C9,principal@msd.ca,( 16)-1570-0176, K-12, ,2049451767.0,2049458934,0,1,1,1,1
1049,MANITOBA YOUTH CENTRE,INSTITUTIONAL SCHOOLS,176,170 DONCASTER STREET,,WINNIPEG,R3N 1X9,,(  5)-1049-0176, K-12, ,2042393025.0,2042393029,0,1,1,1,1
1798,MARYMOUND SCHOOL,INSTITUTIONAL SCHOOLS,176,442 SCOTIA STREET,,WINNIPEG,R2V 1X4,school@marymound.com,(  9)-1798-0176, 2-10, ,2043384690.0,2043365285,0,0,1,1,1
2301,NEW DIRECTIONS INC. SCHOOL,INSTITUTIONAL SCHOOLS,176,500 - 717 PORTAGE AVENUE,,WINNIPEG,R3G 0M8,wendy.mcpherson@newdirections.mb.ca,(  4)-2301-0176, 9-10, ,2047746468.0,2047867051,0,0,0,1,1
1620,ST. AMANT SCHOOL,INSTITUTIONAL SCHOOLS,176,440 RIVER ROAD,,WINNIPEG,R2M 3Z9,,(  8)-1620-0176, K-12, ,2042587066.0,2042587059,0,1,1,1,1
1028,BALMORAL SCHOOL,INTERLAKE SCHOOL DIVISION,155,GENERAL DELIVERY,,BALMORAL,R0C 0H0,balschool@isd21.mb.ca,( 13)-1028-0155, K-8, ,,2044672501,0,1,1,1,0
1752,BRANT-ARGYLE SCHOOL,INTERLAKE SCHOOL DIVISION,155,BOX 70,,ARGYLE,R0C 0B0,argyle@isd21.mb.ca,(  6)-1752-0155, K-8, ,,2044672683,0,1,1,1,0
1967,CONCORD SCHOOL,INTERLAKE SCHOOL DIVISION,155,CONCORD COLONY,BOX 940,STONY MOUNTAIN,R0C 3A0,hutterianschools@isd21.mb.ca,(  2)-1967-0155, K-12, ,,2043445840,0,1,1,1,1
1106,ÉCOLE R. W. BOBBY BEND SCHOOL,INTERLAKE SCHOOL DIVISION,155,377-2ND AVE. NORTH,,STONEWALL,R0C 2Z0,rwbb@isd21.mb.ca,( 31)-1106-0155, K-4, IM,,2044675537,0,1,1,0,0
1282,GROSSE ISLE SCHOOL,INTERLAKE SCHOOL DIVISION,155,BOX 1,,GROSSE ISLE,R0C 1G0,gischool@isd21.mb.ca,(  4)-1282-0155, 5-8, ,,2044672560,0,0,1,1,0
1610,KELSEY SCHOOL,INTERLAKE SCHOOL DIVISION,155,BOX 82,,ROSSER,R0H 1E0,hutterianschools@isd21.mb.ca,(  2)-1610-0155, K-12, ,,2046333485,0,1,1,1,1
1283,LIGHTLY SCHOOL,INTERLAKE SCHOOL DIVISION,155,CLEARWATER COLONY,BOX 103,BALMORAL,R0C 0H0,hutterianschools@isd21.mb.ca,(  1)-1283-0155, K-12, ,,2042728081,0,1,1,1,1
2143,MALLARD SCHOOL,INTERLAKE SCHOOL DIVISION,155,"BOX 7, GROUP 40",,WARREN,R0C 3E0,hutterianschools@isd21.mb.ca,(  2)-2143-0155, K-12, ,,2043225424,0,1,1,1,1
2299,MEADOW LANE SCHOOL,INTERLAKE SCHOOL DIVISION,155,C/O MEADOW LANE COLONY,BOX 68,ROSSER,R0H 1E0,hutterianschools@isd21.mb.ca,(  1)-2299-0155, K-12, ,,2043225661,0,1,1,1,1
1205,NEW HAVEN SCHOOL,INTERLAKE SCHOOL DIVISION,155,NEW HAVEN COLONY,BOX 100,ARGYLE,R0C 0B0,hutterianschools@isd21.mb.ca,(  3)-1205-0155, K-12, ,,2044678700,0,1,1,1,1
1433,OMEGA SCHOOL,INTERLAKE SCHOOL DIVISION,155,INTERLAKE COLONY,BOX 138,TEULON,R0C 3B0,hutterianschools@isd21.mb.ca,(  1)-1433-0155, K-12, ,,2048862574,0,1,1,1,1
2113,PRAIRIE BLOSSOM SCHOOL,INTERLAKE SCHOOL DIVISION,155,GENERAL DELIVERY,,BALMORAL,R0C 0H0,hutterianschools@isd21.mb.ca,(  2)-2113-0155, K-12, ,,2044678012,0,1,1,1,1
1572,ROCK LAKE SCHOOL,INTERLAKE SCHOOL DIVISION,155,ROCK LAKE COLONY,BOX 158,GROSSE ISLE,R0C 1G0,hutterianschools@isd21.mb.ca,(  3)-1572-0155, K-12, ,,2043225345,0,1,1,1,1
1346,ROSSER SCHOOL,INTERLAKE SCHOOL DIVISION,155,BOX 130,,ROSSER,R0H 1E0,rosser@isd21.mb.ca,(  5)-1346-0155, K-4, ,,2044672717,0,1,1,0,0
1879,STONEWALL CENTENNIAL SCHOOL,INTERLAKE SCHOOL DIVISION,155,573 - 2ND AVENUE N,,STONEWALL,R0C 2Z0,centennial@isd21.mb.ca,( 25)-1879-0155, 5-8, IM,,2044675502,0,0,1,1,0
1145,STONEWALL COLLEGIATE,INTERLAKE SCHOOL DIVISION,155,297 - 5TH ST WEST,,STONEWALL,R0C 2Z0,sci@isd21.mb.ca,( 40)-1145-0155, 9-12, IM,,2044675539,0,0,0,1,1
1381,STONY MOUNTAIN ELEMENTARY,INTERLAKE SCHOOL DIVISION,155,GENERAL DELIVERY,,STONY MOUNTAIN,R0C 3A0,sm@isd21.mb.ca,( 21)-1381-0155, K-8, ,,2043445459,0,1,1,1,0
1650,TEULON COLLEGIATE,INTERLAKE SCHOOL DIVISION,155,BOX 189,,TEULON,R0C 3B0,tci@isd21.mb.ca,( 21)-1650-0155, 7-12, ,,2048862593,0,0,0,1,1
1494,TEULON ELEMENTARY,INTERLAKE SCHOOL DIVISION,155,BOX 143,,TEULON,R0C 3B0,te@isd21.mb.ca,( 22)-1494-0155, K-6, ,,2048862620,0,1,1,0,0
1908,WARREN COLLEGIATE,INTERLAKE SCHOOL DIVISION,155,BOX 580,,WARREN,R0C 3E0,wci@isd21.mb.ca,( 19)-1908-0155, 9-12, ,,2043225586,0,0,0,1,1
1710,WARREN ELEMENTARY,INTERLAKE SCHOOL DIVISION,155,BOX 610,,WARREN,R0C 3E0,we@isd21.mb.ca,( 15)-1710-0155, K-8, ,,2043225576,0,1,1,1,0
1160,WOODLANDS SCHOOL,INTERLAKE SCHOOL DIVISION,155,BOX 40,,WOODLANDS,R0C 3H0,woodlands@isd21.mb.ca,( 11)-1160-0155, K-8, ,,2043835674,0,1,1,1,0
1021,ÉCOLE OPASQUIA SCHOOL,KELSEY SCHOOL DIVISION,171,BOX 4700,,THE PAS,R9A 1R4,oms-mail@ksd.mb.ca,( 27)-1021-0171, K-5, IM,2046236599.0,2046233459,0,1,1,0,0
1386,KELSEY COMMUNITY SCHOOL,KELSEY SCHOOL DIVISION,171,BOX 4700,,THE PAS,R9A 1R4,kcs@ksd.mb.ca,( 30)-1386-0171, K-5, ,2046232713.0,2046237421,0,1,1,0,0
1724,MARGARET BARBOUR COLLEGIATE INSTITUTE,KELSEY SCHOOL DIVISION,171,BOX 4700,429 SMITH AVENUE,THE PAS,R9A 1R4,mbarbour@ksd.mb.ca,( 30)-1724-0171, 9-12, IM,2046233139.0,2046233485,0,0,0,1,1
1616,MARY DUNCAN SCHOOL,KELSEY SCHOOL DIVISION,171,BOX 4700,,THE PAS,R9A 1R4,maryduncan@ksd.mb.ca,(  6)-1616-0171, 7-12, ,2046231309.0,2046231420,0,0,0,1,1
1260,SCOTT BATEMAN MIDDLE SCHOOL,KELSEY SCHOOL DIVISION,171,BOX 4700,,THE PAS,R9A 1R4,sbms@ksd.mb.ca,( 35)-1260-0171, 6-8, IM,2046236276.0,2046233411,0,0,1,1,0
1816,ALF CUTHBERT SCHOOL,LAKESHORE SCHOOL DIVISION,149,BOX 220,,MOOSEHORN,R0C 2E0,alfcuthbert@lakeshoresd.mb.ca,(  6)-1816-0149, K-8, ,2047683234.0,2047682396,0,1,1,1,0
1090,ASHERN CENTRAL SCHOOL,LAKESHORE SCHOOL DIVISION,149,BOX 1200,,ASHERN,R0C 0E0,asherncentral@lakeshoresd.mb.ca,( 19)-1090-0149, 5-12, ,2047682879.0,2047682571,0,0,1,1,1
