ETAB_CODE,ETAB_NOM,ETAB_NOM_A,RSS_CODE,RSS_NOM,ADRESSE,CASE_POST,CODE_POSTA,MUN_CODE,MUN_NOM,CLSC_CODE,CLSC_NOM,MRC_CODE,MRC_NOM,RLS_CODE,RLS_NOM,RUIS_CODE,RUIS_NOM,STATUT_COD,MD_CONS_CO,MD_FINAN_C,DESIGN_MIN,INSTANCE,DATE_INCOR,LONGITUDE,LATITUDE,CHPSY,CHSGS,CHSLD,CLSC,CPEJ,CRDITED,CRDPA,CRDPM,CRDPV,CRDPL,CRJDA,CRMDA,CRD,DATE_MAJ
"16802621","Pekuakamiulnuatsh Takuhikan","Pekuakamiulnuatsh Takuhikan","02","Saguenay–Lac-Saint-Jean","1671, rue Ouiatchouan"," ","G0W2H0","91802","Mashteuiatsh","02111","Domaine-du-Roy","910","Le Domaine-du-Roy","0211","RLS du Domaine-du-Roy","1","RUISSS Université Laval","2","0","4"," ","N","2010-02-23",-72.2292785645,48.5763092041,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"16802704","Conseil des Mohawks de Kahnawake","Conseil des Mohawks de Kahnawake","16","Montérégie","Case postale 720"," ","J0L1B0","67802","Kahnawake","16341","Châteauguay-Mercier","670","Roussillon","1634","RLS de Jardins-Roussillon","3","RUISSS Université McGill","2","0","6"," ","N","2010-02-24",-73.6763534546,45.4138755798,"Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"17524224","88980 Canada Inc.","88980 Canada Inc.","06","Montréal","34, avenue Woodland"," ","H9W4V9","66107","Beaconsfield","06111","Lac Saint-Louis","660","Montréal","0611","RLS de Pierrefonds - Lac Saint-Louis","3","RUISSS Université McGill","2","6","4"," ","N","2010-02-24",-73.8835525513,45.4189491272,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"18456327","Centre de santé Inuulitsivik - Inuulitsivik Healthcenter","Centre de santé Inuulitsivik","17","Nunavik","Chemin Baie d'Hudson"," ","J0M1P0","99120","Puvirnituq","17011","Baie D'Hudson","992","Administration régionale Kativik"," "," ","3","RUISSS Université McGill","1","2","1"," ","N","2010-05-03",-77.2757949829,60.037651062,"Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","2021-12-03"
"21491527","Chateau Westmount Inc.","Chateau Westmount Inc.","06","Montréal","4860, boulevard De Maisonneuve Ouest"," ","H3Z3G2","66032","Westmount","06225","Métro","660","Montréal","0622","RLS de Côte-des-Neiges - Métro - Parc-Extension","3","RUISSS Université McGill","2","1","8"," ","N","2010-02-24",-73.6001586914,45.4771652222,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"23182884","Centre d'hébergement St-Francois Inc.","Centre d'hébergement St-Francois Inc.","02","Saguenay–Lac-Saint-Jean","912, rue Jacques-Cartier Est"," ","G7H2A9","94068","Saguenay","02151","Saguenay","941","Saguenay","0215","RLS de Chicoutimi","1","RUISSS Université Laval","2","1","2"," ","N","2010-02-23",-71.0394973755,48.4230995178,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"23237407","Placements M.G.O. Inc.","Placements M.G.O. Inc.","13","Laval","5855, rue Boulard"," ","H7B1A3","65005","Laval","13112","Duvernay","650","Laval","1311","RLS de Laval","2","RUISSS Université de Montréal","2","1","8"," ","N","2010-02-24",-73.6474456787,45.6865501404,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"24266926","Manoir Soleil Inc.","Manoir Soleil Inc.","16","Montérégie","125, rue Daigneault"," ","J3L1G7","57005","Chambly","16121","Chambly-Carignan-Marieville","570","La Vallée-du-Richelieu","1612","RLS du Haut-Richelieu - Rouville","4","RUISSS Université de Sherbrooke","2","1","4"," ","N","2010-02-24",-73.2959899902,45.4613571167,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"24470528","Conseil Mohawk d'Akwesasne","Conseil Mohawk d'Akwesasne","16","Montérégie","95, Snye School road"," ","H0M1A1","69802","Akwesasne","16331","Haut-Saint-Laurent","690","Le Haut-Saint-Laurent","1633","RLS du Haut-Saint-Laurent","3","RUISSS Université McGill","2","0","4"," ","N","2010-02-24",-74.6025085449,45.0087394714,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"25457094","Hôpital Ste-Monique inc.","Hopital Ste-Monique Inc.","03","Capitale-Nationale","4805, boulevard Wilfrid-Hamel"," ","G1P2J7","23027","Québec","03122","Duberger-Les Saules-Lebourgneuf","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","2","1","2"," ","N","2010-02-24",-71.3263092041,46.8044166565,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"26370254","Centre d'accueil Saint-Joseph de Lévis Inc.","Centre d'accueil Saint-Joseph de Lévis Inc.","12","Chaudière-Appalaches","5445, rue Saint-Louis"," ","G6V4G9","25213","Lévis","12113","Desjardins","251","Lévis","1211","RLS Alphonse-Desjardins","1","RUISSS Université Laval","2","1","2"," ","N","2010-02-24",-71.1886901855,46.7991447449,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"27368703","Centre d'accueil Marcelle Ferron Inc.","Centre d'accueil Marcelle Ferron Inc.","16","Montérégie","8600, boulevard Marie-Victorin"," ","J4X1A1","58007","Brossard","16111","Brossard - Saint-Lambert","580","Longueuil","1611","RLS de Champlain","2","RUISSS Université de Montréal","2","1","2"," ","N","2010-02-24",-73.4943847656,45.446056366,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"27451285","Jardins du Haut Saint-Laurent (1992) Inc.","Jardins du Haut Saint-Laurent (1992) Inc.","03","Capitale-Nationale","4770, rue Saint-Félix"," ","G3A1B1","23072","Saint-Augustin-de-Desmaures","03121","Laurentien","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","2","1","8"," ","N","2010-02-24",-71.3782043457,46.7369422913,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"27508456","Centre d'hébergement St-Jean-Eudes Inc.","Centre d'hébergement St-Jean-Eudes Inc.","03","Capitale-Nationale","6000, 3e Avenue Ouest"," ","G1H7J5","23027","Québec","03132","Charlesbourg","230","Québec","0313","RLS de Québec-Nord","1","RUISSS Université Laval","2","1","2"," ","N","2010-02-24",-71.2595214844,46.8505249023,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"28609360","Résidence Sorel-Tracy Inc.","Résidence Sorel-Tracy Inc.","16","Montérégie","4025, rue Frontenac"," ","J3R4G8","53052","Sorel-Tracy","16231","Bas Richelieu","530","Pierre-De Saurel","1623","RLS Pierre-De Saurel","2","RUISSS Université de Montréal","2","1","2"," ","N","2010-02-24",-73.1436767578,46.0282249451,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"28639839","2863-9839 Québec Inc.","2863-9839 Québec Inc.","16","Montérégie","170, rue Boileau"," ","J7V8A3","71083","Vaudreuil-Dorion","16311","Vaudreuil-Soulanges","710","Vaudreuil-Soulanges","1631","RLS de Vaudreuil-Soulanges","3","RUISSS Université McGill","2","1","4"," ","N","2010-02-24",-74.0412597656,45.4034423828,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"28694321","Centre hospitalier Saint-François inc.","Centre hospitalier Saint-François inc.","03","Capitale-Nationale","1604, 1re Avenue"," ","G1L3L6","23027","Québec","03126","Limoilou-Vanier","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","2","1","2"," ","N","2010-02-24",-71.2359771729,46.8290405273,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"28876449","Centre d'hébergement et de soins de longue durée de La Maison Legault inc.","CHSLD de La Maison Legault inc.","03","Capitale-Nationale","3035, chemin Saint-Louis"," ","G1W1R5","23027","Québec","03123","Sainte-Foy - Sillery","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","2","0","4"," ","N","2010-02-24",-71.2886199951,46.7577552795,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"29530060","Centre d'hébergement et de soins de longue durée Bourget inc.","CHSLD Bourget inc.","06","Montréal","11570, rue Notre-Dame Est"," ","H1B2X4","66023","Montréal","06523","Pointe-aux-Trembles","660","Montréal","0652","RLS de Rivière-des-Prairies - Anjou - Montréal-Est","2","RUISSS Université de Montréal","2","1","2"," ","N","2010-02-24",-73.4927597046,45.6338005066,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"29530078","Centre d'hébergement et de soins de longue durée Bussey (Québec) inc.","CHSLD Bussey (Québec) inc.","06","Montréal","2069, boulevard Saint-Joseph"," ","H8S4B7","66023","Montréal","06121","Lachine","660","Montréal","0612","RLS de Dorval - Lachine - Lasalle","3","RUISSS Université McGill","2","1","2"," ","N","2010-02-24",-73.683303833,45.4330787659,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"29490414","Foyer Saints-Anges de Ham-Nord Inc.","Foyer Saints-Anges de Ham-Nord Inc.","04","Mauricie et Centre-du-Québec","493, rue Principale","case postale 269","G0P1A0","39010","Ham-Nord","04181","Arthabaska","390","Arthabaska","0418","RLS d’Arthabaska-et-de-L’Érable","4","RUISSS Université de Sherbrooke","2","1","6"," ","N","2010-02-23",-71.6477737427,45.9038162231,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"29732187","Villa Medica Inc.","Villa Medica Inc.","06","Montréal","225, rue Sherbrooke Est"," ","H2X1C9","66023","Montréal","06321","Saint-Louis-du-Parc","660","Montréal","0632","RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc","2","RUISSS Université de Montréal","2","1","2"," ","N","2010-02-24",-73.5687408447,45.5149726868,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
