X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-79.7972380799999,43.2465645940001,4590,137289170,30626,Mental Health and Addiction Organization,Mental Health Services,Indwell Community Homes, , , ,311 Strathearne Avenue, ,Practice Location,Hamilton,L8H5K8,20210527133639,20210526122814
-79.788676677,43.243402094,4591,137289171,30627,Mental Health and Addiction Organization,Mental Health Services,Indwell Community Homes, , , ,205 Melvin Avenue, ,Practice Location,Hamilton,L8H2J9,20210527134619,20210526122814
-81.241862512,42.9862885800001,4592,137289172,30628,Mental Health and Addiction Organization,Mental Health Services,Indwell Community Homes, , , ,356 Dundas Street, ,Practice Location,London,N6B1V7,20210527133900,20210526122814
-80.7452199699999,43.145000931,4593,137289173,30629,Mental Health and Addiction Organization,Mental Health Services,Indwell Community Homes, , , ,373 Blossom Park Road, ,Practice Location,Woodstock,N4S7J3,20210527133836,20210526122814
-80.304961705,42.832491997,4594,137289174,30630,Mental Health and Addiction Organization,Mental Health Services,Indwell Community Homes, , , ,203 John Street, ,Practice Location,Simcoe,N3Y2Y6,20210527133820,20210526122815
-79.867924784,44.1540633490001,4595,137289175,9000000000,Midwifery Clinic,Main,Caring Hands Midwifery Services, , , ,35 Victoria Street East,"Unit 7, PostalOfficePostal Office Box 602",Practice Location,New Tecumseth,L9R1V8,20210527133844,20210526122815
-80.941233965,44.563997167,4596,137289176,9000000001,Midwifery Clinic,Main,Midwives Grey Bruce, , , ,265 8th Street East, ,Practice Location,Owen Sound,N4K1L2,20210527134604,20210526122815
-81.133645985,44.138337585,4597,137289177,9000000002,Midwifery Clinic,Satellite,Midwives Grey Bruce, , , ,15 Ontario Road,Centre,Practice Location,Walkerton,N0G2V0,20210527133630,20210526122815
-79.658195141,44.415232304,4598,137289178,9000000003,Midwifery Clinic,Main,Barrie Midwives, , , ,5 Quarry Ridge Road,Suite 306,Practice Location,Barrie,L4M7G1,20210527134804,20210526122815
-80.1722740129999,44.4903830920001,4599,137289179,9000000004,Midwifery Clinic,Main,Midwives Nottawasaga, , , ,9811 Beechwood Road,Unit A,Practice Location,Collingwood,L9Y3Z1,20210527134342,20210526122816
-79.882976145,44.7557480520001,4600,137289180,9000000005,Midwifery Clinic,Main,Midland Midwives by the Bay, , , ,287 Bayshore Drive,Unit 10,Practice Location,Midland,L4R0H1,20210527134545,20210526122816
-79.2477832979999,43.1613772040001,4601,137289181,9000000006,Midwifery Clinic,Main,Niagara Midwifery, , , ,13 Lyman Street, ,Practice Location,St. Catharines,L2R5M8,20210527133939,20210526122816
-79.245184283,42.9929469740001,4602,137289182,9000000007,Midwifery Clinic,Main,Sages Femmes Renaissance Midwifery, , , ,196 East Main Street, ,Practice Location,Welland,L3B3W8,20210527134003,20210526122816
-79.0925363429999,43.0928243990001,4603,137289183,9000000008,Midwifery Clinic,Satellite,Sages Femmes Renaissance Midwifery, , , ,5637 Main Street, ,Practice Location,Niagara Falls,L2G5Z3,20210527134035,20210526122817
-79.624730896,42.9046256410001,4604,137289184,9000000009,Midwifery Clinic,Main,Midwives of East Erie, , , ,340 Lock Street West, ,Practice Location,Dunnville,N1A1V5,20210527133848,20210526122817
-79.4763901709999,43.1655446950001,4605,137289185,9000000010,Midwifery Clinic,Main,Lincoln Midwives, , , ,5000 King Street, ,Practice Location,Lincoln,L0R1B0,20210527133928,20210526122817
-94.503223199,49.7665534380001,4606,137289186,9000000011,Midwifery Clinic,Main,Kenora Midwives, , , ,35 Wolsley Avenue,Unit 2,Practice Location,Kenora,P9N0H8,20210527134726,20210526122817
-89.253727961,48.384343357,4607,137289187,9000000012,Midwifery Clinic,Main,Community Midwives of Thunder Bay, , , ,1119 Victoria Street East,Top Floor,Practice Location,Thunder Bay,P7C1B7,20210527134926,20210526122817
-89.216519558,48.4384873670001,4608,137289188,9000000013,Midwifery Clinic,Main,Maternity Care Midwives - Thunder Bay, , , ,212 Villa Street, ,Practice Location,Thunder Bay,P7A3X9,20210527134538,20210526122817
-80.2512768509999,43.547888426,4609,137289189,9000000014,Midwifery Clinic,Main,Guelph Midwives, , , ,176 Wyndham Street North,2nd Floor,Practice Location,Guelph,N1H8N9,20210527134237,20210526122818
-80.271116658,43.5598648270001,4610,137289190,9000000015,Midwifery Clinic,Main,Family Midwifery Care of Guelph, , , ,672 Woolwich Street,Unit 1,Practice Location,Guelph,N1H3Z1,20210527133726,20210526122818
-80.3155040029999,43.898753684,4611,137289191,9000000016,Midwifery Clinic,Main,Grand Valley Midwives, , , ,2 Main Street South, ,Practice Location,Grand Valley,L9W5V4,20210527134557,20210526122818
-79.7668889879999,43.449413731,4612,137289192,9000000017,Midwifery Clinic,Main,Community Midwives of Halton, , , ,3075 Hospital Gate,Suite 322,Practice Location,Oakville,L6M1M1,20210527135028,20210526122818
-79.759464378,43.361550116,4613,137289193,9000000018,Midwifery Clinic,Main,Burlington & Area Midwives, , , ,4332 New Street, ,Practice Location,Burlington,L7L1T5,20210527133630,20210526122818
-79.886442732,43.5104956370001,4614,137289194,9000000019,Midwifery Clinic,Main,Hawthorne Midwives, , , ,75 Main Street,Unit 15,Practice Location,Milton,L9T1N4,20210527134057,20210526122819
-80.5119395249999,43.457522698,4615,137289195,9000000020,Midwifery Clinic,Main,Kitchener Waterloo Midwifery Associates, , , ,900 King Street West,Unit 8,Practice Location,Kitchener,N2G1G5,20210527134958,20210526122819
-80.514262526,43.455832797,4616,137289196,9000000021,Midwifery Clinic,Main,Genesis Midwives, , , ,495 Park Street, ,Practice Location,Kitchener,N2G1N7,20210527133942,20210526122819
-80.520797129,43.466541599,4617,137289197,9000000022,Midwifery Clinic,Main,Blue Heron Midwives, , , ,30 Dupont Street East,Unit 105,Practice Location,Waterloo,N2J2G9,20210527133637,20210526122820
-80.314524654,43.36140139,4618,137289198,9000000023,Midwifery Clinic,Main,Cambridge Midwives, , , ,73 Water Street,Unit 502,Practice Location,Cambridge,N1R5L6,20210527134513,20210526122820
-80.3313671609999,43.381548493,4619,137289199,9000000024,Midwifery Clinic,Main,Born Midwives, , , ,765 Coronation Boulevard, ,Practice Location,Cambridge,N1R0B6,20210527133856,20210526122820
-79.061328899,43.854223635,4620,137289200,9000000025,Midwifery Clinic,Main,Midwifery Services of Durham, , , ,138 Old Kingston Road, ,Practice Location,Ajax,L1T2Z9,20210527133637,20210526122820
-79.126241942,44.1028744760001,4621,137289201,9000000026,Midwifery Clinic,Main,Uxbridge Community Midwives, , , ,2 Campbell Drive,Suite 207,Practice Location,Uxbridge,L9P1H6,20210527134328,20210526122820
-78.325697802,44.3024587470001,4622,137289202,9000000027,Midwifery Clinic,Main,Kawartha Community Midwives, , , ,295 Stewart Street, ,Practice Location,Peterborough,K9J3N2,20210527134617,20210526122821
-78.8650602399999,43.901193252,4623,137289203,9000000028,Midwifery Clinic,Main,Community Care Midwives, , , ,135 Simcoe Street North, ,Practice Location,Oshawa,L1G4S6,20210527134643,20210526122821
-78.737129139,44.3533008370001,4624,137289204,9000000029,Midwifery Clinic,Main,Midwives of Lindsay & the Lakes, , , ,41 Russell Street West, ,Practice Location,Kawartha Lakes,K9V2W8,20210527134611,20210526122821
-77.384458885,44.166326365,4625,137289205,9000000030,Midwifery Clinic,Main,Quinte Midwives, , , ,11 Victoria Avenue, ,Practice Location,Belleville,K8N1Z5,20210527134244,20210526122821
-78.5068653279999,45.049025767,4626,137289206,9000000031,Midwifery Clinic,Main,Midwifery Services of Haliburton-Bancroft, , , ,64 Victoria Street,PostalOfficePostal Office Box 1243,Practice Location,Haliburton,K0M1S0,20210527134033,20210526122821
-78.676972381,43.911605363,4627,137289207,9000000032,Midwifery Clinic,Main,New Life Midwives, , , ,222 King Street East,Suite 204,Practice Location,Bowmanville,L1C1P6,20210527134303,20210526122822
-79.41385158,44.6094476490001,4628,137289208,9000000033,Midwifery Clinic,Main,Orillia Midwives, , , ,100 Colborne Street East,Suite 100,Practice Location,Orillia,L3V2Y9,20210527134627,20210526122822
-82.978847187,42.276941869,4629,137289209,9000000034,Midwifery Clinic,Main,Midwives of Windsor, , , ,3357 Walker Road,Unit 3,Practice Location,Windsor,N8W3R9,20210527134411,20210526122822
-82.91793017,42.293036875,4630,137289210,9000000035,Midwifery Clinic,Main,Midwifery Collective Of Essex County, , , ,7900 Anchor Drive, ,Practice Location,Windsor,N8N5E5,20210527134137,20210526122822
-84.3263301539999,46.506949498,4631,137289211,9000000036,Midwifery Clinic,Main,Midwives of Algoma, , , ,765 Queen Street East,Suite 204,Practice Location,Sault Ste. Marie,P6A2A8,20210527134726,20210526122822
-76.4899336,44.2353862160001,4632,137289212,9000000037,Midwifery Clinic,Main,Community Midwives of Kingston, , , ,391 Barrie Street, ,Practice Location,Kingston,K7K3T6,20210527135001,20210526122823
-75.765789954,45.3459141390001,4633,137289213,9000000038,Midwifery Clinic,Main,Midwifery Collecive of Ottawa, , , ,88 Centrepointe Drive,Suite 200,Practice Location,Ottawa,K2G6B1,20210527134358,20210526122823
-75.700328137,45.4010712510001,4634,137289214,9000000039,Midwifery Clinic,Main,Midwifery Group of Ottawa, , , ,265 Carling Avenue,Suite 700,Practice Location,Ottawa,K1S2E1,20210527133925,20210526122823
-76.129098857,45.144348789,4635,137289215,9000000040,Midwifery Clinic,Main,Ottawa Valley Midwives, , , ,1 Costello Drive,Suite 1,Practice Location,Carleton Place,K7C0B4,20210527134155,20210526122823
-75.8300705739999,45.323964233,4636,137289216,9000000041,Midwifery Clinic,Satellite,Ottawa Valley Midwives, , , ,2039 Robertson Road,Unit 244,Practice Location,Ottawa,K2H8R2,20210527134613,20210526122824
-74.738426288,45.034371128,4637,137289217,9000000042,Midwifery Clinic,Main,Gentle Beginnings Midwifery, , , ,30 Thirteenth Street East,Unit 7,Practice Location,Cornwall,K6H6V9,20210527134135,20210526122824
-75.3514249959999,45.094136113,4638,137289218,9000000043,Midwifery Clinic,Satellite,Gentle Beginnings Midwifery, , , ,462 Main Street East, ,Practice Location,Winchester,K0C2K0,20210527134705,20210526122824
-75.277052086,45.273627247,4639,137289219,9000000044,Midwifery Clinic,Satellite,Gentle Beginnings Midwifery, , , ,1011 Notre Dame Street, ,Practice Location,Embrun,K0A1W0,20210527134522,20210526122824
-75.569633283,45.2651784340001,4640,137289220,9000000045,Midwifery Clinic,Satellite,Gentle Beginnings Midwifery, , , ,7002 Nickerson Way, ,Practice Location,Ottawa,K4P1A3,20210527134816,20210526122824
-77.4148490169999,45.5549996020001,4641,137289221,9000000046,Midwifery Clinic,Main,Madawaska Valley Midwives, , , ,15 Lake Street, ,Practice Location,Killaloe,K0J2A0,20210527134939,20210526122825
-75.587547004,45.4520852650001,4642,137289222,9000000047,Midwifery Clinic,Main,East Ottawa Midwives, , , ,5310 Canotek Road,Unit 202,Practice Location,Ottawa,K1J9N5,20210527134258,20210526122825
-75.691844268,44.6029526140001,4643,137289223,9000000048,Midwifery Clinic,Main,Generations Midwifery Care, , , ,334 Park Street, ,Practice Location,Brockville,K6V2J2,20210527133629,20210526122825
-75.622217404,45.31682914,4644,137289224,9000000049,Midwifery Clinic,Main,Ottawa South Midwives, , , ,4112 Albion Road, ,Practice Location,Ottawa,K1T3W1,20210527133802,20210526122825
-75.615758108,45.3889130530001,4645,137289225,9000000050,Midwifery Clinic,Main,Community Midwives of Ottawa, , , ,2260 Walkley Road, ,Practice Location,Ottawa,K1G6A8,20210527135032,20210526122825
-82.4040419739999,42.9781828210001,4646,137289226,9000000051,Midwifery Clinic,Main,Midwifery Services of Lambton-Kent, , , ,350 Christina Street North, ,Practice Location,Sarnia,N7T5V7,20210527134952,20210526122825
-81.225252105,42.9635930760001,4647,137289227,9000000052,Midwifery Clinic,Main,Womancare Midwives, , , ,345 Westminister Avenue,Unit 101,Practice Location,London,N6C4V3,20210527134900,20210526122826
-81.2369572109999,42.9880981800001,4648,137289228,9000000053,Midwifery Clinic,Main,Thames Valley Midwives, , , ,434 Maitland Street,Suite 1,Practice Location,London,N6B2Z2,20210527134104,20210526122826
-81.398597259,42.9617671680001,4649,137289229,9000000054,Midwifery Clinic,Main,Talbot Creek Midwives, , , ,29 Kilworth Park Drive, ,Practice Location,Komoka,N0L1A0,20210527134507,20210526122826
-81.1971010789999,42.766516143,4650,137289230,9000000055,Midwifery Clinic,Main,Elgin County Midwives, , , ,66 West Avenue,Unit 103,Practice Location,St. Thomas,N5R5H7,20210527135044,20210526122827
-82.183858453,42.4043097310001,4651,137289231,9000000056,Midwifery Clinic,Main,Midwives of Chatham-Kent Inc, , , ,100 King Street West,Suite T233,Practice Location,Chatham-Kent,N7M6A9,20210527133930,20210526122827
-81.336163743,43.0010723780001,4652,137289232,9000000057,Midwifery Clinic,Main,Midwives of Middlesex and Area, , , ,1615 North Routledge Park,Unit 37,Practice Location,London,N6H5N5,20210527134518,20210526122827
-80.9206021639999,43.571028298,4653,137289233,9000000058,Midwifery Clinic,Main,Countryside Midwifery Services, , , ,50 William Street,PostalOfficePostal Office Box 637,Practice Location,Milverton,N0K1M0,20210527135013,20210526122827
-81.4271370389999,43.7290572000001,4654,137289234,9000000059,Midwifery Clinic,Main,Huron Midwives, , , ,308 Blyth Road,R.R. 1,Practice Location,Blyth,N0M1H0,20210527134226,20210526122828
-80.99563947,43.3694823590001,4655,137289235,9000000060,Midwifery Clinic,Main,Stratford Midwives, , , ,386 Cambria Street, ,Practice Location,Stratford,N5A1J4,20210527133833,20210526122828
-79.360909907,46.0814346980001,4656,137289236,9000000061,Midwifery Clinic,Main,K'Tigaaning Midwives, , , ,488 Main Street,PostalOfficePostal Office Box 117,Mailing Address,Powassan,P0H1Z0,20210527134151,20210526122828
-79.522322585,46.333106431,4657,137289237,9000000062,Midwifery Clinic,Satellite,K'Tigaaning Midwives, , , ,40 Couchie Industrial Road, ,Practice Location,North Bay,P1B8G5,20210527135021,20210526122828
-81.0009329809999,46.4606797760001,4658,137289238,9000000063,Midwifery Clinic,Main,Sudbury Community Midwifery Practice, , , ,1571 Paris Street, ,Practice Location,Greater Sudbury,P3E3B7,20210527134439,20210526122828
-81.969527032,45.8968315340001,4659,137289239,9000000064,Midwifery Clinic,Main,Manitoulin Midwifery, , , ,702 Townline Road, ,Practice Location,Sheguiandah,P0P1W0,20210527135013,20210526122829
-79.4643918639999,46.31302643,4660,137289240,9000000065,Midwifery Clinic,Main,Midwives Sages-Femmes of North Bay, , , ,222 McIntyre Street West,Unit 508,Practice Location,North Bay,P1B2Y8,20210527134242,20210526122829
-83.678548571,49.686557905,4661,137289241,9000000066,Midwifery Clinic,Main,Pratique S.-F. de Hearst Midwifery Practice, , , ,1403 Edward Street,PostalOfficePostal Office Box 3328,Practice Location,Hearst,P0L1N0,20210527134246,20210526122829
-79.3090538869999,45.039948327,4662,137289242,9000000067,Midwifery Clinic,Main,Midwives of Muskoka, , , ,8 Ontario Street, ,Practice Location,Bracebridge,P1L2A7,20210527134055,20210526122830
-81.334717828,48.4726733680001,4663,137289243,9000000068,Midwifery Clinic,Main,Boreal Midwifery Practice, , , ,169 Elm Street South, ,Practice Location,Timmins,P4N1W7,20210527134923,20210526122830
-79.670514361,47.5082264100001,4664,137289244,9000000069,Midwifery Clinic,Main,Sages-Femmes Temiskaming Midwives, , , ,20 May Street South,PostalOfficePostal Office Box 38,Practice Location,Temiskaming Shores,P0J1P0,20210527134135,20210526122830
-82.428897763,52.9258944100001,4665,137289245,9000000070,Midwifery Clinic,Main,Neepeeshowan Midwives, , , ,103 Pine Street,PostalOfficePostal Office Box 224,Practice Location,Attawapiskat,P0L1A0,20210527134639,20210526122830
-82.6592552069999,46.3778453730001,4666,137289246,9000000071,Midwifery Clinic,Main,North Channel Midwifery, , , ,76 Hirshhorn Avenue, ,Practice Location,Elliot Lake,P5A1P4,20210527134720,20210526122831
-80.020166047,45.3426405430001,4667,137289247,9000000072,Midwifery Clinic,Main,Midwives of Georgian Bay, , , ,75 Bowes Street, ,Practice Location,Parry Sound,P2A2L6,20210527134236,20210526122831
-80.551791545,43.544250511,4668,137289248,9000000073,Midwifery Clinic,Main,St. Jacobs Midwives, , , ,9 Parkside Drive,PostalOfficePostal Office Box 190,Practice Location,St. Jacobs,N0B2N0,20210527134423,20210526122831
-79.4044690919999,43.6667727860001,4669,137289249,9000000074,Midwifery Clinic,Main,Community Midwives of Toronto, , , ,344 Bloor Street West,Suite 201,Practice Location,Toronto,M5S3A7,20210527134804,20210526122831
-79.4851343139999,43.630371676,4670,137289250,9000000075,Midwifery Clinic,Main,Midwife Alliance, , , ,166 The Queensway, ,Practice Location,Toronto,M8Y1J2,20210527135013,20210526122831
-79.439564902,43.6587691830001,4671,137289251,9000000076,Midwifery Clinic,Main,Midwives Collective of Toronto, , , ,1203 Bloor Street West, ,Practice Location,Toronto,M6H1N4,20210527134044,20210526122832
-79.357326676,43.658636087,4672,137289252,9000000077,Midwifery Clinic,Main,Riverdale Community Midwives, , , ,48 River Street, ,Practice Location,Toronto,M5A3N9,20210527134511,20210526122832
-79.68396367,43.5431243520001,4673,137289253,9000000078,Midwifery Clinic,Main,Midwives of Mississauga, , , ,2227 South Millway,Suite 101,Practice Location,Mississauga,L5L3R6,20210527134429,20210526122832
-79.43210771,43.7764368040001,4674,137289254,9000000079,Midwifery Clinic,Main,Midwifery Care â€“ North Don River Valley, , , ,200 Finch Avenue West,Unit 109,Practice Location,Toronto,M2R3W4,20210527134655,20210526122832
-79.403396791,43.6574630850001,4675,137289255,9000000080,Midwifery Clinic,Main,Kensington Midwives, , , ,340 College Street,Suite 450,Practice Location,Toronto,M5T3A9,20210527135005,20210526122832
-79.25276095,43.7363654060001,4676,137289256,9000000081,Midwifery Clinic,Main,Diversity Midwives, , , ,10 Bimbrok Road, ,Practice Location,Toronto,M1K4T7,20210527134616,20210526122833
-79.3515753779999,43.702547495,4677,137289257,9000000082,Midwifery Clinic,Main,The Midwivesâ€™ Clinic of East York-Don Mills, , , ,1 Leaside Park Drive,Unit 3,Practice Location,Toronto,M4H1R1,20210527134738,20210526122833
-79.4497353369999,44.015190745,4678,137289258,9000000083,Midwifery Clinic,Main,Midwives of York Region, , , ,372 Hollandview Trail,Suite 303,Practice Location,Aurora,L4G0A5,20210527134134,20210526122833
-79.1510644219999,43.7971648210001,4679,137289259,9000000084,Midwifery Clinic,Main,Sages-Femmes Rouge Valley Midwives, , , ,91 Rylander Boulevard,Unit 1020,Practice Location,Toronto,M1B5M5,20210527134354,20210526122834
-79.363464478,43.659833587,4680,137289260,9000000085,Midwifery Clinic,Main,Seventh Generation Midwives Toronto, , , ,525 Dundas Street East,Second Floor,Practice Location,Toronto,M5A2B6,20210527133828,20210526122834
-79.4779941209999,43.727789194,4681,137289261,9000000086,Midwifery Clinic,Main,West End Midwives, , , ,1017 Wilson Avenue,Suite 102,Practice Location,Toronto,M3K1Z1,20210527134732,20210526122834
-79.511737443,43.8544146140001,4682,137289262,9000000087,Midwifery Clinic,Main,Family Care Midwives, , , ,9983 Keele Street,Unit 102,Practice Location,Vaughan,L6A3Y5,20210527134025,20210526122834
-80.093761434,43.9179318980001,4683,137289263,9000000088,Midwifery Clinic,Main,Midwives of Headwater Hills, , , ,16 Church Street, ,Practice Location,Orangeville,L9W1N2,20210527134956,20210526122834
-79.582207943,43.6088797680001,4684,137289264,9000000089,Midwifery Clinic,Main,East Mississauga Midwives, , , ,2555 Dixie Road,Unit 8,Practice Location,Mississauga,L4Y4C4,20210527134709,20210526122835
-79.796756422,43.7281288790001,4685,137289265,9000000090,Midwifery Clinic,Main,AMMA Midwifery, , , ,180 Sandalwood Parkway East,Unit 5A,Practice Location,Brampton,L6Z1Y4,20210527133651,20210526122835
-79.358615394,43.8548076220001,4686,137289266,9000000092,Midwifery Clinic,Main,Trillium Midwives, , , ,50 McIntosh Drive,Suite 120,Practice Location,Markham,L3R9T3,20210527134607,20210526122835
-79.933964359,43.6442594580001,4687,137289267,9000000093,Midwifery Clinic,Main,Midwives of Brampton and Halton Hills, , , ,1 Princess Anne Drive,"Unit A, Suite 105",Practice Location,Halton Hills,L7G4W4,20210527134910,20210526122835
-79.431763406,43.727237496,4688,137289268,9000000094,Midwifery Clinic,Main,Uptown Midwives and Family Wellness, , , ,3426 Bathurst Street, ,Practice Location,Toronto,M6A2C2,20210527134906,20210526122835
-80.307299106,42.8388815980001,4689,137289269,9000000095,Midwifery Clinic,Main,Norfolk Roots, , , ,100 Colborne Street North,Suite F,Practice Location,Simcoe,N3Y3V1,20210527133621,20210526122836
-79.871131804,43.2498238910001,4690,137289270,9000000096,Midwifery Clinic,Main,The Hamilton Midwives, , , ,25 Charlton Avenue East,Suite 600,Practice Location,Hamilton,L8N1Y2,20210527134243,20210526122836
-79.884467209,43.2588850920001,4691,137289271,9000000097,Midwifery Clinic,Main,Community Midwives of Hamilton, , , ,356 Main Street West, ,Practice Location,Hamilton,L8P1K2,20210527134737,20210526122836
-80.2750816229999,43.152664255,4692,137289272,9000000098,Midwifery Clinic,Main,Community Midwives of Brantford, , , ,217 Terrace Hill Street,Suite 100,Practice Location,Brantford,N3R1G9,20210527134038,20210526122836
-79.869454204,43.2571526930001,4693,137289273,9000000099,Midwifery Clinic,Main,Access Midwives, , , ,38 King Street West,Unit 2,Practice Location,Hamilton,L8G1H6,20210527133707,20210526122837
-79.8609533979999,43.2218101870001,4694,137289274,9000000100,Midwifery Clinic,Main,Mountain Midwifery Care, , , ,849 Upper Wentworth Street,Suite 409,Practice Location,Hamilton,L9A5H4,20210527134734,20210526122837
-79.665694737,44.3470095920001,4695,137289275,9000000101,Midwifery Clinic,Transfer Payment Agency,Barrie Community Health Centre, , , ,490 Huronia Road, ,Administrative Office,Barrie,L4N6M2,20210527133817,20210526122837
-79.231857679,42.993767775,4696,137289276,9000000102,Midwifery Clinic,Transfer Payment Agency,Centre de sante communautaire Hamilton/Niagara, , , ,810 East Main Street, ,Administrative Office,Welland,L3B3Y4,20210527134409,20210526122837
-89.240945363,48.4181754620001,4697,137289277,9000000103,Midwifery Clinic,Transfer Payment Agency,Thunder Bay Counselling Centre, , , ,544 Winnipeg Avenue, ,Administrative Office,Thunder Bay,P7B3S7,20210527133856,20210526122837
-80.2512768509999,43.547888426,4698,137289278,9000000104,Midwifery Clinic,Transfer Payment Agency,Guelph Community Health Centre, , , ,176 Wyndham Street North, ,Administrative Office,Guelph,N1H8N9,20210527134338,20210526122837
-79.7647529879999,43.450413532,4699,137289279,9000000105,Midwifery Clinic,Transfer Payment Agency,Halton Healthcare Services Corporation, , , ,3001 Hospital Gate,Rosemary Dixon - Finance Department,Administrative Office,Oakville,L6M0L8,20210527134924,20210526122838
-80.4975237199999,43.4505588970001,4700,137289280,9000000106,Midwifery Clinic,Transfer Payment Agency,Kitchener Downtown Community Health Centre, , , ,44 Francis Street South, ,Administrative Office,Kitchener,N2G2A2,20210527134620,20210526122838
-80.344203566,43.3970152950001,4701,137289281,9000000107,Midwifery Clinic,Transfer Payment Agency,Langs Farm Village Association, , , ,1145 Concession Road, ,Administrative Office,Cambridge,N3H4L5,20210527133836,20210526122838
-79.231677756,43.883687632,4702,137289282,9000000108,Midwifery Clinic,Transfer Payment Agency,Markham Stouffville Hospital, , , ,381 Church Street, ,Administrative Office,Markham,L3P7P3,20210527134520,20210526122838
-78.322858902,44.3142930490001,4703,137289283,9000000109,Midwifery Clinic,Transfer Payment Agency,Peterborough Child and Family Centres, , , ,201 Atrim Street, ,Administrative Office,Peterborough,K9H3G5,20210527134538,20210526122838
-83.070159517,42.295913268,4704,137289284,9000000110,Midwifery Clinic,Transfer Payment Agency,Windsor Essex Community Health Centre, , , ,3325 College Avenue, ,Administrative Office,Windsor,N9C4E6,20210527133716,20210526122838
-84.311452655,46.5491491060001,4705,137289285,9000000111,Midwifery Clinic,Transfer Payment Agency,Sault Area Hospital, , , ,750 Great Northern Road, ,Administrative Office,Sault Ste. Marie,P6B0A8,20210527134349,20210526122839
-75.675053828,45.38799185,4706,137289286,9000000112,Midwifery Clinic,Transfer Payment Agency,South-East Ottawa Community Health Centre, , , ,1355 Bank Street,Unit 600,Administrative Office,Ottawa,K1H8K7,20210527134259,20210526122839
-81.225535205,42.9604707760001,4707,137289287,9000000113,Midwifery Clinic,Transfer Payment Agency,London Health Sciences, , , ,800 Commissioners Road East,"Executive Offices, C3-124",Administrative Office,London,N6A4G5,20210527134907,20210526122839
-80.9954848689999,43.368176459,4708,137289288,9000000114,Midwifery Clinic,Transfer Payment Agency,Stratford General Hospital, , , ,46 General Hospital Drive, ,Administrative Office,Stratford,N5A2Y6,20210527134811,20210526122839
-79.460919163,46.3129646310001,4709,137289289,9000000115,Midwifery Clinic,Transfer Payment Agency,VON-North Bay, , , ,150 First Avenue West, ,Administrative Office,North Bay,P1B3B9,20210527134956,20210526122840
-80.550923545,43.5441784110001,4710,137289290,9000000116,Midwifery Clinic,Transfer Payment Agency,Woolwich Community Health Centre, , , ,10 Parkside Drive, ,Administrative Office,St. Jacobs,N0B2N0,20210527134145,20210526122840
-79.4449441089999,43.7195344940001,4711,137289291,9000000117,Midwifery Clinic,Transfer Payment Agency,Unison Health and Community Services, , , ,12 Flemington Road, ,Administrative Office,Toronto,M6A2N4,20210527133637,20210526122840
-80.255875916,43.138827554,4712,137289292,9000000118,Midwifery Clinic,Transfer Payment Agency,Grand River Community Health Centre, , , ,363 Colborne Street, ,Administrative Office,Brantford,N3S3N2,20210527133751,20210526122840
-84.309189752,46.5338405030001,4713,137289293,436607,Nurse Practitioner Led Clinic,Site,Algoma Nurse Practitioner-Led Clinic, , , ,443 Northern Avenue East, , ,Sault Ste. Marie,P6B4J3,20210527133821,20210526122840
-77.3842570849999,44.1663585650001,4714,137289294,436609,Nurse Practitioner Led Clinic,Site,Belleville, , , ,15 Victoria Avenue,Unit 2R, ,Belleville,K8N1Z5,20210527134941,20210526122840
-80.926375185,46.709109019,4715,137289295,436610,Nurse Practitioner Led Clinic,Site,Capreol Nurse Practitioner-Led Clinic, , , ,49 Young Street, , ,Capreol,P0M1H0,20210527134657,20210526122841
-78.8665323399999,43.898213852,4716,137289296,436893,Nurse Practitioner Led Clinic,Site,Canadian Mental Health Association Durham, , , ,60 Bond Street West, , ,Oshawa,L1G1A5,20210527134918,20210526122841
-79.4724134159999,43.691160488,4717,137289297,436611,Nurse Practitioner Led Clinic,Site,Emery-Keelesdale, , , ,2562 Eglinton Avenue West,Suite 102, ,Toronto,M6M1T4,20210527134403,20210526122841
-82.814622127,42.1684932580001,4718,137289298,436612,Nurse Practitioner Led Clinic,Site,Essex County, , , ,186 Talbot Street,2nd Floor, ,Essex,N8M1B6,20210527134508,20210526122841
-79.666753843,44.4116603030001,4719,137289299,436586,Nurse Practitioner Led Clinic,Site,Georgian, , , ,1 Georgian Drive,"Suite 139, 1st Floor", ,Barrie,L4M3X9,20210527134337,20210526122841
-79.361211335,44.3046487990001,4720,137289300,437346,Nurse Practitioner Led Clinic,Site,Georgina, , , ,152 High Street,Suite 104, ,Georgina,L0E1R0,20210527134511,20210526122841
-74.502698419,45.144188856,4721,137289301,436587,Nurse Practitioner Led Clinic,Site,Glengarry, , , ,137 Military Road, , ,Lancaster,K0C1N0,20210527134942,20210526122842
-81.2065926,42.9681720780001,4722,137289302,446243,Nurse Practitioner Led Clinic,Site,Health Zone, , , ,6 Barberry Court, , ,London,N5Z3C4,20210527134330,20210526122842
-79.2922420689999,43.813546617,4723,137289303,489503,Nurse Practitioner Led Clinic,Site,HF Connecting Health, , , ,3660 Midland Avenue,Suite 201, ,Toronto,M1V0B8,20210527134523,20210526122842
