Region Cd,Region Name,Sch Cd,School Name,Start Gr,End Gr,Mailing Address,City,Postal Code,Civic Address,City.1,Postal Code.1,School Email,Phone,Fax,Principal
54,Halifax Regional Centre for Education,56,Ocean View Elementary School ,PP,3,51 Oceanview School Rd ,Eastern Passage NS,B3G 1J3,51 Oceanview School Rd ,Eastern Passage NS,B3G 1J3,oves@hrce.ca,902-465-8670,902-465-8673,Mamoona Brace
54,Halifax Regional Centre for Education,131,O'Connell Drive Elementary School ,PP,6,40 O'Connell Dr ,Porters Lake NS,B3E 1E8,40 O'Connell Dr ,Porters Lake NS,B3E 1E8,ocdes@hrce.ca,902-827-4112,902-827-3120,Dwight Lucas
54,Halifax Regional Centre for Education,315,Oldfield Consolidated School,PP,6,72 Halls Rd ,Enfield NS,B2T 1C4,72 Halls Rd ,Enfield NS,B2T 1C4,ocs@hrsb.ns.ca,902-883-3010,902-883-3011,Kellie West
54,Halifax Regional Centre for Education,572,Oxford School ,PR,9,6364 North St ,Halifax NS,B3L 1P6,6364 North St ,Halifax NS,B3L 1P6,oxford@hrce.ca,902-421-6763,902-421-3043,Janice Gillespie
54,Halifax Regional Centre for Education,1141,Oyster Pond Academy,PP,9,10583 Hwy 7 ,Oyster Pond NS,B0J 1W0,10583 Hwy 7 ,Oyster Pond NS,B0J 1W0,opa@hrce.ca,902-889-4300,902-889-4310,Barbara Gromick
54,Halifax Regional Centre for Education,970,Park West School ,PR,9,206 Langbrae Dr ,Halifax NS,B3S 1L5,206 Langbrae Dr ,Halifax NS,B3S 1L5,parkwest@hrce.ca,902-457-7800,902-457-7804,Derek Carter
54,Halifax Regional Centre for Education,1159,Porters Lake Elementary School ,PR,6,40 Inspiration Dr ,Porters Lake NS,B3E 0A6,40 Inspiration Dr ,Porters Lake NS,B3E 0A6,ples@hrce.ca,902-827-2525,902-827-5410,Robin Legge
54,Halifax Regional Centre for Education,969,Portland Estates Elementary School ,PR,6,45 Portland Hills Dr ,Dartmouth NS,B2W 6L5,45 Portland Hills Dr ,Dartmouth NS,B2W 6L5,portland@hrsb.ns.ca,902-433-7100,902-433-7103,Louise Henman-Poirier
54,Halifax Regional Centre for Education,533,Prince Andrew High School ,10,12,31 Woodlawn Rd ,Dartmouth NS,B2W 2R7,31 Woodlawn Rd ,Dartmouth NS,B2W 2R7,pah@hrsb.ns.ca,902-435-8452,902-435-8398,James McGowan
54,Halifax Regional Centre for Education,282,Prospect Road Elementary School ,PR,5,2199 Prospect Rd ,Hatchet Lake NS,B3T 1R8,2199 Prospect Rd ,Hatchet Lake NS,B3T 1R8,pres@hrsb.ns.ca,902-852-2441,902-852-5542,Lisa Taylor
54,Halifax Regional Centre for Education,938,Ridgecliff Middle School,06,9,35 Beech Tree Run ,Beechville NS,B3T 2E5,35 Beech Tree Run ,Beechville NS,B3T 2E5,rms@hrsb.ns.ca,902-876-4381,902-876-4385,James Moore
54,Halifax Regional Centre for Education,359,Robert K. Turner Elementary School ,PP,6,141 Circassion Dr ,Dartmouth NS,B2W 4N7,141 Circassion Dr ,Dartmouth NS,B2W 4N7,rkt@hrsb.ns.ca,902-464-5205,902-464-5208,Janice Graham
54,Halifax Regional Centre for Education,603,Rockingham Elementary School ,PP,6,31 Tremont Dr ,Halifax NS,B3M 1X8,31 Tremont Dr ,Halifax NS,B3M 1X8,rockingham@hrce.ca,902-457-8986,902-457-8993,Brian Toner
54,Halifax Regional Centre for Education,609,Rockingstone Heights School ,PP,9,1 Regan Dr ,Halifax NS,B3R 2J1,1 Regan Dr ,Halifax NS,B3R 2J1,rhes@hrce.ca,902-479-4452,902-479-4459,Amy Weedon
54,Halifax Regional Centre for Education,1187,Rocky Lake Junior High School ,06,9,670 Rocky Lake Dr ,Bedford NS,B4A 2T6,670 Rocky Lake Dr ,Bedford NS,B4A 2T6,rljh@hrsb.ns.ca,902-832-8952,902-832-8962,Donald Reardon
54,Halifax Regional Centre for Education,321,Ross Road School ,PP,9,336 Ross Rd ,Westphal NS,B2Z 1H2,336 Ross Rd ,Westphal NS,B2Z 1H2,rrs@hrsb.ns.ca,902-462-8340,902-462-8398,Aaron Cannon
54,Halifax Regional Centre for Education,311,Sackville Heights Elementary School ,PR,5,1225 Old Sackville Rd ,Middle Sackville NS,B4E 3A6,1225 Old Sackville Rd ,Middle Sackville NS,B4E 3A6,shes@hrce.ca,902-869-4700,902-869-4703,Kimberley Michaud
54,Halifax Regional Centre for Education,303,Sackville Heights Junior High School ,06,8,956 Sackville Dr ,Lower Sackville NS,B4E 1S4,956 Sackville Dr ,Lower Sackville NS,B4E 1S4,shjh@hrce.ca,902-869-3800,902-869-3801,Kelly MacLeod
54,Halifax Regional Centre for Education,297,Sackville High School ,09,12,1 Kingfisher Way ,Lower Sackville NS,B4C 2Y9,1 Kingfisher Way ,Lower Sackville NS,B4C 2Y9,shs@hrce.ca,902-864-6700,902-864-6710,John Miller
54,Halifax Regional Centre for Education,581,Saint Mary's Elementary School ,PR,6,5614 Morris St ,Halifax NS,B3J 1C2,5614 Morris St ,Halifax NS,B3J 1C2,stmarys@hrsb.ns.ca,902-421-6749,902-421-2655,Suzanne Cookson-Wehbe
54,Halifax Regional Centre for Education,295,Sambro Elementary School ,PP,6,3725 Old Sambro Rd ,Sambro NS,B3V 1G1,3725 Old Sambro Rd ,Sambro NS,B3V 1G1,ses@hrce.ca,902-868-2717,902-868-1808,Catherine Bouliane
54,Halifax Regional Centre for Education,941,Seaside Elementary School ,04,5,1881 Caldwell Rd ,Eastern Passage NS,B3G 1J3,1881 Caldwell Rd ,Eastern Passage NS,B3G 1J3,seaside@hrsb.ns.ca,902-465-7600,902-465-8662,Tyler Rutledge
54,Halifax Regional Centre for Education,534,Shannon Park Elementary School ,PR,6,75 Iroquois Dr ,Dartmouth NS,B3A 4M5,75 Iroquois Dr ,Dartmouth NS,B3A 4M5,spes@hrce.ca,902-464-2084,902-464-2866,Sherrial Maloney
54,Halifax Regional Centre for Education,287,Shatford Memorial Elementary School ,PR,6,10089 St. Margaret's Bay Rd ,Hubbards NS,B0J 1T0,10089 St. Margaret's Bay Rd ,Hubbards NS,B0J 1T0,smes@hrsb.ns.ca,902-857-4200,902-857-4204,Sarah Wile
54,Halifax Regional Centre for Education,589,Sir Charles Tupper School ,PP,6,1930 Cambridge St ,Halifax NS,B3H 4S5,1930 Cambridge St ,Halifax NS,B3H 4S5,tupper@hrce.ca,902-421-6775,902-421-3049,Patricia Woodbury
54,Halifax Regional Centre for Education,277,Sir John A. Macdonald High School ,10,12,31 Scholars Rd ,Upper Tantallon NS,B3Z 0C3,31 Scholars Rd ,Upper Tantallon NS,B3Z 0C3,sja@hrsb.ns.ca,902-826-3222,902-826-3220,Darlene Fitzgerald
54,Halifax Regional Centre for Education,320,Sir Robert Borden Junior High School ,07,9,16 Evergreen Dr ,Dartmouth NS,B2W 4A7,16 Evergreen Dr ,Dartmouth NS,B2W 4A7,srbjh@hrsb.ns.ca,902-464-5140,902-464-5150,Joseph Beuckx
54,Halifax Regional Centre for Education,355,Smokey Drive Elementary School ,PR,5,241 Smokey Dr ,Lower Sackville NS,B4C 3G1,241 Smokey Dr ,Lower Sackville NS,B4C 3G1,sdes@hrsb.ns.ca,902-864-6838,902-864-6844,Carolyn Thompson
54,Halifax Regional Centre for Education,535,South Woodside School ,PP,6,5 Everette St ,Dartmouth NS,B2W 1G2,5 Everette St ,Dartmouth NS,B2W 1G2,swes@hrsb.ns.ca,902-464-2090,902-464-2778,Valarie MacIntyre-Shannon
54,Halifax Regional Centre for Education,593,Springvale Elementary School ,PP,6,92 Downs Ave ,Halifax NS,B3N 1Y6,92 Downs Ave ,Halifax NS,B3N 1Y6,sprvale@hrce.ca,902-479-4606,902-479-4473,Vincent MacNeil
54,Halifax Regional Centre for Education,575,St. Agnes Junior High School ,07,9,6981 Mumford Rd ,Halifax NS,B3L 2H7,6981 Mumford Rd ,Halifax NS,B3L 2H7,stagnes@hrce.ca,902-493-5132,902-493-5140,Barrett Khan
54,Halifax Regional Centre for Education,577,St. Catherine's Elementary School ,PP,6,3299 Connolly St ,Halifax NS,B3L 3P7,3299 Connolly St ,Halifax NS,B3L 3P7,stcath@hrsb.ns.ca,902-493-5143,902-493-5163,Rosaline Bona
54,Halifax Regional Centre for Education,580,St. Joseph's-Alexander McKay Elementary School ,PP,6,5389 Russell St ,Halifax NS,B3K 1W8,5389 Russell St ,Halifax NS,B3K 1W8,sjam@hrce.ca,902-493-5180,902-493-5186,Natalie Hagerty
54,Halifax Regional Centre for Education,940,St. Margaret's Bay Elementary School ,PR,6,24 Ridgewood Dr ,Head of St. Margaret's Bay NS,B3Z 2H4,24 Ridgewood Dr ,Head of St. Margaret's Bay NS,B3Z 2H4,smbe@hrsb.ns.ca,902-826-3300,902-826-3310,Paula Hoyt
54,Halifax Regional Centre for Education,586,St. Stephen's Elementary School ,PP,6,3669 Highland Ave ,Halifax NS,B3K 4L9,3669 Highland Ave ,Halifax NS,B3K 4L9,sses@hrce.ca,902-493-5155,902-493-5158,Frances Waterman-O'Connell
54,Halifax Regional Centre for Education,299,Sunnyside Elementary School,PP,6,210 Eaglewood Dr ,Bedford NS,B4A 3E3,210 Eaglewood Dr ,Bedford NS,B4A 3E3,sunnyside@hrce.ca,902-832-8983,902-832-8422,Christine Gallant
54,Halifax Regional Centre for Education,307,Sycamore Lane Elementary School ,PP,5,69 Sycamore Lane ,Lower Sackville NS,B4C 1E8,69 Sycamore Lane ,Lower Sackville NS,B4C 1E8,sles@hrsb.ns.ca,902-864-6730,902-864-6734,Angela Comeau
54,Halifax Regional Centre for Education,85,Tallahassee Community School ,PP,3,168 Redoubt Way ,Eastern Passage NS,B3G 1M5,168 Redoubt Way ,Eastern Passage NS,B3G 1M5,tcs@hrsb.ns.ca,902-465-8650,902-465-8010,Nancy Liberatore
54,Halifax Regional Centre for Education,1186,Tantallon Junior Elementary School ,PR,2,1 French Village Stn Rd ,Upper Tantallon NS,B3Z 1E4,1 French Village Stn Rd ,Upper Tantallon NS,B3Z 1E4,tantallonjr@hrce.ca,902-826-1204,902-826-1369,Ken Rutley
54,Halifax Regional Centre for Education,284,Tantallon Senior Elementary School ,03,6,3 French Village Stn Rd ,Upper Tantallon NS,B3Z 1E4,3 French Village Stn Rd ,Upper Tantallon NS,B3Z 1E4,tantallon@hrsb.ca,902-826-1200,902-826-1206,Grant Davy
54,Halifax Regional Centre for Education,349,Upper Musquodoboit Consolidated Elementary School ,PP,6,8416 Hwy 224 ,Upper Musquodoboit NS,B0N 2M0,8416 Hwy 224 ,Upper Musquodoboit NS,B0N 2M0,umcs@hrsb.ns.ca,902-568-2285,902-568-2573,Aaron Verge
54,Halifax Regional Centre for Education,1157,Waverley Memorial Elementary School,PR,6,2393 Rocky Lake Dr ,Waverley NS,B2R 1S4,2393 Rocky Lake Dr ,Waverley NS,B2R 1S4,wmlcs@hrce.ca,902-860-4150,902-860-4154,Karla Wolfe
54,Halifax Regional Centre for Education,591,Westmount Elementary School ,PR,6,6700 Edward Arab Ave ,Halifax NS,B3L 2E1,6700 Edward Arab Ave ,Halifax NS,B3L 2E1,wmount@hrce.ca,902-493-5164,902-493-5168,Cynthia Astephen
54,Halifax Regional Centre for Education,294,William King Elementary School ,PP,6,91 St. Paul's Ave ,Herring Cove NS,B3V 1H6,91 St. Paul's Ave ,Herring Cove NS,B3V 1H6,wkes@hrsb.ns.ca,902-479-4200,902-479-4208,Tracy Marchand
55,Annapolis Valley Regional Centre for Education,63,Aldershot Elementary School,PP,5,446 Aldershot Rd ,Kentville NS,B4N 3A1,446 Aldershot Rd ,Kentville NS,B4N 3A1,aes@avrce.ca,902-690-3820,902-690-3823,Crystal Turner-Tracy
55,Annapolis Valley Regional Centre for Education,746,Annapolis East Elementary School,PR,5,PO Box 640 ,Middleton NS,B0S 1P0,325 Marshall St ,Middleton NS,B0S 1P0,aees@avrce.ca,902-825-5330,902-825-5333,Nancy Illsley
55,Annapolis Valley Regional Centre for Education,133,Annapolis West Education Centre,06,12,PO Box 399 ,Annapolis Royal NS,B0S 1A0,100 Champlain Dr ,Annapolis Royal NS,B0S 1A0,awec@avrce.ca,902-532-3150,902-532-3160,Sue Ann Cooper
55,Annapolis Valley Regional Centre for Education,993,Avon View High School,09,12,PO Box 700 ,Windsor NS,B0N 2T0,225 Payzant Dr ,Windsor NS,B0N 2T0,avhs@avrce.ca,902-792-6740,902-792-6762,Cynthia Dickie
55,Annapolis Valley Regional Centre for Education,75,Berwick and District School,PP,8,PO Box 40 ,Berwick NS,B0P 1E0,249 Veterans Dr ,Berwick NS,B0P 1E0,bads@avrce.ca,902-538-4720,902-538-4727,William Doucet
55,Annapolis Valley Regional Centre for Education,1192,Bridgetown Regional Community School,PP,12,25 Cromwell Crt ,Bridgetown NS,B0S 1C0,25 Cromwell Crt ,Bridgetown NS,B0S 1C0,brcs@avrce.ca,902-665-5400,902-665-5404,Darlene Thomas
55,Annapolis Valley Regional Centre for Education,363,Brooklyn District Elementary School,PR,5,8008 Hwy 14 ,Newport NS,B0N 2A0,8008 Hwy 14 ,Newport NS,B0N 2A0,bdes@avrce.ca,902-757-4120,902-757-4125,Brenda Mullins
55,Annapolis Valley Regional Centre for Education,58,Cambridge and District Elementary School,PP,5,6113 Hwy 1 ,Cambridge NS,B0P 1G0,6113 Hwy 1 ,Cambridge NS,B0P 1G0,cads@avrce.ca,902-538-4680,902-538-4686,Renee Levy
55,Annapolis Valley Regional Centre for Education,67,Central Kings Rural High School,04,12,6125 Hwy 1 ,Cambridge NS,B0P 1G0,6125 Hwy 1 ,Cambridge NS,B0P 1G0,ck@avrce.ca,902-538-4700,902-538-4711,Matthew Butler
55,Annapolis Valley Regional Centre for Education,965,Champlain Elementary School,PP,5,PO Box 130 ,Granville Ferry NS,B0S 1K0,109 North St ,Granville Ferry NS,B0S 1K0,ces@avrce.ca,902-532-3270,902-532-3273,Jan Ross
55,Annapolis Valley Regional Centre for Education,141,Clark Rutherford Memorial School,PP,5,PO Box 70 ,Clementsport NS,B0S 1E0,234 Spinnaker Dr ,Clementsport NS,B0S 1E0,crms@avrce.ca,902-638-4800,902-638-4804,Sharon Reid
55,Annapolis Valley Regional Centre for Education,732,Coldbrook and District School,PP,8,2305 English Mountain Rd ,Coldbrook NS,B4R 1B6,2305 English Mountain Rd ,Coldbrook NS,B4R 1B6,cbds@avrce.ca,902-690-3830,902-690-3833,Cherrie Goss
55,Annapolis Valley Regional Centre for Education,366,Dr. Arthur Hines Elementary School,PP,5,75 Musgrave Rd ,Summerville NS,B0N 2K0,75 Musgrave Rd ,Summerville NS,B0N 2K0,dahes@avrce.ca,902-633-6300,902-633-6303,Shelley Regan
55,Annapolis Valley Regional Centre for Education,65,Dwight Ross Elementary School,PP,5,PO Box 1420 ,Greenwood NS,B0P 1N0,949 Tremont Mountain Rd ,Greenwood NS,B0P 1N0,dres@avrce.ca,902-765-7510,902-765-7520,Karen Lander-Pinard
55,Annapolis Valley Regional Centre for Education,753,Evangeline Middle School,06,8,9387 Commercial St ,New Minas NS,B4N 3G3,9387 Commercial St ,New Minas NS,B4N 3G3,ems@avrce.ca,902-681-4910,902-681-4909,Stanley MacVicar
55,Annapolis Valley Regional Centre for Education,362,Falmouth District School,PR,5,PO Box 40 ,Falmouth NS,B0P 1L0,30 School St ,Falmouth NS,B0P 1L0,fds@avrce.ca,902-792-6710,902-792-6717,Kimberley Frank
55,Annapolis Valley Regional Centre for Education,60,Gaspereau Valley Elementary School,PP,5,2781 Greenfield Rd ,Wolfville NS,B4P 2R1,2781 Greenfield Rd ,Wolfville NS,B4P 2R1,gves@avrce.ca,902-542-6090,902-542-6096,Ruth MacLeod
55,Annapolis Valley Regional Centre for Education,59,Glooscap Elementary School,PP,5,RR 5 1017 J Jordan Rd ,Canning NS,B0P 1H0,1017 J Jordan Rd ,Canning NS,B0P 1H0,ges@avrce.ca,902-582-2010,902-582-2015,Lorne Guy
55,Annapolis Valley Regional Centre for Education,24,Hantsport School,PP,8,PO Box 392 ,Hantsport NS,B0P 1P0,11 School St ,Hantsport NS,B0P 1P0,hs@avrce.ca,902-684-4000,902-684-4004,Ruth Anne Greenough
55,Annapolis Valley Regional Centre for Education,998,Highbury Education Centre,10,12,26 Highbury Rd ,New Minas NS,B4N 3P7,26 Highbury Rd ,New Minas NS,B4N 3P7,hec@avrce.ca,902-681-4930,902-681-4931,Stephen Rovers
55,Annapolis Valley Regional Centre for Education,70,Horton High School,09,12,75 Greenwich Rd S ,Wolfville NS,B4P 2R2,75 Greenwich Rd S ,Wolfville NS,B4P 2R2,hhs@avrce.ca,902-542-6060,902-542-6066,Jodye Routledge
55,Annapolis Valley Regional Centre for Education,1158,Kings County Academy,PP,8,35 Gary Pearl Dr ,Kentville NS,B4N 0H4,35 Gary Pearl Dr ,Kentville NS,B4N 0H4,kca@avrce.ca,902-690-3850,902-690-3864,Victoria Laurence
55,Annapolis Valley Regional Centre for Education,379,Kings County Adult High School,10,12,26 Highbury Rd ,New Minas NS,B4N 3P7,26 Highbury Rd ,New Minas NS,B4N 3P7,kcahs@avrce.ca,902-681-4930,902-681-4931,Stephen Rovers
55,Annapolis Valley Regional Centre for Education,62,Kingston and District School,PR,5,PO Box 295 ,Kingston NS,B0P 1R0,630 Pine Ridge Ave ,Kingston NS,B0P 1R0,kingston@avrce.ca,902-765-7530,902-765-7535,Bernice Jackson
55,Annapolis Valley Regional Centre for Education,61,L.E. Shaw Elementary School,PP,5,486 Oak Island Rd ,Avonport NS,B0P 1B0,486 Oak Island Rd ,Avonport NS,B0P 1B0,leses@avrce.ca,902-542-6900,902-542-6905,Cordelia Gallant
55,Annapolis Valley Regional Centre for Education,129,Lawrencetown Consolidated School,PP,5,RR 1 10 Middle Rd ,Lawrencetown NS,B0S 1M0,10 Middle Rd ,Lawrencetown NS,B0S 1M0,lcs@avrce.ca,902-584-4500,902-584-4505,Paula-Ann Shehata
55,Annapolis Valley Regional Centre for Education,1108,Lawrencetown Education Centre,07,12,RR 1 10 Middle Rd ,Lawrencetown NS,B0S 1M0,10 Middle Rd ,Lawrencetown NS,B0S 1M0,lec@avrce.ca,902-584-4524,902-584-4528,James Peppard
55,Annapolis Valley Regional Centre for Education,712,Middleton Regional High School,06,12,18 Gates Ave ,Middleton NS,B0S 1P0,18 Gates Ave ,Middleton NS,B0S 1P0,mrhs@avrce.ca,902-825-5350,902-825-5355,Gregory Bower
55,Annapolis Valley Regional Centre for Education,73,New Minas Elementary School,PR,5,34 Jones Rd ,New Minas NS,B4N 3N1,34 Jones Rd ,New Minas NS,B4N 3N1,nmes@avrce.ca,902-681-4900,902-681-4904,Eric Trahan
55,Annapolis Valley Regional Centre for Education,967,Northeast Kings Education Centre,06,12,1816 Bains Rd ,Canning NS,B0P 1H0,1816 Bains Rd ,Canning NS,B0P 1H0,nkec@avrce.ca,902-582-2040,902-582-2044,Kevin Veinot
55,Annapolis Valley Regional Centre for Education,966,Pine Ridge Middle School,06,8,625 Pine Ridge Ave ,Kingston NS,B0P 1R0,625 Pine Ridge Ave ,Kingston NS,B0P 1R0,prms@avrce.ca,902-765-7570,902-765-7572,Catherine Rafuse
55,Annapolis Valley Regional Centre for Education,72,Port Williams Elementary School,PP,5,1261 Belcher St ,Port Williams NS,B0P 1T0,1261 Belcher St ,Port Williams NS,B0P 1T0,pwes@avrce.ca,902-542-6074,902-542-6094,Lana Burns
55,Annapolis Valley Regional Centre for Education,55,Somerset and District Elementary School,PR,5,4339 Brooklyn St ,Berwick NS,B0P 1E0,4339 Brooklyn St ,Berwick NS,B0P 1E0,sdes@avrce.ca,902-538-4670,902-538-4677,Deron Moores
55,Annapolis Valley Regional Centre for Education,54,St. Mary's Elementary School,PP,5,PO Box 249 ,Aylesford NS,B0P 1C0,1276 Victoria Rd ,Aylesford NS,B0P 1C0,smes@avrce.ca,902-847-4400,902-847-4404,Isaac Schurman
55,Annapolis Valley Regional Centre for Education,360,Three Mile Plains District School,PP,5,RR2 4555 Hwy 1 ,Windsor NS,B0N 2T0,4555 Hwy 1 ,Three Mile Plains NS,B0N 2T0,tmpds@avrce.ca,902-792-6720,902-792-6722,Christopher Shynal
55,Annapolis Valley Regional Centre for Education,1110,West Hants Education Centre,08,12,94 Wentworth Rd ,Windsor NS,B0N 2T0,94 Wentworth Rd ,Windsor NS,B0N 2T0,whec@avrce.ca,902-792-6750,902-792-6752,Dylan Irvine
55,Annapolis Valley Regional Centre for Education,994,West Hants Middle School,06,12,8009 Hwy 14 ,Newport NS,B0N 2A0,8009 Hwy 14 ,Newport NS,B0N 2A0,whms@avrce.ca,902-757-4100,902-757-4111,Karen Wallace
55,Annapolis Valley Regional Centre for Education,71,West Kings District High School,09,12,1941 Hwy 1 ,Auburn NS,B0P 1A0,1941 Hwy 1 ,Auburn NS,B0P 1A0,wkdhs@avrce.ca,902-847-4440,902-847-4444,Donna Baker
55,Annapolis Valley Regional Centre for Education,376,Windsor Adult High School,10,12,PO Box 369 ,Windsor NS,B0N 2T0,94 Wentworth Rd ,Windsor NS,B0N 2T0,wahs@avrce.ca,902-792-6751,902-792-6752,Dylan Irvine
55,Annapolis Valley Regional Centre for Education,699,Windsor Elementary School,PP,5,PO Box 1057 ,Windsor NS,B0N 2T0,100 Tremaine Cr ,Windsor NS,B0N 2T0,wes@avrce.ca,902-792-6770,902-792-6777,Brian Wong
55,Annapolis Valley Regional Centre for Education,361,Windsor Forks District School,PP,5,RR3 120 Sangster Bridge Rd  ,Windsor NS,B0N 2T0,120 Sangster Bridge Rd ,Windsor Forks NS,B0N 2T0,wfds@avrce.ca,902-792-6700,902-792-6707,Shelley King
55,Annapolis Valley Regional Centre for Education,81,Wolfville School,PR,8,19 Acadia St ,Wolfville NS,B4P 1K8,19 Acadia St ,Wolfville NS,B4P 1K8,ws@avrce.ca,902-542-6050,902-542-6054,Deborah Graves
57,Conseil scolaire acadien provincial,1155,Centre Scolaire de la Rive-Sud,PP,12,"20, ch. Petite Évangéline ",Cookville N.-É.,B4V 8Z9,"20, chemin Petite Évangéline ",Cookville N.-É.,B4V 8Z9,ers@csap.ca,902-527-5110,902-527-5102,René Gaudet
57,Conseil scolaire acadien provincial,387,Centre scolaire Étoile de l'Acadie,PP,12,"15, rue Inglis ",Sydney N.-É.,B1P 7C6,"15, rue Inglis ",Sydney N.-É.,B1P 7C6,csea@csap.ca,902-563-3900,902-563-3902,Noémie Godin
57,Conseil scolaire acadien provincial,145,École acadienne de Pomquet,PP,12,"791, rue Taylor ",Pomquet N.-É.,B2G 2L4,"791, rue Taylor ",Pomquet N.-É.,B2G 2L4,eap@csap.ca,902-386-5700,902-386-5702,Nicole LeBlanc-Proctor
57,Conseil scolaire acadien provincial,433,École acadienne de Truro,PP,12,"50, rue Aberdeen ",Truro N.-É.,B2N 4V3,"50, rue Aberdeen ",Truro N.-É.,B2N 4V3,eat@csap.ca,902-896-4500,902-896-4501,Marie Anne Bastarache
57,Conseil scolaire acadien provincial,947,École Beaubassin,PP,5,"54, boul. Larry Uteck ",Halifax N.-É.,B3M 4R9,"54, boul. Larry Uteck ",Halifax N.-É.,B3M 4R9,ebb@csap.ca,902-457-6810,902-457-6809,Lori Ann Comeau
57,Conseil scolaire acadien provincial,982,École Beau-Port,PP,12,CP 1500 ,Arichat N.-É.,B0E 2L0,"2359, rt. 206 ",Arichat N.-É.,B0E 2L0,ebp@csap.ca,902-226-5200,902-226-5204,Jacinta Samson-Sullivan
57,Conseil scolaire acadien provincial,744,École Belleville,PP,6,CP 254 ,Tusket N.-É.,B0W 3M0,"84, chemin Belleville ",Tusket N.-É.,B0W 3M0,eblv@csap.ca,902-648-5920,902-648-5922,Véronique Naud
57,Conseil scolaire acadien provincial,948,École Bois-Joli,PP,5,"211, av. du Portage ",Dartmouth N.-É.,B2X 3T4,"211, av. du Portage ",Dartmouth N.-É.,B2X 3T4,ebj@csap.ca,902-433-7070,902-433-7077,Isabelle Gascon
57,Conseil scolaire acadien provincial,1173,École des Beaux-Marais,PP,8,"5261, autoroute 7 ",Porters Lake N.-É.,B3E 1J7,"5261, autoroute 7 ",Porters Lake N.-É.,B3E 1J7,ebm@csap.ca,902-827-4621,902-827-4623,Rebecca Bird
57,Conseil scolaire acadien provincial,68,École du Carrefour,06,12,"201A, av. du Portage ",Dartmouth N.-É.,B2X 3T4,"201A, av. du Portage ",Dartmouth N.-É.,B2X 3T4,ecgh@csap.ca,902-433-7000,902-433-7020,Malou Déry
57,Conseil scolaire acadien provincial,1188,École du Grand-Portage,PP,6,"100, Stokil Dr ",Lower Sackville N.-É.,B4C 2G5,"100, Stokil Dr ",Lower Sackville N.-É.,B4C 2G5,egp@csap.ca,902-864-6242,902-864-6419,Kevin Gallant
57,Conseil scolaire acadien provincial,217,École Joseph-Dugas,PP,6,"450, ch. Patrice ",Pointe-de-l'Église N.-É.,B0W 1M0,"450, ch. Patrice ",Pointe-de-l'Église N.-É.,B0W 1M0,ejd@csap.ca,902-769-5430,902-769-5433,Victor Gaudet
57,Conseil scolaire acadien provincial,1197,École Mer et Monde,PP,7,"5750, rue Atlantic ",Halifax N.-É.,B3H 1G9,"5750, rue Atlantic ",Halifax N.-É.,B3H 1G9,emm@csap.ca,902-480-2180,902-480-2193,Annick Levesque
57,Conseil scolaire acadien provincial,378,École NDA,PP,12,CP 100 ,Chéticamp N.-É.,B0E 1H0,CP 100 ,Chéticamp N.-É.,B0E 1H0,enda@csap.ca,902-224-5300,902-224-5305,Carolyn Muise
57,Conseil scolaire acadien provincial,156,École Pubnico-Ouest,PP,6,CP 40 ,Pubnico-Ouest N.-É.,B0W 3S0,CP 40 ,Pubnico-Ouest N.-É.,B0W 3S0,epo@csap.ca,902-762-4400,902-762-4402,Claudette d'Entremont
57,Conseil scolaire acadien provincial,57,École Rose-des-Vents,PP,12,CP 119 ,Greenwood N.-É.,B0P 1N0,"6, ch. Bedford ",Greenwood N.-É.,B0P 1N0,erdv@csap.ca,902-765-7100,902-765-7107,Judy Streatch
57,Conseil scolaire acadien provincial,225,École secondaire de Clare,07,12,"80, ch. Placide Comeau ",La Butte N.-É.,B0W 2L0,"80, ch. Placide Comeau ",La Butte N.-É.,B0W 2L0,esdc@csap.ca,902-769-5400,902-769-5405,Marc Poirier
57,Conseil scolaire acadien provincial,980,École secondaire de Par-en-Bas,07,12,CP 178 ,Tusket N.-É.,B0W 3M0,"4258, route 308 ",Tusket N.-É.,B0W 3M0,espb@csap.ca,902-648-5900,902-648-5915,Pamela Deviller
57,Conseil scolaire acadien provincial,1152,École secondaire du Sommet,06,12,"500,  boul. Larry Uteck ",Halifax N.-É.,B3M 0E6,"500,  boul. Larry Uteck ",Halifax N.-É.,B3M 0E6,ess@csap.ca,902-832-4302,902-832-4352,Timothy Brown
57,Conseil scolaire acadien provincial,219,École Stella-Maris,PP,6,CP 408 ,Meteghan N.-É.,B0W 2J0,"288, ch. Peter Dugas ",Meteghan N.-É.,B0W 2J0,esm@csap.ca,902-645-5500,902-645-5505,Natalie Carrier
57,Conseil scolaire acadien provincial,160,École Wedgeport,PP,6,"44, ch. Ditcher ",Wedgeport N.-É.,B0W 3P0,"44, ch. Ditcher ",Wedgeport N.-É.,B0W 3P0,ewdg@csap.ca,902-663-5000,902-663-5002,Angèle Marr
58,South Shore Regional Centre for Education,925,Aspotogan Consolidated Elementary School,PP,5,105 Parkwood Dr ,Mill Cove NS,B0J 1T0,105 Parkwood Dr ,Mill Cove NS,B0J 1T0,aces@ssrce.ca,902-857-2600,902-857-2601,Roy Page
58,South Shore Regional Centre for Education,926,Bayview Community School,PP,9,PO Box 160 ,Mahone Bay NS,B0J 2E0,110 Clearway St ,Mahone Bay NS,B0J 2E0,bcs@ssrce.ca,902-624-2120,902-624-2124,Lamar Eason
