facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,unit,street_no,street_name,street_addr,city,province,postal_code,provider,latitude,longitude,phone,email,website
Medical Pharmacy,TYPE 0,,,,,,1221,limeridge road east,1221 Limeridge Road East,Hamilton,ON,L8W1Y1,Province of Ontario,-79.8308157869999,43.207025086,,,
Wal-Mart Pharmacy #1120,TYPE 0,,,,,,5085,mayfield road,5085 Mayfield Road,Brampton,ON,L6R3S9,Province of Ontario,-79.779064921,43.7728971880001,,,
Shoppers Drug Mart#840,TYPE 0,,,,,,3975,jane street,3975 Jane Street,Toronto,ON,M3N2K1,Province of Ontario,-79.515847035,43.7561556970001,,,
Dufferin Major Pharmacy,TYPE 0,,,,,,1530,major mackenzie drive,1530 Major Mackenzie Drive,Vaughan,ON,L6A0A9,Province of Ontario,-79.4943657379999,43.8628942170001,,,
Ultra-Bloor Phamacy,TYPE 0,,,,,,1254,bloor street,1254 Bloor Street,Toronto,ON,M6H1N5,Province of Ontario,-79.4403804029999,43.659030783,,,
Overlea Pharmacy,TYPE 0,,,,,,10,gateway boulevard,10 Gateway Boulevard,Toronto,ON,M3C1A3,Province of Ontario,-79.3326165729999,43.709829997,,,
College Manor Phcy & Wellness,TYPE 0,,,,,,883,mulock drive,883 Mulock Drive,Newmarket,ON,L3Y8S3,Province of Ontario,-79.435976436,44.0462485510001,,,
Marathon Drug Associates,TYPE 0,,,,,,2,hemlo drive,2 Hemlo Drive,Marathon,ON,P0T2E0,Province of Ontario,-86.3692352039999,48.716733198,,,
St George Pharmacy,TYPE 0,,,,,,5295,lakeshore road,5295 Lakeshore Road,Burlington,ON,L7L1C7,Province of Ontario,-79.73398817,43.367216618,,,
Lefko Pharmasave,TYPE 0,,,,,,842,wilson avenue,842 Wilson Avenue,Toronto,ON,M3K1E5,Province of Ontario,-79.4673816179999,43.730820995,,,
Drugstore Pharmacy #2818,TYPE 0,,,,,,125,queensway east,125 Queensway East,Simcoe,ON,N3Y4M5,Province of Ontario,-80.295701203,42.8509559010001,,,
Shoppers Drug Mart#1009,TYPE 0,,,,,,247,mill street,247 Mill Street,Angus,ON,L0M1B2,Province of Ontario,-79.890410107,44.328160478,,,
White Cross Disp (Ottawa) Ltd,TYPE 0,,,,,,264,elgin street,264 Elgin Street,Ottawa,ON,K2P1M2,Province of Ontario,-75.6904150359999,45.417723455,,,
North Renfrew Centre,TYPE 0,,,,,,47,ridge road,47 Ridge Road,Deep River,ON,K0J1P0,Province of Ontario,-77.488465793,46.102836091,,,
Seaforth Long Term Care Home,TYPE 0,,,,,,100,james street,100 James Street,Huron East,ON,N0K1W0,Province of Ontario,-81.397542013,43.5565546720001,,,
Medicine Cabinet,TYPE 0,,,,,,2081,lake shore boulevard west,2081 Lake Shore Boulevard West,Toronto,ON,M8V3Z4,Province of Ontario,-79.476578412,43.6302975770001,,,
Pharmasave 9717,TYPE 0,,,,,,,barrie street,Barrie Street,Bradford West Gwillimbury,ON,L3Z2B1,Province of Ontario,-79.566301584,44.120212058,,,
The Boardwalk Pharmacy,TYPE 0,,,,,,430,the boardwalk,430 The Boardwalk,Waterloo,ON,N2J3Z4,Province of Ontario,-80.56408834,43.438783592,,,
Shoppers Drug Mart #976,TYPE 0,,,,,,1125,bloor street west,1125 Bloor Street West,Toronto,ON,L4Y2N6,Province of Ontario,-79.435060001,43.6597655840001,,,
Shoppers Drug Mart #934,TYPE 0,,,,,,25,broadway avenue,25 Broadway Avenue,Orangeville,ON,L9W1J6,Province of Ontario,-80.086408132,43.9222190990001,,,
Equinelle Pharmasave # 9708,TYPE 0,,,,,,90,royal landing gate,90 Royal Landing Gate,Kemptville,ON,K0G1J0,Province of Ontario,-75.676169299,45.042917291,,,
Guildwood Drug Mart,TYPE 0,,,,,,121,guildwood parkway,121 Guildwood Parkway,Toronto,ON,M1E1P1,Province of Ontario,-79.199383433,43.74683521,,,
Central Pharmacy,TYPE 0,,,,,,45,meredith street,45 Meredith Street,Gore Bay,ON,P0P1H0,Province of Ontario,-82.464639093,45.9172607100001,,,
Lormel Pharmacy,TYPE 0,,,,,,10,lormel gate,10 Lormel Gate,Brampton,ON,L7A2K7,Province of Ontario,-79.805767123,43.7008874740001,,,
Noble Ida Pharmacy,TYPE 0,,,,,,2934,eglinton avenue east,2934 Eglinton Avenue East,Toronto,ON,M1J2E4,Province of Ontario,-79.2360694449999,43.7398008070001,,,
Pickering First Place Pharmacy,TYPE 0,,,,,,1550,kingston road,1550 Kingston Road,Pickering,ON,L1V1C3,Province of Ontario,-79.081896904,43.8439889320001,,,
Genix Pharmacy,TYPE 0,,,,,,3094,danforth avenue,3094 Danforth Avenue,Toronto,ON,M1L1B1,Province of Ontario,-79.288200257,43.691566896,,,
West End Pharmacy,TYPE 0,,,,,,658,second line west,658 Second Line West,Sault Ste. Marie,ON,P6C2K9,Province of Ontario,-84.3831131759999,46.5374445,,,
Sobeys Pharmacy,TYPE 0,,,,,,1550,bayview avenue,1550 Bayview Avenue,Toronto,ON,L4G7T1,Province of Ontario,-79.375013186,43.7048761950001,,,
Mount Nemo Christian Nh,TYPE 0,,,,,,4486,guelph line,4486 Guelph Line,Burlington,ON,L7P0N2,Province of Ontario,-79.875569919,43.402572418,,,
Shoppers Drug Mart 1278,TYPE 0,,,,,,1186,oxford street west,1186 Oxford Street West,London,ON,N6H2N2,Province of Ontario,-81.322152736,42.974895674,,,
River Terrace Medicalpharmacy,TYPE 0,,,,,,1260,golf links road,1260 Golf Links Road,Thunder Bay,ON,P7B0A1,Province of Ontario,-89.273922774,48.4236028600001,,,
Shoppers Drug Mart#811,TYPE 0,,,,,,2999,kingston road,2999 Kingston Road,Toronto,ON,M1M1P1,Province of Ontario,-79.2305970419999,43.7252932050001,,,
Turbitt Pharmacy Pharmasave,TYPE 0,,,,,,,grey road 17b,Grey Road 17B,Owen Sound,ON,N4K5R7,Province of Ontario,-80.976711977,44.5709967660001,,,
White Haven Pharmacy,TYPE 0,,,,,,2255,carling avenue,2255 Carling Avenue,Ottawa,ON,K2B7Z5,Province of Ontario,-75.774711259,45.368867843,,,
Pharmore Pharmacy,TYPE 0,,,,,,2543,pharmacy avenue,2543 Pharmacy Avenue,Toronto,ON,M1W1H9,Province of Ontario,-79.324585578,43.793590312,,,
Loblaw Pharmacy 1010,TYPE 0,,,,,,5095,yonge street,5095 Yonge Street,Toronto,ON,M2N6Z4,Province of Ontario,-79.412098203,43.7686753040001,,,
Nhatrang Drug Mart Inc.,TYPE 0,,,,,,736,wilson avenue,736 Wilson Avenue,Toronto,ON,M3K1E4,Province of Ontario,-79.463997717,43.731580195,,,
Super Value Pharmacy,TYPE 0,,,,,,263,morningside avenue,263 Morningside Avenue,Toronto,ON,M1E3G1,Province of Ontario,-79.186942232,43.7714145150001,,,
Pharmasave Westside Pharmacy,TYPE 0,,,,,,1550,huron church road,1550 Huron Church Road,Windsor,ON,N9C3Z3,Province of Ontario,-83.0576545119999,42.288641367,,,
Unidrugs,TYPE 0,,,,,,1300,bay street,1300 Bay Street,Toronto,ON,M5R3K8,Province of Ontario,-79.390794688,43.672271488,,,
Noor Healthcare Pharmacy,TYPE 0,,,,,,165,dundas street west,165 Dundas Street West,Mississauga,ON,L5B2N6,Province of Ontario,-79.6205169529999,43.577373461,,,
99 Pharmacy,TYPE 0,,,,,,436,dundas street west,436 Dundas Street West,Toronto,ON,M5T1G6,Province of Ontario,-79.3956673879999,43.6535659850001,,,
Ossington Medical Gardens,TYPE 0,,,,,,836,bloor street west,836 Bloor Street West,Toronto,ON,M6G1M2,Province of Ontario,-79.423723798,43.6625290850001,,,
Midhurst Pharmacy Pharmasave,TYPE 0,,,,,,94,finlay mill road,94 Finlay Mill Road,Midhurst,ON,L9X0L6,Province of Ontario,-79.7312335669999,44.4502707070001,,,
Main Drug Mart,TYPE 0,,,,,,3415,dixie road,3415 Dixie Road,Mississauga,ON,L4Y2B1,Province of Ontario,-79.595227248,43.6178094690001,,,
Forest Heights Ltc Centre,TYPE 0,,,,,,60,westheights drive,60 Westheights Drive,Kitchener,ON,N2N2A8,Province of Ontario,-80.5299797279999,43.428643392,,,
Medical Rx Pharmacy,TYPE 0,,,,,,1476,alderbrook road,1476 Alderbrook Road,London,ON,N6G3V7,Province of Ontario,-81.315318137,43.003293179,,,
Shoppers Simply Pharmacy #3028,TYPE 0,,,,,,119,memorial avenue,119 Memorial Avenue,Orillia,ON,L3V5X1,Province of Ontario,-79.427369584,44.6008723470001,,,
Village Gate Pharmasave,TYPE 0,,,,,,101,east street north,101 East Street North,Kawartha Lakes,ON,K0M1A0,Province of Ontario,-78.5420472929999,44.5462215790001,,,
Shoppers Drug Mart #732,TYPE 0,,,,,,467,wharncliffe road south,467 Wharncliffe Road South,London,ON,N6J2M8,Province of Ontario,-81.262316716,42.9600152740001,,,
Shoppers Drug Mart #1460,TYPE 0,,,,,,1341,main street west,1341 Main Street West,Hamilton,ON,L8S1C6,Province of Ontario,-79.9193532199999,43.2573944900001,,,
Shoppers Simply Pharmacy 681,TYPE 0,,,,,,194,north court street,194 North Court Street,Thunder Bay,ON,P7A4V7,Province of Ontario,-89.2164656589999,48.441959867,,,
Bank Street Pharmacy,TYPE 0,,,,,,2531 a,bank street,2531 A Bank Street,Ottawa,ON,K1V8R9,Province of Ontario,-75.643616115,45.3543162460001,,,
Loblaw Pharmacy #500,TYPE 0,,,,,,124,clair road east,124 Clair Road East,Guelph,ON,N1L0G6,Province of Ontario,-80.1898640269999,43.5031239210001,,,
Warden Medical Pharmacy,TYPE 0,,,,,,3321,sheppard avenue east,3321 Sheppard Avenue East,Toronto,ON,M1T3K2,Province of Ontario,-79.308630971,43.77762361,,,
Finlandia Hoivakoti Nh,TYPE 0,,,,,,233,4th avenue,233 4th Avenue,Greater Sudbury,ON,P3B4C3,Province of Ontario,-80.9274719599999,46.4843011830001,,,
Midland Pharmacy,TYPE 0,,,,,,1207,ellesmere road,1207 Ellesmere Road,Toronto,ON,M1P2X4,Province of Ontario,-79.267977157,43.7682179110001,,,
Shoppers Drug Mart #1055,TYPE 0,,,,,,4524,new street,4524 New Street,Burlington,ON,L7L2X8,Province of Ontario,-79.753747677,43.3666506170001,,,
Pharmasave #786,TYPE 0,,,,,,2050,lawrence avenue east,2050 Lawrence Avenue East,Toronto,ON,M1R2Z6,Province of Ontario,-79.294531564,43.7463300060001,,,
We Care Pharmacy,TYPE 0,,,,,,1030,ouellette avenue,1030 Ouellette Avenue,Windsor,ON,N9A1E1,Province of Ontario,-83.0322820059999,42.3083627720001,,,
Ogilvie Square Pharmasave,TYPE 0,,,,,,1946,montreal road,1946 Montreal Road,Ottawa,ON,K1J6N2,Province of Ontario,-75.595391706,45.4454371630001,,,
Med Health Pharmacy,TYPE 0,,,,,,614,coronation boulevard,614 Coronation Boulevard,Cambridge,ON,N1R3E8,Province of Ontario,-80.3245348579999,43.376373492,,,
Markham Healthplex Pharmacy,TYPE 0,,,,,,5995,14th avenue,5995 14th Avenue,Markham,ON,L3S0A2,Province of Ontario,-79.2575401619999,43.854723526,,,
Wal-Mart Pharmacy,TYPE 0,,,,,,1470,harmony road north,1470 Harmony Road North,Oshawa,ON,L1H7K5,Province of Ontario,-78.8512448389999,43.94264946,,,
Life Pharmacy,TYPE 0,,,,,,15,allan drive,15 Allan Drive,Caledon,ON,L7E2B5,Province of Ontario,-79.727283913,43.8728508070001,,,
Fairway River Pharmacy,TYPE 0,,,,,,1401,river road east,1401 River Road East,Kitchener,ON,N2A3X9,Province of Ontario,-80.427918096,43.433692197,,,
Robinsons Pharmasave,TYPE 0,,,,,,119,tudhope street,119 Tudhope Street,Espanola,ON,P5E1S6,Province of Ontario,-81.771652909,46.2654500030001,,,
Fullerton Drugs,TYPE 0,,,,,,170,pitt street,170 Pitt Street,Cornwall,ON,K6J3P4,Province of Ontario,-74.728812884,45.018113025,,,
Shoppers Drug Mart #1145,TYPE 0,,,,,,126,king street,126 King Street,Brockville,ON,K6V3R3,Province of Ontario,-75.686418966,44.588728211,,,
Glengrove Pharmacy,TYPE 0,,,,,,2760,yonge street,2760 Yonge Street,Toronto,ON,M4N2J2,Province of Ontario,-79.401137895,43.7186628960001,,,
Ayda Pharmacy,TYPE 0,,,,,,1801,eglinton avenue west,1801 Eglinton Avenue West,Toronto,ON,M6E2H8,Province of Ontario,-79.449054009,43.695683789,,,
Steripharm Laboratories Inc,TYPE 0,,,,,,172,king street east,172 King Street East,Oshawa,ON,L1H1B7,Province of Ontario,-78.857643837,43.899523152,,,
Glebe Apothecary,TYPE 0,,,,,,778,bank street,778 Bank Street,Ottawa,ON,K1S3V6,Province of Ontario,-75.688867234,45.4032830520001,,,
Unionville Pharmacy,TYPE 0,,,,,,548,carlton road,548 Carlton Road,Markham,ON,L3R0C6,Province of Ontario,-79.304085378,43.870751027,,,
Jerry's Pharmacy & Compounding,TYPE 0,,,,,,223,brock street north,223 Brock Street North,Whitby,ON,L1N2H6,Province of Ontario,-78.942660463,43.8826011460001,,,
Whitfield Guardian,TYPE 0,,,,,,16,queen street west,16 Queen Street West,Elmvale,ON,L0L1P0,Province of Ontario,-79.8669687239999,44.583489023,,,
Medishop Pharmacy,TYPE 0,,,,,,343,wilson avenue,343 Wilson Avenue,Toronto,ON,M3H1T1,Province of Ontario,-79.4358665079999,43.736736497,,,
Guardian Discount Pharmacy,TYPE 0,,,,,,484,west street,484 West Street,Brantford,ON,N3R3W7,Province of Ontario,-80.253327917,43.163122958,,,
Pacific Medical Pharmacy,TYPE 0,,,,,,4300,steeles avenue east,4300 Steeles Avenue East,Markham,ON,L3R0Y5,Province of Ontario,-79.3062625749999,43.8263110190001,,,
Main Drug Mart,TYPE 0,,,,,,399,church street,399 Church Street,Toronto,ON,M5B2J6,Province of Ontario,-79.3788964829999,43.6617995870001,,,
Rockwood Pharmacy,TYPE 0,,,,,,175,alma street,175 Alma Street,Rockwood,ON,N0B2K0,Province of Ontario,-80.146174323,43.6165925430001,,,
Strandherd Guardian Pharmacy,TYPE 0,,,,,,3091,strandherd drive,3091 Strandherd Drive,Ottawa,ON,K2G4R9,Province of Ontario,-75.716591632,45.275817729,,,
Medicine Shoppe #190,TYPE 0,,,,,,279,wharncliffe road north,279 Wharncliffe Road North,London,ON,N6H2C2,Province of Ontario,-81.26483572,42.99317848,,,
Synpharm,TYPE 0,,,,,,5195,harvester road,5195 Harvester Road,Burlington,ON,L7L6E9,Province of Ontario,-79.762874681,43.3829965200001,,,
Focus Drug Mart,TYPE 0,,,,,,,highway 7 east,Highway 7 East,Markham,ON,L3R6E1,Province of Ontario,-79.3215796819999,43.8585862240001,,,
Highland Wood,TYPE 0,,,,,,,haliburton county road 1,Haliburton County Road 1,Haliburton,ON,K0M1S0,Province of Ontario,-78.595801346,44.9387674440001,,,
Sobey's Pharmacy #7271 Ltc,TYPE 0,,,,,,124,belfield road,124 Belfield Road,Toronto,ON,M9W1G1,Province of Ontario,-79.5746583489999,43.7029751850001,,,
Drugstore Pharmacy #540,TYPE 0,,,,,,410,fairview drive,410 Fairview Drive,Brantford,ON,N3R7N7,Province of Ontario,-80.248819716,43.1698051590001,,,
Shoppers Drug Mart 1205,TYPE 0,,,,,,105,sutherland drive,105 Sutherland Drive,Kingston,ON,K7K5V6,Province of Ontario,-76.480144599,44.268989622,,,
Aldershot Village Pharmacy,TYPE 0,,,,,,18,plains road west,18 Plains Road West,Burlington,ON,L7T0B3,Province of Ontario,-79.8527417029999,43.3061966020001,,,
Ballantrae Pharmacy,TYPE 0,,,,,,3,felcher boulevard,3 Felcher Boulevard,Whitchurch-Stouffville,ON,L4A7X4,Province of Ontario,-79.29718689,44.0335487560001,,,
Front Street Pharmacy,TYPE 0,,,,,,265,front street,265 Front Street,Sarnia,ON,N7T7X1,Province of Ontario,-82.407641575,42.97543782,,,
Huntsville's Hometown Ida Drug,TYPE 0,,,,,,10,main street east,10 Main Street East,Huntsville,ON,P1H2C9,Province of Ontario,-79.2193916859999,45.32652668,,,
Shoppers Drug Mart #953,TYPE 0,,,,,,111,albert street,111 Albert Street,Ottawa,ON,K1P1A5,Province of Ontario,-75.697431738,45.421655055,,,
Bayshore Pharmacy,TYPE 0,,,,,,1601,river road,1601 River Road,Kitchener,ON,N2A3Y4,Province of Ontario,-80.421962994,43.4283770970001,,,
Hanover Care Centre,TYPE 0,,,,,,700,19th avenue,700 19th Avenue,Hanover,ON,N4N3S6,Province of Ontario,-81.0175727499999,44.159783394,,,
F/c Friendly Care Baythorn Pha,TYPE 0,,,,,,265,bay thorn drive,265 Bay Thorn Drive,Markham,ON,L3T3V8,Province of Ontario,-79.425198913,43.825547213,,,
Loblaw Pharmacy #1040,TYPE 0,,,,,,1100,princess street,1100 Princess Street,Kingston,ON,K7L5G8,Province of Ontario,-76.51852181,44.2428517160001,,,
Mount Joy Pharmacy,TYPE 0,,,,,,9418,markham road,9418 Markham Road,Markham,ON,L6E0N1,Province of Ontario,-79.2657763679999,43.895387833,,,
Loblaw Pharmacy # 521,TYPE 0,,,,,,5890,malden road,5890 Malden Road,Windsor,ON,N9H1S4,Province of Ontario,-83.0584588089999,42.247103059,,,
The Village at St. Clair,TYPE 0,,,,,,1800,talbot road,1800 Talbot Road,Windsor,ON,N9A6S4,Province of Ontario,-83.0147828949999,42.243412861,,,
Howard Medical Pharmacy,TYPE 0,,,,,,2285,howard avenue,2285 Howard Avenue,Windsor,ON,N8X3V2,Province of Ontario,-83.0161373,42.2954684700001,,,
Finch-Warden Pharmacy,TYPE 0,,,,,,3430,finch avenue east,3430 Finch Avenue East,Toronto,ON,M1W2R5,Province of Ontario,-79.314650575,43.7975181140001,,,
Lmc Pharmacy Etobicoke,TYPE 0,,,,,,1723,kipling avenue,1723 Kipling Avenue,Toronto,ON,M9R4E1,Province of Ontario,-79.556923043,43.693044184,,,
Dover Cliffs,TYPE 0,,,,,,501,st george street,501 St George Street,Port Dover,ON,N0A1N0,Province of Ontario,-80.20786437,42.7878894930001,,,
Main Drug Mart,TYPE 0,,,,,,1450,kingston road,1450 Kingston Road,Pickering,ON,L1V1C1,Province of Ontario,-79.0840169049999,43.8417797320001,,,
Kipling Heights Pharmacy,TYPE 0,,,,,,2291,kipling avenue,2291 Kipling Avenue,Toronto,ON,M9W4L6,Province of Ontario,-79.573956052,43.7292824900001,,,
London Centre Pharmachoice,TYPE 0,,,,,,1080,adelaide street north,1080 Adelaide Street North,London,ON,N5Y2N1,Province of Ontario,-81.2412171139999,43.0107003840001,,,
Shoppers Drug Mart #603,TYPE 0,,,,,,445,princess street,445 Princess Street,Kingston,ON,K7L1C3,Province of Ontario,-76.493782401,44.234037115,,,
Sheridan Pharmacy,TYPE 0,,,,,,1960,dundas street west,1960 Dundas Street West,Mississauga,ON,L5K2R9,Province of Ontario,-79.663502063,43.538410352,,,
Albion Martingrove Pharmacy,TYPE 0,,,,,,1625,albion road,1625 Albion Road,Toronto,ON,M9V5H8,Province of Ontario,-79.594496659,43.741683691,,,
Westport Village Pharmacy,TYPE 0,,,,,,3,church street,3 Church Street,Westport,ON,K0G1X0,Province of Ontario,-76.396397706,44.6795541970001,,,
Upper Gage Pharmacy,TYPE 0,,,,,,558,upper gage avenue,558 Upper Gage Avenue,Hamilton,ON,L8V4J6,Province of Ontario,-79.839394192,43.228454889,,,
Shoppers Drug Mart #607,TYPE 0,,,,,,136,princess street,136 Princess Street,Kingston,ON,K7L1A7,Province of Ontario,-76.483811198,44.2315129150001,,,
Victoria Park Pharmacy,TYPE 0,,,,,,1314,victoria park avenue,1314 Victoria Park Avenue,Toronto,ON,M4B2L4,Province of Ontario,-79.298414662,43.7139149000001,,,
Erindale Medical Pharmacy,TYPE 0,,,,,,,erindale avenue,Erindale Avenue,Toronto,ON,L5C1M6,Province of Ontario,-79.357697778,43.677454991,,,
Shoppers Drug Mart #700,TYPE 0,,,,,,5100,rutherford road,5100 Rutherford Road,Vaughan,ON,L4H2J2,Province of Ontario,-79.602132468,43.817332004,,,
Biostan Pharmacy,TYPE 0,,,,,,28,mill street,28 Mill Street,Orangeville,ON,L9W2M3,Province of Ontario,-80.096052435,43.9185932980001,,,
Bishop Pharmacy Pharmachoice,TYPE 0,,,,,,1515,king street east,1515 King Street East,Cambridge,ON,N3H3R6,Province of Ontario,-80.345508866,43.390032094,,,
Mapleview Medical Pharmacy,TYPE 0,,,,,,225,mapleview drive east,225 Mapleview Drive East,Barrie,ON,L4N0W5,Province of Ontario,-79.6644669359999,44.3395109910001,,,
Earls Court Village,TYPE 0,,,,,,1390,highbury avenue north,1390 Highbury Avenue North,London,ON,N5V5A4,Province of Ontario,-81.2186872089999,43.0268609880001,,,
Barnswallow Place Care Comm,TYPE 0,,,,,,120,barnswallow drive,120 Barnswallow Drive,Elmira,ON,N3B2Y9,Province of Ontario,-80.578088658,43.5929589180001,,,
Westmore Pharmacy,TYPE 0,,,,,,6620,finch avenue west,6620 Finch Avenue West,Toronto,ON,M9V5H7,Province of Ontario,-79.602307961,43.7349210890001,,,
Drugstore Pharmacy #1014,TYPE 0,,,,,,100,mcarthur avenue,100 McArthur Avenue,Ottawa,ON,K1L6P9,Province of Ontario,-75.6648627279999,45.429350658,,,
Trainyards Pharmacy,TYPE 0,,,,,,550,terminal avenue,550 Terminal Avenue,Ottawa,ON,K1G0Z3,Province of Ontario,-75.64476022,45.4142556560001,,,
Upper Canada Remedys Rx 189,TYPE 0,,,,,,139,main street,139 Main Street,Morrisburg,ON,K0C1X0,Province of Ontario,-75.180554324,44.9015656870001,,,
South Unionville Medical Pharm,TYPE 0,,,,,,28,south unionville avenue,28 South Unionville Avenue,Markham,ON,L3R4P9,Province of Ontario,-79.304036577,43.855916924,,,
Highland Remedy's Rx 160,TYPE 0,,,,,,33,bobcaygeon road,33 Bobcaygeon Road,Minden,ON,K0H2K0,Province of Ontario,-78.7251602869999,44.9203555350001,,,
Community Care Pharmacy,TYPE 0,,,,,,3095,forest glade drive,3095 Forest Glade Drive,Windsor,ON,N8R1W6,Province of Ontario,-82.91384097,42.3061746770001,,,
Shoppers Drug Mart # 995,TYPE 0,,,,,,250,charlotte street,250 Charlotte Street,Peterborough,ON,K9J2V1,Province of Ontario,-78.3239269009999,44.3034795470001,,,
Loblaw Pharmacy #4115,TYPE 0,,,,,,21,upper centennial parkway,21 Upper Centennial Parkway,Hamilton,ON,L8J3W2,Province of Ontario,-79.777726668,43.175527582,,,
Wal-Mart Pharmacy,TYPE 0,,,,,,1899,brock road,1899 Brock Road,Pickering,ON,L1V4H7,Province of Ontario,-79.0702165009999,43.8458185330001,,,
101 Medical Pharmacy,TYPE 0,,,,,,1520,steeles avenue west,1520 Steeles Avenue West,Vaughan,ON,L4K3B9,Province of Ontario,-79.471886024,43.787939705,,,
Knollcrest Lodge,TYPE 0,,,,,,50,william street,50 William Street,Milverton,ON,N0K1M0,Province of Ontario,-80.9206021639999,43.571028298,,,
City Centre Ida Pharmacy,TYPE 0,,,,,,77,james street north,77 James Street North,Hamilton,ON,L8R2K3,Province of Ontario,-79.8692372039999,43.258432193,,,
Shoppers Drug Mart#907,TYPE 0,,,,,,6040,glen erin drive,6040 Glen Erin Drive,Mississauga,ON,L5N3M4,Province of Ontario,-79.739728091,43.5742069550001,,,
Mcgaffey Medical Pharmacy,TYPE 0,,,,,,3955,tecumseh road east,3955 Tecumseh Road East,Windsor,ON,N8W1J5,Province of Ontario,-82.975823689,42.3056416740001,,,
Drug Basics Pharmacy,TYPE 0,,,,,,1068,danforth avenue,1068 Danforth Avenue,Toronto,ON,M4J1M2,Province of Ontario,-79.335636171,43.680960892,,,
Middlesex Terrace Nh,TYPE 0,,,,,,,r.r. 1,R.R. 1,Delaware,ON,N0L1E0,Province of Ontario,-81.4200943609999,42.909241857,,,
Greenfield Pharmacy,TYPE 0,,,,,,1053,dundas street west,1053 Dundas Street West,Mississauga,ON,L5C1K3,Province of Ontario,-79.6426724579999,43.558196056,,,
Wal-Mart Pharmacy,TYPE 0,,,,,,3757,keele street,3757 Keele Street,Toronto,ON,M3J1N4,Province of Ontario,-79.4884955269999,43.7578915990001,,,
Rainbow Pharmasave,TYPE 0,,,,,,1,massey street,1 Massey Street,Angus,ON,L0M1B0,Province of Ontario,-79.884854904,44.3151111760001,,,
Shoppers Drug Mart #1243,TYPE 0,,,,,,322,rideau street,322 Rideau Street,Ottawa,ON,K1N5Y5,Province of Ontario,-75.6847094349999,45.4288987570001,,,
Health and Beauty Pharmacy,TYPE 0,,,,,,3380,midland avenue,3380 Midland Avenue,Toronto,ON,M1V5B5,Province of Ontario,-79.290213168,43.809461017,,,
Your Medicine Cabinet,TYPE 0,,,,,,77,the queensway west,77 The Queensway West,Mississauga,ON,L5B1B7,Province of Ontario,-79.610074649,43.5727772600001,,,
Loblaw Pharmacy #1127,TYPE 0,,,,,,12,hurontario street,12 Hurontario Street,Collingwood,ON,L9Y3Z4,Province of Ontario,-80.218018028,44.5024535920001,,,
Oakwood Pharmacy,TYPE 0,,,,,,332,oakwood avenue,332 Oakwood Avenue,Toronto,ON,M6E2V9,Province of Ontario,-79.438460204,43.6860584880001,,,
Shoppers Drug Mart #1198,TYPE 0,,,,,,797,princess street,797 Princess Street,Kingston,ON,K7L1G1,Province of Ontario,-76.507122706,44.2394934160001,,,
Carriage Crossing Pharmacy,TYPE 0,,,,,,105,oak park drive,105 Oak Park Drive,Waterloo,ON,N2K0B3,Province of Ontario,-80.498303726,43.521617409,,,
A & K Pharmacy,TYPE 0,,,,,,301,king street east,301 King Street East,Kitchener,ON,N2G2L2,Province of Ontario,-80.4841879149999,43.4474817970001,,,
World Pharmacy,TYPE 0,,,,,,7163,yonge street,7163 Yonge Street,Markham,ON,L3T0C6,Province of Ontario,-79.420677009,43.8025897100001,,,
3m Lawrence Pharmacy,TYPE 0,,,,,,3077,bathurst street,3077 Bathurst Street,Toronto,ON,M6A1Z9,Province of Ontario,-79.429557705,43.7199526950001,,,
Kingston Pharmacy,TYPE 0,,,,,,65,kingston road,65 Kingston Road,Ajax,ON,L1S7J4,Province of Ontario,-79.021289987,43.8614867380001,,,
Fairview Pharmacy,TYPE 0,,,,,,5,fairview mall drive,5 Fairview Mall Drive,Toronto,ON,M2J2Z1,Province of Ontario,-79.347905484,43.778538009,,,
Loblaw Pharmacy #4039,TYPE 0,,,,,,27,ontario,8585 Ontario 27,Vaughan,ON,L4L1A7,Province of Ontario,-79.6236653729999,43.7929932980001,,,
Metro Pharmacy #540,TYPE 0,,,,,,5383,yonge street,5383 Yonge Street,Toronto,ON,M2N5R6,Province of Ontario,-79.4140655049999,43.7750125050001,,,
Kinmount Pharmacy,TYPE 0,,,,,,31,county road 503,31 County Road 503,Kinmount,ON,K0M2A0,Province of Ontario,-78.6477585489999,44.782425215,,,
Fontainebleu Pharmacy,TYPE 0,,,,,,2901,grandview avenue,2901 Grandview Avenue,Windsor,ON,N8T2L5,Province of Ontario,-82.952352181,42.297622474,,,
Orleans Integrative Pharmacy,TYPE 0,,,,,,3095,saint joseph boulevard,3095 Saint Joseph Boulevard,Ottawa,ON,K1E3W6,Province of Ontario,-75.508999881,45.4802246730001,,,
Cloud Pharmacy,TYPE 0,,,,,,55,dundas street east,55 Dundas Street East,Toronto,ON,M5B1C6,Province of Ontario,-79.378698583,43.655942886,,,
Palero Pharmacy,TYPE 0,,,,,,2525,old bronte road,2525 Old Bronte Road,Oakville,ON,L6M4J2,Province of Ontario,-79.774838589,43.435021228,,,
Dufferin Medical Pharmacy,TYPE 0,,,,,,2045,dufferin street,2045 Dufferin Street,Toronto,ON,M6E3R4,Province of Ontario,-79.446262807,43.6864699880001,,,
J. C. Pharmacy,TYPE 0,,,,,,,dundas street east,Dundas Street East,Mississauga,ON,L4Y4H9,Province of Ontario,-79.5825087439999,43.6103730680001,,,
