ndistid,nschid,school,principal,email,community,district16,region2016,sub_desc,k,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,fourth,total,sch_size,Grade 4-6,Grade K-3,Grades K-6,Grades 7-12,phone,fax,address1,address2,address3,distregion,prov,tstreet
400,258,Holy Family Elementary,Susan George,susangeorge@nlesd.ca,Chapel Arm,Eastern,Eastern,Avalon West,11,12,14,8,12,12,14,0,0,0,0,0,0,0,83,50-99,38,45,83,0,592-2341,592-2033,General Delivery,"Chapel Arm, NL",A0B 1L0,NLESD - Eastern Region,NL,"PO Box 130, 50B Main Road"
400,259,Coley's Point Primary,Blair Hurley,blairhurley@nlesd.ca,Coley's Point,Eastern,Eastern,Avalon West,85,65,61,70,0,0,0,0,0,0,0,0,0,0,281,200-299,0,281,281,0,786-9052,786-2048,P.O. Box 509,"Bay Roberts, NL",A0A 1G0,NLESD - Eastern Region,NL,"Box 509, 1 Sod Lane"
400,260,Immaculate Conception Elementary,Todd Crane,toddcrane@nlesd.ca,Colliers,Eastern,Eastern,Avalon West,18,22,22,18,15,18,19,0,0,0,0,0,0,0,132,100-199,52,80,132,0,229-4664,229-1025,P. O. Box 40,"Colliers, NL",A0A 1Y0,NLESD - Eastern Region,NL,"PO Box 40, 93 Harbour Dr"
400,497,Admiral Academy,Joanne Anthony,joanneanthony@nlesd.ca,Conception Bay South,Eastern,Eastern,Avalon East,64,74,58,68,54,73,80,49,0,0,0,0,0,0,520,500-599,207,264,471,49,834-5394,834-6573,835 Conception Bay Highway,Conception Bay South,A1X 6G7,NLESD - Eastern Region,NL,835 CBS Highway
400,300,Frank Roberts Junior High,Shane Welcher,shanewelcher@nlesd.ca,Conception Bay South (Foxtrap),Eastern,Eastern,Metro,0,0,0,0,0,0,0,176,214,208,0,0,0,0,598,500-599,0,0,0,598,834-9847,834-6069,"P.O. Box 16040, Stn Foxtrap","CBS, NL",A1X 2E2,NLESD - Eastern Region,NL,"Box 16040, 350 Foxtrap Access Rd"
400,302,Queen Elizabeth Regional High,Wayne Rodgers,waynerodgers@nlesd.ca,Conception Bay South (Foxtrap),Eastern,Eastern,Metro,0,0,0,0,0,0,0,0,0,0,191,181,196,16,584,600-699,0,0,0,584,834-2081,834-7121,P.O. Box 16007,"Stn. Foxtrap, CBS, NL",A1X 2E2,NLESD - Eastern Region,NL,"P.O. Box 16007, Stn. Foxtrap"
400,303,St. Edward's School,Annette King,annetteking@nlesd.ca,Conception Bay South (Kelligrews),Eastern,Eastern,Metro,66,68,59,66,62,61,87,0,0,0,0,0,0,0,469,400-499,210,259,469,0,834-4421,834-1855,P.O. Box 17043,"Stn. Kelligrews, CBS,  NL",A1X 3H1,NLESD - Eastern Region,NL,"P.O. Box 17043, Stn. Kelligrews"
400,304,Holy Spirit High,David Locke,davidlocke@nlesd.ca,Conception Bay South (Manuels),Eastern,Eastern,Metro,0,0,0,0,0,0,0,0,0,238,206,204,225,5,878,800+,0,0,0,878,834-1031,834-1040,2694 Topsail Road,Conception Bay South NL,A1W 4B1,NLESD - Eastern Region,NL,2694 Topsail Road
400,305,Villanova Junior High,Dale Lambe,dalelambe@nlesd.ca,Conception Bay South (Manuels),Eastern,Eastern,Metro,0,0,0,0,0,109,100,238,233,0,0,0,0,0,680,600-699,209,0,209,471,834-3916,834-4064,2698 Topsail Road,"CBS, NL",A1W 4B1,NLESD - Eastern Region,NL,2698 Topsail Road
400,306,St. George's Elementary,Paul Edwards,pauledwards@nlesd.ca,Conception Bay South (Manuels),Eastern,Eastern,Metro,39,49,53,47,48,41,46,0,0,0,0,0,0,0,323,300-399,135,188,323,0,834-2069,834-6645,P.O. Box 14092,"Manuels, CBS, NL",A1W 3J1,NLESD - Eastern Region,NL,P.O. Box 14092
400,366,Topsail Elementary,Rosanne Collett,Rosannecollett@nlesd.ca,Conception Bay South (Topsail),Eastern,Eastern,Metro,91,96,79,109,104,0,0,0,0,0,0,0,0,0,479,400-499,104,375,479,0,834-2968,834-6429,"P.O. Box 13121, Stn Topsail","CBS, NL",A1W 2K1,NLESD - Eastern Region,NL,"P.O. Box 13121, Stn. Topsail"
400,371,Upper Gullies Elementary,Lynette Ivany,lynetteivany@nlesd.ca,Conception Bay South (Upper Gullies),Eastern,Eastern,Metro,45,36,35,44,45,61,37,0,0,0,0,0,0,0,303,200-299,143,160,303,0,744-3141,744-2283,30 Roberts Road South,"Upper Gullies, CBS, NL",A1X 6K2,NLESD - Eastern Region,NL,30 Robert's Road South
400,262,Woodland Elementary,Lorraine Harnum,lorraineharnum@nlesd.ca,Dildo,Eastern,Eastern,Avalon West,17,26,28,22,22,26,38,0,0,0,0,0,0,0,179,100-199,86,93,179,0,582-2310,582-3082,P.O. Box 40,"Dildo, NL",A0B 1P0,NLESD - Eastern Region,NL,Box 40
400,435,St. Anne's Academy,Shelly Quilty,shellyquilty@nlesd.ca,Dunville,Eastern,Eastern,Avalon West,24,30,26,26,29,43,37,0,0,0,0,0,0,0,215,200-299,109,106,215,0,227-3192,227-2069,P.O. Box 300,"Dunville, NL",A0B 1S0,NLESD - Eastern Region,NL,Box 249
400,447,Baltimore School Complex,Darrell Budgell,darrellbudgell@nlesd.ca,Ferryland,Eastern,Eastern,Avalon East,11,11,13,10,8,11,14,27,14,14,24,19,17,0,193,200-299,33,45,78,115,432-2090,432-2262,General Delivery,"Ferryland, NL",A0A 2H0,NLESD - Eastern Region,NL,General Delivery
400,265,Acreman Elementary,Roger Green,rogergreen@nlesd.ca,Green's Harbour,Eastern,Eastern,Avalon West,15,24,21,32,19,22,25,0,0,0,0,0,0,0,158,100-199,66,92,158,0,582-2448,582-2551,P. O. Box 9,"Green's Harbour, NL",A0B 1X0,NLESD - Eastern Region,NL,Box 9
400,269,St. Francis School,Jeffrey Neil,jeffreyneil@nlesd.ca,Harbour Grace,Eastern,Eastern,Avalon West,18,23,25,21,31,22,42,25,31,0,0,0,0,0,238,200-299,95,87,182,56,596-3452,596-2154,Box 460,"Harbour Grace, NL",A0A 2M0,NLESD - Eastern Region,NL,Box 460
400,272,Holy Cross Elementary,Tyson Bennett,tysonbennett@nlesd.ca,Holyrood,Eastern,Eastern,Avalon West,40,36,52,35,43,39,38,0,0,0,0,0,0,0,283,200-299,120,163,283,0,229-3939,229-7266,P.O. Box 280,"Holyrood, NL",A0A 2R0,NLESD - Eastern Region,NL,"PO Box 280, 180 Northside Rd"
400,317,St. Francis of Assisi Elementary,Heidi Williams,heidiwilliams@nlesd.ca,Logy Bay/Middle Cove/Outer Cove,Eastern,Eastern,Metro,25,23,31,36,33,40,35,0,0,0,0,0,0,0,223,200-299,108,115,223,0,437-6663,437-1010,29 Outercove Road,"Outer Cove, NL",A1K 4E7,NLESD - Eastern Region,NL,29 Outer Cove Road
400,307,Mobile Central High,Gary Petten,garypetten@nlesd.ca,Mobile,Eastern,Eastern,Avalon East,0,0,0,0,0,55,44,58,45,52,45,38,29,0,366,300-399,99,0,99,267,334-2525,334-2078,Box 60,"Mobile, NL",A0A 3A0,NLESD - Eastern Region,NL,"Box 60, Riverhead Road"
400,274,St. Catherine's Academy,Heather Hanlon,heatherhanlon@nlesd.ca,Mount Carmel,Eastern,Eastern,Avalon West,5,1,1,3,3,2,6,5,10,1,5,10,9,0,61,50-99,11,10,21,40,521-2090,521-2638,P.O. Box 150,"Mount Carmel, NL",A0B 2M0,NLESD - Eastern Region,NL,"RR 1, Box 150"
400,308,Mary Queen of the World Elementary,Chris Bartlett,christopherbartlett@nlesd.ca,Mount Pearl,Eastern,Eastern,Metro,55,63,54,53,53,59,63,0,0,0,0,0,0,0,400,300-399,175,225,400,0,368-0710,368-2242,791 Topsail Road,"Mount Pearl, NL",A1N 3J6,NLESD - Eastern Region,NL,791 Topsail Road
400,309,Morris Academy,Sandra Humphries,sandrahumphries@nlesd.ca,Mount Pearl,Eastern,Eastern,Metro,33,43,51,41,50,45,0,0,0,0,0,0,0,0,263,200-299,95,168,263,0,368-2121,368-0204,52 Roosevelt Avenue,"Mount Pearl, NL",A1N 1Z8,NLESD - Eastern Region,NL,52 Roosevelt Avenue
400,310,Mount Pearl Intermediate,Della Healey,dellahealey@nlesd.ca,Mount Pearl,Eastern,Eastern,Metro,0,0,0,0,0,0,48,252,214,0,0,0,0,0,514,400-499,48,0,48,466,364-1423,364-1871,56 Ruth Avenue,"Mount Pearl, NL",A1N 2H5,NLESD - Eastern Region,NL,50 Ruth Avenue
400,311,Mount Pearl Senior High,Don King,donaldking@nlesd.ca,Mount Pearl,Eastern,Eastern,Metro,0,0,0,0,0,0,0,0,0,216,247,221,213,7,904,800+,0,0,0,904,364-8456,364-7744,46 Ruth Ave,"Mount Pearl, NL",A1N 2H5,NLESD - Eastern Region,NL,46 Ruth Avenue
400,312,Newtown Elementary,Janette Ann Pomroy,janettepomroy@nlesd.ca,Mount Pearl,Eastern,Eastern,Metro,0,0,0,0,164,169,167,0,0,0,0,0,0,0,500,400-499,500,0,500,0,368-0116,368-0605,25 Jackman Drive,"Mount Pearl, NL",A1N 2P5,NLESD - Eastern Region,NL,25 Jackman Drive
400,313,O'Donel High School,Sheldon Marsh,sheldonmarsh@nlesd.ca,Mount Pearl,Eastern,Eastern,Metro,0,0,0,0,0,0,0,0,0,0,221,220,168,25,634,600-699,0,0,0,634,364-5305,364-5317,Box 578,"Mount Pearl, NL",A1N 2W4,NLESD - Eastern Region,NL,P.O. Box 578
400,315,St. Peter's Junior High,Cecilia Kennedy,ceciliakennedy@nlesd.ca,Mount Pearl,Eastern,Eastern,Metro,0,0,0,0,0,0,0,203,223,204,0,0,0,0,630,600-699,0,0,0,630,368-0189,368-4806,Munden Dr,"Mount Pearl, NL",A1N 2T5,NLESD - Eastern Region,NL,100 Munden Drive
400,316,St. Peter's Primary,Sherry Cheema,Sherrycheema@nlesd.ca,Mount Pearl,Eastern,Eastern,Metro,187,161,179,164,0,0,0,0,0,0,0,0,0,0,691,600-699,0,691,691,0,368-7002,364-1533,108 Ashford Dr.,"Mount Pearl, NL",A1N 3L6,NLESD - Eastern Region,NL,108 Ashford Drive
400,278,All Hallows Elementary,Kevin Giles,kevingiles@nlesd.ca,North River,Eastern,Eastern,Avalon West,48,47,53,43,48,45,53,0,0,0,0,0,0,0,337,300-399,146,191,337,0,786-3691,786-3695,General Delivery,"North River, NL",A0A 3C0,NLESD - Eastern Region,NL,"34 North River Road, P.O. Box 520"
400,476,Baccalieu Collegiate,Jeff Saxby,jeffsaxby@nlesd.ca,Old Perlican,Eastern,Eastern,Avalon West,0,0,0,0,0,0,0,24,37,32,28,36,25,0,182,100-199,0,0,0,182,587-3210,587-3212,P. O. Box 10,"Old Perlican, NL",A0A 3G0,NLESD - Eastern Region,NL,"P.O. Box 10, 1 Track Road"
400,318,Holy Family Elementary,Sheryl Ryan,sherylryan@nlesd.ca,Paradise,Eastern,Eastern,Metro,95,81,70,70,68,87,73,0,0,0,0,0,0,0,544,500-599,228,316,544,0,781-1440,781-1444,67 St. Thomas Line,"Paradise, NL",A1L 1K9,NLESD - Eastern Region,NL,9 Ridgewood Drive
400,492,Octagon Pond Elementary,Kirk Smith,kirksmith@nlesd.ca,Paradise,Eastern,Eastern,Metro,77,72,79,94,82,91,54,0,0,0,0,0,0,0,549,500-599,227,322,549,0,782-4560,782-5189,425 Topsail Road,St. John's,A1E 5N7,NLESD - Eastern Region,NL,425 Topsail Road
400,951,Paradise Elementary,Denise Coady,denisecoady@nlesd.ca,Paradise,Eastern,Eastern,Metro,76,93,83,84,106,102,86,0,0,0,0,0,0,0,630,600-699,294,336,630,0,782-3000,782-0763,60 Karwood Drive,"Paradise, NL",A1L 2T8,NLESD - Eastern Region,NL,60 Karwood Drive
400,952,Elizabeth Park Elementary,Elizabeth Churchill,elizabethchurchill@nlesd.ca,Paradise,Eastern,Eastern,Metro,66,87,66,80,75,101,83,0,0,0,0,0,0,0,558,500-599,259,299,558,0,782-8488,782-2662,80 Ellesmere Avenue,"Paradise, NL",A1L 0R7,NLESD - Eastern Region,NL,80 Ellesmere Avenue
400,280,Laval High School,Sean Ryan,seanryan@nlesd.ca,Placentia,Eastern,Eastern,Avalon West,0,0,0,0,0,0,0,28,41,33,30,33,30,0,195,200-299,0,0,0,195,227-2041,227-2155,P.O. Box 310,"Placentia, NL",A0B 2Y0,NLESD - Eastern Region,NL,Box 310
400,320,Beachy Cove Elementary,Aubrey Dawe,aubrey@beachycove.ca,Portugal Cove - St. Philip's,Eastern,Eastern,Metro,109,117,102,104,117,0,0,0,0,0,0,0,0,0,549,500-599,117,432,549,0,895-2241,895-2767,P.O. Box 578,"Portugal Cove, NL",A1M 3R6,NLESD - Eastern Region,NL,"P.O. Box 578, 412 Beachy Cove Rd"
400,496,Brookside Intermediate,Elsie Colbourne,elsiecolbourne@nlesd.ca,Portugal Cove - St. Philip's,Eastern,Eastern,Metro,0,0,0,0,0,95,122,91,110,135,0,0,0,0,553,500-599,217,0,217,336,895-7181,895-7253,1169-1181 Thorburn Road,Portugal Cove - St. Philip's,A1M 1T6,NLESD - Eastern Region,NL,1169-1181 Thorburn Road
400,473,Cape St. Francis Elementary,Klark Pike,klarkpike@nlesd.ca,Pouch Cove,Eastern,Eastern,Metro,49,33,46,46,41,0,0,0,0,0,0,0,0,0,215,200-299,41,174,215,0,335-2962,335-2964,P.O. Box 220,"Pouch Cove, NL",A0A 3L0,NLESD - Eastern Region,NL,P.O. Box 220
400,285,Holy Redeemer Elementary,Catherine Downey,cathydowney@nlesd.ca,Spaniard's Bay,Eastern,Eastern,Avalon West,25,34,33,30,34,27,42,35,18,27,0,0,0,0,305,200-299,103,122,225,80,786-9056,786-6017,Box 40,"Spaniard's Bay, NL",A0A 3X0,NLESD - Eastern Region,NL,"Box 905, 2 Back Cove Rd"
400,286,Fatima Academy,Darlene Walsh,darlenewalsh@nlesd.ca,St. Bride's,Eastern,Eastern,Avalon West,0,1,0,1,3,3,1,7,6,4,3,5,7,1,42,25-49,7,2,9,33,337-2500,337-2042,General Delivery,"St. Bride's, NL",A0B 2Z0,NLESD - Eastern Region,NL,9 Main Street
400,324,Beaconsfield Junior High,Greg O'Leary,gregoleary@nlesd.ca,St. John's,Eastern,Eastern,Metro,0,0,0,0,0,0,0,120,186,226,0,0,0,0,532,500-599,0,0,0,532,368-0146,368-0325,210 Waterford Bridge Road,"St. John's, NL",A1E 1E2,NLESD - Eastern Region,NL,210 Waterford Bridge Road
400,325,Bishop Abraham Elementary,Laura Butland,laurabutland@nlesd.ca,St. John's,Eastern,Eastern,Metro,30,27,37,25,31,33,31,0,0,0,0,0,0,0,214,200-299,95,119,214,0,579-9071,579-0090,196 Pennywell Rd.,"St. John's, NL",A1C 2L6,NLESD - Eastern Region,NL,196 Pennywell Road
400,326,Bishop Feild Elementary,Laurie Andrews,laurieandrews@nlesd.ca,St. John's,Eastern,Eastern,Metro,39,39,33,40,40,38,46,0,0,0,0,0,0,0,275,200-299,124,151,275,0,722-3103,722-1058,44 Bond Street,"St. John's, NL",A1C 1S6,NLESD - Eastern Region,NL,46 Bond Street
400,330,Brother Rice Junior High,Nancy Mandeville,Nancymandeville@nlesd.ca,St. John's,Eastern,Eastern,Metro,0,0,0,0,0,0,0,144,152,137,0,0,0,0,433,400-499,0,0,0,433,753-6453,753-8527,75 Bonaventure Ave.,"St. John's, NL",A1C 3Z3,NLESD - Eastern Region,NL,75 Bonaventure Ave.
400,331,Cowan Heights Elementary,Rick Fennemore,rickfennemore@nlesd.ca,St. John's,Eastern,Eastern,Metro,60,54,39,44,50,53,53,32,0,0,0,0,0,0,385,300-399,156,197,353,32,745-1700,745-2694,104 Canada Drive,"St. John's, NL",A1E 2M8,NLESD - Eastern Region,NL,100 Canada Drive
400,334,Larkhall Academy,Reginald Durdle,regdurdle@nlesd.ca,St. John's,Eastern,Eastern,Metro,54,49,41,59,55,51,0,0,0,0,0,0,0,0,309,200-299,106,203,309,0,722-7012,722-0153,16 Larkhall St,"St. John's, NL",A1B 2C3,NLESD - Eastern Region,NL,16 Larkhall Street
400,335,Leary's Brook Junior High,Owen Matchim,owenmatchim@nlesd.ca,St. John's,Eastern,Eastern,Metro,0,0,0,0,0,0,88,96,81,76,0,0,0,0,341,300-399,88,0,88,253,726-9889,726-2547,15 Larkhall St,"St. John's, NL",A1B 2C4,NLESD - Eastern Region,NL,15 Larkhall Street
400,336,Gonzaga Regional High,Deborah Howse,debbiehowse@nlesd.ca,St. John's,Eastern,Eastern,Metro,0,0,0,0,0,0,0,0,0,0,242,225,218,19,704,700-799,0,0,0,704,753-7510,753-2117,20 Smithville Cres,"St. John's, NL",A1B 2V2,NLESD - Eastern Region,NL,20 Smithville Crescent
400,340,Holy Heart of Mary Regional High,Sheldon Barry,sheldonbarry@nlesd.ca,St. John's,Eastern,Eastern,Metro,0,0,0,0,0,0,0,0,0,0,281,325,329,56,991,800+,0,0,0,991,754-1600,754-0855,55 Bonaventure Ave,"St. John's, NL",A1C 3Z3,NLESD - Eastern Region,NL,Bonaventure Avenue
400,342,Macdonald Drive Elementary,Matthew Smith,matthewsmith@nlesd.ca,St. John's,Eastern,Eastern,Metro,67,51,55,65,67,70,62,0,0,0,0,0,0,0,437,400-499,199,238,437,0,753-6020,753-3809,150 Macdonald Drive,"St. John's, NL",A1A 2K9,NLESD - Eastern Region,NL,100 Macdonald Drive
400,343,Macdonald Drive Junior High,Christina Pike,christinapike@nlesd.ca,St. John's,Eastern,Eastern,Metro,0,0,0,0,0,0,0,240,287,237,0,0,0,0,764,700-799,0,0,0,764,753-8240,753-1243,152 MacDonald Drive,"St. John's, NL",A1A 2K9,NLESD - Eastern Region,NL,110 Macdonald Drive
400,345,Mary Queen of Peace Elementary,Kim Leonard,kimberlyleonard@nlesd.ca,St. John's,Eastern,Eastern,Metro,84,80,87,83,90,102,103,0,0,0,0,0,0,0,629,600-699,295,334,629,0,753-7950,753-4973,137 Torbay Road,"St. John's, NL",A1A 2G9,NLESD - Eastern Region,NL,137 Torbay Road
400,347,Prince of Wales Collegiate,Carla Roberts,carlaroberts@nlesd.ca,St. John's,Eastern,Eastern,Metro,0,0,0,0,0,0,0,0,0,0,169,189,157,27,542,600-699,0,0,0,542,576-4061,576-4920,3 Paton Street,"St. John's, NL",A1B 3E7,NLESD - Eastern Region,NL,24 Paton Street
400,348,Roncalli Elementary,Alun Young,alunyoung@nlesd.ca,St. John's,Eastern,Eastern,Metro,54,55,59,60,71,51,69,0,0,0,0,0,0,0,419,400-499,191,228,419,0,576-4731,576-0087,130 Airport Hgts Dr,"St. John's, NL",A1A 4Z7,NLESD - Eastern Region,NL,130 Airport Heights Drive
400,349,St. Andrew's Elementary,Leanne Morrissey,leannemorrissey@nlesd.ca,St. John's,Eastern,Eastern,Metro,58,40,47,35,39,45,0,0,0,0,0,0,0,0,264,200-299,84,180,264,0,726-3682,726-1012,141 University Ave,"St. John's, NL",A1B 1Z4,NLESD - Eastern Region,NL,141 University Avenue
400,350,St. John Bosco School,Linda Hart,lindahart@nlesd.ca,St. John's,Eastern,Eastern,Metro,18,10,22,17,18,22,20,14,22,25,0,0,0,0,188,100-199,60,67,127,61,753-8850,753-7870,"P.O. Box 150, Shea Heights","St. John's, NL",A0A 1J0,NLESD - Eastern Region,NL,75 Linegar Avenue
400,355,St. Mary's Elementary,Sharon Collett,SharonCollett@nlesd.ca,St. John's,Eastern,Eastern,Metro,32,25,25,19,37,29,23,0,0,0,0,0,0,0,190,100-199,89,101,190,0,753-9892,753-9220,124 Waterford Bridge Rd,"St. John's, NL",A1E 1C9,NLESD - Eastern Region,NL,124 Waterford Bridge Road
400,356,St. Matthew's Elementary,Sharon Vivian,sharonvivian@nlesd.ca,St. John's,Eastern,Eastern,Metro,49,54,52,47,60,49,63,60,0,0,0,0,0,0,434,400-499,172,202,374,60,745-1513,745-3618,115 Cowan Avenue,"St. John's, NL",A1E 3W4,NLESD - Eastern Region,NL,115 Cowan Avenue
400,359,St. Paul's Junior High,Elizabeth Ares,elizabethares@nlesd.ca,St. John's,Eastern,Eastern,Metro,0,0,0,0,0,0,0,120,110,138,0,0,0,0,368,300-399,0,0,0,368,753-6630,753-4974,340 Newfoundland Dr,"St. John's, NL",A1A 3R9,NLESD - Eastern Region,NL,340 Newfoundland Drive
400,360,Rennie's River Elementary School,Stephanie Snow,stephaniesnow@nlesd.ca,St. John's,Eastern,Eastern,Metro,31,32,37,37,31,45,36,0,0,0,0,0,0,0,249,200-299,112,137,249,0,754-2690,754-4737,150 Elizabeth Avenue,"St. John's, NL",A1B 1S4,NLESD - Eastern Region,NL,150 Elizabeth Avenue
400,362,St. Teresa's School/Ecole Ste-Therese,Kyran Dwyer,kyrandwyer@nlesd.ca,St. John's,Eastern,Eastern,Metro,102,66,72,83,87,58,73,0,0,0,0,0,0,0,541,500-599,218,323,541,0,579-9111,579-2448,100 Mundy Pond Road,"St. John's, NL",A1E 1V1,NLESD - Eastern Region,NL,100 Mundy Pond Road
400,363,Vanier Elementary,Gina Ducey,ginaducey@nlesd.ca,St. John's,Eastern,Eastern,Metro,32,46,21,40,43,38,41,0,0,0,0,0,0,0,261,200-299,122,139,261,0,754-2440,754-1805,75 Ennis Avenue,"St. John's, NL",A1A 1Y7,NLESD - Eastern Region,NL,85 Ennis Avenue
400,364,East Point Elementary,Christopher Young,chrisyoung@nlesd.ca,St. John's,Eastern,Eastern,Metro,26,25,25,26,31,27,30,0,0,0,0,0,0,0,190,100-199,88,102,190,0,753-7924,754-2295,14 Middleton Street,"St. John's, NL",A1A 3H9,NLESD - Eastern Region,NL,14 Middleton Street
400,452,District School,Julie Parsons,julieparsons@nlesd.ca,St. John's,Eastern,Eastern,Metro,0,0,0,0,0,0,0,0,2,6,12,10,9,0,39,25-49,0,0,0,39,579-4131,579-2267,145 St. Clare Avenue,St. John's,A1C 2J9,NLESD - Eastern Region,NL,145 St. Clare Avenue
400,468,Hazelwood Elementary,Nancy Healey,nancyhealey@nlesd.ca,St. John's,Eastern,Eastern,Metro,85,55,64,75,55,74,80,0,0,0,0,0,0,0,488,400-499,209,279,488,0,368-2123,368-7701,391 Topsail Rd,"St. John's, NL",A1E 2B7,NLESD - Eastern Region,NL,391 Topsail Road
400,489,Waterford Valley High,Bridget Ricketts,bridgetricketts@nlesd.ca,St. John's,Eastern,Eastern,Metro,0,0,0,0,0,0,0,0,0,0,183,205,202,29,619,600-699,0,0,0,619,745-6264,745-5672,465 Topsail Road,St. John's,A1E 0E3,NLESD - Eastern Region,NL,465 Topsail Road
400,337,Goulds Elementary,James Kieley,jameskieley@nlesd.ca,St. John's (Goulds),Eastern,Eastern,Metro,79,74,84,78,75,89,0,0,0,0,0,0,0,0,479,400-499,164,315,479,0,368-8351,368-6966,"Box 6, 46 Doyles Road","Goulds, NL",A1S 1A1,NLESD - Eastern Region,NL,46 Doyles Road
400,353,St. Kevin's Junior High,Wilson Warren,wilsonwarren@nlesd.ca,St. John's (Goulds),Eastern,Eastern,Metro,0,0,0,0,0,0,95,97,88,0,0,0,0,0,280,200-299,95,0,95,185,745-8980,745-1151,P.O. Box 700,"Goulds, NL",A1S 1G7,NLESD - Eastern Region,NL,P.O. Box 700
400,354,St. Kevin's High,Anthony Power,tonypower@nlesd.ca,St. John's (Goulds),Eastern,Eastern,Metro,0,0,0,0,0,0,0,0,0,86,88,109,84,3,370,300-399,0,0,0,370,745-9731,745-0607,Box 490,"Goulds, NL",A1S 1G6,NLESD - Eastern Region,NL,P.O. Box 490
400,287,Dunne Memorial Academy,Arlene Fagan,arlenefagan@nlesd.ca,St. Mary's,Eastern,Eastern,Avalon West,3,9,1,6,4,6,4,5,3,6,3,10,12,0,72,50-99,14,19,33,39,525-2330,525-2777,P.O. Box 349,"St. Mary's, NL",A0B 3B0,NLESD - Eastern Region,NL,"Box 349, 1-13 Pathend Rd"
400,367,Holy Trinity Elementary,Deborah Peddle,deborahpeddle@nlesd.ca,Torbay,Eastern,Eastern,Metro,95,107,99,117,133,0,0,0,0,0,0,0,0,0,551,500-599,133,418,551,0,437-6433,437-1134,10 Doyle's & Quigley's Lane,"Torbay, NL",A1K 1A7,NLESD - Eastern Region,NL,10 Doyle's & Quigley's Lane
400,368,Holy Trinity High,Susan Perry,susanperry@nlesd.ca,Torbay,Eastern,Eastern,Metro,0,0,0,0,0,0,0,0,196,150,124,166,115,1,752,700-799,0,0,0,752,437-5563,437-5707,23 Lynch's Lane,"Torbay, NL",A1K 1A6,NLESD - Eastern Region,NL,23 Lynch's Lane
400,493,Juniper Ridge Intermediate,Don Emberley,donemberley@nlesd.ca,Torbay,Eastern,Eastern,Metro,0,0,0,0,0,192,164,196,0,0,0,0,0,0,552,500-599,356,0,356,196,437-3021,437-1134,10 Doyle's & Quigley's Lane,"Torbay, NL",A1K 1A7,NLESD - Eastern Region,NL,20 Darryll Pye Drive
400,370,Stella Maris Academy,Viola Coombs,violacoombs@nlesd.ca,Trepassey,Eastern,Eastern,Metro,4,2,3,2,1,2,4,3,1,4,2,3,3,0,34,25-49,7,11,18,16,438-2361,438-2442,General Delivery,"Trepassey, NL",A0A 4B0,NLESD - Eastern Region,NL,"PO Box 70, 1 Church Road"
400,289,St. Peter's Elementary,John Drover,johndrover@nlesd.ca,Upper Island Cove,Eastern,Eastern,Avalon West,17,19,25,15,15,25,21,19,24,18,0,0,0,0,198,200-299,61,76,137,61,589-2464,589-2210,P.O. Box 100,"Upper Island Cove, NL",A0A 4E0,NLESD - Eastern Region,NL,Box 100
400,442,Persalvic Elementary,David Penney,davidpenney1@nlesd.ca,Victoria,Eastern,Eastern,Avalon West,12,20,18,21,23,21,29,49,37,0,0,0,0,0,230,200-299,73,71,144,86,596-2441,596-2598,P.O. Box 70,"Victoria, NL",A0A 4G0,NLESD - Eastern Region,NL,Box 70
400,444,Cabot Academy,Jacqueline King,jacquelineking@nlesd.ca,Western Bay,Eastern,Eastern,Avalon West,9,12,4,18,9,13,12,0,0,0,0,0,0,0,77,50-99,34,43,77,0,598-2270,598-2231,P.O. Box 39,"Western Bay, NL",A0A 4J0,NLESD - Eastern Region,NL,Box 39
400,446,Whitbourne Elementary,Gerald McCarthy,geraldmccarthy@nlesd.ca,Whitbourne,Eastern,Eastern,Avalon West,11,6,12,13,15,11,13,0,0,0,0,0,0,0,81,50-99,39,42,81,0,759-2640,759-2839,P.O. Box 8,"Whitbourne, NL",A0B 3K0,NLESD - Eastern Region,NL,Box 8
400,291,Perlwin Elementary,Jamie Garland,jamiegarland@nlesd.ca,Winterton,Eastern,Eastern,Avalon West,4,8,5,4,7,13,3,0,0,0,0,0,0,0,44,25-49,23,21,44,0,583-2810,583-2818,P.O. Box 130,"Winterton, NL",A0B 3M0,NLESD - Eastern Region,NL,
400,372,St. Bernard's Elementary,Darlene Johnson,darlenejohnson@nlesd.ca,Witless Bay,Eastern,Eastern,Avalon East,51,63,54,46,52,0,0,0,0,0,0,0,0,0,266,300-399,52,214,266,0,334-2222,334-2333,P.O. Box 70,"Witless Bay, NL",A0A 4K0,NLESD - Eastern Region,NL,PO Box 70
500,095,Ecole Notre-Dame du Cap,Josette Bourque,"jbourque@csfp.nl.ca,",Cap Saint-Georges,Francophone,,,5,3,4,4,7,10,3,2,1,0,0,0,0,0,39,25-49,20,16,36,3,644-2070,644-2262,Case postale 170,"Cap Saint-Georges, NL",A0N 1E0,Conseil scolaire francophone,NL,
500,472,Ecole Boreale,Patrick Bourdeau,patrickbourdeau@csfp.nl.ca,Happy Valley-Goose Bay,Francophone,,,5,8,5,7,2,2,2,5,0,0,0,0,0,0,36,25-49,6,25,31,5,896-0670,896-5029,"P.O. Box 1038, Stn. C","Happy Valley- Goose Bay, NL",A0P 1C0,Conseil scolaire francophone,NL,
