INSTAL_COD,INSTAL_NOM,INSTAL_N_1,ETAB_CODE,ETAB_NOM,ETAB_NOM_A,RSS_CODE,RSS_NOM,ADRESSE,CASE_POST,CODE_POSTA,MUN_CODE,MUN_NOM,CLSC_CODE,CLSC_NOM,MRC_CODE,MRC_NOM,RLS_CODE,RLS_NOM,RUIS_CODE,RUIS_NOM,STATUT_COD,MD_CONS_CO,MD_FINAN_C,DESIGN_MIN,INSTANCE,DATE_INCOR,DATE_OUVER,LONGITUDE,LATITUDE,CHPSY,CHSGS,CHSLD,CLSC,CPEJ,CRDITED,CRDPA,CRDPM,CRDPV,CRDPL,CRJDA,CRMDA,CRD,DATE_MAJ
"51232452","CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE LA MITIS","CPEJ DE LA MITIS","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","1490, rue Lindsay","bureau 201","G5H2Z7","09077","Mont-Joli","01161","La Mitis","090","La Mitis","0116","RLS de La Mitis","1","RUISSS Université Laval","1","2","1"," ","N","","2009-04-17",-68.1922073364,48.5871620178,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232486","CLSC MURRAY","CLSC MURRAY","13818596","Centre de santé et de services sociaux - Institut universitaire de gériatrie de Sherbrooke","CSSS- Institut universitaire de gériatrie de Sherbrooke","05","Estrie","500, rue Murray"," ","J1G2K6","43027","Sherbrooke","05151","Sherbrooke","430","Sherbrooke","0515","RLS de Sherbrooke","4","RUISSS Université de Sherbrooke","1","2","1","9","O","2007-04-02","2008-09-01",-71.8762359619,45.4005393982,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232502","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE SAINT-BRUNO","CR EN DÉFICIENCE PHYSIQUE DE SAINT-BRUNO","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","265, boulevard Seigneurial Ouest"," ","J3V2H4","58037","Saint-Bruno-de-Montarville","16221","Saint-Bruno - Beloeil - Saint-Hilaire","580","Longueuil","1622","RLS de Richelieu-Yamaska","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","2010-04-07",-73.344619751,45.5215377808,"Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","2021-12-03"
"51232510","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE LA RUE CHICOINE","CR EN DÉFICIENCE PHYSIQUE DE LA RUE CHICOINE","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","486, rue Chicoine","bureau 100","J7V7E4","71083","Vaudreuil-Dorion","16311","Vaudreuil-Soulanges","710","Vaudreuil-Soulanges","1631","RLS de Vaudreuil-Soulanges","3","RUISSS Université McGill","1","2","1"," ","N","","2007-09-01",-74.0205764771,45.3770103455,"Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","2021-12-03"
"51232528","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE LA RUE LAMARRE","CR EN DÉFICIENCE PHYSIQUE DE LA RUE LAMARRE","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","388, rue Lamarre"," ","J4J1T2","58227","Longueuil","16212","Longueuil-Est","580","Longueuil","1621","RLS Pierre-Boucher","2","RUISSS Université de Montréal","1","2","1"," ","N","","2008-10-31",-73.4846878052,45.5347442627,"Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","2021-12-03"
"51232536","CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DU CENTRE-DE-MONTRÉAL","CPRJDA DU CENTRE-DE-MONTRÉAL","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","5800, rue Saint-Denis"," ","H2S3L5","66023","Montréal","06432","Petite Patrie","660","Montréal","0643","RLS de la Petite Patrie - Villeray","2","RUISSS Université de Montréal","1","2","1"," ","N","","2009-04-06",-73.5982284546,45.5301589966,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","2021-12-03"
"51232551","CENTRE DE JOUR POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION FULLUM","CENTRE DE JOUR POUR JDA FULLUM","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","2025, rue Fullum","local 220","H2K3N5","66023","Montréal","06323","Montréal - Centre-Sud","660","Montréal","0632","RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc","2","RUISSS Université de Montréal","1","2","1"," ","N","","2009-04-06",-73.5555114746,45.5309066772,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2021-12-03"
"51232569","CENTRE DE JOUR POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LAJEUNESSE","CENTRE DE JOUR POUR JDA LAJEUNESSE","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","10794, rue Lajeunesse"," ","H3L2E8","66023","Montréal","06421","Ahuntsic","660","Montréal","0642","RLS d'Ahuntsic - Montréal-Nord","2","RUISSS Université de Montréal","1","2","1"," ","N","","2009-04-06",-73.6700592041,45.5553779602,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2021-12-03"
"51232577","CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE SAINT-LAURENT","CPEJ SAINT-LAURENT","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","750, boulevard Marcel-Laurin","suite 230","H4M2M4","66023","Montréal","06412","Saint-Laurent","660","Montréal","0641","RLS du Nord de l'Île - Saint-Laurent","2","RUISSS Université de Montréal","1","2","1"," ","N","","2009-04-06",-73.6829833984,45.5064964294,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232585","CHSLD DE SAINT-EUGÈNE","CHSLD DE SAINT-EUGÈNE","11045333","Centre intégré de santé et de services sociaux de Chaudière-Appalaches","CISSS de Chaudière-Appalaches","12","Chaudière-Appalaches","2, rue de la Madone"," ","G0R1X0","17078","L'Islet","12152","L'Islet","170","L'Islet","1215","RLS de Montmagny-L'Islet","1","RUISSS Université Laval","1","2","1"," ","N","","2009-03-20",-70.3366317749,47.0846328735,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232601","CHSLD DE SAINTE-PERPÉTUE","CHSLD DE SAINTE-PERPÉTUE","11045333","Centre intégré de santé et de services sociaux de Chaudière-Appalaches","CISSS de Chaudière-Appalaches","12","Chaudière-Appalaches","22, rue des Loisirs"," ","G0R3Z0","17030","Sainte-Perpétue","12152","L'Islet","170","L'Islet","1215","RLS de Montmagny-L'Islet","1","RUISSS Université Laval","1","2","1"," ","N","","2009-03-20",-69.9259033203,47.0598945618,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232619","CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE","CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE","15103658","Centre d'accueil Le Programme de Portage Inc.","Centre d'accueil Le Programme de Portage inc.","12","Chaudière-Appalaches","244, chemin de la Station-Touristique","de la crapaudiere","G0R3N0","19025","Saint-Malachie","12114","Bellechasse","190","Bellechasse","1211","RLS Alphonse-Desjardins","1","RUISSS Université Laval","2","1","6"," ","N","2010-02-24","2009-11-01",-70.7096862793,46.4933204651,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2021-12-03"
"51232627","CHSLD VIGI MARIE-CLARET","CHSLD VIGI MARIE-CLARET","11044815","Vigi Santé Ltée","Vigi Santé Ltée","06","Montréal","3345, boulevard Henri-Bourassa Est"," ","H1H1H6","66023","Montréal","06422","Montréal-Nord","660","Montréal","0642","RLS d'Ahuntsic - Montréal-Nord","2","RUISSS Université de Montréal","2","1","2"," ","N","2012-05-15","2010-04-01",-73.6497344971,45.5864944458,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232635","CENTRE D'HÉBERGEMENT CHAMPLAIN-DES-POMMETIERS","CENTRE D'HÉBERGEMENT CHAMPLAIN-DES-POMMETIERS","11044682","Groupe Champlain Inc","Groupe Champlain Inc.","16","Montérégie","350, rue Serge-Pépin"," ","J3G0C3","57040","Beloeil","16221","Saint-Bruno - Beloeil - Saint-Hilaire","570","La Vallée-du-Richelieu","1622","RLS de Richelieu-Yamaska","4","RUISSS Université de Sherbrooke","2","1","2"," ","N","2010-02-24","2009-12-08",-73.2007141113,45.5911178589,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232650","FOYER DE GROUPE ROXBORO","FOYER DE GROUPE ROXBORO","11045168","Centre intégré universitaire de santé et de services sociaux de l'Ouest-de-l'Île-de-Montréal","CIUSSS de l'Ouest-de-l'Île-de-Montréal","06","Montréal","105, 4e Avenue Sud"," ","H8Y2L6","66023","Montréal","06112","Pierrefonds","660","Montréal","0611","RLS de Pierrefonds - Lac Saint-Louis","3","RUISSS Université McGill","1","2","1"," ","N","","2008-10-06",-73.7976531982,45.5071029663,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2021-12-03"
"51232668","CENTRE D'ACTIVITÉS DE JOUR","CENTRE D'ACTIVITÉS DE JOUR","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","25, rue du Parc"," ","G5J2L4","07047","Amqui","01181","La Matapédia","070","La Matapédia","0118","RLS de La Matapédia","1","RUISSS Université Laval","1","2","1"," ","N","","2010-04-19",-67.4343566895,48.4637298584,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232676","POINT DE SERVICE MRC DE MATANE","POINT DE SERVICE MRC DE MATANE","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","91, avenue D'Amours"," ","G4W2X5","08053","Matane","01171","Matane","080","La Matanie","0117","RLS de Matane","1","RUISSS Université Laval","1","2","1"," ","N","","2010-04-19",-67.5261993408,48.8455162048,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232684","POINT DE SERVICE MRC MITIS","POINT DE SERVICE MRC MITIS","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","1526, boulevard Jacques-Cartier"," ","G5H2V8","09077","Mont-Joli","01161","La Mitis","090","La Mitis","0116","RLS de La Mitis","1","RUISSS Université Laval","1","2","1"," ","N","","2010-04-19",-68.1901321411,48.5872192383,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232726","CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET DU TROUBLE DU SPECTRE DE L'AUTISME F.X.-BOUCHARD","CENTRE D'ACT. DE JOUR DI ET TSA","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","485, avenue F.X.-Bouchard"," ","G8H1K2","91025","Roberval","02111","Domaine-du-Roy","910","Le Domaine-du-Roy","0211","RLS du Domaine-du-Roy","1","RUISSS Université Laval","1","2","1"," ","N","","2010-02-03",-72.2292251587,48.5148124695,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232775","CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLE DU SPECTRE DE L'AUTISME SAUVÉ-EST","CRDI-TSA SAUVÉ-EST","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","1900, rue Sauvé Est","bureau 100","H2B3A8","66023","Montréal","06421","Ahuntsic","660","Montréal","0642","RLS d'Ahuntsic - Montréal-Nord","2","RUISSS Université de Montréal","1","2","1"," ","N","","2009-04-15",-73.6467437744,45.5664787292,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232783","GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE SAINT-CHARLES-BORROMÉE","GMFU DE SAINT-CHARLES-BORROMÉE","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","50, chemin du Golf Ouest"," ","J6E2B4","61035","Saint-Charles-Borromée","14113","Joliette","610","Joliette","1411","RLS de Lanaudière-Nord","2","RUISSS Université de Montréal","1","2","1"," ","N","","2009-10-01",-73.4538574219,46.0403366089,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232791","CENTRE DE SERVICES AMBULATOIRES EN PÉDOPSYCHIATRIE DE REPENTIGNY","CENTRE SERV. AMB. EN PÉDOPSY. DE REPENTIGNY","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","465, rue Notre-Dame, bureau 204"," ","J6A2T3","60013","Repentigny","14122","L'Assomption","600","L'Assomption","1412","RLS de Lanaudière-Sud","2","RUISSS Université de Montréal","1","2","1"," ","N","","2009-08-07",-73.4461746216,45.7396850586,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232809","CLSC ET CENTRE DE RÉADAPTATION EN DÉPENDANCE DE TERREBONNE","CLSC ET CRD DE TERREBONNE","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","1045, chemin du Côteau"," ","J6W5Y8","64008","Terrebonne","14121","Les Moulins","640","Les Moulins","1412","RLS de Lanaudière-Sud","2","RUISSS Université de Montréal","1","2","1"," ","N","","2009-08-07",-73.6474685669,45.7091178894,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2021-12-03"
"51232817","CLSC SAINTE-GENEVIÈVE","CLSC SAINTE-GENEVIÈVE","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","620, rue Sainte-Geneviève"," ","G9A3W7","37067","Trois-Rivières","04151","Trois-Rivières","371","Trois-Rivières","0415","RLS de Trois-Rivières","2","RUISSS Université de Montréal","1","2","1"," ","N","","2008-11-22",-72.5394515991,46.3488998413,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232833","HISTOIRE DE JOUETS","HISTOIRE DE JOUETS","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","3056, chemin de la Rivière-Cachée"," ","J7H1H9","73005","Boisbriand","15171","Thérèse-De Blainville","730","Thérèse-De Blainville","1517","RLS de Thérèse-De Blainville","2","RUISSS Université de Montréal","1","2","1"," ","N","","2009-10-20",-73.8534317017,45.623249054,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232841","CASIS RIVIÈRE-ROUGE","CASIS RIVIÈRE-ROUGE","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","602, rue de L'Annonciation Nord"," ","J0T1T0","79037","Rivière-Rouge","15111","Antoine-Labelle","790","Antoine-Labelle","1511","RLS d'Antoine-Labelle","2","RUISSS Université de Montréal","1","2","1"," ","N","","2009-10-20",-74.8714752197,46.4147529602,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232858","LA MAISON DES AÎNÉ(E)S","LA MAISON DES AÎNÉ(E)S","11044831","Maison des ainées de St-Timothée Inc.","Maison des ainées de St-Timothée Inc.","16","Montérégie","1, rue des Aînés"," ","J6S6M8","70052","Salaberry-de-Valleyfield","16321","Valleyfield-Beauharnois","700","Beauharnois-Salaberry","1632","RLS du Suroît","3","RUISSS Université McGill","2","1","8"," ","N","2011-11-09","2002-06-21",-74.0367050171,45.2893562317,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232866","CENTRE DE SERVICES EXTERNES POUR LES AÎNÉS DE POTTON","CENTRE DE SERVICES EXTERNES POUR LES AÎNÉS DE POTTON","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","2, rue de Vale Perkins"," ","J0E1X0","45030","Potton","05131","Memphrémagog","450","Memphrémagog","0513","RLS de Memphrémagog","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","2010-05-19",-72.3918533325,45.0495910645,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232874","POINT DE SERVICE DE 1ÈRE LIGNE DUPUY","POINT DE SERVICE DE 1ÈRE LIGNE DUPUY","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","2, 6e Avenue Ouest"," ","J0Z1X0","87085","Dupuy","08111","Abitibi-Ouest","870","Abitibi-Ouest","0811","RLS de l'Abitibi-Ouest","3","RUISSS Université McGill","1","2","1"," ","N","","2009-10-23",-79.359085083,48.8304405212,"Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232882","CLSC DE GALLICHAN","CLSC DE GALLICHAN","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","207, chemin de la Rivière Ouest"," ","J0Z2B0","87020","Gallichan","08111","Abitibi-Ouest","870","Abitibi-Ouest","0811","RLS de l'Abitibi-Ouest","3","RUISSS Université McGill","1","2","1"," ","N","","2009-10-23",-79.2985992432,48.6025619507,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232890","CLSC DE BEAUCANTON","CLSC DE BEAUCANTON","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","10","Nord-du-Québec","2709, boulevard du Curé-McDuff"," ","J0Z1H0","99060","Gouvernement régional d'Eeyou Istchee Baie-James","10011","Baie-James","991","Jamésie"," "," ","3","RUISSS Université McGill","1","2","1"," ","N","","2009-10-23",-79.2372436523,49.0389862061,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232908","CLSC DE DUPARQUET","CLSC DE DUPARQUET","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","86, rue Principale"," ","J0Z1W0","87005","Duparquet","08111","Abitibi-Ouest","870","Abitibi-Ouest","0811","RLS de l'Abitibi-Ouest","3","RUISSS Université McGill","1","2","1"," ","N","","2009-10-23",-79.2292022705,48.5053672791,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232916","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE BLAINVILLE","CR EN DÉFICIENCE PHYSIQUE DE BLAINVILLE","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","1300, boulevard du Curé-Labelle"," ","J7C2N8","73015","Blainville","15171","Thérèse-De Blainville","730","Thérèse-De Blainville","1517","RLS de Thérèse-De Blainville","2","RUISSS Université de Montréal","1","2","1"," ","N","","2009-10-26",-73.8996810913,45.6868743896,"Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","2021-12-03"
"51232924","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE JOLIETTE","CR EN DÉFICIENCE PHYSIQUE DE JOLIETTE","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","1075, boulevard Firestone, bureau 1000"," ","J6E6X6","61025","Joliette","14113","Joliette","610","Joliette","1411","RLS de Lanaudière-Nord","2","RUISSS Université de Montréal","1","2","1"," ","N","","2009-08-31",-73.4263458252,46.032989502,"Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","2021-12-03"
"51232932","CLSC DE MIRABEL","CLSC DE MIRABEL","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","8475, rue Saint-Jacques"," ","J7N2A3","74005","Mirabel","15151","Deux-Montagnes - Mirabel","740","Mirabel","1515","RLS de Deux-Montagnes - Mirabel-Sud","2","RUISSS Université de Montréal","1","2","1"," ","N","","2010-04-06",-73.983001709,45.6337776184,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232940","CLSC DE ROSEMONT","CLSC DE ROSEMONT","11045200","Centre intégré universitaire de santé et de services sociaux de l'Est-de-l'Île-de-Montréal","CIUSSS de l'Est-de-l'Île-de-Montréal","06","Montréal","2909, rue Rachel Est"," ","H1W0A9","66023","Montréal","06533","Hochelaga-Maisonneuve","660","Montréal","0653","RLS de Hochelaga - Mercier-Ouest - Rosemont","2","RUISSS Université de Montréal","1","2","1"," ","N","","2010-06-01",-73.5620803833,45.5425186157,"Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232965","CENTRE D'ACTIVITÉS DE JOUR","CENTRE D'ACTIVITÉS DE JOUR","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","365, boulevard Sainte-Anne"," ","G5M1E8","10043","Rimouski","01151","Rimouski-Neigette","100","Rimouski-Neigette","0115","RLS de Rimouski","1","RUISSS Université Laval","1","2","1"," ","N","","2010-05-04",-68.4854736328,48.4959793091,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232973","MAISON DE NAISSANCE DU BOISÉ-DE-BLAINVILLE","MAISON DE NAISSANCE DU BOISÉ-DE-BLAINVILLE","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","15, 70e Avenue Ouest"," ","J7C1R7","73015","Blainville","15171","Thérèse-De Blainville","730","Thérèse-De Blainville","1517","RLS de Thérèse-De Blainville","2","RUISSS Université de Montréal","1","2","1"," ","N","","2008-12-14",-73.8828582764,45.6731719971,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51232999","CENTRE D'HÉBERGEMENT DES HAUTEURS","CENTRE D'HÉBERGEMENT DES HAUTEURS","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","707, boulevard de Sainte-Adèle"," ","J8B2N1","77022","Sainte-Adèle","15131","Les Pays-d'en-Haut","770","Les Pays-d'en-Haut","1513","RLS des Pays-d'en-Haut","2","RUISSS Université de Montréal","1","2","1"," ","N","","2010-07-12",-74.1282348633,45.9490623474,"Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51233013","HÔPITAL GÉNÉRAL JUIF","HÔPITAL GÉNÉRAL JUIF","12685608","L'Hôpital général juif Sir Mortimer B. Davis","L'Hôpital général juif Sir Mortimer B. Davis","06","Montréal","4335, chemin de la Côte-Sainte-Catherin"," ","H3T1E4","66023","Montréal","06224","Côte-des-Neiges","660","Montréal","0622","RLS de Côte-des-Neiges - Métro - Parc-Extension","3","RUISSS Université McGill","1","6","1","4","N","2007-05-07","2010-06-01",-73.6306304932,45.4957618713,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2021-12-03"
"51233021","CENTRE DE RÉADAPTATION EN DÉPENDANCE DE LA RUE JOLIETTE","CRD DE LA RUE JOLIETTE","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","1525, rue Joliette"," ","J4K4W4","58227","Longueuil","16211","Longueuil-Ouest","580","Longueuil","1621","RLS Pierre-Boucher","2","RUISSS Université de Montréal","1","2","1"," ","N","","2002-11-15",-73.49584198,45.5234069824,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2021-12-03"
"51233039","CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SAINT-JEAN-SUR-RICHELIEU","CRD DE SAINT-JEAN-SUR-RICHELIEU","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","202, rue Saint-Louis"," ","J3B1Y1","56083","Saint-Jean-sur-Richelieu","16122","Saint-Jean-sur-Richelieu - Saint-Luc","560","Le Haut-Richelieu","1612","RLS du Haut-Richelieu - Rouville","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","2006-01-01",-73.2676391602,45.3373451233,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2021-12-03"
"51233047","CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SOREL-TRACY","CRD DE SOREL-TRACY","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","61, rue Morgan"," ","J3P3B6","53052","Sorel-Tracy","16231","Bas Richelieu","530","Pierre-De Saurel","1623","RLS Pierre-De Saurel","2","RUISSS Université de Montréal","1","2","1"," ","N","","2009-03-18",-73.0899124146,46.0451812744,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2021-12-03"
"51233054","CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SAINT-HYACINTHE","CRD DE SAINT-HYACINTHE","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","2115, boulevard Casavant Ouest","bureau 202","J2S7E5","54048","Saint-Hyacinthe","16222","Les Maskoutains","540","Les Maskoutains","1622","RLS de Richelieu-Yamaska","4","RUISSS Université de Sherbrooke","1","2","1"," ","N","","2009-03-09",-72.9659042358,45.6341667175,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2021-12-03"
"51233062","CENTRE DE RÉADAPTATION EN DÉPENDANCE DE CANDIAC","CRD DE CANDIAC","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","201, boulevard de l'Industrie, 3e étage"," ","J5R6A6","67020","Candiac","16342","Saint-Constant - La Prairie","670","Roussillon","1634","RLS de Jardins-Roussillon","3","RUISSS Université McGill","1","2","1"," ","N","","2004-06-01",-73.5166931152,45.3908119202,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2021-12-03"
