,ObjectId,Provider_Type,Provider_Name,Status,Date,Hours,Date_Updated,Vaccine_Comments,Note,RHA_Name,Address,City,Province,Phone,geometry,LONGITUDE,LATITUDE
403,404,Pharmacy,H. F. Wiebe Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Southern Health-Santé Sud,104 650 South Railway Ave,Winkler,Manitoba,204-331-5235,POINT (-97.941357 49.183015),-97.941357,49.183015
404,405,Pharmacy,Stony Mountain Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Interlake-Eastern,5 Main St Box 489,Stony Mountain,Manitoba,204-513-1818,POINT (-97.21880299999999 50.086408),-97.21880299999999,50.086408
405,406,Pharmacy,Riverton Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Interlake-Eastern,1 BROADWAY St NW Box 358,Riverton,Manitoba,204-230-2770,POINT (-96.99838937799996 50.99744355800004),-96.99838937799996,50.99744355800004
406,407,Pharmacy,Pharmasave #478,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Prairie Mountain Health,C 2425 Victoria Ave,Brandon,Manitoba,204-728-1062,POINT (-99.970902 49.842678),-99.970902,49.842678
407,408,Pharmacy,Stonewall Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Interlake-Eastern,17 333 Main St,Stonewall,Manitoba,204-467-8385,POINT (-97.3274 50.135314),-97.3274,50.135314
408,409,Pharmacy,Oakbank Pharmasave # 475,Taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Interlake-Eastern,1 559 Main St,Oakbank,Manitoba,204-444-3030,POINT (-96.841885 49.939688),-96.841885,49.939688
409,410,Pharmacy,Pharmasave #471,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,4,",Walk-in,Northern,37 Main St,Flin Flon,Manitoba,204-687-7677,POINT (-101.875415 54.76487),-101.875415,54.76487
410,411,Pharmacy,West Broadway Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,4,",Walk-in,Winnipeg,595 Broadway Ave,Winnipeg,Manitoba,204-775-9293,POINT (-97.154076 49.885802),-97.154076,49.885802
411,412,Pharmacy,Northway Pharmacy River Heights,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,101 1425 Corydon Ave,Winnipeg,Manitoba,204-284-1442,POINT (-97.18427 49.863535),-97.18427,49.863535
412,413,Pharmacy,Hazlewood Drugs,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Prairie Mountain Health,323 South Railway St,Boissevain,Manitoba,204-534-6103,POINT (-100.056416 49.230583),-100.056416,49.230583
413,414,Pharmacy,Treherne Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,6,",Walk-in,Prairie Mountain Health,266 Railway Ave,Treherne,Manitoba,204-723-2334,POINT (-98.69945 49.629828),-98.69945,49.629828
414,415,Pharmacy,Quarry Ridge Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Interlake-Eastern,469 1st St W,Stonewall,Manitoba,204-467-7333,POINT (-97.328378 50.131341),-97.328378,50.131341
415,416,Pharmacy,Specialty Health Network - Shopper Drug Mart #6073,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,179 Commerce Dr,Winnipeg,Manitoba,204-488-0900,POINT (-97.217108 49.83049),-97.217108,49.83049
416,417,Pharmacy,Health Plus Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,A 1075 Autumnwood Dr,Winnipeg,Manitoba,204-254-4626,POINT (-97.07664210799999 49.86178127200003),-97.07664210799999,49.86178127200003
417,418,Pharmacy,Whites Drug Store,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Prairie Mountain Health,700 Main St,Swan River,Manitoba,204-734-3157,POINT (-101.2673445519999 52.10564737800007),-101.2673445519999,52.10564737800007
418,419,Pharmacy,Healthway Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Winnipeg,865 Portage Ave,Winnipeg,Manitoba,204-415-6070,POINT (-97.16856 49.886104),-97.16856,49.886104
419,420,Pharmacy,Shoal Lake Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Prairie Mountain Health,355 Station Rd,Shoal Lake,Manitoba,204-759-2300,POINT (-100.590317 50.436967),-100.590317,50.436967
420,421,Pharmacy,St. Laurent Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Interlake-Eastern,95182 Highway #6 Hwy,St. Laurent,Manitoba,204-646-2855,POINT (-97.942426 50.415329),-97.942426,50.415329
421,422,Pharmacy,Homestead CO-OP Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,",,Southern Health-Santé Sud,61 Main St N Box 790,Carman,Manitoba,204-745-3602,POINT (-98.00010052399995 49.51052278800006),-98.00010052399995,49.51052278800006
422,423,Pharmacy,Sobeys Pembina #5037,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,2850 Pembina Hwy,Winnipeg,Manitoba,204-261-5065,POINT (-97.15524132099995 49.78957047900008),-97.15524132099995,49.78957047900008
423,424,Pharmacy,Healthway Pharmacy #2,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,862 Main St,Winnipeg,Manitoba,204-415-7575,POINT (-97.13377300000001 49.909325),-97.13377300000001,49.909325
424,425,Pharmacy,South Sherbrook Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,B 88 Sherbrook St,Winnipeg,Manitoba,204-774-9319,POINT (-97.159847 49.881353),-97.159847,49.881353
425,426,Pharmacy,Silver Heights Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Winnipeg,4 2015 Portage Ave,Winnipeg,Manitoba,204-895-0665,POINT (-97.22883 49.878182),-97.22883,49.878182
426,427,Pharmacy,Pacific Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,940 Sherbrook St,Winnipeg,Manitoba,204-615-9990,POINT (-97.154177 49.906843),-97.154177,49.906843
427,428,Pharmacy,Winnipegosis Clinic Phamacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Prairie Mountain Health,200 1st St,Winnipegosis,Manitoba,204-656-4424,POINT (-99.52595599999999 51.063197),-99.52595599999999,51.063197
428,429,Pharmacy,Wal-Mart Pharmacy  #1204,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,35 Lakewood Blvd,Winnipeg,Manitoba,204-220-1056,POINT (-97.076689 49.854404),-97.076689,49.854404
429,430,Pharmacy,Red River Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,100 286 Smith St,Winnipeg,Manitoba,204-219-0740,POINT (-97.14225399999999 49.89334),-97.14225399999999,49.89334
430,431,Pharmacy,Heritage Coop Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Prairie Mountain Health,1035 Richmond Ave,Brandon,Manitoba,204-727-3610,POINT (-99.953149 49.82818),-99.953149,49.82818
431,432,Pharmacy,Rexall Geri-Aid #4861,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,965 Wall St,Winnipeg,Manitoba,204-775-9775,POINT (-97.18173899999999 49.895247),-97.18173899999999,49.895247
432,433,Pharmacy,Hill's Clinic Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Southern Health-Santé Sud,103 140 9th St SE,Portage la Prairie,Manitoba,204-239-1368,POINT (-98.27850545899997 49.96907238200004),-98.27850545899997,49.96907238200004
433,434,Pharmacy,Whitfield Drugs,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Prairie Mountain Health,15 Crescent Ave W,Souris,Manitoba,204-483-2155,POINT (-100.258990619 49.61717684100006),-100.258990619,49.61717684100006
434,435,Pharmacy,Stafford Pharmacy Inc.,Taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Winnipeg,395 Stafford St,Winnipeg,Manitoba,204-474-2669,POINT (-97.15788999999999 49.863231),-97.15788999999999,49.863231
435,436,Pharmacy,Save On Foods Pharmacy #4405,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,410 400 North Town Rd,Winnipeg,Manitoba,204-452-0254,POINT (-97.198365 49.797983),-97.198365,49.797983
436,437,Pharmacy,Swan Health Care Plus Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Prairie Mountain Health,615 Main St,Swan River,Manitoba,204-734-3392,POINT (-101.268309 52.105148),-101.268309,52.105148
437,438,Pharmacy,Rexall #7408,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"6,",,Winnipeg,2110 Main St,Winnipeg,Manitoba,204-339-5622,POINT (-97.109916 49.947919),-97.109916,49.947919
438,439,Pharmacy,Homestead Co-op Pharmacy Portage,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,",,Southern Health-Santé Sud,2275 Saskatchewan Ave W,Portage la Prairie,Manitoba,204-239-0458,POINT (-98.322382 49.970745),-98.322382,49.970745
439,440,Pharmacy,Rexall Pharma Plus #4813,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,1295 Pembina Hwy,Winnipeg,Manitoba,204-982-0188-160,POINT (-97.15359205199996 49.84268468800008),-97.15359205199996,49.84268468800008
440,441,Pharmacy,Medicare Pharmacy - Maples,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,1287 Jefferson Ave,Winnipeg,Manitoba,204-414-3407,POINT (-97.168803 49.953231),-97.168803,49.953231
441,442,Pharmacy,Medicare Pharmacy - Main St,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Winnipeg,794 Main St,Winnipeg,Manitoba,204-589-8205,POINT (-97.134333 49.90716),-97.134333,49.90716
442,443,Pharmacy,Melita Super Thrifty Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Prairie Mountain Health,112 Main St,Melita,Manitoba,204-522-3255,POINT (-100.991922 49.270457),-100.991922,49.270457
443,444,Pharmacy,Save on Foods Pharmacy #4410,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,4,6,",,Winnipeg,1399 McPhillips St,Winnipeg,Manitoba,204-334-1075,POINT (-97.15582618099995 49.94202152600008),-97.15582618099995,49.94202152600008
444,445,Pharmacy,Save On Foods Pharmacy #4415,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,",,Winnipeg,850 St James St,Winnipeg,Manitoba,204-783-9275,POINT (-97.20233899999999 49.889439),-97.20233899999999,49.889439
445,446,Pharmacy,Isabel Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,110 Isabel St,Winnipeg,Manitoba,204-775-4488,POINT (-97.150059 49.901513),-97.150059,49.901513
446,447,Pharmacy,Nations First Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Interlake-Eastern,102 19 Pine St,Pine Falls,Manitoba,204-367-8899,POINT (-96.60427799999999 50.516748),-96.60427799999999,50.516748
447,448,Pharmacy,You Drugmart,Taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Winnipeg,E 359 Johnson Ave W,Winnipeg,Manitoba,204-654-9499,POINT (-97.104617 49.911369),-97.104617,49.911369
448,449,Pharmacy,JM Pharmacy Limited,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Winnipeg,313 St Anne's Rd,Winnipeg,Manitoba,204-615-6001,POINT (-97.10028800000001 49.851336),-97.10028800000001,49.851336
449,450,Pharmacy,Jason's Canadadrugstore.com,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,123 St Anne's Rd,Winnipeg,Manitoba,204-219-3660,POINT (-97.107388 49.860213),-97.107388,49.860213
450,451,Pharmacy,Pembina Drugs,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,3 2725 Pembina Hwy,Winnipeg,Manitoba,204-261-4449,POINT (-97.15849999199997 49.79434000800006),-97.15849999199997,49.79434000800006
451,452,Pharmacy,South Point Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,103 1151 Pembina Hwy,Winnipeg,Manitoba,204-504-9772,POINT (-97.15347374999999 49.84649960100006),-97.15347374999999,49.84649960100006
452,453,Pharmacy,Nu Health Meds Phamacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,102 1280 Archibald St,Winnipeg,Manitoba,204-615-5542,POINT (-97.085937 49.857871),-97.085937,49.857871
453,454,Pharmacy,Notre Dame Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,",,Winnipeg,1034 Notre Dame Ave,Winnipeg,Manitoba,204-779-0001,POINT (-97.17308980099995 49.90553498900005),-97.17308980099995,49.90553498900005
454,455,Pharmacy,Virden Drugs,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,4,",Walk-in,Prairie Mountain Health,310 King St E,Virden,Manitoba,204-748-2211,POINT (-100.926979 49.85466),-100.926979,49.85466
455,456,Pharmacy,SRx Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Winnipeg,F 228 Waterfront Dr,Winnipeg,Manitoba,204-944-1208,POINT (-97.13377699999999 49.896403),-97.13377699999999,49.896403
456,457,Pharmacy,Parkers' Super Thrifty Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Interlake-Eastern,362 Eveline St,Selkirk,Manitoba,204-482-4469,POINT (-96.869929 50.142644),-96.869929,50.142644
457,458,Pharmacy,Life and care pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Winnipeg,133 Goulet St,Winnipeg,Manitoba,204-233-7888,POINT (-97.12299350299998 49.88268720900004),-97.12299350299998,49.88268720900004
458,459,Pharmacy,Kennedy Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,203 Kennedy St,Winnipeg,Manitoba,431-804-9536,POINT (-97.147009 49.889836),-97.147009,49.889836
459,460,Pharmacy,Norway House Pharmacy Ltd.,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Northern,Box 520,Norway House,Manitoba,204-359-6363,POINT (-97.76863003999995 53.99515998700008),-97.76863003999995,53.99515998700008
460,461,Pharmacy,Nairn Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Winnipeg,297 Nairn Ave,Winnipeg,Manitoba,204-615-0202,POINT (-97.112087 49.906752),-97.112087,49.906752
461,462,Pharmacy,Ronald Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,4 2727 Portage Ave,Winnipeg,Manitoba,204-691-7777,POINT (-97.272789 49.878689),-97.272789,49.878689
462,463,Pharmacy,Red River Pharmacy (Elgin),Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,Main Floor 425 Elgin Ave,Winnipeg,Manitoba,204-505-8883,POINT (-97.145263 49.902322),-97.145263,49.902322
463,464,Pharmacy,Peter's Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Interlake-Eastern,18 Main St Box 440,Ashern,Manitoba,204-768-2935,POINT (-97.219767 50.087316),-97.219767,50.087316
464,465,Pharmacy,Rossburn Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,5,",,Prairie Mountain Health,23 Main St,Rossburn,Manitoba,204-859-2705,POINT (-100.810376006 50.66905855900006),-100.810376006,50.66905855900006
465,466,Pharmacy,Regent Park Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,118 701 Regent Ave W,Winnipeg,Manitoba,204-222-3257,POINT (-97.021912 49.896065),-97.021912,49.896065
466,467,Pharmacy,The Medicine Shoppe Pharmacy #396,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,4,5,",,Northern,1 330 Fischer Ave,The Pas,Manitoba,204-623-5888,POINT (-101.252075695 53.82265174400004),-101.252075695,53.82265174400004
467,468,Pharmacy,Southend Phamacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Winnipeg,30 166 Meadowood Dr,Winnipeg,Manitoba,204-504-7510,POINT (-97.109201 49.826094),-97.109201,49.826094
468,469,Pharmacy,Leila Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,",,Winnipeg,1686 Pembina Hwy,Winnipeg,Manitoba,204-594-3600,POINT (-97.15093996599995 49.82882774000007),-97.15093996599995,49.82882774000007
469,470,Pharmacy,Prairie Health Apothecary,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,600 St Anne's Rd,Winnipeg,Manitoba,204-254-4257,POINT (-97.08929999999999 49.83192),-97.08929999999999,49.83192
470,471,Pharmacy,Shoppers Drug Mart #2506,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,520 350 North Town Rd,Winnipeg,Manitoba,204-269-1477,POINT (-97.19673068900001 49.79812136800007),-97.19673068900001,49.79812136800007
471,472,Pharmacy,Medsafe Pharmacy - Shilo,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Prairie Mountain Health,335 18TH St,BRANDON,Manitoba,204-702-0114,POINT (-99.96141799999999 49.844495),-99.96141799999999,49.844495
472,473,Pharmacy,Plessis Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,15 801 Regent Ave W,Winnipeg,Manitoba,204-960-7517,POINT (-97.02622305999995 49.89621088900003),-97.02622305999995,49.89621088900003
473,474,Pharmacy,LifeSmart Pharmacy St. James,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,B103 2080 Ness Ave,Winnipeg,Manitoba,204-504-6577,POINT (-97.24247 49.88493),-97.24247,49.88493
474,475,Pharmacy,Life & Care Pharmacy (Altona),Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Southern Health-Santé Sud,17 115 4th Ave NE,Altona,Manitoba,204-233-7888,POINT (-97.553468 49.106593),-97.553468,49.106593
475,476,Pharmacy,Rothesay Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,A 1202 Rothesay St,Winnipeg,Manitoba,204-416-7770,POINT (-97.080348 49.937637),-97.080348,49.937637
476,477,Pharmacy,Northway Pharmacy Dakota,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,1087 St Mary's Rd,Winnipeg,Manitoba,204-255-2988,POINT (-97.111361 49.836394),-97.111361,49.836394
477,478,Pharmacy,Meadowood Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,1555 St Mary's Rd,Winnipeg,Manitoba,204-257-3986,POINT (-97.11346899999999 49.8239),-97.11346899999999,49.8239
478,479,Pharmacy,Spring Meadow Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,19 1783 Plessis Rd,Winnipeg,Manitoba,204-504-2037,POINT (-97.02414744999999 49.90990969600006),-97.02414744999999,49.90990969600006
479,480,Pharmacy,LifeSmart Pharmacy (Osborne),Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"6,",,Winnipeg,2 230 Osborne St,Winnipeg,Manitoba,204-287-5233,POINT (-97.14037144499997 49.87566118400008),-97.14037144499997,49.87566118400008
480,481,Pharmacy,Powerview Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Interlake-Eastern,Highway 59 N,Traverse Bay,Manitoba,204-367-4805,POINT (-95.225829 49.750209),-95.225829,49.750209
481,482,Pharmacy,Oakfield Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,105 1021 Court Ave,Winnipeg,Manitoba,204-338-6355,POINT (-97.14682000000001 49.956197),-97.14682000000001,49.956197
482,483,Pharmacy,Seine Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Southern Health-Santé Sud,170 142 Centrale Ave,Ste Anne,Manitoba,204-422-8226,POINT (-96.64698300000001 49.669183),-96.64698300000001,49.669183
483,484,Pharmacy,The Prescription Shop (218 Regent Ave.),Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,218 Regent Ave W,Winnipeg,Manitoba,204-222-7222,POINT (-97.006818 49.894834),-97.006818,49.894834
484,485,Pharmacy,White Cross Pharmacy (Portage La Prairie),Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Southern Health-Santé Sud,5006 Crescent Rd W,Portage la Prairie,Manitoba,204-857-7883,POINT (-98.32095970199998 49.96447015500007),-98.32095970199998,49.96447015500007
485,486,Pharmacy,Rossmere Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Winnipeg,D 1046 Henderson Hwy,Winnipeg,Manitoba,204-615-6050,POINT (-97.09594 49.936265),-97.09594,49.936265
486,487,Pharmacy,LifeSmart Pharmacy Ellice,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,,1880 Ellice Ave,Winnipeg,Manitoba,204-410-0007,POINT (-97.21698051099997 49.89445247400005),-97.21698051099997,49.89445247400005
487,488,Pharmacy,Pine Falls Community Health,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Interlake-Eastern,P1-61 37 Maple St,Pine Falls,Manitoba,204-367-2807,POINT (-96.21484990099998 50.56338639500007),-96.21484990099998,50.56338639500007
488,489,Pharmacy,Waterford Pharmacy Inc.,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,F1 55 Waterford Green Common,Winnipeg,Manitoba,204-219-4483,POINT (-97.19728979999996 49.95566250000007),-97.19728979999996,49.95566250000007
489,490,Pharmacy,Shawano Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,550 360 Broadway Ave,Winnipeg,Manitoba,204-944-1577,POINT (-97.14307997199995 49.88661998400005),-97.14307997199995,49.88661998400005
490,491,Pharmacy,Stevenson's Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Southern Health-Santé Sud,18 Lorne Ave,Swan Lake,Manitoba,204-836-2866,POINT (-98.790584 49.410745),-98.790584,49.410745
491,492,Pharmacy,Minnedosa Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Prairie Mountain Health,77 Main St S,Minnedosa,Manitoba,204-867-2071,POINT (-99.839141 50.247251),-99.839141,50.247251
492,493,Pharmacy,Lifestyle Pharmacy (St. Andrews),Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Interlake-Eastern,1 5571 Main St,St Andrews,Manitoba,204-504-5500,POINT (-96.98413530199997 50.07135272400006),-96.98413530199997,50.07135272400006
493,494,Pharmacy,Northway Pharmacy Selkirk,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Interlake-Eastern,A 339 Main St,Selkirk,Manitoba,204-785-2938,POINT (-96.87643 50.142391),-96.87643,50.142391
494,495,Pharmacy,Norwood Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,172 Marion St,Winnipeg,Manitoba,204-233-8296,POINT (-97.12056509299998 49.88137998500008),-97.12056509299998,49.88137998500008
495,496,Pharmacy,Safety Drugs Pharmacy 2,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Winnipeg,7 1099 Kingsbury Ave,Winnipeg,Manitoba,204-633-5499,POINT (-97.152597 49.952351),-97.152597,49.952351
496,497,Pharmacy,Main St. Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,968 Main St,Winnipeg,Manitoba,204-586-3333,POINT (-97.13300700000001 49.911961),-97.13300700000001,49.911961
497,498,Pharmacy,MediSystem Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,"3,",Walk-in,Winnipeg,12 1832 King Edward St,Winnipeg,Manitoba,,POINT (-97.207244 49.923998),-97.207244,49.923998
498,499,Pharmacy,Northway Pharmacy Seven Oaks,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Winnipeg,632 Leila Ave,Winnipeg,Manitoba,204-560-0727,POINT (-97.13422199999999 49.948718),-97.13422199999999,49.948718
499,500,Pharmacy,Panacea Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"3,6,",,Winnipeg,3 620 Dakota St,Winnipeg,Manitoba,204-256-5726,POINT (-97.111974 49.835272),-97.111974,49.835272
500,501,Pharmacy,My Care Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Winnipeg,986 Portage Ave,Winnipeg,Manitoba,204-504-5212,POINT (-97.17551899999999 49.884255),-97.17551899999999,49.884255
501,502,Pharmacy,Lundar Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"3,",,Interlake-Eastern,18 Main St Box 180,Lundar,Manitoba,204-762-5431,POINT (-98.03180748199998 50.69530919700003),-98.03180748199998,50.69530919700003
502,503,Pharmacy,Pharmasave #456,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Southern Health-Santé Sud,308 Saskatchewan Ave E,Portage la Prairie,Manitoba,204-239-6923,POINT (-98.28498399999999 49.973239),-98.28498399999999,49.973239
503,504,Pharmacy,The Medicine Shoppe Pharmacy #413,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,5,6,",,Southern Health-Santé Sud,3 602 Saskatchewan Ave W,Portage la Prairie,Manitoba,204-239-5100,POINT (-98.29944678199996 49.97385397400006),-98.29944678199996,49.97385397400006
504,505,Pharmacy,Pharmasave #453,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Prairie Mountain Health,33 Crescent Ave,Souris,Manitoba,204-483-3615,POINT (-100.259805 49.61707),-100.259805,49.61707
505,506,Pharmacy,Rexall #7411 (1490 Plessis Road),Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Winnipeg,Unit 1 1490 Plessis Rd,Winnipeg,Manitoba,204-222-4700,POINT (-97.027931 49.899289),-97.027931,49.899289
506,507,Pharmacy,Machray Pharmacy,Not currently taking appointments,,,2021-12-17T06:00:00+00:00,,,Winnipeg,561 Machray Ave,Winnipeg,Manitoba,204-615-2225,POINT (-97.14068581799995 49.92790481000003),-97.14068581799995,49.92790481000003
507,508,Pharmacy,Westbrook Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,",,Winnipeg,1794 Logan Ave,Winnipeg,Manitoba,204-633-6700,POINT (-97.19473600000001 49.921152),-97.19473600000001,49.921152
508,509,Pharmacy,Peguis Pharmacy Selkirk,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,",,Interlake-Eastern,103 620 Manitoba Ave,Selkirk,Manitoba,204-482-8353,POINT (-96.88369400000001 50.149569),-96.88369400000001,50.149569
509,510,Pharmacy,Ray of Hope Pharmacy,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,6,",,Winnipeg,1 775 Henderson Hwy,Winnipeg,Manitoba,204-800-2593,POINT (-97.10199054399999 49.92925048200004),-97.10199054399999,49.92925048200004
510,511,Pharmacy,St. Mary's Pharmacy - Gimli,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,6,",,Interlake-Eastern,129 7th Ave,Gimli,Manitoba,204-651-1567,POINT (-96.99452515399997 50.62691571600004),-96.99452515399997,50.62691571600004
511,512,Pharmacy,Peguis Pharmacy - Portage,Taking appointments,,,2021-12-17T06:00:00+00:00,"2,3,4,",,Winnipeg,102 1065 Portage Ave,Winnipeg,Manitoba,204-774-0043,POINT (-97.17786831799998 49.88449291200004),-97.17786831799998,49.88449291200004
512,513,Medical Clinic,Maplecreek Medical,,,,2021-12-17T06:00:00+00:00,,,,2866 McGregor Farm Rd,Sunnyside,Manitoba,,,,
