,facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,street_no,street_name,street_addr,city,province,postal_code,provider,latitude,longitude,phone,email,website
14900,Raglan Village Retirement,Retirement Home,,,,,,,89 Raglan Street,Collingwood,ON,L9Y0B2,Province of Ontario,-80.201588723,44.5008538930001,,,
14901,Rayoak Place,Retirement Home,,,,,,,1340 York Mills Road,Toronto,ON,M3A3R1,Province of Ontario,-79.320064773,43.7632383070001,,,
14902,Red Maple Assistive Living,Retirement Home,,,,,,,25 Windermere Court,Brampton,ON,L6X2L5,Province of Ontario,-79.7840793139999,43.680788271,,,
14903,Red Oak Retirement Residence,Retirement Home,,,,,,,3501 Campeau Drive,Ottawa,ON,K2K0C1,Province of Ontario,-75.900647097,45.316059728,,,
14904,Red Oak Villa,Retirement Home,,,,,,,20 Road,Greater Sudbury,ON,P3C5N4,Province of Ontario,-80.993033182,46.4917406810001,,,
14905,Redstacks Retirement Home,Retirement Home,,,,,,,303 Niagara Boulevard,Fort Erie,ON,L2A3H1,Province of Ontario,-78.911632771,42.918077576,,,
14906,Redwoods Retirement,Retirement Home,,,,,,,2604 Draper Avenue,Ottawa,ON,K2H7A1,Province of Ontario,-75.789292862,45.342266237,,,
14907,Regency Retirement Community,Retirement Home,,,,,,,66 Dorset Street,Port Hope,ON,L1A1E3,Province of Ontario,-78.288040659,43.950798187,,,
14908,Regency Retirement Residence,Retirement Home,,,,,,,91 Concession Street,Lakefield,ON,K0L2H0,Province of Ontario,-78.267727194,44.423400471,,,
14909,Regent Manor,Retirement Home,,,,,,,1315 Regent Street,Greater Sudbury,ON,P3E3Z1,Province of Ontario,-81.010028185,46.4633523750001,,,
14910,Residence Lefebvre,Retirement Home,,,,,,,15 rue Paquette,Moonbeam,ON,P0L1V0,Province of Ontario,-82.152501715,49.3427439480001,,,
14911,Résidence St. François,Retirement Home,,,,,,,790 rue Principale,Casselman,ON,K0A1M0,Province of Ontario,-75.0902145279999,45.316341762,,,
14912,Retirement Suites by the Lake,Retirement Home,,,,,,,2121 Kingston Road,Toronto,ON,M1N1T5,Province of Ontario,-79.2542365469999,43.700584099,,,
14913,Résidence Simon,Retirement Home,,,,,,,845 Saint Jean Street,Clarence-Rockland,ON,K4K1K5,Province of Ontario,-75.291069014,45.545243193,,,
14914,Résidence St. Mathieu,Retirement Home,,,,,,,3140 Gendron Road,Clarence-Rockland,ON,K0A2A0,Province of Ontario,-75.240438588,45.4400648770001,,,
14915,Richmond Care Home,Retirement Home,,,,,,,27 Nixon Farm Drive,Ottawa,ON,K0A2Z0,Province of Ontario,-75.8440034669999,45.1934374100001,,,
14916,Richmond Hill Retirement Residence,Retirement Home,,,,,,,70 Bernard Avenue,Richmond Hill,ON,L4C0W7,Province of Ontario,-79.440064724,43.895638825,,,
14917,Richmond Lodge,Retirement Home,,,,,,,6197 Perth Street,Ottawa,ON,K0A2Z0,Province of Ontario,-75.8425073669999,45.1924631100001,,,
14918,Richmond Woods Retirement Residence,Retirement Home,,,,,,,200 North Centre Road,London,ON,N5X0B1,Province of Ontario,-81.281932829,43.0305487850001,,,
14919,Richview Manor Retirement Living,Retirement Home,,,,,,,10500 Dufferin Street,Vaughan,ON,L6A4R1,Province of Ontario,-79.492124839,43.8787746190001,,,
14920,Rideau Ferry Country Home,Retirement Home,,,,,,,1333 Rideau Ferry Road,Perth,ON,K7H3C7,Province of Ontario,-76.1576169419999,44.854017938,,,
14921,River Gardens Retirement Residence,Retirement Home,,,,,,,10 Romeo Street,Stratford,ON,N5A5M7,Province of Ontario,-80.9636959599999,43.3782538620001,,,
14922,River Road Retirement Residence,Retirement Home,,,,,,,4067 River Road,Niagara Falls,ON,L2E3E5,Province of Ontario,-79.062964036,43.1141164040001,,,
14923,Riverbend Place,Retirement Home,,,,,,,650 Coronation Boulevard,Cambridge,ON,N1R7S6,Province of Ontario,-80.325753359,43.376925392,,,
14924,Riverdale Terrace Waterfront Retirement Residence,Retirement Home,,,,,,,1200 Second Street,Cornwall,ON,K6J1J3,Province of Ontario,-74.7592609929999,45.0114550230001,,,
14925,Riverfront Retirement Centre,Retirement Home,,,,,,,1810 Montreal Road,Cornwall,ON,K6H1G2,Province of Ontario,-74.6860754699999,45.024196428,,,
14926,Riverpath Retirement Community,Retirement Home,,,,,,,80 Landry Street,Ottawa,ON,K1L0B4,Province of Ontario,-75.671694531,45.438311759,,,
14927,Riverview Heights Retirement Residence,Retirement Home,,,,,,,400 Bell Street,Pembroke,ON,K8A2K5,Province of Ontario,-77.0961081359999,45.8152204610001,,,
14928,Riverview Terrace,Retirement Home,,,,,,,104 Brant Avenue,Brantford,ON,N3T3H3,Province of Ontario,-80.273122121,43.1420298530001,,,
14929,Riverwood Senior Living,Retirement Home,,,,,,,9 Evans Road,New Tecumseth,ON,L9R1M1,Province of Ontario,-79.8677934839999,44.1568060500001,,,
14930,Roberta Place Retirement Lodge,Retirement Home,,,,,,,489 Essa Road,Barrie,ON,L4N9E4,Province of Ontario,-79.7080884499999,44.3417601890001,,,
14931,Robertson House,Retirement Home,,,,,,,1 Mill Hill Road,Ottawa,ON,K2H9L6,Province of Ontario,-75.843125378,45.3173215310001,,,
14932,Rosedale Retirement Residence,Retirement Home,,,,,,,12 William Street,Brampton,ON,L6V1L2,Province of Ontario,-79.765815909,43.691266974,,,
14933,Roseglen Village,Retirement Home,,,,,,,53 Wellington Street,Port Hope,ON,L1A2M5,Province of Ontario,-78.2874782599999,43.96609239,,,
14934,Rosewood Erie Glen,Retirement Home,,,,,,,119 Robson Road,Leamington,ON,N8H3V4,Province of Ontario,-82.591079346,42.026265143,,,
14935,Rosewood Retirement Residence,Retirement Home,,,,,,,833 Sutton Mills Court,Kingston,ON,K7P2N9,Province of Ontario,-76.5751336289999,44.255047016,,,
14936,Rosewood Senior Living Inc.,Retirement Home,,,,,,,121 Colborne Street,Simcoe,ON,N3Y4H4,Province of Ontario,-80.3049921049999,42.8343441970001,,,
14937,Rosewood Village,Retirement Home,,,,,,,711 Indian Road,Sarnia,ON,N7T7Z5,Province of Ontario,-82.376336266,42.982372223,,,
14938,Royal Brock Retirement Living Inc.,Retirement Home,,,,,,,100 Steward Boulevard,Brockville,ON,K6V4W3,Province of Ontario,-75.695899669,44.5972639130001,,,
14939,Royal Gardens Retirement Residence,Retirement Home,,,,,,,1160 Clonsilla Avenue,Peterborough,ON,K9J8P8,Province of Ontario,-78.339687805,44.2939327450001,,,
14940,Royal Terrace,Retirement Home,,,,,,,600 Whites Road,Palmerston,ON,N0G2P0,Province of Ontario,-80.843923865,43.8399521480001,,,
14941,Royale Place Retirement Residence,Retirement Home,,,,,,,2485 Princess Street,Kingston,ON,K7M3G1,Province of Ontario,-76.5661953269999,44.2574543160001,,,
14942,Rubidge Retirement Residence,Retirement Home,,,,,,,246 Rubidge Street,Peterborough,ON,K9J3P2,Province of Ontario,-78.325955902,44.3008005470001,,,
14943,Russell Meadows Retirement Community,Retirement Home,,,,,,,475 Church Street,Russell,ON,K4R0A9,Province of Ontario,-75.354498811,45.256409741,,,
14944,RVilla Caledonia Retirement Living,Retirement Home,,,,,,,339 Argyle Street,Caledonia,ON,N3W1L7,Province of Ontario,-79.960492616,43.0638376540001,,,
14945,RVilla Retirement Living,Retirement Home,,,,,,,22 Park Street,Ripley,ON,N0G2R0,Province of Ontario,-81.58265262,44.0687346510001,,,
14946,Sandfield Place,Retirement Home,,,,,,,220 Emma Avenue,Cornwall,ON,K6J5V8,Province of Ontario,-74.751485493,45.0374942280001,,,
14947,Scarborough Retirement Residence,Retirement Home,,,,,,,148 Markham Road,Toronto,ON,M1M2Z8,Province of Ontario,-79.218771539,43.740777408,,,
14948,Seacliff Manor,Retirement Home,,,,,,,30 Seacliff Drive,Leamington,ON,N8H0E5,Province of Ontario,-82.605014351,42.0340666440001,,,
14949,Seaforth Retirement Community,Retirement Home,,,,,,,100 James Street,Huron East,ON,N0K1W0,Province of Ontario,-81.397542013,43.5565546720001,,,
14950,Seasons Amherstburg,Retirement Home,,,,,,,681 Front Road,Amherstburg,ON,N9V0B4,Province of Ontario,-83.10768001,42.087162929,,,
14951,Seasons Belle River,Retirement Home,,,,,,,1700 Essex County Road 22,Lakeshore,ON,N0R1A0,Province of Ontario,-82.719889709,42.2938772850001,,,
14952,Seasons Brantford,Retirement Home,,,,,,,55 Diana Avenue,Brantford,ON,N3T0C2,Province of Ontario,-80.2855754239999,43.12530695,,,
14953,Seasons Cambridge,Retirement Home,,,,,,,15 Fraser Street,Cambridge,ON,N1S1P5,Province of Ontario,-80.319708355,43.3542669890001,,,
14954,Seasons Clarington,Retirement Home,,,,,,,65 Clarington Boulevard,Bowmanville,ON,L1C0A1,Province of Ontario,-78.706036489,43.9071443610001,,,
14955,Seasons Dufferin Centre,Retirement Home,,,,,,,344 Dufferin Avenue,Quinte West,ON,K8V5G9,Province of Ontario,-77.585496145,44.100993945,,,
14956,Seasons Milton,Retirement Home,,,,,,,760 Bronte Street,Milton,ON,L9T8X4,Province of Ontario,-79.8686921239999,43.493387834,,,
14957,Seasons Owen Sound,Retirement Home,,,,,,,1389 16th Avenue,Owen Sound,ON,N4K0A9,Province of Ontario,-80.9151609579999,44.57210787,,,
14958,Seasons Royal Oak Village,Retirement Home,,,,,,,2400 Sandwich West Parkway,Windsor,ON,N9H2S8,Province of Ontario,-83.021833497,42.2369398590001,,,
14959,Seasons St. Thomas,Retirement Home,,,,,,,40 Ross Street,St. Thomas,ON,N5R3W4,Province of Ontario,-81.189252777,42.7763866450001,,,
14960,Seasons Stoney Creek,Retirement Home,,,,,,,8 Shoreview Place,Hamilton,ON,L8E0J6,Province of Ontario,-79.715845953,43.237578296,,,
14961,Seasons Strathroy,Retirement Home,,,,,,,3230 Napperton Drive,Strathroy,ON,N7G0C4,Province of Ontario,-81.649316637,42.9582732550001,,,
14962,Seasons Welland,Retirement Home,,,,,,,163 First Avenue,Welland,ON,L3C0A3,Province of Ontario,-79.260711289,43.002020875,,,
14963,Seeley's Bay Retirement Residence,Retirement Home,,,,,,,138 Main Street,Seeley's Bay,ON,K0H2N0,Province of Ontario,-76.235532037,44.4772719690001,,,
14964,Sepoy Manor,Retirement Home,,,,,,,543 Gough Street,Lucknow,ON,N0G2H0,Province of Ontario,-81.5107626879999,43.9646638360001,,,
14965,Serenity Barrie,Retirement Home,,,,,,,410 Hurst Drive,Barrie,ON,L4N6N1,Province of Ontario,-79.6683257399999,44.3733497970001,,,
14966,Serenity Blenheim Independent Living,Retirement Home,,,,,,,84 Marlborough Street North,Chatham-Kent,ON,N0P1A0,Province of Ontario,-82.003120391,42.333245527,,,
14967,Serenity Seniors Residence,Retirement Home,,,,,,,35 Tudhope Street,Parry Sound,ON,P2A2H9,Province of Ontario,-80.027421851,45.3607065460001,,,
14968,Serenity-Durham,Retirement Home,,,,,,,618 William Street,Durham,ON,N0G1R0,Province of Ontario,-80.8231199909999,44.184160008,,,
14969,Shalom Gardens Apartments,Retirement Home,,,,,,,12 Bartlett Avenue,Grimsby,ON,L3M4N5,Province of Ontario,-79.5245512879999,43.186981496,,,
14970,Sharbot Lake Retirement Ltd.,Retirement Home,,,,,,,14244 Road 38,Maberly,ON,K0H2P0,Province of Ontario,-76.6858377089999,44.772781401,,,
14971,Shelburne Retirement Community,Retirement Home,,,,,,,200 Robert Street,Shelburne,ON,L9V3S1,Province of Ontario,-80.2039857839999,44.083121921,,,
14972,Shepherd Terrace Retirement Residence,Retirement Home,,,,,,,3758 Sheppard Avenue,Toronto,ON,M1T3K9,Province of Ontario,-79.294244367,43.782256712,,,
14973,Sheridan Lodge,Retirement Home,,,,,,,6 Sheridan Street,Brantford,ON,N3T2P6,Province of Ontario,-80.266010019,43.1440132540001,,,
14974,Shorthills Villa Retirement Community,Retirement Home,,,,,,,1532 Pelham Street,Pelham,ON,L0S1E3,Province of Ontario,-79.286077601,43.0466036820001,,,
14975,Simcoe Heritage Retirement Home,Retirement Home,,,,,,,182 Norfolk Street,Simcoe,ON,N3Y2W4,Province of Ontario,-80.303085704,42.833104297,,,
14976,Simcoe Terrace,Retirement Home,,,,,,,44 Donald Street,Barrie,ON,L4N1E3,Province of Ontario,-79.702876153,44.3877095980001,,,
14977,Southbrook Retirement Community,Retirement Home,,,,,,,400 Ray Lawson Boulevard,Brampton,ON,L6Y4G4,Province of Ontario,-79.732323095,43.653919569,,,
14978,Southgate Village,Retirement Home,,,,,,,38 Park Street,Kingsville,ON,N9Y1N4,Province of Ontario,-82.7393543909999,42.0281013360001,,,
14979,Spruce Hill Lodge,Retirement Home,,,,,,,200 Bruce Avenue,Timmins,ON,P0N1H0,Province of Ontario,-81.206848086,48.478211775,,,
14980,St. Andrew's Residence,Retirement Home,,,,,,,99 Park Street,Chatham-Kent,ON,N7M3R5,Province of Ontario,-82.179816552,42.40237883,,,
14981,St. Angela's Meadow Retirement Lodge,Retirement Home,,,,,,,20 Merici Way,Chatham-Kent,ON,N7L3L8,Province of Ontario,-82.221233365,42.4022759280001,,,
14982,St. Bernard's Residence,Retirement Home,,,,,,,685 Finch Avenue,Toronto,ON,M2R1P2,Province of Ontario,-79.380335895,43.7876386090001,,,
14983,St. Charles Village,Retirement Home,,,,,,,30 Nova Crescent,Welland,ON,L3C6P8,Province of Ontario,-79.256659086,42.9825597720001,,,
14984,St. Elizabeth Retirement Residence,Retirement Home,,,,,,,391 Rymal Road,Hamilton,ON,L9B1V2,Province of Ontario,-79.909381012,43.2061386820001,,,
14985,St. Hilda's Towers,Retirement Home,,,,,,,2339 Dufferin Street,Toronto,ON,M6E4Z5,Province of Ontario,-79.449463609,43.6947795890001,,,
14986,St. Jacobs Place,Retirement Home,,,,,,,10 Water Street,St. Jacobs,ON,N0B2N0,Province of Ontario,-80.5515745449999,43.5389816100001,,,
14987,St. Lawrence Place,Retirement Home,,,,,,,181 Ontario Street,Kingston,ON,K7L5M1,Province of Ontario,-76.481090796,44.228416515,,,
14988,St. Mary's Gardens,Retirement Home,,,,,,,225 Fifth Avenue,Timmins,ON,P4N0B2,Province of Ontario,-81.328729627,48.4769031690001,,,
14989,Stirling Park Retirement Community,Retirement Home,,,,,,,310 Titan Private,Ottawa,ON,K2G0B1,Province of Ontario,-75.730526443,45.3470855410001,,,
14990,Stirling Towers Retirement Home,Retirement Home,,,,,,,63 West Front Street,Stirling,ON,K0K3E0,Province of Ontario,-77.5496218499999,44.2954882810001,,,
14991,Stittsville Villa,Retirement Home,,,,,,,1354 Main Street North,Ottawa,ON,K2S1V4,Province of Ontario,-75.9274851009999,45.2636285180001,,,
14992,Stone Lodge,Retirement Home,,,,,,,165 Cole Road,Guelph,ON,N1G4N9,Province of Ontario,-80.2391321439999,43.5133193200001,,,
14993,Stouffville Creek Retirement Residence,Retirement Home,,,,,,,40 Freel Lane,Whitchurch-Stouffville,ON,L4A8B9,Province of Ontario,-79.2496114689999,43.9720893470001,,,
14994,Sts. Peter and Paul Residence,Retirement Home,,,,,,,221 Milner Avenue,Toronto,ON,M1S4P4,Province of Ontario,-79.2400521499999,43.788169915,,,
14995,Summit Place,Retirement Home,,,,,,,850 4th Street,Owen Sound,ON,N4K6A3,Province of Ontario,-80.92755656,44.5587847670001,,,
14996,Sundial Lakeview Retirement Residence,Retirement Home,,,,,,,600 Sundial Drive,Orillia,ON,L3V6H3,Province of Ontario,-79.424095586,44.6389778540001,,,
14997,Sunrise of Burlington,Retirement Home,,,,,,,5401 Lakeshore Road,Burlington,ON,L7L6S5,Province of Ontario,-79.7297377689999,43.368809819,,,
14998,Sunrise of Thornhill,Retirement Home,,,,,,,484 Steeles Avenue,Vaughan,ON,L4J0C7,Province of Ontario,-79.437454614,43.795304107,,,
14999,Sunrise Senior Living of Aurora,Retirement Home,,,,,,,3 Golf Links Drive,Aurora,ON,L4G7Y4,Province of Ontario,-79.4669641409999,43.99028724,,,
15000,Sunrise Senior Living of Erin Mills,Retirement Home,,,,,,,4046 Erin Mills Parkway,Mississauga,ON,L5L2W7,Province of Ontario,-79.6880899719999,43.5489938530001,,,
15001,Sunrise Senior Living of Mississauga,Retirement Home,,,,,,,1279 Burnhamthorpe Road,Mississauga,ON,L4Y3V7,Province of Ontario,-79.605555152,43.620968369,,,
15002,Sunrise Senior Living of Oakville,Retirement Home,,,,,,,456 Trafalgar Road,Oakville,ON,L6J7X1,Province of Ontario,-79.6806465609999,43.453973836,,,
15003,Sunrise Senior Living of Richmond Hill,Retirement Home,,,,,,,9800 Yonge Street,Richmond Hill,ON,L4C0P5,Province of Ontario,-79.43672372,43.86580402,,,
15004,Sunrise Senior Living of Unionville,Retirement Home,,,,,,,38 Swansea Road,Markham,ON,L3R5K2,Province of Ontario,-79.299110476,43.8630850260001,,,
15005,Sunrise Senior Living of Windsor,Retirement Home,,,,,,,5065 Riverside Drive,Windsor,ON,N8Y5B3,Province of Ontario,-82.977461391,42.328831178,,,
15006,Sunset Cove Retirement Living,Retirement Home,,,,,,,53 Long Sault Drive,Long Sault,ON,K0C1P0,Province of Ontario,-74.8930409389999,45.0292419210001,,,
15007,Supples Landing Retirement Residence,Retirement Home,,,,,,,201 Joseph Street,Pembroke,ON,K8A8J2,Province of Ontario,-77.1109388419999,45.8297644620001,,,
15008,Symphony Senior Living Kanata,Retirement Home,,,,,,,27 Weaver Crescent,Ottawa,ON,K2K2Z8,Province of Ontario,-75.9241396049999,45.323868029,,,
15009,Symphony Senior Living Orleans,Retirement Home,,,,,,,6419 Lumberman Way,Ottawa,ON,K1C6E8,Province of Ontario,-75.529584187,45.4716151710001,,,
15010,Tapestry at Village Gate West,Retirement Home,,,,,,,15 Summerland Terrace,Toronto,ON,M9A0B5,Province of Ontario,-79.532203931,43.6439927770001,,,
15011,Tara Retirement Home,Retirement Home,,,,,,,843 Mohawk Road,Hamilton,ON,L8T2R4,Province of Ontario,-79.834536089,43.217278487,,,
15012,Telfer Place,Retirement Home,,,,,,,245 Grand River Street North,Brant,ON,N3L3V8,Province of Ontario,-80.386397463,43.20749736,,,
15013,Terrace Gardens,Retirement Home,,,,,,,3705 Bathurst Street,Toronto,ON,M6A2E8,Province of Ontario,-79.433118607,43.735382197,,,
15014,Terraces of Baycrest,Retirement Home,,,,,,,55 Ameer Avenue,Toronto,ON,M6A2Z1,Province of Ontario,-79.439318408,43.7248462950001,,,
15015,The Amberwood Suites,Retirement Home,,,,,,,1385 Regent Street,Greater Sudbury,ON,P3E3Z1,Province of Ontario,-81.011011485,46.4616797750001,,,
15016,The Annex,Retirement Home,,,,,,,123 Spadina Road,Toronto,ON,M5R2T1,Province of Ontario,-79.405360193,43.671677387,,,
15017,The Beechwood,Retirement Home,,,,,,,1500 Rathburn Road,Mississauga,ON,L4W4L7,Province of Ontario,-79.604326452,43.6282779700001,,,
15018,The Bridge Street Retirement Residence,Retirement Home,,,,,,,85 Bridge Street,Belleville,ON,K8N1L9,Province of Ontario,-77.3800411839999,44.1641339650001,,,
15019,The Briton House,Retirement Home,,,,,,,720 Mount Pleasant Road,Toronto,ON,M4S2N4,Province of Ontario,-79.389850791,43.706572194,,,
15020,The Cardinal Retirement Residence,Retirement Home,,,,,,,10 Herkimer Street,Hamilton,ON,L8P2G2,Province of Ontario,-79.873109004,43.249219791,,,
15021,The Carlisle Retirement Residence,Retirement Home,,,,,,,467 Main Street,Hamilton,ON,L8N1K1,Province of Ontario,-79.851479398,43.250947792,,,
15022,The Carriage House Retirement Residence,Retirement Home,,,,,,,60 Bond Street,Oshawa,ON,L1G8C9,Province of Ontario,-78.8665323399999,43.898213852,,,
15023,The Carrington Retirement,Retirement Home,,,,,,,114 Whites Road,Quinte West,ON,K8V5P5,Province of Ontario,-77.509877122,44.1253640530001,,,
15024,The Claremont,Retirement Home,,,,,,,305 Balliol Street,Toronto,ON,M4S3H5,Province of Ontario,-79.386870489,43.698940593,,,
15025,The Courtyards on Eagleson,Retirement Home,,,,,,,630 Eagleson Road,Ottawa,ON,K2M0N1,Province of Ontario,-75.869448884,45.2888200250001,,,
15026,The Crown Ridge Retirement Residence,Retirement Home,,,,,,,106 Crown Street,Quinte West,ON,K8V6R3,Province of Ontario,-77.561496937,44.1063994470001,,,
15027,The Dunfield Retirement Residence,Retirement Home,,,,,,,77 Dunfield Avenue,Toronto,ON,M4S2H3,Province of Ontario,-79.394705792,43.7067100940001,,,
15028,The Dynasty of Port Hope Retirement Residence,Retirement Home,,,,,,,164 Peter Street,Port Hope,ON,L1A1C6,Province of Ontario,-78.2780053559999,43.9519046880001,,,
15029,The Edinburgh,Retirement Home,,,,,,,10 Vaughan Street,Ottawa,ON,K1M2H6,Province of Ontario,-75.678686033,45.4390111590001,,,
15030,The Elden of Bradford,Retirement Home,,,,,,,3131 8th Line,Bradford West Gwillimbury,ON,L3Z4H2,Province of Ontario,-79.605511297,44.1177909560001,,,
15031,The Elliott Community,Retirement Home,,,,,,,170 Metcalfe Street,Guelph,ON,N1E4Y3,Province of Ontario,-80.2513061509999,43.5580368280001,,,
15032,The Erinview,Retirement Home,,,,,,,2630 Fifth Line,Mississauga,ON,L5K0A8,Province of Ontario,-79.6674228639999,43.5347642510001,,,
15033,The Halliday House,Retirement Home,,,,,,,166 1st Avenue,Chesley,ON,N0G1L0,Province of Ontario,-81.0974389899999,44.304367615,,,
15034,The Helping Hand on Rhapsody,Retirement Home,,,,,,,10 Rhapsody Crescent,Brampton,ON,L6P4E7,Province of Ontario,-79.74189691,43.7872869920001,,,
15035,The Home in Muskoka,Retirement Home,,,,,,,62 South Mary Lake Road,Huntsville,ON,P0B1L0,Province of Ontario,-79.311000303,45.1969545540001,,,
15036,The Kensington,Retirement Home,,,,,,,25 Lakeshore Road,Oakville,ON,L6K1C6,Province of Ontario,-79.672610758,43.441956734,,,
15037,The Landmark Assisted Living,Retirement Home,,,,,,,130 New Densmore Road,Cobourg,ON,K9A5W2,Province of Ontario,-78.172093224,43.9837752980001,,,
15038,The LeBlanc Rest Home,Retirement Home,,,,,,,40 Toronto Street,Bradford West Gwillimbury,ON,L3Z1N6,Province of Ontario,-79.571671185,44.113782557,,,
15039,The Manor at Gravenhurst,Retirement Home,,,,,,,300 Muskoka Road,Gravenhurst,ON,P1P1N8,Province of Ontario,-79.374193597,44.921932204,,,
15040,The Manor Village at London,Retirement Home,,,,,,,230 Victoria Street,London,ON,N6A2C2,Province of Ontario,-81.257006619,43.004639582,,,
15041,The Maples Home for Seniors,Retirement Home,,,,,,,94 William Street,Tavistock,ON,N0B2R0,Province of Ontario,-80.8384314149999,43.3173422570001,,,
15042,The Maples of Picton,Retirement Home,,,,,,,1133 Prince Edward County Road 5,Prince Edward,ON,K0K2T0,Province of Ontario,-77.1465587979999,44.0474864550001,,,
15043,The Mayfield Retirement Residence,Retirement Home,,,,,,,248 Park Street,Prescott,ON,K0E1T0,Province of Ontario,-75.51901312,44.71210044,,,
15044,The Meadows of Wheatley Ltd.,Retirement Home,,,,,,,21205 Pier Road,Chatham-Kent,ON,N0P2P0,Province of Ontario,-82.460640411,42.088549061,,,
15045,The Millwood,Retirement Home,,,,,,,921 Millwood Road,Toronto,ON,M4G1X2,Province of Ontario,-79.363543082,43.7029301950001,,,
15046,The Palace,Retirement Home,,,,,,,69 St. Paul Street,Alexandria,ON,K0C1A0,Province of Ontario,-74.632865975,45.3110889800001,,,
15047,The Ravines,Retirement Home,,,,,,,626 Prado Private,Ottawa,ON,K2E0B3,Province of Ontario,-75.706433735,45.3497099420001,,,
15048,The Ravines Seniors' Suites,Retirement Home,,,,,,,636 Prado Private,Ottawa,ON,K2E0B6,Province of Ontario,-75.706012835,45.3498053420001,,,
15049,The Renoir,Retirement Home,,,,,,,270 Doak Lane,Newmarket,ON,L3Y0A5,Province of Ontario,-79.4357126369999,44.055123553,,,
15050,The Richmond Retirement Residence,Retirement Home,,,,,,,175 North Front Street,Belleville,ON,K8P4Y8,Province of Ontario,-77.390625388,44.1780250670001,,,
15051,The River Garden Retirement Residence,Retirement Home,,,,,,,18 Oak Street,Lancaster,ON,K0C1N0,Province of Ontario,-74.501371618,45.1397425550001,,,
15052,The Riverine Independent and Retirement Living,Retirement Home,,,,,,,328 Dundas Street,Napanee,ON,K7R4B5,Province of Ontario,-76.963003454,44.239143396,,,
15053,The Roxborough Retirement Residence,Retirement Home,,,,,,,1 Roxborough Road,Newmarket,ON,L3Y2P8,Province of Ontario,-79.448901741,44.061421453,,,
15054,The Royal Henley Retirement Community,Retirement Home,,,,,,,582 Ontario Street,St. Catharines,ON,L2N0A2,Province of Ontario,-79.2593900049999,43.19415001,,,
15055,The Russell Hill Retirement Residence,Retirement Home,,,,,,,262 St. Clair Avenue,Toronto,ON,M4V1R8,Province of Ontario,-79.4084177949999,43.68553589,,,
15056,The Shoreview at Riverside,Retirement Home,,,,,,,245 Drouillard Road,Windsor,ON,N8Y2P4,Province of Ontario,-83.002667899,42.3251697760001,,,
15057,The Sumach by Chartwell,Retirement Home,,,,,,,146 Sumach Street,Toronto,ON,M5A0P7,Province of Ontario,-79.360331377,43.6590954870001,,,
15058,The Teddington,Retirement Home,,,,,,,4 Teddington Park Avenue,Toronto,ON,M4N2C3,Province of Ontario,-79.4038494979999,43.7332539980001,,,
15059,The Villa Retirement Lodge,Retirement Home,,,,,,,689 Yonge Street,Midland,ON,L4R2E1,Province of Ontario,-79.890778546,44.743504649,,,
15060,The Village at University Gates,Retirement Home,,,,,,,250 Laurelwood Drive,Waterloo,ON,N2J0E2,Province of Ontario,-80.570321845,43.4767378980001,,,
15061,The Village of Arbour Trails,Retirement Home,,,,,,,32 Bayberry Drive,Guelph,ON,N1G0A2,Province of Ontario,-80.2157520379999,43.532388025,,,
15062,The Village of Erin Meadows,Retirement Home,,,,,,,2930 Erin Centre Boulevard,Mississauga,ON,L5M7M4,Province of Ontario,-79.721718483,43.5532143520001,,,
15063,The Village of Humber Heights,Retirement Home,,,,,,,2245 Lawrence Avenue West,Toronto,ON,M9P3W3,Province of Ontario,-79.526902434,43.6971040860001,,,
15064,The Village of Riverside Glen,Retirement Home,,,,,,,60 Woodlawn Road,Guelph,ON,N1H8M8,Province of Ontario,-80.27473336,43.569825929,,,
15065,The Village of Tansley Woods,Retirement Home,,,,,,,4100 Upper Middle Road,Burlington,ON,L7M4W8,Province of Ontario,-79.800303093,43.3834153180001,,,
15066,The Village of Taunton Mills,Retirement Home,,,,,,,3800 Brock Street,Whitby,ON,L1R3A5,Province of Ontario,-78.958258971,43.9131270500001,,,
15067,The Village of Wentworth Heights,Retirement Home,,,,,,,1620 Upper Wentworth Street,Hamilton,ON,L9B2W3,Province of Ontario,-79.8734372,43.1983256820001,,,
15068,The Village of Winston Park,Retirement Home,,,,,,,695 Block Line Road,Kitchener,ON,N2E3K1,Province of Ontario,-80.498675717,43.41122949,,,
15069,The Village Seniors Community,Retirement Home,,,,,,,101 10th Street,Hanover,ON,N4N1M9,Province of Ontario,-81.035271955,44.1506491920001,,,
15070,The Walford On The Park (Copper Cliff),Retirement Home,,,,,,,38 Godfrey Drive,Greater Sudbury,ON,P0M1N0,Province of Ontario,-81.069419205,46.4778892750001,,,
15071,The Walford Sudbury,Retirement Home,,,,,,,99 Walford Road,Greater Sudbury,ON,P3E6K3,Province of Ontario,-80.99569388,46.4627356760001,,,
15072,The Walford Thunder Bay,Retirement Home,,,,,,,20 Pine Street,Thunder Bay,ON,P3A5W4,Province of Ontario,-89.2385949659999,48.4402349650001,,,
15073,The Walford Timmins,Retirement Home,,,,,,,750 Tamarack Street,Timmins,ON,P4N0A4,Province of Ontario,-81.325015127,48.4915081710001,,,
15074,The Waterford Retirement Community - Ottawa,Retirement Home,,,,,,,2431 Bank Street,Ottawa,ON,K1V8R9,Province of Ontario,-75.648511116,45.3546710460001,,,
