idx,facility_name,facility_type,longitude,latitude,street_addr,city,phone,website,provider
570,PHARMEDIC PHARMACY #3,covid_vaccination_centres,-114.060648912617,51.116179740146,6558 4 ST NE,CALGARY,403-888-0551,https://www.pharmedicpharmacy.com,Calgary
571,PHARMASAVE 3021 SILVER SPRINGS PHARMACY,covid_vaccination_centres,-114.188749212521,51.106124059815,1-5720 SILVER SPRINGS BLVD NW,CALGARY,403-453-5251,,Calgary
572,SHOPPERS DRUG MART #2308,covid_vaccination_centres,-113.827300734554,51.048058597757,300-196 CHESTERMERE STN WAY,CHESTERMERE,403-207-1875,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
573,SHOPPERS DRUG MART #321,covid_vaccination_centres,-114.16847980171,51.014435473624,216 STEWART GREEN SW,CALGARY,403-249-5518,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
574,POLARIS TRAVEL CLINIC AND PHARMACY,covid_vaccination_centres,-114.019614655438,51.291674038567,404-191 EDWARDS WAY SW,AIRDRIE,403-980-8747,https://www.polaristravelclinic.ca,Calgary
575,ACECARE PHARMACY & HOME HEALTH,covid_vaccination_centres,-111.897777421886,50.572581487733,A1-312 CASSILS RD W,BROOKS,587-270-3397,,Calgary
576,VILNA PHARMACY,covid_vaccination_centres,-111.921197643953,54.116055474241,5012 50 ST,VILNA,780-636-3550,,Calgary
577,RX DRUG MART #2019,covid_vaccination_centres,-118.081863895927,52.875759886907,602 PATRICIA ST,JASPER,780-852-4441,,Calgary
578,CENTURY PHARMACY,covid_vaccination_centres,-113.492015387963,53.558290277694,11031 97 ST,EDMONTON,780-423-1325,,Calgary
579,COSTCO PHARMACY #164,covid_vaccination_centres,-113.819475443828,52.213214999403,162 LEVA AVE,RED DEER,403-347-1396,https://www.costcopharmacy.ca/appointment,Calgary
580,ROSS ST IDA PHARMACY,covid_vaccination_centres,-113.809447559663,52.269290290408,4814A 50 ST,RED DEER,403-340-1800,,Calgary
581,SAFEWAY PHARMACY #8990,covid_vaccination_centres,-114.141223338804,51.020846207719,3737 37 ST SW,CALGARY,403-698-8228,https://www.safeway.ca/vaccine-registration/,Calgary
582,MEDICINE SHOPPE PHARMACY 161,covid_vaccination_centres,-112.053532136722,53.494493997204,4910 50 ST,VEGREVILLE,780-632-6337,https://www.medicineshoppe.ca/en/alberta/vegreville/the-medicine-shoppe-pharmacy-161-7051301,Calgary
583,BECHER PHARMACY LTD,covid_vaccination_centres,-118.384359823638,56.066756719822,10400 110 ST,FAIRVIEW,780-835-4078,,Calgary
584,BOYLE STREET MEDX DRUGS,covid_vaccination_centres,-113.480002385929,53.547301320827,10306 95 ST NW,EDMONTON,780-250-3545,https://www.medxdrugs.ca,Calgary
585,CENTRAL POINT PHARMACY,covid_vaccination_centres,-113.501309101456,53.545876851951,10382 105 ST NW,EDMONTON,780-250-2616,https://centralpointpharmacy.com,Calgary
586,SHOPPERS DRUG MART #2390,covid_vaccination_centres,-114.139971688215,51.039642217012,55-1610 37 ST SW,CALGARY,403-240-4440,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
587,SAVE-ON-FOODS PHARMACY #6617,covid_vaccination_centres,-111.426230120919,56.730358679124,131 SIGNAL RD,FORT MCMURRAY,780-790-1423,https://saveonfoodspharmacy.medmeapp.com/schedule/,Calgary
588,RELIANCE DRUG MART,covid_vaccination_centres,-113.388785148001,52.956454288945,5520 37A AVE,WETASKIWIN,780-312-1737,,Calgary
589,GLOBAL REMEDY'S PHARMACY,covid_vaccination_centres,-112.824369370675,49.705114343965,414 13 ST N,LETHBRIDGE,403-942-5211,,Calgary
590,MAGRATH PHARMACY,covid_vaccination_centres,-112.868899159598,49.415646627235,80 SOUTH 1 ST W,MAGRATH,403-758-3001,,Calgary
591,SAVE-ON-FOODS PHARMACY #6664,covid_vaccination_centres,-113.488487328394,53.621921538249,9510 160 AVE NW,EDMONTON,780-472-7555,https://saveonfoodspharmacy.medmeapp.com/schedule/,Calgary
592,HEALTH PRO PHARMACY,covid_vaccination_centres,-113.540701472572,53.604837567556,14203 127 ST NW,EDMONTON,587-635-4288,,Calgary
593,UNIVERSAL HEALTH PHARMACY #2,covid_vaccination_centres,,,150-3650 WESTWINDS DR NE,CALGARY,403-514-6020,,Calgary
594,MILLERDALE PHARMACY,covid_vaccination_centres,-113.819584942877,52.262225194625,5201 43 ST,RED DEER,403-342-1434,,Calgary
595,REXALL #7274,covid_vaccination_centres,-110.646441383462,50.007958209476,101-3215 DUNMORE RD SE,MEDICINE HAT,403-528-8844,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
596,SHOPPERS DRUG MART #2305,covid_vaccination_centres,-114.160180836401,51.157820430872,11700 SARCEE TR NW,CALGARY,403-275-6336,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
597,VIET HOA PHARMACY LTD,covid_vaccination_centres,-113.964637772874,51.037257801742,102-1817 48 ST SE,CALGARY,403-272-0603,,Calgary
598,SAFEWAY PHARMACY #8893,covid_vaccination_centres,-113.424021625249,53.539061114703,5821 TERRACE RD NW,EDMONTON,780-469-9806,https://www.safeway.ca/vaccine-registration/,Calgary
599,SOBEYS PHARMACY #4984,covid_vaccination_centres,-114.028066845827,50.862960495333,100-200 HARTELL WAY SE,CALGARY,825-509-0937,https://pharmacyappointments.ca,Calgary
600,REXALL #7287,covid_vaccination_centres,-114.18522990442,51.048073909474,148-555 STRATHCONA BLVD SW,CALGARY,403-249-0455,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
601,MEDISENSE PHARMACY,covid_vaccination_centres,-113.53364527294,53.551318777583,12246 107 AVE NW,EDMONTON,780-756-1010,,Calgary
602,GLOBAL DRUGS,covid_vaccination_centres,-114.06699354366,51.066671380943,115-233 16 AVE NW,CALGARY,403-246-1227,https://www.globaldrugs.com,Calgary
603,JOHNSON'S TABER DRUGS,covid_vaccination_centres,-112.146395772525,49.784277042922,5204 48 AVE,TABER,403-223-2900,,Calgary
604,SAFEWAY PHARMACY #8833,covid_vaccination_centres,-114.200700649895,51.126137317456,99 CROWFOOT CRES NW,CALGARY,403-239-8839,https://www.safeway.ca/vaccine-registration/,Calgary
605,MEDICURE PLUS PHARMACY,covid_vaccination_centres,-113.960855652152,51.097544551265,928-5075 FALCONRIDGE BLVD NE,CALGARY,403-455-0400,https://www.medicurepluspharmacy.com,Calgary
606,SHOPPERS DRUG MART #2332,covid_vaccination_centres,-115.35507308298,51.090576582568,933 RAILWAY AVE,CANMORE,403-678-8750,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
607,ROOTS & BERRIES PHARMACY,covid_vaccination_centres,-113.451445739194,52.835432847928,MASKWACIS HEALTH CENTRE,MASKWACIS,780-585-2379,,Calgary
608,MYHEALTHCARE PHARMACY,covid_vaccination_centres,-113.986122248048,51.056637928635,101-3223 5 AVE NE,CALGARY,403-455-1505,,Calgary
609,THE PICTURE BUTTE PHARMACY (PHARMASAVE #388),covid_vaccination_centres,-112.778693471059,49.876903329821,309 JAMIESON AVE,PICTURE BUTTE,403-732-5511,,Calgary
610,BISHOP'S CROSSING PHARMACY & TRAVEL CLINIC,covid_vaccination_centres,-113.858650860868,50.571687630187,300B-1212 5 ST SE,HIGH RIVER,587-363-0111,https://bishoppharmacy.ca,Calgary
611,SAVE-ON-FOODS PHARMACY #6614,covid_vaccination_centres,-113.493801351687,53.465971778432,3361 CALGARY TR NW,EDMONTON,780-437-1990,https://saveonfoodspharmacy.medmeapp.com/schedule/,Calgary
612,REXALL #7220,covid_vaccination_centres,-113.525703557443,53.540673630253,11811 JASPER AVE NW,EDMONTON,780-482-2360,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
613,PHARMASAVE #338,covid_vaccination_centres,-114.014531653215,51.291355665708,101-209 CENTRE AVE SW,AIRDRIE,403-948-0010,https://www.airdriepharmasave.com,Calgary
614,HILLSIDE PHARMASAVE,covid_vaccination_centres,-113.894482114765,53.557599899824,114-636 KING ST,SPRUCE GROVE,780-666-2575,,Calgary
615,WAL-MART PHARMACY #3181,covid_vaccination_centres,-112.863999384231,53.020277893662,400-6800 48 AVE,CAMROSE,780-608-1263,https://portal.healthmyself.net/walmartab/forms/a66,Calgary
616,LONDON DRUGS #26,covid_vaccination_centres,-113.62686920141,53.523434723018,1494-8882 170 ST NW,EDMONTON,780-444-1794,https://www.londondrugs.com/covid19,Calgary
617,WAL-MART PHARMACY #5753,covid_vaccination_centres,-113.209835900107,53.697194868904,9551 87 AVE,FORT SASKATCHEWAN,780-998-7700,https://portal.healthmyself.net/walmartab/forms/a66,Calgary
618,MEDICINE SHOPPE PHARMACY 244,covid_vaccination_centres,-113.473763801775,53.551733420519,9002 JASPER AVE NW,EDMONTON,780-424-8998,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-244-7003008,Calgary
619,LOBLAW PHARMACY #1586,covid_vaccination_centres,-113.959414559146,50.874805721486,19655 SETON WAY SE,CALGARY,587-471-7673,https://www.realcanadiansuperstore.ca/covid19,Calgary
620,UNIVERSITY HEALTH CENTRE PHARMACY,covid_vaccination_centres,-113.527101442123,53.525434184396,1-10 STUDENTS UNION BLDG,EDMONTON,780-492-2634,https://www.uab.ca/uhcpharmacy,Calgary
621,SAVE-ON-FOODS PHARMACY #6635 - CANMORE,covid_vaccination_centres,-115.353698763389,51.091528912141,2-950 RAILWAY AVE,CANMORE,403-678-6394,https://saveonfoodspharmacy.medmeapp.com/schedule/,Calgary
622,HAMPTONS PHARMACY,covid_vaccination_centres,-113.663868015292,53.491594031475,5603 199 STREET NW,EDMONTON,780-809-1969,https://www.hamptonspharmacy.ca,Calgary
623,MEDICINE SHOPPE PHARMACY 111,covid_vaccination_centres,-114.07036508653,50.981995710453,114-8180 MACLEOD TR SE,CALGARY,403-253-7383,https://www.medicineshoppe.ca/en/alberta/calgary/the-medicine-shoppe-pharmacy-111-7004115,Calgary
624,SAFEWAY PHARMACY #8919,covid_vaccination_centres,-115.355762388526,51.093873126175,1200 RAILWAY AVE,CANMORE,403-609-2983,https://www.safeway.ca/vaccine-registration/,Calgary
625,MEDICINE MARKET PHARMACY,covid_vaccination_centres,-113.47500834411,53.426697575475,726 91 ST SW,EDMONTON,780-705-5656,https://www.medicinemarketpharmacy.ca,Calgary
626,SOBEYS PHARMACY #3184,covid_vaccination_centres,-113.417082713293,53.36061404824,5802 50 ST,BEAUMONT,780-929-5776,https://www.safeway.ca/vaccine-registration/,Calgary
627,REXALL #7266,covid_vaccination_centres,-113.945646182492,49.485880679356,789 MAIN ST,PINCHER CREEK,403-627-3080,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
628,LIVE LIFE PHARMACY,covid_vaccination_centres,-114.059198257294,50.985607237088,7A-7640 FAIRMOUNT DR SE,CALGARY,403-455-7575,,Calgary
629,EASTWOOD PHARMACY,covid_vaccination_centres,-113.463834514765,53.570294744366,7919 118 AVE NW,EDMONTON,780-761-0505,https://www.bookmyshot.com/7807610505,Calgary
630,THREE HILLS PHARMACY,covid_vaccination_centres,-113.268308630526,51.704406101475,424 MAIN ST,THREE HILLS,403-443-5551,,Calgary
631,ERINWOODS PHARMACY,covid_vaccination_centres,-113.959266487841,51.022546451629,3571 52 STREET SE,CALGARY,403-204-2233,,Calgary
632,WAL-MART PHARMACY #3640,covid_vaccination_centres,-110.200783663307,54.408565599076,4702 43 AVE,COLD LAKE,780-840-2343,https://portal.healthmyself.net/walmartab/forms/a66,Calgary
633,SHOPPERS DRUG MART #361,covid_vaccination_centres,-114.015074274722,50.984240834068,7740 18 ST SE,CALGARY,403-236-0851,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
634,LOBLAW PHARMACY #4906,covid_vaccination_centres,-111.988906243708,54.764396027958,10527 101 AVE,LAC LA BICHE,780-623-6410,https://www.yourindependentgrocer.ca/covid19,Calgary
635,SHANE'S IDA PHARMACY,covid_vaccination_centres,-112.471538559617,54.113440605133,37 WHEATLAND AVE,SMOKY LAKE,780-656-3945,,Calgary
636,SAVE-ON-FOODS PHARMACY #6604,covid_vaccination_centres,-114.089072811263,51.16747098428,225 PANTELLA HILL NW,CALGARY,403-384-9792,https://saveonfoodspharmacy.medmeapp.com/schedule/,Calgary
637,SAFEWAY PHARMACY #8855,covid_vaccination_centres,-113.589874050387,53.51996444908,MEADOWLARK MALL,EDMONTON,780-486-0669,https://www.safeway.ca/vaccine-registration/,Calgary
638,CALMAR PHARMACY LTD,covid_vaccination_centres,-113.80557276247,53.265329290653,5002 50 AVE,CALMAR,780-985-3121,https://www.calmarpharmacy.com,Calgary
639,SOUTH BLVD PHARMACY,covid_vaccination_centres,-113.49287207096,53.478656019527,4220 GATEWAY BLVD NW,EDMONTON,780-466-0688,,Calgary
640,CALGARY CO-OP PHARMACY #25,covid_vaccination_centres,-113.375367572497,51.038788781848,100 EDGEFIELD PL,STRATHMORE,403-934-4950,https://www.calgarycoop.com/covid19vaccination,Calgary
641,PHARMASAVE #358,covid_vaccination_centres,-113.303781417276,49.200972518525,71 2 AVE W,CARDSTON,403-653-4466,,Calgary
642,MEDICINE PLACE PHARMACY 3,covid_vaccination_centres,-113.492505857462,53.597228488198,13514 97 ST NW,EDMONTON,780-244-5755,https://www.medicineplace.ca,Calgary
643,PHARMASAVE LINDEN,covid_vaccination_centres,-113.483846759519,51.590590261742,113 CENTRAL AVE E,LINDEN,403-546-3041,,Calgary
644,PETER'S PHARMACY COMPOUNDING & HOME HEALTH,covid_vaccination_centres,-113.812822692196,52.25707736541,B-3617 50 AVE,RED DEER,403-986-8883,,Calgary
645,DIDSBURY PHARMASAVE #373,covid_vaccination_centres,-114.137559429089,51.660917201215,1918 20 ST,DIDSBURY,403-335-3066,https://pharmasave.com/didsbury/,Calgary
646,SHOPPERS DRUG MART #2371,covid_vaccination_centres,-113.940584455998,50.898110313575,610-7 MAHOGANY PLAZA SE,CALGARY,403-278-3606,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
647,COLES PHARMACY,covid_vaccination_centres,-113.390584187962,53.571679480196,168-3210 118 AVE NW,EDMONTON,780-477-9200,,Calgary
648,SHOPPERS DRUG MART 383,covid_vaccination_centres,-113.55381671585,53.561884194326,212 WESTMOUNT CENTRE,EDMONTON,780-453-5885,,Calgary
649,LONDON DRUGS #48,covid_vaccination_centres,-113.622677687914,53.643204444041,104-375 ST. ALBERT TR,ST ALBERT,780-458-8000,https://www.londondrugs.com/covid19,Calgary
650,PHARMASAVE HOLYROOD,covid_vaccination_centres,-113.443489201776,53.525869837908,9020 75 ST NW,EDMONTON,780-440-2066,https://www.pharmasave.com/edmonton-holyrood,Calgary
651,MEDS & CARE PHARMACY,covid_vaccination_centres,-113.644508925664,53.795941228475,9507 100 ST,MORINVILLE,780-939-4439,,Calgary
652,TOFIELD IDA PHARMACY LTD.,covid_vaccination_centres,-112.667133859315,53.368975607933,5119 50 ST,TOFIELD,780-662-3520,,Calgary
653,SUNDRE COMMUNITY DRUG MART,covid_vaccination_centres,-114.643856628677,51.796335686709,403 MAIN AVE W,SUNDRE,403-638-3922,https://pharmaconnect.ca/appointment/8307044a-15aa-48e0-9930-475097ae1998,Calgary
654,KENNEDALE DRUG MART,covid_vaccination_centres,-113.416651586066,53.589355746185,26-12981 50 ST NW,EDMONTON,780-476-9028,,Calgary
655,MIRACARE PHARMACY,covid_vaccination_centres,-113.503936755935,53.475160030799,3921 106 ST,EDMONTON,780-244-4221,http://www.miracarepharmacy.com,Calgary
656,KENRON COMPOUNDING PHARMACY FOOTHILLS,covid_vaccination_centres,-114.128414839527,51.069566271927,100-1620 29 ST NW,CALGARY,403-289-7224,https://www.kenron.ca,Calgary
657,RAYMOND PHARMACY LTD.,covid_vaccination_centres,-112.662592054131,49.463154713385,90 BROADWAY N,RAYMOND,403-752-3089,,Calgary
658,SHOPPERS DRUG MART #2389,covid_vaccination_centres,-113.99306017287,51.203381313535,CROSSIRON MILLS MALL,ROCKY VIEW,587-230-0703,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
659,ALPHA CARE PHARMACY,covid_vaccination_centres,-113.985043097168,51.08305834369,411-3508 32 AVE NE,CALGARY,587-356-0737,http://www.pharmachoice.ca,Calgary
660,UNIVERSAL HEALTH PHARMACY #7,covid_vaccination_centres,-113.942211230545,51.038773866939,5-1704 61 ST SE,CALGARY,587-470-7751,https://www.universalhealthcentre.com,Calgary
661,NORTH GAETZ PHARMACY,covid_vaccination_centres,-113.812552828664,52.296383463946,120-7101 50 AVE,RED DEER,403-341-0061,,Calgary
662,BRITTANIA PHARMACY,covid_vaccination_centres,-114.082357116813,51.009626245743,809 49 AVE SW,CALGARY,,https://www.bookmyshot.com/403-367-0630,Calgary
663,PIPER IDA PHARMACY,covid_vaccination_centres,-113.811163207539,52.25189211005,105-3215 49 AVE,RED DEER,403-343-8886,,Calgary
664,HOMESTEADER PHARMACY,covid_vaccination_centres,-113.40689908483,53.586986757979,590 HERMITAGE RD NW,EDMONTON,587-459-8080,,Calgary
665,THEO'S PHARMACY,covid_vaccination_centres,-113.107161028617,53.95115179002,3-4808 49 AVE,REDWATER,780-942-8490,,Calgary
666,REXALL #7265,covid_vaccination_centres,-113.506884906854,53.541151033804,10818 JASPER AVE NW,EDMONTON,780-488-4665,https://www.rexall.ca/covid-19/alberta-vaccine,Calgary
667,MEDICINE SHOPPE PHARMACY 389,covid_vaccination_centres,-114.028208817214,50.92835631987,1152 137 AVE SE,CALGARY,403-523-0116,https://www.medicineshoppe.ca/en/alberta/calgary/the-medicine-shoppe-pharmacy-389-7025348,Calgary
668,Bow Trail,covid_vaccination_centres,-114.099054538086,51.046208205137,850 - 16th Street SW,CALGARY,811,https://www.albertahealthservices.ca/topics/Page17295.aspx,Calgary
669,WAL-MART PHARMACY #3637,covid_vaccination_centres,-113.931866249836,53.539265455777,90 CAMPSITE RD,SPRUCE GROVE,780-962-9053,https://portal.healthmyself.net/walmartab/forms/a66,Calgary
670,LONDON DRUGS #84,covid_vaccination_centres,-114.007813159136,51.264117614112,110-2781 MAIN ST SW,AIRDRIE,587-775-0336,https://www.londondrugs.com/covid19,Calgary
671,SHOPPERS DRUG MART #2470,covid_vaccination_centres,-113.63937325931,53.524322001407,18224 89 AVE,EDMONTON,780-481-5864,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
672,MEDICINE SHOPPE PHARMACY 103,covid_vaccination_centres,-113.450249086435,53.549140654538,7915 106 AVE NW,EDMONTON,780-469-8222,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-103-7040974,Calgary
673,LENDRUM GUARDIAN PHARMACY,covid_vaccination_centres,-113.517979859082,53.49492347823,5720 111 ST NW,EDMONTON,587-759-0708,,Calgary
674,HEALTHLAND PHARMACY,covid_vaccination_centres,-113.944375528324,50.704783843247,102-116 SOUTHBANK BLVD,OKOTOKS,403-995-7732,,Calgary
675,PHARMASAVE MACLEOD,covid_vaccination_centres,-114.070262659541,50.986806440188,106-7500 MACLEOD TR SE,CALGARY,403-455-1599,,Calgary
676,SHOPPERS DRUG MART #2436,covid_vaccination_centres,-114.21274670327,51.060434157267,4000-873 85 ST SW,CALGARY,403-246-4193,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
677,SHOPPERS DRUG MART #2384,covid_vaccination_centres,-114.121416774723,50.941098609535,2555 WOODVIEW DR SW,CALGARY,403-281-1616,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
678,SAVE-ON-FOODS PHARMACY #6663,covid_vaccination_centres,-113.315844786618,53.513358015585,81 FIR ST,SHERWOOD PARK,780-467-7649,https://saveonfoodspharmacy.medmeapp.com/schedule/,Calgary
679,COSTCO PHARMACY #1069,covid_vaccination_centres,-113.948461957368,50.705419883343,202-104 SOUTHBANK BLVD,OKOTOKS,403-995-5159,https://www.costcopharmacy.ca/appointment,Calgary
680,HERITAGE IDA PHARMACY,covid_vaccination_centres,-113.509586820134,53.453219083423,2136 109 ST NW,EDMONTON,780-250-7400,https://heritageidarx.medmeapp.ca/schedule/,Calgary
681,WESTPARK DRUGS IDA,covid_vaccination_centres,-113.83009640569,52.258273352848,3722 57 AVE,RED DEER,403-346-8809,,Calgary
682,LOBLAW PHARMACY #4951,covid_vaccination_centres,-113.990134116807,51.272160609179,1050 YANKEE VALLEY BLVD,AIRDRIE,403-912-3810,https://www.nofrills.ca/covid19,Calgary
683,SAVE-ON-FOODS PHARMACY #6634,covid_vaccination_centres,-114.071979722912,50.974492547085,8855 MACLEOD TR SW,CALGARY,,https://saveonfoodspharmacy.medmeapp.com/schedule/,Calgary
684,JACKSON'S PHARMASAVE #327,covid_vaccination_centres,-113.950739257129,52.026378813053,5011 49 ST,INNISFAIL,403-227-3500,https://www.pharmasave.com,Calgary
685,FISHER'S VAUXHALL PHARMACY LTD.,covid_vaccination_centres,-112.104225114847,50.068082684685,415 2 AVE N,VAUXHALL,403-654-2515,,Calgary
686,RIVERCREST PHARMACY,covid_vaccination_centres,-113.623642581403,53.638451398174,1-367 ST. ALBERT TR,ST ALBERT,780-569-0345,,Calgary
687,PHARMASAVE #340,covid_vaccination_centres,-112.148955101914,49.786359947392,5011 50 ave,TABER,403-223-2245,,Calgary
688,LOBLAW PHARMACY #1502,covid_vaccination_centres,-113.521324401409,53.564831520083,11541 KINGSWAY AVE,EDMONTON,780-733-1415,https://www.realcanadiansuperstore.ca/covid19,Calgary
689,MEDICINE SHOPPE PHARMACY 416,covid_vaccination_centres,-113.052186722078,50.866377105404,216 5 AVE E,GLEICHEN,403-734-2766,,Calgary
690,SOBEYS PHARMACY #5386,covid_vaccination_centres,-113.941499615208,50.897988947792,1200-7 MAHOGANY PLAZA SE,CALGARY,403-726-0063,https://www.safeway.ca/vaccine-registration/,Calgary
691,CROWCHILD PHARMACY AND COMPOUNDING,covid_vaccination_centres,-114.165218955299,51.104061581634,128-5403 CROWCHILD TR NW,CALGARY,403-202-3521,https://crowchildpharmacyandcompounding.myappts.ca/src/,Calgary
692,IMAGINE HEALTH PHARMACY - CALGARY,covid_vaccination_centres,-114.057744129842,51.051703935976,4120-15 SUNPARK PLAZA SE,CALGARY,403-910-3990,,Calgary
693,COALHURST IDA PHARMACY,covid_vaccination_centres,-112.925086829972,49.748355154261,5209 6 ST,COALHURST,403-942-4577,,Calgary
694,MEDICINE SHOPPE PHARMACY 353,covid_vaccination_centres,-113.502044559443,53.618754711737,10423 158 AVE NW,EDMONTON,780-705-8150,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-353-7003926,Calgary
695,SAFEWAY PHARMACY #8903,covid_vaccination_centres,-114.208146982981,51.041127422098,375 ASPEN GLEN LANDING SW,CALGARY,403-217-8527,https://www.safeway.ca/vaccine-registration/,Calgary
696,BARRHEAD PEOPLES PHARMACY,covid_vaccination_centres,-114.403676743587,54.121082077812,B-5120 50 ST,BARRHEAD,780-674-4911,,Calgary
697,MCKNIGHT PHARMACY,covid_vaccination_centres,-113.963244229942,51.100583167525,133-4851 WESTWINDS DR NE,CALGARY,403-293-8721,,Calgary
698,SAFEWAY PHARMACY #8898,covid_vaccination_centres,-113.456445238192,53.519267557318,185-8330 82 AVE NW,EDMONTON,780-469-9485,https://www.safeway.ca/vaccine-registration/,Calgary
699,SYNERGY CENTRE PHARMACY,covid_vaccination_centres,-111.358341515092,56.719123317746,8550 FRANKLIN AVE,FORT MCMURRAY,780-750-1900,,Calgary
700,MEDICINE SHOPPE PHARMACY 107,covid_vaccination_centres,-113.519023125072,53.541239776673,11464 JASPER AVE NW,EDMONTON,780-488-9000,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-107-7007196,Calgary
701,MINT HEALTH + DRUGS: CMP,covid_vaccination_centres,-113.49351097294,53.550353424988,15807 102 AVE NW,EDMONTON,780-757-1030,https://www.mintdrugs.com,Calgary
702,PARKLAND VILLAGE PHARMACY,covid_vaccination_centres,-113.869388587637,53.581114181645,32-53222 RANGE RD 232,SPRUCE GROVE,780-571-1010,https://www.bookmyshot.com/covidshot/780-571-1010,Calgary
703,SOBEYS PHARMACY #3194,covid_vaccination_centres,-113.669821799794,53.524467244526,1030 WEBBER GREENS DR NW,EDMONTON,780-489-7762,https://www.safeway.ca/vaccine-registration/,Calgary
704,SAVE-ON-FOODS PHARMACY #6682,covid_vaccination_centres,-113.817315907538,52.290163654374,6720 52 AVE,RED DEER,403-343-7744,https://saveonfoodspharmacy.medmeapp.com/schedule/,Calgary
705,MEDICINE SHOPPE PHARMACY 388,covid_vaccination_centres,-112.823481628906,49.702312984467,2-245 13 ST N,LETHBRIDGE,587-486-8800,https://www.medicineshoppe.ca/en/alberta/lethbridge/the-medicine-shoppe-pharmacy-388-7024086,Calgary
706,SHOPPERS DRUG MART #2318,covid_vaccination_centres,-112.797350051777,49.727751203504,3071 26 AVE N,LETHBRIDGE,403-320-1470,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Calgary
707,DRUGSTORE PHARMACY #1540,covid_vaccination_centres,-114.01108698413,51.303540785807,300 VETERANS BLVD NE,AIRDRIE,403-945-2335,https://www.realcanadiansuperstore.ca/covid19,Calgary
708,SUMMIT DRUG MART,covid_vaccination_centres,-113.627458245812,53.653624711042,101-200 BOUDREAU RD,ST ALBERT,780-458-2445,,Calgary
709,BOW ISLAND APPLE DRUGS,covid_vaccination_centres,-111.381502414851,49.870363583162,502 1 ST W,BOW ISLAND,403-545-2929,,Calgary
710,NORTHTOWN PHARMACY,covid_vaccination_centres,-113.481577730473,53.592552175741,9042 132 AVE NW,EDMONTON,780-244-9900,,Calgary
711,SAVE-ON-FOODS PHARMACY #6618,covid_vaccination_centres,-112.855481222862,53.019960879254,4820 66 ST,CAMROSE,780-672-0310,https://saveonfoodspharmacy.medmeapp.com/schedule/,Calgary
712,WAL-MART PHARMACY #1078,covid_vaccination_centres,-112.795517569519,49.729586045992,3195 26 AVE N,LETHBRIDGE,403-380-6807,https://portal.healthmyself.net/walmartab/forms/a66,Calgary
713,LEDUC COMMUNITY PHARMACY & TRAVEL CLINIC,covid_vaccination_centres,-113.547570601416,53.256383639478,105-4809 43A AVE,LEDUC,780-739-7711,https://www.leducpharmacy.ca,Calgary
714,SAFEWAY PHARMACY #8897,covid_vaccination_centres,-113.91219866148,53.542090362278,94 MCLEOD AVE,SPRUCE GROVE,780-962-0705,https://www.safeway.ca/vaccine-registration/,Calgary
715,AQUA RX PHARMACY,covid_vaccination_centres,-113.503351687782,53.548178091921,10608 105 AVE NW,EDMONTON,780-540-3550,https://www.aqua-rx-pharmacy.com,Calgary
716,SAFEWAY PHARMACY #8857,covid_vaccination_centres,-113.548383746145,53.273970957747,6112 50 ST,LEDUC,780-986-0364,https://www.safeway.ca/vaccine-registration/,Calgary
717,DRUGSTORE PHARMACY #4379,covid_vaccination_centres,-110.833255432504,52.841693442872,2601 14 AVE,WAINWRIGHT,780-806-5110,https://www.nofrills.ca/covid19,Calgary
718,BALSAM PHARMACY,covid_vaccination_centres,-113.499536903652,53.498596583526,104-10430 61 AVE NW,EDMONTON,587-499-2622,https://www.balsam-pharmacy.com,Calgary
719,MINT HEALTH + DRUGS SHERWOOD,covid_vaccination_centres,-113.3233360005,53.536153694632,109-65 CHIPPEWA RD,SHERWOOD PARK,780-467-9839,https://www.mintdrugs.com,Calgary
