Year,Month,Permit_Issued_Date,Ward,Structure_Type,Type_of_Work,Permit_Fee,Construction_Value,Units,Issued_Date,FID
2013,6,2013-06-06T00:00:00.000Z,Ward 2,Single Detached Dwelling,Renovation,152.25,21000,0,2013-06-06T00:00:00.000Z,5378
2013,6,2013-06-06T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,2211.25,305000,1,2013-06-06T00:00:00.000Z,5379
2013,6,2013-06-05T00:00:00.000Z,Ward 5,Deck,New,21.75,3000,0,2013-06-05T00:00:00.000Z,5380
2013,6,2013-06-05T00:00:00.000Z,Ward 5,Single Detached Dwelling,Repair,21.75,3000,0,2013-06-05T00:00:00.000Z,5381
2013,6,2013-06-05T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,108.75,15000,0,2013-06-05T00:00:00.000Z,5382
2013,6,2013-06-05T00:00:00.000Z,Ward 10,Accessory Building,New,435,60000,0,2013-06-05T00:00:00.000Z,5383
2013,6,2013-06-04T00:00:00.000Z,Ward 12,Single Detached Dwelling,Renovation,1000.5,137190,0,2013-06-04T00:00:00.000Z,5384
2013,6,2013-06-04T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,14.5,2000,0,2013-06-04T00:00:00.000Z,5385
2013,6,2013-06-04T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,14.5,1500,0,2013-06-04T00:00:00.000Z,5386
2013,6,2013-06-04T00:00:00.000Z,Ward 2,Deck,New,145,19600,0,2013-06-04T00:00:00.000Z,5387
2013,6,2013-06-04T00:00:00.000Z,Ward 1,Deck,New,29,4000,0,2013-06-04T00:00:00.000Z,5388
2013,6,2013-06-04T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,50.75,6350,0,2013-06-04T00:00:00.000Z,5389
2013,6,2013-06-04T00:00:00.000Z,Ward 8,Accessory Building,New,543.75,75000,0,2013-06-04T00:00:00.000Z,5390
2013,6,2013-06-24T00:00:00.000Z,Ward 4,Single Detached Dwelling,Repair,36.25,4500,0,2013-06-24T00:00:00.000Z,5391
2013,7,2013-07-16T00:00:00.000Z,Ward 2,Single Detached Dwelling,New,1522.5,210000,0,2013-07-16T00:00:00.000Z,5392
2013,7,2013-07-05T00:00:00.000Z,Ward 12,Accesory Building,New,29,3500,0,2013-07-05T00:00:00.000Z,5393
2013,6,2013-06-24T00:00:00.000Z,Ward 3,Single Detached Dwelling,Repair,29,3200,0,2013-06-24T00:00:00.000Z,5394
2013,7,2013-07-24T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,14.5,1500,0,2013-07-24T00:00:00.000Z,5395
2013,7,2013-07-16T00:00:00.000Z,Ward 3,Single Detached Dwelling,New,1232.5,170000,1,2013-07-16T00:00:00.000Z,5396
2013,5,2013-05-25T00:00:00.000Z,Ward 11,Single Detached Dwelling,Addition,696,96000,0,2013-05-25T00:00:00.000Z,5397
2013,7,2013-07-05T00:00:00.000Z,Ward 10,Commercial Building,Demolition,,0,0,2013-07-05T00:00:00.000Z,5398
2013,6,2013-06-24T00:00:00.000Z,Ward 11,Commercial Building,Renovation,21.75,3000,0,2013-06-24T00:00:00.000Z,5399
2013,5,2013-05-13T00:00:00.000Z,Ward 7,Single Detached Dwelling,Repair,29,4000,0,2013-05-13T00:00:00.000Z,5400
2013,7,2013-07-23T00:00:00.000Z,Ward 10,Accessory Building,New,7.5,1000,0,2013-07-23T00:00:00.000Z,5401
2013,7,2013-07-16T00:00:00.000Z,Ward 3,Single Detached Dwelling,New,870,120000,1,2013-07-16T00:00:00.000Z,5402
2013,5,2013-05-25T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,50.75,6595,0,2013-05-25T00:00:00.000Z,5403
2013,7,2013-07-05T00:00:00.000Z,Ward 10,Commercial Building,Renovation,108.75,15000,0,2013-07-05T00:00:00.000Z,5404
2013,6,2013-06-24T00:00:00.000Z,Ward 7,Single Detached Dwelling/Apartment,Renovation,7.5,1000,0,2013-06-24T00:00:00.000Z,5405
2013,5,2013-05-13T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,65.25,9000,0,2013-05-13T00:00:00.000Z,5406
2013,7,2013-07-23T00:00:00.000Z,Ward 12,Deck,New,43.5,6000,0,2013-07-23T00:00:00.000Z,5407
2013,7,2013-07-16T00:00:00.000Z,Ward 3,Single Detached Dwelling,New,870,120000,1,2013-07-16T00:00:00.000Z,5408
2013,5,2013-05-25T00:00:00.000Z,Ward 8,Single Detached Dwelling,Repair,36.25,5000,0,2013-05-25T00:00:00.000Z,5409
2013,5,2013-05-25T00:00:00.000Z,Ward 10,Single Detached Dwelling,Repair,29,4000,0,2013-05-25T00:00:00.000Z,5410
2013,5,2013-05-25T00:00:00.000Z,Ward 12,Deck,New,14.5,1500,0,2013-05-25T00:00:00.000Z,5411
2013,5,2013-05-25T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,1377.5,190000,1,2013-05-25T00:00:00.000Z,5412
2013,5,2013-05-25T00:00:00.000Z,Ward 3,Apartment Building,Demolition,0,0,0,2013-05-25T00:00:00.000Z,5413
2013,5,2013-05-25T00:00:00.000Z,Ward 11,Commercial Building,Renovation,36.25,4200,0,2013-05-25T00:00:00.000Z,5414
2013,5,2013-05-25T00:00:00.000Z,Ward 8,Deck,New,21.75,2200,0,2013-05-25T00:00:00.000Z,5415
2013,5,2013-05-25T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,87,12000,0,2013-05-25T00:00:00.000Z,5416
2013,5,2013-05-25T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,7.5,500,0,2013-05-25T00:00:00.000Z,5417
2013,5,2013-05-25T00:00:00.000Z,Ward 2,Single Detached Dwelling,Renovation,7.5,500,0,2013-05-25T00:00:00.000Z,5418
2013,5,2013-05-25T00:00:00.000Z,Ward 11,Single Detached Dwelling,Addition,2900,400000,0,2013-05-25T00:00:00.000Z,5419
2013,5,2013-05-25T00:00:00.000Z,Ward 7,Accessory Building,New,7.25,1000,0,2013-05-25T00:00:00.000Z,5420
2013,5,2013-05-25T00:00:00.000Z,Ward 11,Accessory Building,New,7.25,1000,0,2013-05-25T00:00:00.000Z,5421
2013,5,2013-05-25T00:00:00.000Z,Ward 1,Single Detached Dwelling,New,1015,140000,1,2013-05-25T00:00:00.000Z,5422
2013,5,2013-05-25T00:00:00.000Z,Ward 2,Single Detached Dwelling/Apartment,Renovation,72.5,10000,1,2013-05-25T00:00:00.000Z,5423
2013,5,2013-05-25T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,181.25,25000,0,2013-05-25T00:00:00.000Z,5424
2013,5,2013-05-25T00:00:00.000Z,Ward 12,Commercial Building,Renovation,435,60000,0,2013-05-25T00:00:00.000Z,5425
2013,5,2013-05-24T00:00:00.000Z,Ward 11,Commercial Building,Demolition,0,0,0,2013-05-24T00:00:00.000Z,5426
2013,5,2013-05-24T00:00:00.000Z,Ward 7,Single Detached Dwelling,Repair,29,3675,0,2013-05-24T00:00:00.000Z,5427
2013,5,2013-05-24T00:00:00.000Z,Ward 12,Townhouse,New,8700,1200000,6,2013-05-24T00:00:00.000Z,5428
2013,5,2013-05-24T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,232,32000,0,2013-05-24T00:00:00.000Z,5429
2013,5,2013-05-24T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,123.25,16500,0,2013-05-24T00:00:00.000Z,5430
2013,5,2013-05-23T00:00:00.000Z,Ward 8,Single Detached Dwelling,Renovation,29,3300,0,2013-05-23T00:00:00.000Z,5431
2013,5,2013-05-23T00:00:00.000Z,Ward 7,Pool,New,108.75,15000,0,2013-05-23T00:00:00.000Z,5432
2013,5,2013-05-23T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,87,12000,0,2013-05-23T00:00:00.000Z,5433
2013,5,2013-05-23T00:00:00.000Z,Ward 6,Single Detached Dwelling,Demolition,,0,0,2013-05-23T00:00:00.000Z,5434
2013,5,2013-05-23T00:00:00.000Z,Ward 8,Institutional,Renovation,36.25,5000,0,2013-05-23T00:00:00.000Z,5435
2013,5,2013-05-23T00:00:00.000Z,Ward 8,Institutional,Renovation,2900,400000,0,2013-05-23T00:00:00.000Z,5436
2013,5,2013-05-23T00:00:00.000Z,Ward 7,Pool,Renovation,65.25,9000,0,2013-05-23T00:00:00.000Z,5437
2013,5,2013-05-21T00:00:00.000Z,Ward 12,Commercial/Residential,New,1232.5,170000,1,2013-05-21T00:00:00.000Z,5438
2013,5,2013-05-17T00:00:00.000Z,Ward 2,Single Detached Dwelling,New,1595,220000,1,2013-05-17T00:00:00.000Z,5439
2013,5,2013-05-17T00:00:00.000Z,Ward 2,Deck,New,65.25,8800,0,2013-05-17T00:00:00.000Z,5440
2013,5,2013-05-17T00:00:00.000Z,Ward 1,Deck,New,79.75,10100,0,2013-05-17T00:00:00.000Z,5441
2013,5,2013-05-16T00:00:00.000Z,Ward 1,Commercial Building,Renovation,217.5,30000,0,2013-05-16T00:00:00.000Z,5442
2013,5,2013-05-16T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,72.5,10000,0,2013-05-16T00:00:00.000Z,5443
2013,5,2013-05-13T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,21.75,2900,0,2013-05-13T00:00:00.000Z,5444
2013,7,2013-07-05T00:00:00.000Z,Ward 10,Commercial Building,Renovation,217.5,29475,0,2013-07-05T00:00:00.000Z,5445
2013,5,2013-05-13T00:00:00.000Z,Ward 12,Single Detached Dwelling,Renovation,65.25,9000,0,2013-05-13T00:00:00.000Z,5446
2013,7,2013-07-04T00:00:00.000Z,Ward 8,Institutional,Renovation,188.5,26000,0,2013-07-04T00:00:00.000Z,5447
2013,7,2013-07-16T00:00:00.000Z,Ward 1,Accesory Building,New,14.5,2000,0,2013-07-16T00:00:00.000Z,5448
2013,5,2013-05-13T00:00:00.000Z,Ward 10,Apartment Building,Renovation,43.5,6000,0,2013-05-13T00:00:00.000Z,5449
2013,7,2013-07-04T00:00:00.000Z,Ward 8,Institutional,Renovation,145,20000,0,2013-07-04T00:00:00.000Z,5450
2013,7,2013-07-16T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,72.5,10000,1,2013-07-16T00:00:00.000Z,5451
2013,6,2013-06-24T00:00:00.000Z,Ward 7,Single Detached Dwelling,Repair,29,4000,0,2013-06-24T00:00:00.000Z,5452
2013,5,2013-05-13T00:00:00.000Z,Ward 7,Municipal,Renovation,36.25,5000,0,2013-05-13T00:00:00.000Z,5453
2013,7,2013-07-23T00:00:00.000Z,Ward 8,Institutional,Renovation,72.5,10000,0,2013-07-23T00:00:00.000Z,5454
2013,7,2013-07-04T00:00:00.000Z,Ward 8,Institutional,Renovation,319,44000,0,2013-07-04T00:00:00.000Z,5455
2013,7,2013-07-16T00:00:00.000Z,Ward 12,Pool,New,43.5,6000,0,2013-07-16T00:00:00.000Z,5456
2013,6,2013-06-24T00:00:00.000Z,Ward 5,Duplex,Repair,43.5,6000,0,2013-06-24T00:00:00.000Z,5457
2013,5,2013-05-13T00:00:00.000Z,Ward 10,Accessory Building,New,7.25,1000,0,2013-05-13T00:00:00.000Z,5458
2013,7,2013-07-23T00:00:00.000Z,Ward 12,Duplex,Renovation,87,12000,0,2013-07-23T00:00:00.000Z,5459
2013,7,2013-07-04T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,87,12000,0,2013-07-04T00:00:00.000Z,5460
2013,7,2013-07-15T00:00:00.000Z,Ward 6,Accesory Building,New,7.5,1000,0,2013-07-15T00:00:00.000Z,5461
2013,6,2013-06-24T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,282.75,39000,0,2013-06-24T00:00:00.000Z,5462
2013,6,2013-06-24T00:00:00.000Z,Ward 11,Commercial Building,Renovation,43.5,5700,0,2013-06-24T00:00:00.000Z,5463
2013,6,2013-06-24T00:00:00.000Z,Ward 5,Single Detached Dwelling,Repair,14.5,2000,0,2013-06-24T00:00:00.000Z,5464
2013,6,2013-06-24T00:00:00.000Z,Ward 7,Apartment Building,Repair,14.5,2000,0,2013-06-24T00:00:00.000Z,5465
2013,6,2013-06-24T00:00:00.000Z,Ward 8,Institutional,Renovation,420.5,57700,0,2013-06-24T00:00:00.000Z,5466
2013,6,2013-06-24T00:00:00.000Z,Ward 8,Institutional,Renovation,137.75,18600,0,2013-06-24T00:00:00.000Z,5467
2013,6,2013-06-24T00:00:00.000Z,Ward 4,Apartment Building,Repair,7.25,1000,0,2013-06-24T00:00:00.000Z,5468
2013,6,2013-06-24T00:00:00.000Z,Ward 8,Institutional,Renovation,203,28000,0,2013-06-24T00:00:00.000Z,5469
2013,6,2013-06-24T00:00:00.000Z,Ward 8,Institutional,Renovation,152.25,21000,0,2013-06-24T00:00:00.000Z,5470
2013,6,2013-06-24T00:00:00.000Z,Ward 5,Accesory Building,New,14.5,1500,0,2013-06-24T00:00:00.000Z,5471
2013,6,2013-06-24T00:00:00.000Z,Ward 7,Apartment Building,Renovation,58,8000,0,2013-06-24T00:00:00.000Z,5472
2013,6,2013-06-21T00:00:00.000Z,Ward 3,Single Detached Dwelling,Repair,29,4000,0,2013-06-21T00:00:00.000Z,5473
2013,6,2013-06-21T00:00:00.000Z,Ward 4,Single Detached Dwelling,Repair,29,3500,0,2013-06-21T00:00:00.000Z,5474
2013,6,2013-06-21T00:00:00.000Z,Ward 3,Single Detached Dwelling,Repair,29,4000,0,2013-06-21T00:00:00.000Z,5475
2013,6,2013-06-21T00:00:00.000Z,Ward 1,Single Detached Dwelling,Repair,43.5,6000,0,2013-06-21T00:00:00.000Z,5476
2013,6,2013-06-21T00:00:00.000Z,Ward 2,Single Detached Dwelling,New,1232.5,170000,1,2013-06-21T00:00:00.000Z,5477
2013,6,2013-06-21T00:00:00.000Z,Ward 4,Single Detached Dwelling,Repair,72.5,10000,0,2013-06-21T00:00:00.000Z,5478
2013,6,2013-06-21T00:00:00.000Z,Ward 1,Single Detached Dwelling,Renovation,50.75,6900,0,2013-06-21T00:00:00.000Z,5479
2013,6,2013-06-20T00:00:00.000Z,Ward 11,Single Detached Dwelling,Repair,65.25,8200,0,2013-06-20T00:00:00.000Z,5480
2013,6,2013-06-20T00:00:00.000Z,Ward 11,Accessory Building,New,7.25,1000,0,2013-06-20T00:00:00.000Z,5481
2013,6,2013-06-20T00:00:00.000Z,Ward 6,Deck,New,21.75,3000,0,2013-06-20T00:00:00.000Z,5482
2013,6,2013-06-20T00:00:00.000Z,Ward 11,Accessory Building,New,7.25,1000,0,2013-06-20T00:00:00.000Z,5483
2013,6,2013-06-20T00:00:00.000Z,Ward 11,Accessory Building,New,7.25,1000,0,2013-06-20T00:00:00.000Z,5484
2013,6,2013-06-20T00:00:00.000Z,Ward 11,Accessory Building,New,7.25,1000,0,2013-06-20T00:00:00.000Z,5485
2013,6,2013-06-20T00:00:00.000Z,Ward 11,Accessory Building,New,7.25,1000,0,2013-06-20T00:00:00.000Z,5486
2013,6,2013-06-20T00:00:00.000Z,Ward 4,Accesory Building,New,14.5,1500,0,2013-06-20T00:00:00.000Z,5487
2013,6,2013-06-20T00:00:00.000Z,Ward 8,Detached Garage,New,79.75,11000,0,2013-06-20T00:00:00.000Z,5488
2013,6,2013-06-20T00:00:00.000Z,Ward 4,Single Detached Dwelling,Addition,145,20000,0,2013-06-20T00:00:00.000Z,5489
2013,6,2013-06-19T00:00:00.000Z,Ward 8,Apartment Building,Repair,137.75,18800,0,2013-06-19T00:00:00.000Z,5490
2013,6,2013-06-19T00:00:00.000Z,Ward 5,Single Detached Dwelling,Renovation,43.5,6000,0,2013-06-19T00:00:00.000Z,5491
2013,7,2013-07-04T00:00:00.000Z,Ward 3,Commercial Building,New,72.5,10000,0,2013-07-04T00:00:00.000Z,5492
2013,5,2013-05-13T00:00:00.000Z,Ward 7,Accessory Building,New,362.5,50000,0,2013-05-13T00:00:00.000Z,5493
2013,7,2013-07-03T00:00:00.000Z,Ward 3,Deck,New,14.5,2000,0,2013-07-03T00:00:00.000Z,5494
2013,7,2013-07-15T00:00:00.000Z,Ward 2,Single Detached Dwelling,Renovation,116,16000,0,2013-07-15T00:00:00.000Z,5495
2013,5,2013-05-13T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,362.5,50000,0,2013-05-13T00:00:00.000Z,5496
2013,7,2013-07-02T00:00:00.000Z,Ward 8,Institutional,Repair,1740,240000,0,2013-07-02T00:00:00.000Z,5497
2013,7,2013-07-15T00:00:00.000Z,Ward 2,Commercial Building,Renovation,108.75,15000,0,2013-07-15T00:00:00.000Z,5498
2013,7,2013-07-23T00:00:00.000Z,Ward 8,Institutional,Renovation,210.25,28600,0,2013-07-23T00:00:00.000Z,5499
2013,5,2013-05-10T00:00:00.000Z,Ward 1,Deck,New,65.25,9000,0,2013-05-10T00:00:00.000Z,5500
2013,7,2013-07-02T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,108.75,15000,0,2013-07-02T00:00:00.000Z,5501
2013,7,2013-07-15T00:00:00.000Z,Ward 10,Commercial Building,Renovation,210.25,28545,0,2013-07-15T00:00:00.000Z,5502
2013,7,2013-07-23T00:00:00.000Z,Ward 8,Institutional,Renovation,210.25,28300,0,2013-07-23T00:00:00.000Z,5503
2013,5,2013-05-10T00:00:00.000Z,Ward 2,Single Detached Dwelling,Renovation,58,8000,0,2013-05-10T00:00:00.000Z,5504
2013,7,2013-07-02T00:00:00.000Z,Ward 7,Single Detached Dwelling,Renovation,217.5,30000,0,2013-07-02T00:00:00.000Z,5505
2013,7,2013-07-15T00:00:00.000Z,Ward 6,Accesory Building,New,43.5,6000,0,2013-07-15T00:00:00.000Z,5506
2013,7,2013-07-23T00:00:00.000Z,Ward 8,Single Detached Dwelling,Renovation,43.5,5400,0,2013-07-23T00:00:00.000Z,5507
2013,5,2013-05-10T00:00:00.000Z,Ward 2,Single Detached Dwelling,Repair,58,8000,0,2013-05-10T00:00:00.000Z,5508
2013,7,2013-07-02T00:00:00.000Z,Ward 9,Single Detached Dwelling,Addition,145,20000,0,2013-07-02T00:00:00.000Z,5509
2013,7,2013-07-15T00:00:00.000Z,Ward 4,Single Detached Dwelling,New,1631.25,225000,1,2013-07-15T00:00:00.000Z,5510
2013,7,2013-07-23T00:00:00.000Z,Ward 6,Single Detached Dwelling,Renovation,79.75,10919.25,0,2013-07-23T00:00:00.000Z,5511
2013,5,2013-05-10T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,29,3500,0,2013-05-10T00:00:00.000Z,5512
2013,7,2013-07-02T00:00:00.000Z,Ward 11,Single Detached Dwelling,Repair,72.5,10000,0,2013-07-02T00:00:00.000Z,5513
2013,7,2013-07-15T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,2537.5,350000,1,2013-07-15T00:00:00.000Z,5514
2013,7,2013-07-23T00:00:00.000Z,Ward 1,Single Detached Dwelling,Renovation,21.75,2954.5,0,2013-07-23T00:00:00.000Z,5515
2013,7,2013-07-23T00:00:00.000Z,Ward 9,Accesory Building,New,21.75,2500,0,2013-07-23T00:00:00.000Z,5516
2013,7,2013-07-23T00:00:00.000Z,Ward 11,Apartment Building,Renovation,7.5,1000,0,2013-07-23T00:00:00.000Z,5517
2013,7,2013-07-23T00:00:00.000Z,Ward 6,Apartment Building,Renovation,21.75,3000,0,2013-07-23T00:00:00.000Z,5518
2013,7,2013-07-23T00:00:00.000Z,Ward 12,Commercial Building,Renovation,145,20000,0,2013-07-23T00:00:00.000Z,5519
2013,7,2013-07-23T00:00:00.000Z,Ward 10,Accessory Building,New,7.5,900,0,2013-07-23T00:00:00.000Z,5520
2013,7,2013-07-23T00:00:00.000Z,Ward 2,Single Detached Dwelling,Renovation,36.25,4199.2,0,2013-07-23T00:00:00.000Z,5521
2013,7,2013-07-23T00:00:00.000Z,Ward 9,Accessory Building,New,7.5,1000,0,2013-07-23T00:00:00.000Z,5522
2013,7,2013-07-23T00:00:00.000Z,Ward 12,Single Detached Dwelling,Demolition,,0,0,2013-07-23T00:00:00.000Z,5523
2013,7,2013-07-23T00:00:00.000Z,Ward 11,Apartment Building,Repair,7.5,750,0,2013-07-23T00:00:00.000Z,5524
2013,7,2013-07-23T00:00:00.000Z,Ward 10,Apartment Building,Renovation,507.5,70000,2,2013-07-23T00:00:00.000Z,5525
2013,7,2013-07-23T00:00:00.000Z,Ward 6,Single Detached Dwelling,Renovation,43.5,6000,0,2013-07-23T00:00:00.000Z,5526
2013,7,2013-07-23T00:00:00.000Z,Ward 10,Single Detached Dwelling,Addition,203,28000,0,2013-07-23T00:00:00.000Z,5527
2013,7,2013-07-23T00:00:00.000Z,Ward 10,Apartment Building,Renovation,362.5,50000,2,2013-07-23T00:00:00.000Z,5528
2013,7,2013-07-23T00:00:00.000Z,Ward 12,Apartment Building,New,17400,2400000,43,2013-07-23T00:00:00.000Z,5529
2013,7,2013-07-22T00:00:00.000Z,Ward 10,Duplex,Renovation,253.75,35000,0,2013-07-22T00:00:00.000Z,5530
2013,7,2013-07-19T00:00:00.000Z,Ward 2,Pool,New,58,8000,0,2013-07-19T00:00:00.000Z,5531
2013,7,2013-07-19T00:00:00.000Z,Ward 12,Accesory Building,New,94.25,13000,0,2013-07-19T00:00:00.000Z,5532
2013,7,2013-07-18T00:00:00.000Z,Ward 2,Pool,New,21.75,3000,0,2013-07-18T00:00:00.000Z,5533
2013,7,2013-07-18T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,36.25,5000,0,2013-07-18T00:00:00.000Z,5534
2013,7,2013-07-18T00:00:00.000Z,Ward 7,Industrial,New,1232.5,170000,0,2013-07-18T00:00:00.000Z,5535
2013,7,2013-07-18T00:00:00.000Z,Ward 12,Commercial Building,Renovation,362.5,50000,0,2013-07-18T00:00:00.000Z,5536
2013,7,2013-07-17T00:00:00.000Z,Ward 4,Single Detached Dwelling,Repair,72.5,9292,0,2013-07-17T00:00:00.000Z,5537
2013,5,2013-05-10T00:00:00.000Z,Ward 1,Institutional,Renovation,87,12000,0,2013-05-10T00:00:00.000Z,5538
2013,7,2013-07-15T00:00:00.000Z,Ward 7,Commercial Building,New,10389.25,1432700,0,2013-07-15T00:00:00.000Z,5539
2013,7,2013-07-02T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,145,20000,0,2013-07-02T00:00:00.000Z,5540
2013,5,2013-05-10T00:00:00.000Z,Ward 12,Commercial Building,New,2863.75,395000,0,2013-05-10T00:00:00.000Z,5541
2013,7,2013-07-12T00:00:00.000Z,Ward 6,Single Detached Dwelling,Addition,507.5,70000,0,2013-07-12T00:00:00.000Z,5542
2013,7,2013-07-02T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,36.25,4500,0,2013-07-02T00:00:00.000Z,5543
2013,5,2013-05-10T00:00:00.000Z,Ward 1,Single Detached Dwelling,Addition,72.5,10000,0,2013-05-10T00:00:00.000Z,5544
2013,7,2013-07-12T00:00:00.000Z,Ward 10,Single Detached Dwelling,Addition,507.5,70000,0,2013-07-12T00:00:00.000Z,5545
2013,7,2013-07-02T00:00:00.000Z,Ward 10,Single Detached Dwelling,Repair,36.25,4200,0,2013-07-02T00:00:00.000Z,5546
2013,5,2013-05-09T00:00:00.000Z,Ward 2,Deck,New,14.5,1700,0,2013-05-09T00:00:00.000Z,5547
2013,7,2013-07-12T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,1812.5,250000,1,2013-07-12T00:00:00.000Z,5548
2013,7,2013-07-02T00:00:00.000Z,Ward 12,Single Detached Dwelling,Repair,50.75,6900,0,2013-07-02T00:00:00.000Z,5549
2013,5,2013-05-08T00:00:00.000Z,Ward 4,Single Detached Dwelling,Renovation,72.5,9300,0,2013-05-08T00:00:00.000Z,5550
2013,7,2013-07-11T00:00:00.000Z,Ward 11,Single Detached Dwelling,Renovation,203,27600,0,2013-07-11T00:00:00.000Z,5551
2013,7,2013-07-02T00:00:00.000Z,Ward 12,Single Detached Dwelling,Repair,43.5,5400,0,2013-07-02T00:00:00.000Z,5552
2013,5,2013-05-08T00:00:00.000Z,Ward 2,Single Detached Dwelling,Renovation/Addition,217.5,30000,0,2013-05-08T00:00:00.000Z,5553
2013,7,2013-07-11T00:00:00.000Z,Ward 12,Mini Home,New,155,70000,1,2013-07-11T00:00:00.000Z,5554
2013,7,2013-07-02T00:00:00.000Z,Ward 12,Single Detached Dwelling,Repair,72.5,10000,0,2013-07-02T00:00:00.000Z,5555
2013,5,2013-05-08T00:00:00.000Z,Ward 5,Single Detached Dwelling,New,1522.5,210000,1,2013-05-08T00:00:00.000Z,5556
2013,7,2013-07-11T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,1087.5,150000,1,2013-07-11T00:00:00.000Z,5557
2013,7,2013-07-02T00:00:00.000Z,Ward 12,Commercial Building,Renovation,130.5,18000,0,2013-07-02T00:00:00.000Z,5558
2013,5,2013-05-08T00:00:00.000Z,Ward 11,Single Detached Dwelling,Addition,130.5,18000,0,2013-05-08T00:00:00.000Z,5559
2013,7,2013-07-11T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,1232.5,170000,1,2013-07-11T00:00:00.000Z,5560
2013,7,2013-07-02T00:00:00.000Z,Ward 12,Single Detached Dwelling,Repair,36.25,5000,0,2013-07-02T00:00:00.000Z,5561
2013,5,2013-05-07T00:00:00.000Z,Ward 1,Pool,New,72.5,10000,0,2013-05-07T00:00:00.000Z,5562
2013,7,2013-07-11T00:00:00.000Z,Ward 12,Single Detached Dwelling/Apartment,New,1740,240000,2,2013-07-11T00:00:00.000Z,5563
2013,7,2013-07-02T00:00:00.000Z,Ward 10,Single Detached Dwelling,Repair,43.5,6000,0,2013-07-02T00:00:00.000Z,5564
2013,5,2013-05-07T00:00:00.000Z,Ward 9,Single Detached Dwelling,Renovation,36.25,5000,0,2013-05-07T00:00:00.000Z,5565
2013,7,2013-07-10T00:00:00.000Z,Ward 3,Single Detached Dwelling,Renovation,159.5,22000,0,2013-07-10T00:00:00.000Z,5566
2013,7,2013-07-10T00:00:00.000Z,Ward 12,Mini Home,New,155,80000,1,2013-07-10T00:00:00.000Z,5567
2013,7,2013-07-10T00:00:00.000Z,Ward 2,Pool,New,217.5,30000,0,2013-07-10T00:00:00.000Z,5568
2013,7,2013-07-10T00:00:00.000Z,Ward 2,Commercial Building,Renovation,1044,144000,0,2013-07-10T00:00:00.000Z,5569
2013,7,2013-07-10T00:00:00.000Z,Ward 11,Commercial Building,Renovation,362.5,50000,0,2013-07-10T00:00:00.000Z,5570
2013,7,2013-07-10T00:00:00.000Z,Ward 2,Commercial Building,Renovation,2175,300000,0,2013-07-10T00:00:00.000Z,5571
2013,7,2013-07-09T00:00:00.000Z,Ward 12,Single Detached Dwelling,New,833.75,115000,1,2013-07-09T00:00:00.000Z,5572
2013,7,2013-07-09T00:00:00.000Z,Ward 9,Apartment Building,New,9425,1300000,24,2013-07-09T00:00:00.000Z,5573
2013,7,2013-07-08T00:00:00.000Z,Ward 2,Single Detached Dwelling,Repair,43.5,5132,0,2013-07-08T00:00:00.000Z,5574
2013,7,2013-07-08T00:00:00.000Z,Ward 12,Single Detached Dwelling,Repair,188.5,26000,0,2013-07-08T00:00:00.000Z,5575
2013,7,2013-07-08T00:00:00.000Z,Ward 10,Single Detached Dwelling,Renovation,29,4000,0,2013-07-08T00:00:00.000Z,5576
2013,5,2013-05-07T00:00:00.000Z,Ward 12,Municipal,Renovation,21.75,3000,0,2013-05-07T00:00:00.000Z,5577
2013,5,2013-05-07T00:00:00.000Z,Ward 2,Single Detached Dwelling,Renovation,29,3700,0,2013-05-07T00:00:00.000Z,5578
2013,5,2013-05-07T00:00:00.000Z,Ward 2,Single Detached Dwelling,Renovation,72.5,10000,0,2013-05-07T00:00:00.000Z,5579
