EI Code,EI name,Other Name for EI,Institution Type,Designation Status,Designation Reason,Date of Designation,Date of De-Designation,Address Line 1,Address Line 2,Address Line 3,City,Province,Postal Code,Country,Telephone Number Overseas,Telephone Number,Fax Number
JPAN,BAC Training Centre Inc.,null,Private Institution,Designated,NA,2007-09-28,null,631 Conception Bay Highway,null,null,Conception Bay South,Newfoundland and Labrador,A1X7L4,Canada,(709) 834-4085,(709) 834-4085,(709) 834-4085
JPBB,Canadian Training Institute,null,Private Institution,Designated,NA,1995-03-17,null,P.O. Box 479,null,null,Bay Roberts,Newfoundland and Labrador,A0A 1G0,Canada,(709) 786-2400,(709) 786-2400,(709) 786-2400
JPBX,Carpenters Millwrights College,null,Private Institution,Designated,NA,1996-10-02,null,P.O. Box 3040,null,null,Paradise- NL,Newfoundland and Labrador,A1L3W2,Canada,null,null,null
JPBE,Central Training Academy,null,Private Institution,Designated,NA,1995-07-07,null,P.O Box 400,null,null,Badger,Newfoundland and Labrador,A0H1A0,Canada, (709) 539-5150, (709) 539-5150, (709) 539-5150
JPBW,Dietrac Technical Institute,null,Private Institution,Designated,NA,1996-10-02,null,P.O. Box  970 82 Premier Drive,null,null,Lewisporte,Newfoundland and Labrador,A0G 3A0,Canada,7095350550,7095350550,7095350550
JPAE,Eastern Academy,null,Private Institution,Designated,NA,1988-03-14,null,22 Pearl Place,null,null,St. John's,Newfoundland and Labrador,A1E4P3,Canada,(709) 722-8580,(709) 722-8580,(709) 722-8580
JPBR,Gander Flight Training Center,null,Private Institution,Designated,NA,1996-05-06,null,P.O. Box 355,70 C.L. Dobbin Drive,null,Gander,Newfoundland and Labrador,A1V 1W7,Canada,7092567484,7092567484,7092567484
JPDR,Ironworkers Education And Training Co. Inc.,null,Private Institution,Designated,NA,2004-11-04,null,38 Sagona Avenue,null,null,Mount Pearl,Newfoundland and Labrador,A1N 4R3,Canada,7097472158,7097472158,7097472158
JPBI,Keyin College- Burin,null,Private Institution,Designated,NA,1995-11-22,null,Keyin College,P.O. Box 160,null,Creston,Newfoundland and Labrador,A0E1K0,Canada,(709) 891-1995,(709) 891-1995,(709) 891-1995
JPAS,Keyin College- Carbonear,null,Private Institution,Designated,NA,1993-04-06,null,81 Lemarchant Street,null,null,Carbonear,Newfoundland and Labrador,A1Y 1A9,Canada,(709) 596-6472,(709) 596-6472,(709) 596-6472
JPDQ,Keyin College- Gander,null,Private Institution,Designated,NA,2001-03-12,null,Gander Campus,175 airport blvd.,null,Gander,Newfoundland and Labrador,A1V1K6,Canada,(709) 489-8560,(709) 489-8560,(709) 489-8560
JPCE,Keyin College- Grand Falls-Windsor,null,Private Institution,Designated,NA,1997-01-03,null,60 Hardy Avenue,null,null,Grand Falls-Windsor,Newfoundland and Labrador,A2A 2P7,Canada,7094898560,7094898560,7094898560
JPBA,Keyin College- Marystown,null,Private Institution,Designated,NA,1994-09-20,null,P.O. Box 1327,null,null,Marystown,Newfoundland and Labrador,A0E2M0,Canada,(709) 279-5090,(709) 279-5090,(709) 279-5090
JPAC,Keyin College- St. John's,null,Private Institution,Designated,NA,1988-12-21,null,P.O. Box 13609 Stn. A,44 Austin Street,null,St. John's,Newfoundland and Labrador,A1B4G1,Canada,(709) 579-1061,(709) 579-1061,(709) 579-1061
JPAX,Keyin College- Western Campus,null,Private Institution,Designated,NA,1993-09-28,null,128 Carolina Avenue,null,null,Stephenville,Newfoundland and Labrador,A2N 2S5,Canada,7096436444,7096436444,7096436444
JPDI,Operating Engineers College,null,Private Institution,Designated,NA,1997-12-01,null,P.O. Box 389,Salmonier Line,null,Holyrood,Newfoundland and Labrador,A0A 2R0,Canada,7092296464,7092296464,7092296464
JPBY,Random Sound Paramedicine,null,Private Institution,Designated,NA,2021-03-12,null,299 Memorial Drive,null,null,Clarenville,Newfoundland and Labrador,A5A1R6,Canada,null,null,null
JPDG,United Association Training Center,null,Private Institution,Designated,NA,1997-10-15,null,P. O. Box 216,null,null,Mount Pearl,Newfoundland and Labrador,A1N2C2,Canada,(709) 747-2249,(709) 747-2249,(709) 747-2249
JPAP,Vanstone Scott College,null,Private Institution,Designated,NA,2021-01-14,null,370 Torbay Road,Bally Rou Place,null,St. John's,Newfoundland and Labrador,A1A3W8,Canada,null,null,null
JVAD,College of the North Atlantic- Baie Verte campus,null,Technical and Vocational,Designated,NA,1988-08-30,null,Baie Verte Campus,null,1 Terra Nova Road,Baie Verte,Newfoundland and Labrador,A0K1B0,Canada,(709) 532-8066,(709) 532-8066,(709) 532-8066
JVAF,College of the North Atlantic- Bonavista campus,null,Technical and Vocational,Designated,NA,1988-12-21,null,Bonavista Campus,C/O P.O. Box 670,301 Confederation Drive,Bonavista,Newfoundland and Labrador,A0C1B0,Canada,(709) 468-2610,(709) 468-2610,(709) 468-2610
JVAG,College of the North Atlantic- Burin campus,null,Technical and Vocational,Designated,NA,1988-12-21,null,Burin Campus,4 Pike's Lane,PO Box 60,Burin,Newfoundland and Labrador,A1Y 1A7,Canada,(709) 891-1253,(709) 891-1253,(709) 891-1253
JVAH,College of the North Atlantic- Carbonear campus,null,Technical and Vocational,Designated,NA,2001-01-30,null,Carbonear Campus,P.O. Box 60,4 Pike's Lane,Carbonear,Newfoundland and Labrador,A1Y1A7,Canada,(709) 596-6139,(709) 596-6139,(709) 596-6139
JVAI,College of the North Atlantic- Clarenville campus,null,Technical and Vocational,Designated,NA,1988-12-21,null,Clarenville Campus,null,69 Pleasant St.,Clarenville,Newfoundland and Labrador,A5A1V9,Canada,(709) 466-6900,(709) 466-6900,(709) 466-6900
JVAK,College of the North Atlantic- Corner Brook campus,null,Technical and Vocational,Designated,NA,1988-12-21,null,Corner Brook Campus,C/O P.O. Box 822,141 O'Connell Drive,Corner Brook,Newfoundland and Labrador,A2H6H8,Canada,(709) 637-8530,(709) 637-8530,(709) 637-8530
JVAL,College of the North Atlantic- Gander campus,null,Technical and Vocational,Designated,NA,1988-12-21,null,Gander Campus,C/O P.O. Box 395,1 Magee Road,Gander,Newfoundland and Labrador,A1V1W8,Canada,(709) 651-4800,(709) 651-4800,(709) 651-4800
JVAM,College of the North Atlantic- Grand Falls-Windsor campus,null,Technical and Vocational,Designated,NA,1988-12-21,null,Grand Falls-Windsor Campus,null,5 Cromer Avenue,Grand Falls-Windsor,Newfoundland and Labrador,A2A1X3,Canada,(709) 292-5600,(709) 292-5600,(709) 292-5600
JVAN,College of the North Atlantic- Happy Valley-Goose Bay campus,null,Technical and Vocational,Designated,NA,1988-12-21,null,Happy Valley-Goose Bay Campus,C/O P.O. Box 1720- Station B,219 Hamilton River Road,Happy Valley-Goose Bay,Newfoundland and Labrador,A0P1E0,Canada,(709) 896-6300,(709) 896-6300,(709) 896-6300
JVAV,College of the North Atlantic- Labrador West campus,null,Technical and Vocational,Designated,NA,1989-05-30,null,Labrador West Campus,1600 Nichols-Adam Highway,null,Labrador City,Newfoundland and Labrador,A2V0B8,Canada,(709) 944-7210,(709) 944-7210,(709) 944-7210
JVAP,College of the North Atlantic- Placentia campus,null,Technical and Vocational,Designated,NA,1995-09-19,null,Placentia Campus,P.O. Box 190,1 Roosevelt Avenue,Placentia,Newfoundland and Labrador,A0B2Y0,Canada,(709) 227-2037,(709) 227-2037,(709) 227-2037
JVAQ,College of the North Atlantic- Port Aux Basques campus,null,Technical and Vocational,Designated,NA,1988-12-21,null,Port Aux Basques Campus,C/O P.O. Box 760,59 Grand Bay Road,Port Aux Basques,Newfoundland and Labrador,A0M1C0,Canada,(709) 695-3582,(709) 695-3582,(709) 695-3582
JVAB,College of the North Atlantic- Prince Phillip Drive campus,null,Technical and Vocational,Designated,NA,1988-12-21,null,St. John's Campus,P.O. Box 1693,1 Prince Philip Drive,St. John's,Newfoundland and Labrador,A1C5P7,Canada,(709) 758-7284,(709) 758-7284,(709) 758-7284
JVAU,College of the North Atlantic- Ridge Road Campus,null,Technical and Vocational,Designated,NA,2006-06-07,null,P.O. Box 1150,153 Ridge Road,null,St. John's,Newfoundland and Labrador,A1C6L8,Canada,(709) 758-7000,(709) 758-7000,(709) 758-7000
JVAJ,College of the North Atlantic- Seal Cove campus,null,Technical and Vocational,Designated,NA,1995-09-19,null,P.O. Box 19003- ,Station Seal Cove,1670 Conception Bay Highway,Conception Bay South,Newfoundland and Labrador,A1X5C7,Canada,(709) 744-2047,(709) 744-2047,(709) 744-2047
JVAS,College of the North Atlantic- St. Anthony campus,null,Technical and Vocational,Designated,NA,1988-12-21,null,St- Anthony Campus, P.O. Box 550,null,St. Anthony,Newfoundland and Labrador,A0K4S0,Canada,(709) 454-3559,(709) 454-3559,(709) 454-3559
JVAA,Fisheries & Marine Institute - Memorial University of Newfoundland,null,Technical and Vocational,Designated,NA,1988-12-21,null,P.O. Box 4920,155 Ridge Road,null,St. John's,Newfoundland and Labrador,A1C 5R3,Canada,7097780470,7097780470,7097780470
JUAB,Grenfell Campus - Memorial University of Newfoundland,null,University,Designated,NA,1988-12-21,null,University Drive,null,null,Corner Brook,Newfoundland and Labrador,A2H6P9,Canada,7096398981,7096398981,7096398981
JUAA,Memorial University of Newfoundland,null,University,Designated,NA,1988-12-21,null,P.O. Box 4200   Stn. C,null,null,St. John's,Newfoundland and Labrador,A1C5S7,Canada,(709) 864-8212,(709) 864-8212,(709) 864-8212
JUAE,Queen's College,null,University,Designated,NA,1988-12-21,null,210 Prince Philip Drive,null,null,St. John's,Newfoundland and Labrador,A1B3R6,Canada,7097530116,7097530116,7097530116
KVAC,Aurora College - Aurora Campus,null,Technical and Vocational,Designated,NA,2018-08-07,null,100 Distributor Street,Box 1008,null,Inuvik,Northwest Territories,X0E0T0,Canada,(867) 777-7800,(867) 777-7800,(867) 777-7800
KVAA,Aurora College - Thebacha Campus,null,Technical and Vocational,Designated,NA,2016-07-08,null,Box 600,50 Conibear Crescent,null,Fort Smith,Northwest Territories,X0E0P0,Canada,(867) 872-7500,(867) 872-7500,(867) 872-7500
KVAD,Aurora College - Yellowknife Campus,null,Technical and Vocational,Designated,NA,2018-05-03,null,Bag 9700,5004 54 Street,null,Yellowknife,Northwest Territories,X1A2R3,Canada,(867) 920-3030,(867) 920-3030,(867) 920-3030
HPAM,Academy of Cosmetology,null,Private Institution,Designated,NA,1988-12-21,null,33 Thornhill Drive,Suite 201,null,Dartmouth,Nova Scotia,B3B 1R9,Canada,(902) 469-7788,(902) 469-7788,(902) 469-7788
HPAK,Academy of Learning College (Halifax),null,Private Institution,Designated,NA,2005-07-05,null,Mumford Professional Centre,6960 Mumford Rd ,Suite 155,Halifax,Nova Scotia,B3L4P1,Canada,(902) 455-3395,(902) 455-3395,(902) 455-3395
HPFD,Atlantic Flight Attendant Academy,null,Private Institution,Designated,NA,2000-07-18,null,6148 Quinpool Road,Suite 200,null,Halifax,Nova Scotia,B3L 1A3,Canada,9024220339,9024220339,9024220339
HPFS,Breton Commercial Truck Training,null,Private Institution,Designated,NA,2016-10-19,null,270 Stable Drive,Harbouorside,Commercial Park,Sydney,Nova Scotia,B1P6H2,Canada,null,null,null
HPFY,Building Trades Advancement College of Nova Scotia,BTACNS,Private Institution,Designated,NA,2020-08-26,null,24 Lakeside Park Drive,Suite 101,null,Lakeside,Nova Scotia,B3T 1L1,Canada,null,null,null
HPAB,CBBC Career College Inc,null,Private Institution,Designated,NA,1988-12-21,null,315 Jamieson Street,null,null,Sydney,Nova Scotia,B1N2P7,Canada,902-564-2222,902-564-2222,902-564-2222
HPFV,CBBC Career College Inc  (Halifax Campus),null,Private Institution,Designated,NA,2017-06-15,null,1046 Barrington Street,null,null,Halifax,Nova Scotia,B3H 2R1,Canada,null,null,null
HPFX,CBBC Career College Inc Dartmouth Campus,null,Private Institution,Designated,NA,2019-04-11,null,45 Aldernay Drive,null,null,Dartmouth,Nova Scotia,B2Y 2N6,Canada,null,null,null
HPBM,Canadian College of Acupuncture and Traditional Chinese Medicine,null,Private Institution,Designated,NA,2010-06-01,null,1306 Bedford Hwy,null,null,Bedford ,Nova Scotia,B4A1C6,Canada,null,null,null
HPFB,Canadian College of Massage & Hydrotherapy,null,Private Institution,Designated,NA,1999-09-27,null,6960 Mumford Rd. Suite 180,Mumford Professional Centre,null,Halifax,Nova Scotia,B3L4P1,Canada,(902) 832-3268,(902) 832-3268,(902) 832-3268
HPBP,Carpenter Millwright College (CMC),null,Private Institution,Designated,NA,2010-09-20,null,1000 Sackville Drive,null,null,Lower Sackville,Nova Scotia,B4E0C2,Canada,(902) 454-5100,(902) 454-5100,(902) 454-5100
HPEU,Centre for Distance Education,null,Private Institution,Designated,NA,1998-04-30,null,222 George Street,Suite C,null,Sydney,Nova Scotia,B1P1J3,Canada,1(866) 446-5898,1(866) 446-5898,1(866) 446-5898
HPFI,Commercial Safety College,null,Private Institution,Designated,NA,1988-12-21,null,11490 Highway 2,null,null,Masstown,Nova Scotia,B0M1G0,Canada,902-662-2190,902-662-2190,902-662-2190
HPEH,DaVinci College of Art & Design,null,Private Institution,Designated,NA,1996-12-10,null,800 Sackville Drive,null,null,Lower Sackville,Nova Scotia,B4E1R8,Canada,(902) 429-1847,(902) 429-1847,(902) 429-1847
HPCI,Dexter Institute,null,Private Institution,Designated,NA,2020-01-22,null,927 Rocky Lake Drive,PO Box 48100,null,Bedford,Nova Scotia,B4A 3Z2,Canada,null,null,null
HPCK,Eastern College,null,Private Institution,Designated,NA,1990-08-17,null,Bay West Centre,6940 Mumford Road,Suite 111,Halifax,Nova Scotia,B3L 0B7,Canada,(902) 446-3933,(902) 446-3933,(902) 446-3933
HPBS,Eastern Esthetics Career College,null,Private Institution,Designated,NA,2011-11-10,null,19 Crane Lake Drive,null,null,Halifax,Nova Scotia,B3S1B5,Canada,null,null,null
HPFR,Elevate Beauty Institute of Cosmetology,null,Private Institution,Designated,NA,2016-03-21,null,77 Crescent Drive ,Unit 4,null,New Minas,Nova Scotia,B4N 3G7,Canada,null,null,null
HPFW,Futureworx Career College,null,Private Institution,Designated,NA,2019-01-07,null,14 Court Street,Suite 305,null,Truro,Nova Scotia,B2N3H7,Canada,902-843-4290,902-843-4290,902-843-4290
HPAT,Hair Design Centre Limited,null,Private Institution,Designated,NA,1988-12-21,null,278 Lacewood Drive,null,null,Halifax,Nova Scotia,B3M3N8,Canada,902-455-0535,902-455-0535,902-455-0535
HPBZ,Hair Masters,null,Private Institution,Designated,NA,1988-01-14,null,26 Archibald Avenue,null,null,North Sydney,Nova Scotia,B2A 2W3,Canada,9027942460,9027942460,9027942460
HPEM,ICT Northumberland College,null,Private Institution,Designated,NA,1997-08-11,null,1888 Brunswick Street,5th Floor,null,Halifax,Nova Scotia,B3J 3J8,Canada,902-425-2869,902-425-2869,902-425-2869
HPEE,Island Career Academy,null,Private Institution,Designated,NA,1996-11-14,null,721 Alexandra Street,null,null,Sydney,Nova Scotia,B1S 2H4,Canada,9025644940,9025644940,9025644940
HPFJ,Jane Norman College,null,Private Institution,Designated,NA,1993-02-25,null,60 Lorne Street,null,null,Truro,Nova Scotia,B2N 3K3,Canada,9028933342,9028933342,9028933342
HPAE,Maritime Business College,null,Private Institution,Designated,NA,1988-10-27,null,800 Sackville Drive,null,null,Lower Sackville,Nova Scotia,B4E 1R8,Canada,902-463-0604,902-463-0604,902-463-0604
HPER,Maritime Environmental Training Institute,null,Private Institution,Designated,NA,1997-11-18,null,301 Alexandra Street,null,null,Sydney,Nova Scotia,B1S 2E8,Canada,(902) 539-9766,(902) 539-9766,(902) 539-9766
HPCX,Medavie HealthEd -Cape Breton,null,Private Institution,Designated,NA,2015-04-29,null,106 Townsend Street,null,null,Sydney,Nova Scotia,B1P 5E1,Canada,null,null,null
HPFL,Medavie HealthEd -Dartmouth,null,Private Institution,Designated,NA,2001-08-21,null,50 Eileen Stubbs Avenue,Unit 154,null,Dartmouth,Nova Scotia,B3B 0M7,Canada,(902) 464-5288,(902) 464-5288,(902) 464-5288
HPAJ,Nova Scotia College of Early Childhood Education Society,null,Private Institution,Designated,NA,1988-12-21,null,6208 Quinpool Road- 2nd Fl,null,null,Halifax,Nova Scotia,B3L1A3,Canada,(902) 423-7114,(902) 423-7114,(902) 423-7114
HPFK,Nova Scotia Firefighters School,null,Private Institution,Designated,NA,2001-07-11,null,48 Powder Mill Road,null,null,Waverley,Nova Scotia,B2R 1E9,Canada,9028613823,9028613823,9028613823
HPCJ,PeopleWorx,null,Private Institution,Designated,NA,2014-03-18,null,11 Opportunity Lane,Suite 2,null,Coldbrook,Nova Scotia,B4R 0A5,Canada,null,null,null
HPAQ,Ravensberg College,null,Private Institution,Designated,NA,2007-03-13,null,3660 Commission Street,null,null,Halifax,Nova Scotia,B3K0A5,Canada,902-482-4704,902-482-4704,902-482-4704
HPCO,Success College of Applied Arts & Technology - Sackville,null,Private Institution,Designated,NA,1990-03-30,null,800 Sackville Drive,null,null,Lower Sackville,Nova Scotia,B4E1R8,Canada,(902) 865-8283,(902) 865-8283,(902) 865-8283
HPDX,Transport Training Centres of Canada Ltd.,null,Private Institution,Designated,NA,2012-03-19,null,9 Pettipas Drive,Unit 1,null,Dartmouth,Nova Scotia,B3B1K1,Canada,(902) 468-8999,(902) 468-8999,(902) 468-8999
HVAY,Canadian Coast Guard College,null,Technical and Vocational,Designated,NA,2007-10-30,null,P.O. Box 4500,null,null,Sydney,Nova Scotia,B1P6K7,Canada,(902) 564-3660,(902) 564-3660,(902) 564-3660
HVAR,Halifax Regional Police Training School,null,Technical and Vocational,Designated,NA,2018-10-31,null,2 Chapman Street,null,null,Dartmouth,Nova Scotia,B3A0C3,Canada,(902) 490-5345,(902) 490-5345,(902) 490-5345
HVBW,Maritime Conservatory of Performing Arts,null,Technical and Vocational,Designated,NA,2005-03-11,null,6199 Chebucto Road,null,null,Halifax,Nova Scotia,B3L 1K7,Canada,9024236995,9024236995,9024236995
HVAG,Nova Scotia Community College (Akerley Campus),null,Technical and Vocational,Designated,NA,1988-03-14,null,21 Woodlawn Road,null,null,Dartmouth,Nova Scotia,B2W 2R7,Canada,9024914922,9024914922,9024914922
HVAA,Nova Scotia Community College (Annapolis Valley Campus),null,Technical and Vocational,Designated,NA,1996-01-01,null,50 Elliot Road,null,null,Lawrencetown,Nova Scotia,B0S 1M0,Canada,9028252930,9028252930,9028252930
HVAH,Nova Scotia Community College (Burridge Campus),null,Technical and Vocational,Designated,NA,1988-12-21,null,372 Pleasant Street,null,null,Yarmouth,Nova Scotia,B5A 2L2,Canada,9027420760,9027420760,9027420760
HVAF,Nova Scotia Community College (Cumberland Campus),null,Technical and Vocational,Designated,NA,1996-08-01,null,1 Main Street,P.O. Box 550,null,Springhill,Nova Scotia,B0M 1X0,Canada,9025973737,9025973737,9025973737
HVAP,Nova Scotia Community College (Institute Technology Campus),null,Technical and Vocational,Designated,NA,1988-12-21,null,5685 Leeds Street,P.O. Box 2210,null,Halifax,Nova Scotia,B3J 3C4,Canada,9024916722,9024916722,9024916722
HVAC,Nova Scotia Community College (Ivany Campus),null,Technical and Vocational,Designated,NA,2007-01-03,null,80 Mawiomi Place,null,null,Dartmouth,Nova Scotia,B2Y0A5,Canada,null,null,null
HVAM,Nova Scotia Community College (Lunenburg Campus),null,Technical and Vocational,Designated,NA,1988-05-12,null,75 High Street,P.O. Box 1450,null,Bridgewater,Nova Scotia,B4V 1V8,Canada,9025434608,9025434608,9025434608
HVBG,Nova Scotia Community College (Marconi Campus),null,Technical and Vocational,Designated,NA,1988-12-21,null,1240 Grand Lake Road,P.O. Box 1042,null,Sydney,Nova Scotia,B1P 6J7,Canada,9025632450,9025632450,9025632450
HVAT,Nova Scotia Community College (Pictou Campus),null,Technical and Vocational,Designated,NA,1988-12-21,null,39 Acadia Street,P.O. Box 820,null,Stellarton,Nova Scotia,B0K 1S0,Canada,9027522002,9027522002,9027522002
HVAV,Nova Scotia Community College (Shelburne Campus),null,Technical and Vocational,Designated,NA,1988-12-21,null,1575 Lake Road,P.O. Box 760,null,Shelburne,Nova Scotia,B0T 1W0,Canada,9028758640,9028758640,9028758640
HVBD,Nova Scotia Community College (Strait Area Campus),null,Technical and Vocational,Designated,NA,1988-12-21,null,226 Reeves Street,null,null,Port Hawkesbury,Nova Scotia,B9A 2A2,Canada,9026252380,9026252380,9026252380
HVBU,Nova Scotia Community College (Truro Campus),null,Technical and Vocational,Designated,NA,1996-01-01,null,36 Arthur Street,null,null,Truro,Nova Scotia,B2N 1X5,Canada,9028935385,9028935385,9028935385
HVAL,Nova Scotia Community College - Kingstec Campus,null,Technical and Vocational,Designated,NA,1988-12-21,null,236 Belcher Street,null,null,Kentville,Nova Scotia,B4N 0A6,Canada,9026797361,9026797361,9026797361
HVAX,Nova Scotia Community College-eCampus,NSCC-eCampus,Technical and Vocational,Designated,NA,2018-06-28,null,1240 Grand Lake Road,PO Box 1042,null,Sydney,Nova Scotia,B1P 6J7,Canada,(902) 742-0661,(902) 742-0661,(902) 742-0661
HUAA,Acadia University,null,University,Designated,NA,1988-12-21,null,15 University Avenue,null,null,Wolfville,Nova Scotia,B4P2R6,Canada,(902) 585-1222,(902) 585-1222,(902) 585-1222
HUAK,Atlantic School of Theology,null,University,Designated,NA,2014-11-19,null,660 Francklyn Street,null,null,Halifax,Nova Scotia,B3H 3B5,Canada,(902) 423-5592,(902) 423-5592,(902) 423-5592
HUAJ,Cape Breton University,null,University,Designated,NA,1988-12-21,null,P.O.Box 5300,1250 Grand Lake Road,null,Sydney,Nova Scotia,B1P6L2,Canada,(902) 539-5300,(902) 539-5300,(902) 539-5300
HUAB,Dalhousie University,null,University,Designated,NA,1988-12-21,null,Awards Office,6299 South Street,Room 133,Halifax,Nova Scotia,B3H 4H6,Canada,9024942211,9024942211,9024942211
HUAD,Mount St. Vincent University,null,University,Designated,NA,1988-12-21,null,166 Bedford Hwy.,null,null,Halifax,Nova Scotia,B3M 2J6,Canada,9024434450,9024434450,9024434450
HUAE,NSCAD University,null,University,Designated,NA,1988-12-21,null,5163 Duke St.,null,null,Halifax,Nova Scotia,B3J 3J6,Canada,902-494-8129,902-494-8129,902-494-8129
HUAH,Saint Mary's University,null,University,Designated,NA,1988-12-21,null,923 Robie Street,null,null,Halifax,Nova Scotia,B3H3C3,Canada,(902) 420-5413,(902) 420-5413,(902) 420-5413
HUAG,St. Francis Xavier University,null,University,Designated,NA,1988-12-21,null,P O Box 5000,5005 Chapel Square,null,Antigonish,Nova Scotia,B2G2W5,Canada,(902) 863-3300,(902) 863-3300,(902) 863-3300
HUAF,Universite Sainte-Anne,null,University,Designated,NA,1988-12-21,null,Finance Office,1695 Route 1,null,Church Point,Nova Scotia,B0W 1M0,Canada,9027692114,9027692114,9027692114
HUAC,University of King's College,null,University,Designated,NA,1988-12-21,null,Financial Aid Office,6350 Coburg Road,null,Halifax,Nova Scotia,B3H 2A1,Canada,9024221271,9024221271,9024221271
WPAA,Nunavut Arctic College,null,Private Institution,Designated,Student(s) attending- EI pending de-designation,2013-09-12,null,PO Box 600, ,null,Iqualuit,Nunavut,X0A0H0,Canada,(867) 857-8619,(867) 857-8619,(867) 857-8619
EJAE,Stanford International College of Business & Technology,null,Junior College,Designated,NA,2013-11-04,null,25 Scarsdale Rd.,Units 8 & 9,null,Toronto,Ontario,M3B2R2,Canada,4164238188,4164238188,4164238188
EJAF,The Audio Recording Academy,null,Junior College,Designated,NA,2017-01-11,null,1540 Raven Avenue,null,null,Ottawa,Ontario,K1Z7Y9,Canada,6137980070,6137980070,6137980070
ZZAA,RESERVIST benefit for F/T students,null,Miscellaneous,Designated,NA,2008-06-05,null,P.O. Box 2090,"Postal Station ""D""",null,Ottawa,Ontario,K1P6C6,Canada,null,null,null
EPKI, Career College Grouop Medix-Toronto,null,Private Institution,Designated,NA,1990-07-13,null,700 Lawrence Avenue West,Suite 300,null,Toronto,Ontario,M6A 3B4,Canada,4166308021,4166308021,4166308021
EPBH, Career College Group Medix-Brampton,null,Private Institution,Designated,NA,2009-07-22,null,499 Main Street S,Unit 60,null,Brampton,Ontario,L6Y1N7,Canada,(905) 487-1163,(905) 487-1163,(905) 487-1163
EQAL, Career College Group Medix-Scarborough,null,Private Institution,Designated,NA,1997-01-10,null,2130 Lawrence Avenue East,Suite 205,null,Scarborough- On,Ontario,M1R 3A6,Canada,4167011201,4167011201,4167011201
EPOY,ABM College of Health & Technology,null,Private Institution,Designated,NA,2021-03-11,null,205-705 Lawrence Ave. W.,null,null,Toronto,Ontario,M6A1B4,Canada,null,null,null
EPWZ,ACADEMY OF LEARNING CAREER AND BUSINESS,null,Private Institution,Designated,NA,1996-12-19,null,29 Gervais Drive,null,null,North York,Ontario,M3C1Y9,Canada,(416) 422-5627,(416) 422-5627,(416) 422-5627
EPOA,APLUS Institute,null,Private Institution,Designated,NA,2017-08-17,null,4950 Yonge St- Concourse level,Unit 15,null,Toronto,Ontario,M2N 6K1,Canada,null,null,null
EPFK,Academie de Dessin et de Mode Richard Robinson,null,Private Institution,Designated,NA,1988-12-21,null,419 Sussex Dr.,null,null,Ottawa,Ontario,K1N 9M6,Canada,6132415233,6132415233,6132415233
EPOF,Academy of Applied Pharmaceutical Sciences,2585095 Ontario Inc.,Private Institution,Designated,NA,2018-01-08,null,2960 Drew Rd,140A,null,Mississauga,Ontario,L4T 0A6,Canada,416-502-2277,416-502-2277,416-502-2277
EPGO,Academy of Applied Pharmaceutical Sciences ,AAPS ,Private Institution,Designated,NA,1988-12-21,null,200 Consumers Road- Ste 200 ,null,null,Toronto,Ontario,M2J4R4,Canada,(416) 502-2277,(416) 502-2277,(416) 502-2277
EPXG,Academy of Learning (Bay/Bloor),null,Private Institution,Designated,NA,1996-12-19,null,401 Bay Street,10th Floor,null,Toronto,Ontario,M5H2Y4,Canada,(416) 969-8845,(416) 969-8845,(416) 969-8845
EPXT,Academy of Learning (Etobicoke/Albion),null,Private Institution,Designated,NA,1997-01-06,null,1123 Albion Road,Suite 201,null,Toronto,Ontario,M9V1A9,Canada,4167463333,4167463333,4167463333
EPXE,Academy of Learning (Guelph),null,Private Institution,Designated,Student(s) attending- EI pending de-designation,1996-12-19,null,226 Speedvale Avenue West,Unit 9,null,Guelph,Ontario,N1H1C4,Canada,5198249431,5198249431,5198249431
EQDT,Academy of Learning (Hamilton),null,Private Institution,Designated,NA,1997-03-20,null,401 Main Street East,null,null,Hamilton,Ontario,L8N1J7,Canada,(905) 777-8553,(905) 777-8553,(905) 777-8553
EQDQ,Academy of Learning (Richmond),1797382 Ontario Inc. o/a Academy of Learning,Private Institution,Designated,NA,1997-03-20,null,8740 Gore Road,null,null,Brampton,Ontario,L6P 0B1,Canada,9055085791,9055085791,9055085791
EQFX,Academy of Learning (Toronto/Finch Av West),null,Private Institution,Designated,NA,1998-01-05,null,1280 Finch Avenue West,Suite 112,null,Toronto,Ontario,M3J3K6,Canada,(416) 767-7679,(416) 767-7679,(416) 767-7679
EQGV,Academy of Learning - Mississauga East Campus,null,Private Institution,Designated,NA,1998-10-08,null,1310 Dundas Street East,Unit 4,null,Mississauga,Ontario,L4Y2C1,Canada,(905) 2736788,(905) 2736788,(905) 2736788
EPXV,Academy of Learning - Toronto,null,Private Institution,Designated,NA,1997-01-06,null,2190 Warden Avenue,Unit G2- G4,null,Toronto,Ontario,M1T 1V6,Canada,4167543143,4167543143,4167543143
EPOL,Academy of Learning-Brampton,null,Private Institution,Designated,NA,null,null,7700 Hurontario St.,Suite 306,null,Brampton,Ontario,L6Y4M3,Canada,null,null,null
EPXF,Academy of Learning-Kingston,null,Private Institution,Designated,NA,2012-12-04,null,1469 Princess St.,Parkway Plaza,null,Kingston,Ontario,K7M3E9,Canada,6135448973,6135448973,6135448973
EQDF,Academy of Learning-Scarborough,null,Private Institution,Designated,NA,1997-03-10,null,3585 Lawrence Avenue East,null,null,Scarborough,Ontario,M1G 1P4,Canada,4164997994,4164997994,4164997994
