,idx,facility_name,facility_type,alternative_name,longitude,latitude,street_addr,city,province,postal_code,provider,filename
5748,5748,Beausejour Clinic Pharmacy,Pharmacy,,-75.5217229849999,45.477172872,1220 Place d'Orl̩ans Drive,Ottawa,ON,K1C7K1,Province of Ontario,ON_healthcare_facilities.csv
5749,5749,Patchell Residence,Pharmacy,,-79.784692451,44.087779842,420 Haines Street,New Tecumseth,ON,L0G1A0,Province of Ontario,ON_healthcare_facilities.csv
5750,5750,Residence of Lafontaine,Pharmacy,,-80.051612999,44.7585065440001,323 Lafontaine Road West,Penetanguishene,ON,L9M1R3,Province of Ontario,ON_healthcare_facilities.csv
5751,5751,Residence on Water Street,Pharmacy,,-79.934947763,44.7696056510001,2 Water Street,Penetanguishene,ON,L9M1V6,Province of Ontario,ON_healthcare_facilities.csv
5752,5752,Sone's Pharmacy,Pharmacy,,-79.4315239009999,43.6671157850001,991 Dovercourt Road,Toronto,ON,M6H2X6,Province of Ontario,ON_healthcare_facilities.csv
5753,5753,Robbins P Residence,Pharmacy,,-79.6437815639999,44.7099506550001,R.R. 2,Coldwater,ON,L0K1E0,Province of Ontario,ON_healthcare_facilities.csv
5754,5754,Roberts Guest House,Pharmacy,,-79.709907358,44.419559603,18 Stanley Street,Barrie,ON,L4M6V2,Province of Ontario,ON_healthcare_facilities.csv
5755,5755,Brown Residence,Pharmacy,,-78.944330429,44.6065485710001,15 Patrick Street,Kirkfield,ON,K0M2B0,Province of Ontario,ON_healthcare_facilities.csv
5756,5756,East Side Lodge,Pharmacy,,-78.717600633,44.357743139,284 Kawartha Lakes County Road 36,Kawartha Lakes,ON,K9V4R4,Province of Ontario,ON_healthcare_facilities.csv
5757,5757,Westdale Pharmacy,Pharmacy,,-79.9179182189999,43.2572639900001,1309 Main Street West,Hamilton,ON,L8S1C5,Province of Ontario,ON_healthcare_facilities.csv
5758,5758,Thamesford Pharmasave,Pharmacy,,-80.998549842,43.0577996040001,141 Dundas Street,Thamesford,ON,N0M2M0,Province of Ontario,ON_healthcare_facilities.csv
5759,5759,Wyatt Residence,Pharmacy,,-78.73795476,44.5805806760001,438 Northline Road,Kawartha Lakes,ON,K0M1N0,Province of Ontario,ON_healthcare_facilities.csv
5760,5760,The Perley Rideau Veteran Home,Pharmacy,,-75.637320717,45.4034810540001,1750 Russell Road,Ottawa,ON,K1G5Z6,Province of Ontario,ON_healthcare_facilities.csv
5761,5761,Botsford Place,Pharmacy,,-79.458855644,44.052883551,445 Botsford Street,Newmarket,ON,L3Y1T2,Province of Ontario,ON_healthcare_facilities.csv
5762,5762,Brigitta Residential Home,Pharmacy,,-79.464019645,44.0539336510001,128 Arden Avenue,Newmarket,ON,L3Y4H6,Province of Ontario,ON_healthcare_facilities.csv
5763,5763,Brookside Lodge,Pharmacy,,-79.4548034429999,44.0563886520001,542 Wellington Street,Newmarket,ON,L3Y3C6,Province of Ontario,ON_healthcare_facilities.csv
5764,5764,Brown Residence,Pharmacy,,-79.461624445,44.0558623520001,399 Queen Street,Newmarket,ON,L3Y2G9,Province of Ontario,ON_healthcare_facilities.csv
5765,5765,Bathurst-Wilson Pharmacy,Pharmacy,,-79.436679808,43.737200897,322 Wilson Avenue,Toronto,ON,M3H1S8,Province of Ontario,ON_healthcare_facilities.csv
5766,5766,Helen Henderson Nh,Pharmacy,,-76.6604884549999,44.2261270070001,343 Amherst Drive,Amherstview,ON,K7N1X3,Province of Ontario,ON_healthcare_facilities.csv
5767,5767,Bell P Md,Pharmacy,,-76.6912587099999,44.7686330000001,Medical Center Road,Sharbot Lake,ON,K0H2P0,Province of Ontario,ON_healthcare_facilities.csv
5768,5768,Gordon Residence,Pharmacy,,-79.503137764,44.11511976,105 Sand Road,East Gwillimbury,ON,L9N1H9,Province of Ontario,ON_healthcare_facilities.csv
5769,5769,Heritage Lodge,Pharmacy,,-79.4542846419999,44.04616945,508 College Street,Newmarket,ON,L3Y1C6,Province of Ontario,ON_healthcare_facilities.csv
5770,5770,Hillcrest Residence,Pharmacy,,-79.453443942,44.053378552,208 Prospect Street,Newmarket,ON,L3Y3T6,Province of Ontario,ON_healthcare_facilities.csv
5771,5771,Jay-Kare Lodge,Pharmacy,,-79.462080449,44.1017977600001,908 Mount Albert Road,East Gwillimbury,ON,L9N1P2,Province of Ontario,ON_healthcare_facilities.csv
5772,5772,Lapointe Fisher Nursing Home,Pharmacy,,-80.257403354,43.5633487280001,271 Metcalfe Street,Guelph,ON,N1E4Y8,Province of Ontario,ON_healthcare_facilities.csv
5773,5773,Loblaw Pharmacy #1024,Pharmacy,,-79.7222881769999,43.4838902400001,201 Oak Park Boulevard,Oakville,ON,L6H7T4,Province of Ontario,ON_healthcare_facilities.csv
5774,5774,Parkview Manor,Pharmacy,,-79.4474716399999,44.052964452,683 Gorham Street,Newmarket,ON,L3Y1L5,Province of Ontario,ON_healthcare_facilities.csv
5775,5775,Pipe and Slipper Residence,Pharmacy,,-79.432149854,44.2601018880001,2926 Old Homestead Road,Georgina,ON,L4P3E9,Province of Ontario,ON_healthcare_facilities.csv
5776,5776,Queenview Residence,Pharmacy,,-79.405662133,44.127279967,2729 Doane Road,East Gwillimbury,ON,L0G1R0,Province of Ontario,ON_healthcare_facilities.csv
5777,5777,Shyan-Byrne Residence,Pharmacy,,-79.48617336,44.1304467630001,379 Queensville Side Road,East Gwillimbury,ON,L3Y4V8,Province of Ontario,ON_healthcare_facilities.csv
5778,5778,Sunnybrook Residence,Pharmacy,,-79.381315743,44.3206213010001,825 Lake Drive East,Georgina,ON,L0E1L0,Province of Ontario,ON_healthcare_facilities.csv
5779,5779,Gateway Haven,Pharmacy,,-81.128657942,44.740189587,671 Frank Street,Wiarton,ON,N0M2T0,Province of Ontario,ON_healthcare_facilities.csv
5780,5780,Simcoe Residence,Pharmacy,,-80.301059703,42.8305778970001,323 Norfolk Street South,Simcoe,ON,N3Y2W6,Province of Ontario,ON_healthcare_facilities.csv
5781,5781,Cedar Haven Inc,Pharmacy,,-79.8430266949999,43.2465528920001,169 Delaware Avenue,Hamilton,ON,L8M1V7,Province of Ontario,ON_healthcare_facilities.csv
5782,5782,Community Residential Care,Pharmacy,,-79.880546007,43.2587106920001,153 George Street,Hamilton,ON,L8P1E4,Province of Ontario,ON_healthcare_facilities.csv
5783,5783,Laguisma Residential Home,Pharmacy,,-79.8512756969999,43.247346292,170 Wentworth Street South,Hamilton,ON,L8N2Z2,Province of Ontario,ON_healthcare_facilities.csv
5784,5784,Petrovich Residential Home,Pharmacy,,-79.850336897,43.2495908920001,90 Wentworth Street South,Hamilton,ON,L8N2Y9,Province of Ontario,ON_healthcare_facilities.csv
5785,5785,Rukavina Residence,Pharmacy,,-79.8521946979999,43.2496729920001,40 Ontario Avenue,Hamilton,ON,L8N2X2,Province of Ontario,ON_healthcare_facilities.csv
5786,5786,Tender Loving Care Rest Home,Pharmacy,,-79.841560594,43.2458045920001,190 Delaware Avenue,Hamilton,ON,L8M1W1,Province of Ontario,ON_healthcare_facilities.csv
5787,5787,Remedy's Rx Eglinton Bayview P,Pharmacy,,-79.3796002879999,43.710841595,586 Eglinton Avenue East,Toronto,ON,M4P1P2,Province of Ontario,ON_healthcare_facilities.csv
5788,5788,Ewert Residence,Pharmacy,,-79.31492172,43.1712469030001,1605 Gregory Road,St. Catharines,ON,L2R6P9,Province of Ontario,ON_healthcare_facilities.csv
5789,5789,Geen's Pharmasave,Pharmacy,,-77.3930918899999,44.185127768,305 North Front Street,Belleville,ON,K8P3C3,Province of Ontario,ON_healthcare_facilities.csv
5790,5790,Loblaw Pharmacy #4067,Pharmacy,,-79.830880898,43.326934807,1059 Plains Road East,Burlington,ON,L7T4K1,Province of Ontario,ON_healthcare_facilities.csv
5791,5791,Lincoln Lodge,Pharmacy,,-79.394216544,43.155239196,3423 Rittenhouse Road,Lincoln,ON,L0R2C0,Province of Ontario,ON_healthcare_facilities.csv
5792,5792,Montebello Place Inc,Pharmacy,,-79.2523644999999,43.1588916040001,1 Montebello Place,St. Catharines,ON,L2R6B5,Province of Ontario,ON_healthcare_facilities.csv
5793,5793,Cholodny Home,Pharmacy,,-79.740325212,43.8080265950001,6889 Mayfield Road,Brampton,ON,L6P0H8,Province of Ontario,ON_healthcare_facilities.csv
5794,5794,Drenkelly Residence,Pharmacy,,-79.700533478,43.578937657,5306 Drenkelly Court,Mississauga,ON,L5M2H4,Province of Ontario,ON_healthcare_facilities.csv
5795,5795,Daring Residential Home,Pharmacy,,-80.492185718,43.447476497,226 Queen Street South,Kitchener,ON,N2G1W3,Province of Ontario,ON_healthcare_facilities.csv
5796,5796,Kilean Lodge,Pharmacy,,-79.555474099,43.1912099950001,83 Main Street East,Grimsby,ON,L3M1N6,Province of Ontario,ON_healthcare_facilities.csv
5797,5797,Noble Residential Home,Pharmacy,,-80.491737418,43.4468898970001,251 Queen Street South,Kitchener,ON,N2G1W4,Province of Ontario,ON_healthcare_facilities.csv
5798,5798,Diaz v Residence,Pharmacy,,-76.4230191789999,44.2441548200001,515 Glenview Avenue,Kingston,ON,K7L4V1,Province of Ontario,ON_healthcare_facilities.csv
5799,5799,The Drug Store Pharmacy #4093,Pharmacy,,-80.042302558,48.145523589,15 Mcchesney Avenue,Kirkland Lake,ON,P2N3R9,Province of Ontario,ON_healthcare_facilities.csv
5800,5800,Sipho's Homes for Special Care,Pharmacy,,-76.5280854119999,44.235588014,450 Portsmouth Avenue,Kingston,ON,K7M1V8,Province of Ontario,ON_healthcare_facilities.csv
5801,5801,College Medical Pharmacy,Pharmacy,,-79.409384293,43.656307284,474 College Street,Toronto,ON,M6G1A4,Province of Ontario,ON_healthcare_facilities.csv
5802,5802,Harmon Residence,Pharmacy,,-77.347834174,44.172429268,5 Stanley Park Drive,Belleville,ON,K8N4N1,Province of Ontario,ON_healthcare_facilities.csv
5803,5803,Pearce Street Residential Home,Pharmacy,,-77.6805773089999,44.4865114080001,25 Pearce Street,Marmora,ON,K0K2M0,Province of Ontario,ON_healthcare_facilities.csv
5804,5804,Act 1 Corp,Pharmacy,,-75.6305138829999,45.0304430910001,3249 Leeds and Grenville 43,Kemptville,ON,K7A5B8,Province of Ontario,ON_healthcare_facilities.csv
5805,5805,Alexander House,Pharmacy,,-75.748717152,45.381349146,716 Edison Avenue,Ottawa,ON,K2A1W1,Province of Ontario,ON_healthcare_facilities.csv
5806,5806,Elmwood Lodge,Pharmacy,,-75.753324154,45.3870622470001,532 Melbourne Avenue,Ottawa,ON,K2A1W5,Province of Ontario,ON_healthcare_facilities.csv
5807,5807,Hampton Lodge,Pharmacy,,-75.747058851,45.383240046,306 Irene Crescent,Ottawa,ON,K1Z7J1,Province of Ontario,ON_healthcare_facilities.csv
5808,5808,Kimberlane Residence,Pharmacy,,-75.748841552,45.3815211460001,712 Edison Avenue,Ottawa,ON,K2A1W1,Province of Ontario,ON_healthcare_facilities.csv
5809,5809,Manoir Wymering Manor,Pharmacy,,-75.738552048,45.3822563460001,845 Kirkwood Avenue,Ottawa,ON,K1Z5Y1,Province of Ontario,ON_healthcare_facilities.csv
5810,5810,Pinerest Residence,Pharmacy,,-75.355007819,45.3518076570001,5876 Buckland Road,Ottawa,ON,K0A3H0,Province of Ontario,ON_healthcare_facilities.csv
5811,5811,Presland Manor,Pharmacy,,-75.658034325,45.422633257,198 Presland Road,Ottawa,ON,K1K2B8,Province of Ontario,ON_healthcare_facilities.csv
5812,5812,Residence Ste Marie,Pharmacy,,-75.3540393179999,45.3522619570001,5855 Buckland Road,Ottawa,ON,K0A3H0,Province of Ontario,ON_healthcare_facilities.csv
5813,5813,Rothwell Heights,Pharmacy,,-75.609883111,45.446508963,1735 Montreal Road,Ottawa,ON,K1J6N4,Province of Ontario,ON_healthcare_facilities.csv
5814,5814,Canadian Apothecary,Pharmacy,,-81.241324614,43.009596984,1064 Adelaide Street North,London,ON,N5Y2N1,Province of Ontario,ON_healthcare_facilities.csv
5815,5815,Limoges Residence Inc,Pharmacy,,-75.253764884,45.337745559,133 Ottawa Street,Limoges,ON,K0A2M0,Province of Ontario,ON_healthcare_facilities.csv
5816,5816,Atikokan General Hospital,Pharmacy,,-91.5963187409999,48.754390637,Dorothy Street,Atikokan,ON,P0T1C0,Province of Ontario,ON_healthcare_facilities.csv
5817,5817,Riverview Manor,Pharmacy,,-74.6946619729999,45.0209110270001,1198 Montreal Road,Cornwall,ON,K6H1E2,Province of Ontario,ON_healthcare_facilities.csv
5818,5818,Floana Residence,Pharmacy,,-75.6851742659999,44.5969830130001,17 Edgewood Avenue,Brockville,ON,K6V1T5,Province of Ontario,ON_healthcare_facilities.csv
5819,5819,Veronik Residence,Pharmacy,,-75.15285634,45.2152345420001,15 Concession Street West,Berwick,ON,K0A1R0,Province of Ontario,ON_healthcare_facilities.csv
5820,5820,Transition House,Pharmacy,,-84.308914649,46.5096108000001,1100 Wellington Street East,Sault Ste. Marie,ON,P6A2N9,Province of Ontario,ON_healthcare_facilities.csv
5821,5821,North Shore Health Network,Pharmacy,,-82.92388707,46.187451428,525 Causley Street,Blind River,ON,P0R1B0,Province of Ontario,ON_healthcare_facilities.csv
5822,5822,Doe Lake Residence,Pharmacy,,-79.333873486,44.9419388100001,1750 Gravenhurst Parkway,Gravenhurst,ON,P1P1R3,Province of Ontario,ON_healthcare_facilities.csv
5823,5823,Manitoba Place,Pharmacy,,-79.327936995,45.05917893,621 Manitoba Street,Bracebridge,ON,P1L1W9,Province of Ontario,ON_healthcare_facilities.csv
5824,5824,Muskoka North Residential,Pharmacy,,-79.386316702,44.9363827060001,1490 Muskoka Road,Gravenhurst,ON,P1P1R8,Province of Ontario,ON_healthcare_facilities.csv
5825,5825,Tilbury Pharmacy,Pharmacy,,-82.431796617,42.2596910930001,8 Queen Street North,Chatham-Kent,ON,N0P2L0,Province of Ontario,ON_healthcare_facilities.csv
5826,5826,Hornepayne Community Hospital,Pharmacy,,-84.773540961,49.21036817,278 Front Street,Hornepayne,ON,P0M1Z0,Province of Ontario,ON_healthcare_facilities.csv
5827,5827,Sante Manitouwadge Health,Pharmacy,,-85.8246974909999,49.1276674910001,1 Healthcare Crescent,Manitouwadge,ON,P0T2C0,Province of Ontario,ON_healthcare_facilities.csv
5828,5828,Morin Residence,Pharmacy,,-79.4295385469999,46.260009424,864 Lakeshore Drive,North Bay,ON,P1A2G8,Province of Ontario,ON_healthcare_facilities.csv
5829,5829,Eide Residence,Pharmacy,,-79.359942706,46.0799162980001,532 Main Street,Powassan,ON,P0H1Z0,Province of Ontario,ON_healthcare_facilities.csv
5830,5830,Elgin Manor,Pharmacy,,-81.182656575,42.777729746,R.R. 1,St. Thomas,ON,N5P3S5,Province of Ontario,ON_healthcare_facilities.csv
5831,5831,Raymond Residence,Pharmacy,,-80.527626331,46.493685106,68 Mckerral Road,Hagar,ON,P0M2G0,Province of Ontario,ON_healthcare_facilities.csv
5832,5832,Goodfellow Residence,Pharmacy,,-80.8214075389999,46.6056357080001,1922 Skead Road,Greater Sudbury,ON,P3L1V5,Province of Ontario,ON_healthcare_facilities.csv
5833,5833,Pan Drugs,Pharmacy,,-79.169406529,43.8035004210001,30 Dean Park Road,Toronto,ON,M1B3H1,Province of Ontario,ON_healthcare_facilities.csv
5834,5834,Soulliere Residence,Pharmacy,,-81.004366204,46.654128606,4616 Fergus Street,Val Therese,ON,P3P1S3,Province of Ontario,ON_healthcare_facilities.csv
5835,5835,Wal-Mart Pharmacy,Pharmacy,,-82.932177176,42.316626978,1950 Lauzon Road,Windsor,ON,N8R1A2,Province of Ontario,ON_healthcare_facilities.csv
5836,5836,Cassidy Residence,Pharmacy,,-89.204553056,48.4467757690001,226 Fitzgerald Street,Thunder Bay,ON,P7A2N9,Province of Ontario,ON_healthcare_facilities.csv
5837,5837,The D'cruz Lodge,Pharmacy,,-89.390904109,48.4146227510001,2900 Oliver Road,Thunder Bay,ON,P7B6C2,Province of Ontario,ON_healthcare_facilities.csv
5838,5838,Harper Residence,Pharmacy,,-89.2250874599999,48.430367265,42 Lake Street,Thunder Bay,ON,P7B2V6,Province of Ontario,ON_healthcare_facilities.csv
5839,5839,Salvation Army,Pharmacy,,-89.193829653,48.4507406700001,545 Cumberland Street North,Thunder Bay,ON,P7A4S2,Province of Ontario,ON_healthcare_facilities.csv
5840,5840,J Wallis-Southwick Residence,Pharmacy,,-81.195098979,42.777304445,31 Southwick Street,St. Thomas,ON,N5R3R7,Province of Ontario,ON_healthcare_facilities.csv
5841,5841,Yee Hong Centre for Geriatric,Pharmacy,,-79.2901818679999,43.814228218,2311 McNicoll Avenue,Toronto,ON,M1V5L3,Province of Ontario,ON_healthcare_facilities.csv
5842,5842,St. George Residential Home,Pharmacy,,-81.2020514819999,42.781869445,58 Saint George Street,St. Thomas,ON,N5P2L1,Province of Ontario,ON_healthcare_facilities.csv
5843,5843,Kuipers Residential Home,Pharmacy,,-81.201298481,42.780562145,4 Scott Street,St. Thomas,ON,N5P1K2,Province of Ontario,ON_healthcare_facilities.csv
5844,5844,Chester Residence,Pharmacy,,-81.20227678,42.768203543,10 Chester Street,St. Thomas,ON,N5R1T8,Province of Ontario,ON_healthcare_facilities.csv
5845,5845,Port Bruce Manor,Pharmacy,,-81.010888811,42.6567218320001,Levi Street,Port Bruce,ON,N5H2R9,Province of Ontario,ON_healthcare_facilities.csv
5846,5846,Southern Residential Home,Pharmacy,,-81.1856482759999,42.7735812450001,56 Forest Avenue,St. Thomas,ON,N5R2J3,Province of Ontario,ON_healthcare_facilities.csv
5847,5847,The Gate House,Pharmacy,,-81.188683877,42.7823888460001,75 Flora Street,St. Thomas,ON,N5P2X7,Province of Ontario,ON_healthcare_facilities.csv
5848,5848,Caressant Care on Bonnie Place,Pharmacy,,-81.161443268,42.772679646,15 Bonnie Place,St. Thomas,ON,N5R5T8,Province of Ontario,ON_healthcare_facilities.csv
5849,5849,Wallis Wellington Residence,Pharmacy,,-81.1664788699999,42.7752971460001,369 Wellington Street,St. Thomas,ON,N5R2T4,Province of Ontario,ON_healthcare_facilities.csv
5850,5850,Hanover Place,Pharmacy,,-81.0221127519999,44.157818794,472 14th Street,Hanover,ON,N4N1Z9,Province of Ontario,ON_healthcare_facilities.csv
5851,5851,Meaford Place,Pharmacy,,-80.5974096589999,44.5970785900001,124 Centre Street,Meaford,ON,N4L1E8,Province of Ontario,ON_healthcare_facilities.csv
5852,5852,Kent-Owen Sound Residential,Pharmacy,,-80.9621389719999,44.565980166,1065 9th Avenue West,Owen Sound,ON,N4K5R8,Province of Ontario,ON_healthcare_facilities.csv
5853,5853,Walker Place Residential Home,Pharmacy,,-81.4778911189999,43.3449809310001,53 James Street,Exeter,ON,N0M1S7,Province of Ontario,ON_healthcare_facilities.csv
5854,5854,Wallis Residential Home,Pharmacy,,-82.406466273,42.963431218,307 Vidal Street South,Sarnia,ON,N7T2V1,Province of Ontario,ON_healthcare_facilities.csv
5855,5855,Xavier Residence,Pharmacy,,-81.223065607,42.9956710820001,901 Princess Avenue,London,ON,N5W3M7,Province of Ontario,ON_healthcare_facilities.csv
5856,5856,Milner Residential Home,Pharmacy,,-81.6232373289999,42.955428356,86 Milner Street,Strathroy,ON,N7G2Z4,Province of Ontario,ON_healthcare_facilities.csv
5857,5857,Parkhill Residential Home,Pharmacy,,-81.686732867,43.155574588,131 Main Street,Parkhill,ON,N0M2K0,Province of Ontario,ON_healthcare_facilities.csv
5858,5858,Kotlyar Residence,Pharmacy,,-81.251708214,42.9670562760001,166 Briscoe Street East,London,ON,N6C1X3,Province of Ontario,ON_healthcare_facilities.csv
5859,5859,Strathroy Residential Home,Pharmacy,,-81.571391718,43.02090457,25354 Wood Road,Strathroy,ON,N7G3W3,Province of Ontario,ON_healthcare_facilities.csv
5860,5860,Westmount Place,Pharmacy,,-81.298143226,42.9452066700001,1084 Viscount Road,London,ON,N6K1H8,Province of Ontario,ON_healthcare_facilities.csv
5861,5861,Wilkins St Residential Home,Pharmacy,,-81.2376672079999,42.948761673,260 Wilkins Street,London,ON,N6C5C6,Province of Ontario,ON_healthcare_facilities.csv
5862,5862,Queensway Long Term Care Home,Pharmacy,,-81.503966535,43.4353022450001,100 Queen Street East,Hensall,ON,N0M1X0,Province of Ontario,ON_healthcare_facilities.csv
5863,5863,Dutsch Residence,Pharmacy,,-81.268158619,42.9649303750001,76 Langarth Street West,London,ON,N6J1P4,Province of Ontario,ON_healthcare_facilities.csv
5864,5864,Broadway House,Pharmacy,,-80.741691045,42.873426684,493 North Broadway Street,Tillsonburg,ON,N4G3S8,Province of Ontario,ON_healthcare_facilities.csv
5865,5865,Oates Place,Pharmacy,,-81.141279205,43.2536576320001,200 George Street,Saint Marys,ON,N4X1B5,Province of Ontario,ON_healthcare_facilities.csv
5866,5866,Ehatare Nursing Home,Pharmacy,,-79.183204931,43.7755141160001,40 Old Kingston Road,Toronto,ON,M1E3J5,Province of Ontario,ON_healthcare_facilities.csv
5867,5867,Kelly's Residence,Pharmacy,,-79.4298301969999,43.63640258,61 Spencer Avenue,Toronto,ON,M6K2J7,Province of Ontario,ON_healthcare_facilities.csv
5868,5868,Lancaster Pharmacy,Pharmacy,,-74.4995814169999,45.140261056,213 Military Road,Lancaster,ON,K0C1N0,Province of Ontario,ON_healthcare_facilities.csv
5869,5869,Thomas Residence,Pharmacy,,-79.5423339289999,43.5943576670001,50 Brown's Line,Toronto,ON,M8W3S9,Province of Ontario,ON_healthcare_facilities.csv
5870,5870,Jean Coutu Pharmacy #64,Pharmacy,,-74.735258987,45.029775027,5 9th Street East,Cornwall,ON,K6H6R3,Province of Ontario,ON_healthcare_facilities.csv
5871,5871,Wal-Mart Pharmacy,Pharmacy,,-79.554200935,43.6184044710001,165 North Queen Street,Toronto,ON,M9C1A7,Province of Ontario,ON_healthcare_facilities.csv
5872,5872,Finch Discount Pharmacy,Pharmacy,,-79.30012307,43.8007303150001,3852 Finch Avenue East,Toronto,ON,M1T3T9,Province of Ontario,ON_healthcare_facilities.csv
5873,5873,Foyer St. Viateur Nursing Home,Pharmacy,,-75.228380472,45.293441853,1003 Limoges Road South,Limoges,ON,K0A2M0,Province of Ontario,ON_healthcare_facilities.csv
5874,5874,Loblaw Pharmacy #4365,Pharmacy,,-79.889535211,43.2614373920001,50 Dundurn Street,Hamilton,ON,L8P4W3,Province of Ontario,ON_healthcare_facilities.csv
5875,5875,Chartwell Pine Grove Ltc Resid,Pharmacy,,-79.5841391609999,43.798600401,8403 Islington Avenue,Vaughan,ON,L4L1X3,Province of Ontario,ON_healthcare_facilities.csv
5876,5876,Sav-on Drug Mart,Pharmacy,,-79.5143337329999,43.7398778940001,2528 Jane Street,Toronto,ON,M3L1S1,Province of Ontario,ON_healthcare_facilities.csv
5877,5877,The Medicine Shoppe,Pharmacy,,-75.588507105,45.4529592650001,5303 Canotek Road,Ottawa,ON,K1J9M1,Province of Ontario,ON_healthcare_facilities.csv
5878,5878,Loblaw Pharmacy 4063,Pharmacy,,-94.4842985939999,49.7673396390001,538 Park Street,Kenora,ON,P9N1A1,Province of Ontario,ON_healthcare_facilities.csv
5879,5879,Carerx Burlington,Pharmacy,,-79.765136883,43.398415722,1320 Heine Court,Burlington,ON,L7L6L9,Province of Ontario,ON_healthcare_facilities.csv
5880,5880,Shoppers Drug Mart # 1092,Pharmacy,,-79.779809411,43.665995669,8965 Chinguacousy Road,Brampton,ON,L6Y0J2,Province of Ontario,ON_healthcare_facilities.csv
5881,5881,Kingston General Hospital,Pharmacy,,-76.493521,44.223751414,76 Stuart Street,Kingston,ON,K7L2V7,Province of Ontario,ON_healthcare_facilities.csv
5882,5882,Glenridge Pharmacy,Pharmacy,,-79.238818594,43.141566201,209 Glenridge Avenue,St. Catharines,ON,L2T3J6,Province of Ontario,ON_healthcare_facilities.csv
5883,5883,Woodlawn Pharmacy,Pharmacy,,-80.261131656,43.5775235310001,472 Woodlawn Road East,Guelph,ON,N1E1B9,Province of Ontario,ON_healthcare_facilities.csv
5884,5884,Northwood Lodge,Pharmacy,,-93.8251714469999,51.0200507420001,Ontario 105,Red Lake,ON,P0V1L0,Province of Ontario,ON_healthcare_facilities.csv
5885,5885,Shoppers Drug Mart #823,Pharmacy,,-79.340686271,43.6612201880001,970 Queen Street East,Toronto,ON,M4M1J8,Province of Ontario,ON_healthcare_facilities.csv
5886,5886,Drugstore Pharmacy #552,Pharmacy,,-79.130819542,44.0897045730001,323 Toronto Street South,Uxbridge,ON,L9P1N2,Province of Ontario,ON_healthcare_facilities.csv
5887,5887,Loblaw Pharmacy # 4334,Pharmacy,,-80.703512578,43.3704712730001,1540 Haysville Road,New Hamburg,ON,N3A0A2,Province of Ontario,ON_healthcare_facilities.csv
5888,5888,Courtice Pharmasave,Pharmacy,,-78.777021513,43.911589758,2727 Courtice Road,Courtice,ON,L1E3A2,Province of Ontario,ON_healthcare_facilities.csv
5889,5889,Total Health Pharmacy #125,Pharmacy,,-79.480586651,44.0597747510001,17725 Yonge Street,Newmarket,ON,L3Y7C1,Province of Ontario,ON_healthcare_facilities.csv
5890,5890,Airport Pharmacy,Pharmacy,,-79.6535032749999,43.711045283,2985 Drew Road,Mississauga,ON,L4T0A4,Province of Ontario,ON_healthcare_facilities.csv
5891,5891,Pharmacie La Paix Pharmacy,Pharmacy,,-75.650192523,45.431929059,390 Mcarthur Avenue,Ottawa,ON,K1L6N6,Province of Ontario,ON_healthcare_facilities.csv
5892,5892,Sobeys Pharmacy # 7248,Pharmacy,,-80.3001601019999,42.8227199950001,438 Norfolk Street South,Simcoe,ON,N3Y2X3,Province of Ontario,ON_healthcare_facilities.csv
5893,5893,Mount Hope Centre for Ltc,Pharmacy,,-81.256195018,42.998754881,21 Grosvenor Street,London,ON,N6A1Y6,Province of Ontario,ON_healthcare_facilities.csv
5894,5894,Family Care Pharmacy,Pharmacy,,-79.386674285,43.6472617840001,King Street West,Toronto,ON,M6K1G2,Province of Ontario,ON_healthcare_facilities.csv
5895,5895,Shoppers Drug Mart #1458,Pharmacy,,-79.8872606099999,43.262282193,620 King Street West,Hamilton,ON,L8P1C2,Province of Ontario,ON_healthcare_facilities.csv
5896,5896,Caressant Care (Bourget),Pharmacy,,-75.160598861,45.434080479,21 Laval Road,Clarence-Rockland,ON,K0A1E0,Province of Ontario,ON_healthcare_facilities.csv
5897,5897,Shoppers Drug Mart #1334,Pharmacy,,-80.4439983,43.421555395,310 Fairway Road South,Kitchener,ON,N2C1X3,Province of Ontario,ON_healthcare_facilities.csv
5898,5898,Pharmore Pharmacy,Pharmacy,,-79.245028356,43.8384007240001,7 Eastvale Drive,Markham,ON,L3S4N8,Province of Ontario,ON_healthcare_facilities.csv
5899,5899,Perth Community Care Centre,Pharmacy,,-76.270979384,44.904337142,101 Christie Lake Road,Perth,ON,K7H3C6,Province of Ontario,ON_healthcare_facilities.csv
5900,5900,Shoppers Drug Mart #1148,Pharmacy,,-79.4494707279999,43.9143220280001,118 Tower Hill Road,Richmond Hill,ON,L4E0K6,Province of Ontario,ON_healthcare_facilities.csv
5901,5901,Maple Guardian Pharmacy,Pharmacy,,-79.53575905,43.851133013,2810 Major Mackenzie Drive West,Vaughan,ON,L6A1R8,Province of Ontario,ON_healthcare_facilities.csv
5902,5902,Lopresti Pharmacy,Pharmacy,,-79.8433110939999,43.238478291,770 Concession Street,Hamilton,ON,L8V1C8,Province of Ontario,ON_healthcare_facilities.csv
5903,5903,Shoppers Drug Mart #985,Pharmacy,,-79.380084182,43.6465262840001,200 Bay Street,Toronto,ON,M5J2J3,Province of Ontario,ON_healthcare_facilities.csv
5904,5904,Thorndale Pharmacy,Pharmacy,,-81.1405959909999,43.106929006,21831 Fairview Road,Thorndale,ON,N0M2P0,Province of Ontario,ON_healthcare_facilities.csv
