,idx,facility_name,facility_type,longitude,latitude,street_addr,city,province,phone,website,provider,filename
232,232,Commerce Court Toronto Rexall,Pharmacy Immunization Site,-79.37956192,43.648226017,"199 Bay Street, Unit C186, P.O. Box 197",Toronto,ON,416-365-0972,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
233,233,Shoppers Drug Mart 1402,Pharmacy Immunization Site,-79.380392172,43.655591692,279 Yonge St.,Toronto,ON,416-591-1733,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
234,234,Spadina & College Toronto Rexall,Pharmacy Immunization Site,-79.400373987,43.657722443,474 Spadina Avenue,Toronto,ON,416-413-1060,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
235,235,Atrium on Bay Toronto Rexall,Pharmacy Immunization Site,-79.383297828,43.656212449,595 Bay Street,Toronto,ON,416-591-1414,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
236,236,Shoppers Drug Mart 1381,Pharmacy Immunization Site,-79.240181484,43.794578052,1780 Markham Rd A,Toronto,ON,416-412-1780,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
237,237,Shoppers Drug Mart 825,Pharmacy Immunization Site,-79.564889597,43.655462968,600 The East Mall Unit 1,Toronto,ON,416-622-3253,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
238,238,Parliament & Winchester Rexall,Pharmacy Immunization Site,-79.368472371,43.666040788,539 Parliament Street,Toronto,ON,416-926-1658,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
239,239,Shoppers Drug Mart 899,Pharmacy Immunization Site,-79.446394497,43.78487934,5998 Bathurst St.,Toronto,ON,416-661-6863,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
240,240,Shoppers Drug Mart 1403,Pharmacy Immunization Site,-79.384783808,43.746832574,2528 Bayview Ave.,Toronto,ON,416-444-8411,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
241,241,Mount Sinai Toronto Rexall,Pharmacy Immunization Site,-79.390441858,43.657527829,600 University Avenue,Toronto,ON,416-977-0408,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
242,242,Shoppers Drug Mart 903,Pharmacy Immunization Site,-79.539681964,43.594202308,"3730 LAKE SHORE BLVD WEST, UNIT 102",Toronto,ON,416-255-5243,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
243,243,St.Clair Centre Toronto Rexall,Pharmacy Immunization Site,-79.393845303,43.688356455,2 St. Clair Avenue East Unit C001,Toronto,ON,416-921-2171,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
244,244,Church/Wellesley Toronto Rexall,Pharmacy Immunization Site,-79.381315005,43.665428026,63 Wellesley Street E.,Toronto,ON,416-924-7760,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
245,245,Rexall - Skymark Plaza Willowdale,Pharmacy Immunization Site,-79.353958204,43.794379419,3555 Don Mills Road,Toronto,ON,416-494-8101,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
246,246,Waterpark Place Toronto Rexall,Pharmacy Immunization Site,-79.378707385,43.640849976,88 Queens Quay West,Toronto,ON,416-607-5552,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
247,247,Metro Ctr Toronto Rexall,Pharmacy Immunization Site,-79.387846227,43.645853124,"200 Wellington Street West, Unit 200, P.O. Box 101",Toronto,ON,416-979-1206,https://www.rexall.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
248,248,Shoppers Drug Mart 1510,Pharmacy Immunization Site,-79.419748986,43.73627687,2047 AVENUE ROAD,Toronto,ON,416-789-1122,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
249,249,YORKGATE IDA DRUGMART,Pharmacy Immunization Site,-79.519439349,43.758498549,YORKGATE MALL /1 YORK GATE BLVD,Toronto,ON,416-519-7877,https://www.yorkgateidadrugmart.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
250,250,SHOPPERS DRUG MART #843,Pharmacy Immunization Site,-79.384755719,43.80482328,1515 STEELES AVE E,Toronto,ON,,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
251,251,SHOPPERS DRUG MART #917,Pharmacy Immunization Site,-79.364697108,43.779278968,4865 LESLIE ST,Toronto,ON,416-282-5705,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
252,252,MEDICAL PHARMACY,Pharmacy Immunization Site,-79.219626962,43.80849721300001,110-1333 NEILSON RD,Toronto,ON,416-282-5705,https://scarboroughmp.medmeapp.com/schedule/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
253,253,SHOPPERS DRUG MART #845,Pharmacy Immunization Site,-79.565611496,43.683113691,415 THE WESTWAY,Toronto,ON,,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
254,254,SHOPPERS DRUG MART #804,Pharmacy Immunization Site,-79.439558593,43.7561633,598 SHEPPARD AVE W,Toronto,ON,,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
255,255,SHOPPERS DRUG MART #809,Pharmacy Immunization Site,-79.432682981,43.719426484,3110 BATHURST ST,Toronto,ON,,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
256,256,REXALL #299,Pharmacy Immunization Site,-79.369505219,43.696960431,325 MOORE AVE,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
257,257,SHOPPERS DRUG MART #827,Pharmacy Immunization Site,-79.300659011,43.723528023,70 EGLINTON SQUARE BLVD,Toronto,ON,416-757-1131,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
258,258,REXALL #406,Pharmacy Immunization Site,-79.29374906,43.802425568,4040 FINCH AVE EAST,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
259,259,SHOPPERS DRUG MART #980,Pharmacy Immunization Site,-79.318364224,43.798546197,2900 WARDEN AVE,Toronto,ON,,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
260,260,SHOPPERS DRUG MART #875,Pharmacy Immunization Site,-79.309926313,43.784802711,2355 WARDEN AVE,Toronto,ON,,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
261,261,B. Well Pharmacy,Pharmacy Immunization Site,-79.490033288451,43.624383287522,262 Manitoba Street,Toronto,ON,416-251-0000,https://www.bwellpharmacy.com,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
262,262,Danny's Wellness Pharmacy,Pharmacy Immunization Site,-79.523459930779,43.622230729047,1206 The Queensway,Toronto,ON,416-901-1206,https://dannyrx1206.wixsite.com/website,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
263,263,Martin Grove Pharmacy,Pharmacy Immunization Site,-79.548754759614,43.649358276459,135 Martin Grove Road,Toronto,ON,,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
264,264,Shoppers Simply Pharmacy,Pharmacy Immunization Site,-79.585507030775,43.740382496358,1525 Albion Road Unit 104,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
265,265,9-Eleven Drug Mart,Pharmacy Immunization Site,-79.418328201937,43.789205733042,6018 Yonge Street,Toronto,ON,416-221-6444,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
266,266,1300 Finch Avenue West,Pharmacy Immunization Site,-79.489932357758,43.764960506423,"1300 Finch Avenue West, Unit 29",Toronto,ON,416-633-2268,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
267,267,Don Mills Pharmacy,Pharmacy Immunization Site,-79.346479515431,43.74551421373,1300 Don Mills Road,Toronto,ON,416-391-3828,https://www.donmillspharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
268,268,Food Basics Pharmacy,Pharmacy Immunization Site,-79.325503630774,43.775970421842,2452 Sheppard Avenue East,Toronto,ON,,https://metropharmacy.medmeapp.com/schedule,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
269,269,Madawaska Pharmasave,Pharmacy Immunization Site,-79.417734344265,43.790188019812,6043 Yonge Street,Toronto,ON,647-352-5688,https://madawaskapharmacy.medmeapp.ca/schedule,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
270,270,Metro Pharmacy,Pharmacy Immunization Site,-79.412966273102,43.774580702196,20 Church Avenue,Toronto,ON,,https://www.metro.ca/en/services/pharmacy/covid-19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
271,271,Seoul Pharmacy,Pharmacy Immunization Site,-79.349558630775,43.754251945591,"865 York Mills Road, Unit W1",Toronto,ON,647-350-5555,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
272,272,Shoppers Drug Mart,Pharmacy Immunization Site,-79.415988859522,43.779218924722,5576 Yonge Street,Toronto,ON,416-225-2321,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
273,273,Shoppers Drug Mart,Pharmacy Immunization Site,-79.385493515341,43.767989903845,"2901 Bayview Avenue, Unit 7A",Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
274,274,Shoppers Simply Pharmacy,Pharmacy Immunization Site,-79.377340499998,43.768900518374,"701 Sheppard Avenue East, Unit 101",Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
275,275,Weston Care Pharmacy,Pharmacy Immunization Site,-79.539949628834,43.738645165981,3214 Weston Road,Toronto,ON,647-350-8553,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
276,276,Bloor West Pharmacy,Pharmacy Immunization Site,-79.478067328833,43.651194254449,2262 Bloor Street West,Toronto,ON,,https://www.remedys.ca/en/ontario/toronto/bloor-west-pharmacy-7011572,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
277,277,Rexall,Pharmacy Immunization Site,-79.545586553964,43.602131285366,440 Brown's Line,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
278,278,Rexall,Pharmacy Immunization Site,-79.378964297398,43.652281533158,159 Yonge Street,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
279,279,Rexall,Pharmacy Immunization Site,-79.388262199996,43.670514709457,"50 Bloor Street West, Unit C28-29",Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
280,280,Roya Boutique Pharmacy,Pharmacy Immunization Site,-79.370369628833,43.769390159737,77 Provost Drive,Toronto,ON,416-221-4200,https://www.facebook.com/RxRoya/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
281,281,Shoppers Drug Mart,Pharmacy Immunization Site,-79.345918142325,43.737496380407,946 Lawrence Avenue East,Toronto,ON,416-444-4445,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
282,282,St. Gabriel Medical Pharmacy,Pharmacy Immunization Site,-79.381226669309,43.7687677574,650 Sheppard Avenue East,Toronto,ON,416-222-0007,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
283,283,The Drugstore Pharmacy,Pharmacy Immunization Site,-79.312436555816,43.686443663111,985 Woodbine Avenue,Toronto,ON,,https://covid19.yourhealthmattershere.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
284,284,Victor Pharmacy,Pharmacy Immunization Site,-79.386810799998,43.655773540665,123 Edward Street,Toronto,ON,,https://victorpharmacy.com/#victor-pharmacy,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
285,285,Wal-Mart Pharmacy,Pharmacy Immunization Site,-79.436639371161,43.657599047025,900 Dufferin Street,Toronto,ON,,https://www.walmart.ca/cp/shop/covid-19-vaccinations-centre-info/6000203072273,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
286,286,Wal-Mart Pharmacy,Pharmacy Immunization Site,-79.488449184653,43.75803410732501,3757 Keele Street,Toronto,ON,,https://www.walmart.ca/cp/shop/covid-19-vaccinations-centre-info/6000203072273,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
287,287,Wal-Mart Pharmacy,Pharmacy Immunization Site,-79.339184157668,43.669310852374,1000 Gerrard Street East,Toronto,ON,,https://www.walmart.ca/cp/shop/covid-19-vaccinations-centre-info/6000203072273,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
288,288,Food Basics Pharmacy,Pharmacy Immunization Site,-79.240476428833,43.792683142879,5085 Sheppard Avenue East,Toronto,ON,,https://metropharmacy.medmeapp.com/schedule,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
289,289,Food Basics Pharmacy,Pharmacy Immunization Site,-79.203793573013,43.784554768676,2900 Ellesmere Road,Toronto,ON,,https://metropharmacy.medmeapp.com/schedule,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
290,290,Guildcrest Pharmacy,Pharmacy Immunization Site,-79.20806995766901,43.747200186202,"3775 Kingston Road, Unit A1",Toronto,ON,416-238-8136,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
291,291,MMMC Pharmacy,Pharmacy Immunization Site,-79.247041228833,43.824345380271,"3610 McNicoll Avenue, Unit 12",Toronto,ON,416-754-8808,https://mmmcpharmacy.medmeapp.ca/schedule,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
292,292,Medical Care Pharmacy,Pharmacy Immunization Site,-79.230266465341,43.796199210906,"5818 Sheppard Avenue East, Unit 2",Toronto,ON,416-546-1020,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
293,293,Metro Pharmacy,Pharmacy Immunization Site,-79.279022884652,43.77106831149,16 William Kitchen Boulevard,Toronto,ON,,https://www.metro.ca/en/services/pharmacy/covid-19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
294,294,Mina Drug Store,Pharmacy Immunization Site,-79.270059944178,43.688945862192,1474 Kingston Road,Toronto,ON,416-699-7121,https://www.minadrugstore.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
295,295,Neighbour Care Pharmacy,Pharmacy Immunization Site,-79.244266628833,43.744122995171,1357 Danforth Road,Toronto,ON,647-352-2274,https://www.neighbourcare.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
296,296,Pharmazone,Pharmacy Immunization Site,-79.260829926981,43.742297398202,1069 Midland Avenue,Toronto,ON,416-901-3040,https://www.pharmazonehc.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
297,297,Rexall,Pharmacy Immunization Site,-79.248508413489,43.708849143204,2447 Kingston Road,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
298,298,Seamless Care Pharmacy,Pharmacy Immunization Site,-79.195332644178,43.800351118533,15 Grand Marshall Drive,Toronto,ON,416-281-9900,https://www.seamlesscare.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
299,299,Wal-Mart Pharmacy,Pharmacy Immunization Site,-79.223973615346,43.742232465354,3132 Eglinton Avenue East,Toronto,ON,,https://www.walmart.ca/cp/shop/covid-19-vaccinations-centre-info/6000203072273,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
300,300,West Hill Pharmasave,Pharmacy Immunization Site,-79.184206699996,43.769548230629,"4218 Lawrence Avenue East, Unit 4",Toronto,ON,416-284-4741,https://www.westhillpharmacy.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
301,301,Shoppers Drug Mart,Pharmacy Immunization Site,-79.55997622669,43.735422811048,900 Albion Road,Toronto,ON,,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
302,302,Shoppers Drug Mart,Pharmacy Immunization Site,-79.386908395424,43.664780433504,951 Bay Street,Toronto,ON,,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
303,303,Rexall,Pharmacy Immunization Site,-79.521205573102,43.769893541916,4702 Jane Street,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
304,304,NoFrills Pharmacy,Pharmacy Immunization Site,-79.545096988449,43.69600702874,245 Dixon Road,Toronto,ON,,https://covid19.nofrills.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
305,305,Prince Edward Pharmacy,Pharmacy Immunization Site,-79.505441786598,43.64829939635301,324 Prince Edward Drive South,Toronto,ON,647-748-3331,https://princeedwardpharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
306,306,Shoppers Drug Mart,Pharmacy Immunization Site,-79.584563871161,43.741901801644,1530 Albion Road,Toronto,ON,416-741-7711,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
307,307,Shoppers Drug Mart,Pharmacy Immunization Site,-79.557204457669,43.611899151933,25 The West Mall,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
308,308,Shoppers Drug Mart,Pharmacy Immunization Site,-79.555645415341,43.67540433444001,201 Lloyd Manor Road,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
309,309,Shoppers Drug Mart,Pharmacy Immunization Site,-79.55718299999701,43.693136971122,"1735 Kipling Avenue, Unit 2",Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
310,310,Loblaw Pharmacy,Pharmacy Immunization Site,-79.404160957668,43.735656431872,3501 Yonge Street,Toronto,ON,,https://covid19.yourhealthmattershere.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
311,311,NoFrills Pharmacy,Pharmacy Immunization Site,-79.509677828833,43.7198879522,1591 Wilson Avenue,Toronto,ON,,https://covid19.nofrills.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
312,312,Shoppers Drug Mart,Pharmacy Immunization Site,-79.330359758336,43.788321656301,2794 Victoria Park Avenue,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
313,313,Shoppers Drug Mart,Pharmacy Immunization Site,-79.369027415341,43.79908392848,5899 Leslie Street,Toronto,ON,,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
314,314,Shoppers Drug Mart,Pharmacy Immunization Site,-79.324919115341,43.760924741151,1285 York Mills Road Unit A,Toronto,ON,416-447-5555,https://covid-19.shoppersdrugmart.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
315,315,College Medical Pharmacy,Pharmacy Immunization Site,-79.409423815342,43.656496636975,474 College Street,Toronto,ON,,https://www.collegemedical.ca/contactus.html,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
316,316,Dale's Pharmacy Parliament,Pharmacy Immunization Site,-79.369615884383,43.667715676874,572 Parliament Street,Toronto,ON,416-921-5700,https://dalespharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
317,317,Deer Park Pharmacy,Pharmacy Immunization Site,-79.396695271161,43.687364860432,"55 St. Clair Avenue West, Unit 108",Toronto,ON,416-923-1818,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
318,318,Drugsmart Pharmacy,Pharmacy Immunization Site,-79.292027299996,43.696041120916,5 The Market Place,Toronto,ON,,https://drugsmartpharmacy.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
319,319,Health Care Mart,Pharmacy Immunization Site,-79.425990442324,43.642756626173,1173 Queen Street West,Toronto,ON,416-539-9555,https://hcmpharmacy.pharmabest.ca,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
320,320,Hooper's Pharmacy,Pharmacy Immunization Site,-79.293787542325,43.671712167655,2136 Queen Street East,Toronto,ON,,https://hoopershealth.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
321,321,Islington IDA Pharmacy,Pharmacy Immunization Site,-79.559741344177,43.723954421512,2428 Islington Avenue,Toronto,ON,,https://www.guardian-ida-pharmacies.ca/erticle/covid-19-coronavirus,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
322,322,Medicine Cabinet,Pharmacy Immunization Site,-79.476617915341,43.630455960349,2081 Lakeshore Boulevard West,Toronto,ON,416-901-9644,https://medcab.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
323,323,Metro Drugs,Pharmacy Immunization Site,-79.412022513489,43.666447587053,844 Bathurst Street,Toronto,ON,416-537-1900,https://metrodrugs.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
324,324,Metro Pharmacy,Pharmacy Immunization Site,-79.473153946029,43.669846553485,2155 St. Clair Avenue West,Toronto,ON,,https://www.metro.ca/en/services/pharmacy/covid-19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
325,325,Metro Pharmacy,Pharmacy Immunization Site,-79.417823686505,43.640054333682,100 Lynn Williams Street,Toronto,ON,,https://www.metro.ca/en/services/pharmacy/covid-19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
326,326,Mount Pleasant Pharmacy,Pharmacy Immunization Site,-79.389602186504,43.708397432422,245 Eglinton Avenue East,Toronto,ON,416-488-3232,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
327,327,Old Park Pharmacy,Pharmacy Immunization Site,-79.43040315767,43.700471714184,1042 Eglinton Avenue West,Toronto,ON,416-787-7341,https://www.oldparkpharmacy.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
328,328,Queen East Medical Pharmacy,Pharmacy Immunization Site,-79.306372184653,43.669013453201,1876 Queen Street East,Toronto,ON,647-313-1948,https://queeneastpharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
329,329,Rexall,Pharmacy Immunization Site,-79.37768955767,43.713002385804,1820 Bayview Avenue,Toronto,ON,416-485-1853,https://www.rexall.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
330,330,Rexall,Pharmacy Immunization Site,-79.358281457669,43.678160546656,807 Broadview Avenue,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
331,331,Rexall,Pharmacy Immunization Site,-79.429322786505,43.649585986037,1421 Dundas Street West,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
332,332,Rexall,Pharmacy Immunization Site,-79.387132028834,43.661696196685,76 Grenville Street,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
333,333,DEMARCO PHARMACY,Pharmacy Immunization Site,-79.478256559,43.70791816,2394 KEELE ST,Toronto,ON,416-244-5888,,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
334,334,MORELLI'S PHARMACY,Pharmacy Immunization Site,-79.380868079,43.642339257,15 YORK ST,Toronto,ON,416-815-1200,https://morellispharmacy.com/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
335,335,LOBLAW PHARMACY #1000,Pharmacy Immunization Site,-79.401593019,43.647545422,585 QUEEN ST W,Toronto,ON,,https://covid19.yourhealthmattershere.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
336,336,DUNDAS WEST VILLAGE PHARMACY,Pharmacy Immunization Site,-79.467581439,43.665673881,2940 DUNDAS ST W,Toronto,ON,416-761-9036,https://dundaswestpharmacy.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
337,337,UPTOWN PHARMACY,Pharmacy Immunization Site,-79.406635373,43.704795256,243 EGLINTON AVE W,Toronto,ON,416-485-5005,https://www.guardian-ida-pharmacies.ca/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
338,338,SHOPPERS DRUG MART #1304,Pharmacy Immunization Site,-79.44748997400002,43.666727207,1400 DUPONT ST,Toronto,ON,416-532-9214,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
339,339,EAGLE MANOR PHARMACY*,Pharmacy Immunization Site,-79.51599004700002,43.700580486,1901 WESTON RD,Toronto,ON,416-241-1115,https://pharmasave.com/store/pharmasave-eagle-manor/,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
340,340,No Frills,Pharmacy Immunization Site,-79.497866329,43.612250789,220 ROYAL YORK RD,Toronto,ON,416-251-9130,https://covid19.nofrills.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
341,341,LOBLAW PHARMACY #1033,Pharmacy Immunization Site,-79.471510478,43.784818394,51 GERRY FITZGERALD DR,Toronto,ON,416-665-7636,https://covid19.realcanadiansuperstore.ca/en?navid=flyout-L1-COVID-19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
342,342,REXALL #877,Pharmacy Immunization Site,-79.230348611,43.775419374,1127 MARKHAM RD,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
343,343,WAL-MART PHARMACY #1151,Pharmacy Immunization Site,-79.510755023,43.72216281,2202 JANE STREET,Toronto,ON,,https://www.walmart.ca/cp/shop/covid-19-vaccinations-centre-info/6000203072273,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
344,344,No Frills,Pharmacy Immunization Site,-79.141806685,43.798219978,70 ISLAND RD,Toronto,ON,,https://covid19.nofrills.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
345,345,REXALL #2063,Pharmacy Immunization Site,-79.528639458,43.64950653,4890 DUNDAS ST WEST,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
346,346,SHOPPERS DRUG MART #869,Pharmacy Immunization Site,-79.501633715,43.696959116,1533 JANE ST,Toronto,ON,,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
347,347,DRUG STORE PHARMACY #4576,Pharmacy Immunization Site,-79.584602138,43.741762541,1530 ALBION RD,Toronto,ON,,https://covid19.nofrills.ca/en,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
348,348,REXALL #109,Pharmacy Immunization Site,-79.187302282,43.768842131,4459 KINGSTON RD,Toronto,ON,,https://www.rexall.ca/covid-19/vaccines,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
349,349,WAL-MART PHARMACY,Pharmacy Immunization Site,-79.553595024,43.714168034,2245 ISLINGTON AVE,Toronto,ON,,https://www.walmart.ca/cp/shop/covid-19-vaccinations-centre-info/6000203072273,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
350,350,WAL-MART PHARMACY,Pharmacy Immunization Site,-79.554141546,43.618393076,165 NORTH QUEEN ST,Toronto,ON,,https://www.walmart.ca/cp/shop/covid-19-vaccinations-centre-info/6000203072273,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
351,351,SHOPPERS DRUG MART #1321,Pharmacy Immunization Site,-79.390534482,43.63816361500001,110-390 QUEENS QUAY W,Toronto,ON,416-260-2766,https://www.shoppersdrugmart.ca/covid19,Toronto,ON_Toronto_covid-19-immunization-clinics.csv
