,idx,facility_name,facility_type,health_authority,longitude,latitude,street_addr,city,province,phone,provider,filename
259,259,The Medicine Shoppe Pharmacy # 331,Pharmacy,Winnipeg,-97.13266277599996,49.86298117300004,Unit 1A 660 Osborne St,Winnipeg,MB,204-504-9333,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
260,260,The Medicine Shoppe Pharmacy # 319,Pharmacy,Winnipeg,-97.11429090099996,49.82460219900003,Unit D 1510 St Mary's Rd,Winnipeg,MB,204-421-9200,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
261,261,Villagio Pharmacy,Pharmacy,Southern Health-Santé Sud,-96.98512996399997,49.44080000700006,503 Sabourin St,St-Pierre-Jolys,MB,204-433-7897,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
262,262,Shoppers Drug Mart #553,Pharmacy,Winnipeg,-97.26105914799996,49.85797740000004,1A 3900 Grant Ave,Winnipeg,MB,204-888-2112,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
263,263,Crossroads Pharmacy,Pharmacy,Winnipeg,-97.065812,49.89813,2 1579 Regent Ave W,Winnipeg,MB,0,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
264,264,Youville Community Health Centre,Medical Clinic,Winnipeg,-97.10460359999996,49.82907150000005,6 845 Dakota St,Winnipeg,MB,204-255-4840,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
265,265,Dauphin Clinic Pharmacy,Pharmacy,Prairie Mountain Health,-100.060976,51.147031,622 3rd St SW,Dauphin,MB,204-638-4602,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
266,266,Killarney Pharmacy,Pharmacy,Prairie Mountain Health,-99.664666502,49.18431873000003,7A 530 Williams St SW,Killarney,MB,204-523-4273,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
267,267,North Mart and Muskehki Pharmacy,Pharmacy,Winnipeg,-97.182821,49.892338,A 910 Wall St,Winnipeg,MB,204-775-9092,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
268,268,Dc Obstetrics & Gynecology,Pharmacy,Winnipeg,-97.126625,49.882154,47 Marion St,Winnipeg,MB,204-925-3600,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
269,269,Loblaw Pharmacy#1506,Pharmacy,Winnipeg,-97.066396,49.894272,1578 Regent Ave W,Winnipeg,MB,204-654-5535,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
270,270,Sobeys Steinbach #5164,Pharmacy,Southern Health-Santé Sud,-96.691251,49.547162,1 178 Pth 12N,Steinbach,MB,204-326-3493,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
271,271,Greencrest Pharmacy,Pharmacy,Winnipeg,-97.15680172999998,49.79202613200005,1 2770 Pembina Hwy,Winnipeg,MB,204-415-3404,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
272,272,Wal-Mar Pharmacy #3118,Pharmacy,Winnipeg,-97.150081,49.95761,2370 Mcphillips St,Winnipeg,MB,204-338-0341,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
273,273,Rexall #7402,Pharmacy,Winnipeg,-97.27333,49.880296,633 Lodge Ave,Winnipeg,MB,204-989-4030,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
274,274,The Medicine Shoppe Pharmacy #319,Pharmacy,Winnipeg,-97.114842,49.824958,D 1510 St Mary's Rd,Winnipeg,MB,204-421-9200,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
275,275,Red River Co-op @ Southdale,Pharmacy,Winnipeg,-97.073409,49.854461,77 Vermillion Rd,Winnipeg,MB,204-257-1384,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
276,276,Safeway 4856 (FreshCo 4287),Pharmacy,Winnipeg,-97.101464,49.855309,2 Alpine Ave,Winnipeg,MB,204-255-8377,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
277,277,Shoppers Drug Mart #551,Pharmacy,Winnipeg,-97.198025,49.883907,L178 1485 Portage Ave,Winnipeg,MB,204-775-2478,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
278,278,The Medicine Shoppe Pharmacy #329,Pharmacy,Prairie Mountain Health,-99.94830232199996,49.84120440900006,C 541 8th St,Brandon,MB,204-717-7200,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
279,279,Safeway Marion #4842,Pharmacy,Winnipeg,-97.114696,49.882,285 Marion St,Winnipeg,MB,204-237-6803,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
280,280,Safeway/Sobeys Kildare #4857,Pharmacy,Winnipeg,-96.985596,49.900134,654 Kildare Ave E,Winnipeg,MB,204-222-6849,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
281,281,Sobeys Grant Park #5150,Pharmacy,Winnipeg,-97.165101,49.852293,1150 Taylor Ave,Winnipeg,MB,204-474-1722,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
282,282,Wal-Mart Pharmacy #1141,Pharmacy,Southern Health-Santé Sud,-96.692246,49.548421,184 Pth 12N,Steinbach,MB,204-346-9781,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
283,283,Wal-Mart Pharmacy #3022,Pharmacy,Prairie Mountain Health,-100.062267,51.137618,1450 Main St S,Dauphin,MB,204-638-4835,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
284,284,Wal-Mart Pharmacy #3119,Pharmacy,Winnipeg,-97.110174,49.829005,54 1225 St Mary's Rd,Winnipeg,MB,204-257-8020,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
285,285,Rexall #4846,Pharmacy,Winnipeg,-97.112264,49.819269,33F 1633 St Mary's Rd,Winnipeg,MB,204-244-8998,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
286,286,Red River Co-op Grant Park,Pharmacy,Winnipeg,-97.16457,49.857734,1120 Grant Ave,Winnipeg,MB,204-453-2668 ext 4,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
287,287,Safeway Pharmacy #4821,Pharmacy,Winnipeg,-97.082663,49.946193,1441 Henderson Hwy,Winnipeg,MB,204-338-0225,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
288,288,Safeway Ness #4822,Pharmacy,Winnipeg,-97.204763,49.881951,1612 Ness Ave,Winnipeg,MB,204-775-2414,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
289,289,Safeway Pharmacy #4824,Pharmacy,Winnipeg,-97.144706,49.924164,594 Mountain Ave,Winnipeg,MB,204-589-0788,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
290,290,Safeway Pharmacy #0712,Pharmacy,Winnipeg,-97.142809,49.953503,841 Leila Ave,Winnipeg,MB,204-339-1908,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
291,291,Shoppers Drug Mart #2406,Pharmacy,Winnipeg,-97.259919,49.875544,2533 Portage Ave,Winnipeg,MB,204-896-3256,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
292,292,Safeway Lindenridge #4859,Pharmacy,Winnipeg,-97.201538,49.825849,1625 Kenaston Blvd,Winnipeg,MB,204-488-9411,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
293,293,Shoppers Drug Mart #2501,Pharmacy,Winnipeg,-97.061529,49.912055,100 1155 Concordia Ave,Winnipeg,MB,204-669-1722,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
294,294,Drug store Pharmacy # 9079,Pharmacy,Northern,-101.2537192729999,53.82847254800004,12 Hwy #10 N,The Pas,MB,204-623-1289,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
295,295,Wal-Mart Pharmacy #3004,Pharmacy,Prairie Mountain Health,-99.958547,49.867996,903 18th St N,Brandon,MB,204-728-4427,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
296,296,Wal-Mart Pharmacy #3107,Pharmacy,Winnipeg,-97.064255,49.89372,1576 Regent Ave W,Winnipeg,MB,204-661-6956,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
297,297,Red River Co-op Pharmacy Main,Pharmacy,Winnipeg,-97.124616,49.925691,1425 Main St,Winnipeg,MB,204-586-0007,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
298,298,Pharmacie Dufresne,Pharmacy,Southern Health-Santé Sud,-96.87077219499996,49.73894921000004,10 1321 Dawson Rd,Lorette,MB,204-878-4122,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
299,299,Wal-Mart Pharmacy #3102,Pharmacy,Northern,-97.848144,55.743948,300 Mystery Lake Rd,Thompson,MB,204-778-4675,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
300,300,Northway Pharmacy Harbourview,Pharmacy,Winnipeg,-97.050236,49.911907,10 1320 Concordia Ave,Winnipeg,MB,204-661-6265,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
301,301,Drugstore Pharmacy #9081,Pharmacy,Prairie Mountain Health,-101.260149,52.107334,1200 Main St Box 209,Swan River,MB,204-734-5535,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
302,302,Safeway Osborne and Kylemore #4844,Pharmacy,Winnipeg,-97.133665,49.862816,655 Osborne St,Winnipeg,MB,204-452-8604,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
303,303,Red River Co-op Pharmacy St. Vital,Pharmacy,Winnipeg,-97.106421,49.828193,850 Dakota St,Winnipeg,MB,204-253-7899,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
304,304,Safeway Pharmacy #4849,Pharmacy,Winnipeg,-97.21233661799994,49.86699530800007,2025 Corydon Ave,Winnipeg,MB,204-488-4996,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
305,305,Drugstore Pharmacy #9081 - Extra Foods,Pharmacy,Prairie Mountain Health,-101.260149,52.107334,1200 Main St,Swan River,MB,204-734-5647,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
306,306,Shoppers Drug Mart #545,Pharmacy,Southern Health-Santé Sud,-96.68214000599994,49.52417002000004,382 Main St,Steinbach,MB,204-326-3747,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
307,307,Shoppers Drug Mart #559,Pharmacy,Winnipeg,-97.194255,49.937398,795 Keewatin St,Winnipeg,MB,204-694-8209,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
308,308,Shoppers Drugmart #2414,Pharmacy,Winnipeg,-97.124998,49.884004,409 Tache Ave,Winnipeg,MB,204-231-4000,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
309,309,Shoppers Drug Mart #2424,Pharmacy,Prairie Mountain Health,-99.936857,49.842583,139 Victoria Ave E,Brandon,MB,204-727-4248,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
310,310,Tache Pharmacy,Pharmacy,Winnipeg,-97.12338314699996,49.88465170500007,400 Tache Ave,Winnipeg,MB,204-233-3469,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
311,311,Dueck Drug Store,Pharmacy,Southern Health-Santé Sud,-96.565395,49.134564,207 Railway Ave Box 190,Vita,MB,204-425-3473,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
312,312,Wal-Mart Pharmacy #3177,Pharmacy,Winnipeg,-97.19859,49.823597,1665 Kenaston Blvd,Winnipeg,MB,204-488-1560,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
313,313,Safeway Pharmacy #590,Pharmacy,Winnipeg,-97.094513,49.933565,965 Henderson Hwy,Winnipeg,MB,204-661-9532,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
314,314,Safeway Pharmacy #4832,Pharmacy,Northern,-97.848311573,55.74417397700006,300 Mystery Lake Rd,Thompson,MB,204-677-3064,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
315,315,Safeway Pharmacy #4829,Pharmacy,Prairie Mountain Health,-99.960431,49.866437,921 18th St N,Brandon,MB,204-727-0924,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
316,316,Safeway Food And Drug Pharmacy #628,Pharmacy,Prairie Mountain Health,-99.9621,49.876193,1610 18th St,Brandon,MB,204-727-1126,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
317,317,Safeway River Avenue #4867,Pharmacy,Winnipeg,-97.148545,49.879453,499 River Ave,Winnipeg,MB,204-474-2297,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
318,318,Shoppers Drug Mart #532,Pharmacy,Winnipeg,-97.15649001199996,49.79600000200003,2656 Pembina Hwy,Winnipeg,MB,204-269-3927,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
319,319,Shoppers Drug Mart #2422,Pharmacy,Winnipeg,-97.156683,49.901409,777 Sherbrook St W,Winnipeg,MB,204-772-1317,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
320,320,Easton Place Pharmacy,Pharmacy,Interlake-Eastern,-96.885836,50.162113,15 Wersch St,Selkirk,MB,204-482-1980,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
321,321,Harris Pharmacy,Pharmacy,Prairie Mountain Health,-99.466826,50.229219,424 Mountain Ave,Neepawa,MB,204-476-2987,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
322,322,Safeway #4826 (FreshCo #4288),Pharmacy,Winnipeg,-97.15405287099998,49.84036757600006,1319 Pembina Hwy,Winnipeg,MB,204-477-5404,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
323,323,Freshco Pharmacy #4259,Pharmacy,Winnipeg,-97.157637,49.944991,920 Jefferson Ave,Winnipeg,MB,204-694-1829,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
324,324,Shoppers Drug Mart #537,Pharmacy,Winnipeg,-97.15402003199996,49.81044998400006,2211 Pembina Hwy,Winnipeg,MB,204-269-8113,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
325,325,Sobeys Pharmacy #5180,Pharmacy,Winnipeg,-97.007838,49.974911,3156 Birds Hill Rd,East St Paul,MB,204-654-1899,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
326,326,Loblaw Pharmacy #1508,Pharmacy,Winnipeg,-97.288413,49.882844,3193 Portage Ave,Winnipeg,MB,204-831-3535,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
327,327,Sobeys Pharmacy #5155,Pharmacy,Winnipeg,-97.067467,49.904218,7 Reenders Dr,Winnipeg,MB,204-669-5422,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
328,328,Sobeys Kenaston #5166,Pharmacy,Winnipeg,-97.204017,49.821492,1660 Kenaston Blvd,Winnipeg,MB,204-489-3968,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
329,329,Rexall Pharmaplus #4838,Pharmacy,Winnipeg,-97.123205,49.881598,123 Marion Ave,Winnipeg,MB,204-233-0188,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
330,330,Rexall #7405,Pharmacy,Winnipeg,-97.15624637499997,49.80537741300003,100 2385 Pembina Hwy,Winnipeg,MB,204-269-2391,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
331,331,Ebbeling Pharmacy,Pharmacy,Winnipeg,-97.091462,49.923595,722 Watt St,Winnipeg,MB,204-668-1593,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
332,332,Rexall #4816,Pharmacy,Winnipeg,-97.295283,49.880644,3310 Portage Ave,Winnipeg,MB,204-982-4140,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
333,333,Rexall #7403,Pharmacy,Winnipeg,-97.13364,49.909635,874 Main St,Winnipeg,MB,204-943-5206,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
334,334,Rexall #4817,Pharmacy,Winnipeg,-97.19452851299997,49.92134306600008,1794 Logan Ave,Winnipeg,MB,204-982-4110,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
335,335,Rexall Pharmaplus #4903,Pharmacy,Winnipeg,-97.246979,49.876295,2305 Portage Ave,Winnipeg,MB,204-837-8379,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
336,336,Selkirk Pharmacy,Pharmacy,Interlake-Eastern,-96.87183109599994,50.14202408500006,24 353 Eveline St,Selkirk,MB,204-482-8913,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
337,337,Target Pharmacy T-3644,Pharmacy,Winnipeg,-97.06003031499996,49.89690107600006,1545 Regent Ave W,Winnipeg,MB,204-654-6781-6,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
338,338,Keewatin Medical Center Pharmacy Inc,Pharmacy,Winnipeg,-97.196666,49.942934,6 998 Keewatin St,Winnipeg,MB,204-615-0010,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
339,339,Ste Rose Super Thrifty,Pharmacy,Prairie Mountain Health,-99.523488,51.059557,610 Central Ave,Ste Rose Du Lac,MB,204-447-2878,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
340,340,LifeSmart Pharmacy Seven Oaks,Pharmacy,Winnipeg,-97.117155,49.938797,1840 Main St,Winnipeg,MB,204-417-9544,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
341,341,People's Pharmacy,Pharmacy,Winnipeg,-97.202158,49.879837,1632 Portage Ave,Winnipeg,MB,204-788-0395,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
342,342,Shoppers Drug Mart #554,Pharmacy,Winnipeg,-97.15804,49.901693,106 790 Sherbrook St,Winnipeg,MB,204-779-1996,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
343,343,The Medicine Shope Pharmacy #313,Pharmacy,Winnipeg,-97.155358,49.941037,10 1399 McPhillips St,Winnipeg,MB,204-334-1075,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
344,344,Loblaw Pharmacy #1509,Pharmacy,Winnipeg,-97.163791,49.800047,80 Bison Dr,Winnipeg,MB,204-275-4130,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
345,345,Pembina Valley Pharmacy,Pharmacy,Southern Health-Santé Sud,-97.555073,49.105028,A 58 2nd St NE,Altona,MB,204-324-5550,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
346,346,The Pas Super Thrifty Drug Mart,Pharmacy,Northern,-101.26184206,53.83445754100006,11 Otineka Mall AVE,Opaskwayak,MB,204-623-5150,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
347,347,Grunthal Pharmacy,Pharmacy,Southern Health-Santé Sud,-96.854978,49.406433,112 Main St Box 1011,Grunthal,MB,204-434-6923,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
348,348,Winnipeg Beach Pharmacy,Pharmacy,Interlake-Eastern,-96.96768980099996,50.49836935300004,54 Main St Box 475,Winnipeg Beach,MB,204-389-3971,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
349,349,Northway Pharmacy Brothers,Pharmacy,Winnipeg,-97.146786,49.915983,542 Selkirk Ave,Winnipeg,MB,204-586-2074,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
350,350,Shoppers Drug Mart #2517,Pharmacy,Northern,-101.249884,53.823433,B 333 Edwards Ave Box 188,The Pas,MB,204-623-5331,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
351,351,Island Lakes Pharmacy,Pharmacy,Winnipeg,-97.066387,49.839745,6 20 Island Shore Blvd,Winnipeg,MB,204-255-7484,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
352,352,Shoppers Drug Mart #2419,Pharmacy,Southern Health-Santé Sud,-97.930553,49.190921,1 777 Norquay Dr,Winkler,MB,204-325-4744,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
353,353,Gateway Pharmacy,Pharmacy,Winnipeg,-97.068423,49.929759,4 1115 Gateway Rd,Winnipeg,MB,204-668-0015,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
354,354,Loblaw Pharmacy #4622,Pharmacy,Prairie Mountain Health,-100.049198,51.149053,15 1st Ave NE,Dauphin,MB,204-622-2925,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
355,355,Shoppers Drug mart - Morden,Pharmacy,Southern Health-Santé Sud,-98.102322,49.188673,302 North Railway St,Morden,MB,204-822-4403,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
356,356,Wal-Mart Pharmacy #1022,Pharmacy,Southern Health-Santé Sud,-97.938261,49.195051,1000 Navigator Rd,Winkler,MB,204-325-4212,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
357,357,Gilbert Plains Pharmacy,Pharmacy,Prairie Mountain Health,-100.488489,51.148838,26 Main St N,Gilbert Plains,MB,204-548-2682,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
358,358,Osborne Village Pharmacy,Pharmacy,Winnipeg,-97.145302,49.879814,5 433 River Ave,Winnipeg,MB,204-477-6337,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
359,359,Steinbach Primary Care Pharmacy,Pharmacy,Southern Health-Santé Sud,-96.67424548099996,49.53469968700006,102 381 Stonebridge Crossing,Steinbach,MB,204-326-6400,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
360,360,Gladstone Pharmacy,Pharmacy,Southern Health-Santé Sud,-98.951970766,50.22607704400008,25 Dennis St Box 280,Gladstone,MB,204-385-2051,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
361,361,Pharmacie La Broquerie Pharmacy,Pharmacy,Southern Health-Santé Sud,-96.510028,49.517867,D 205 Principale St Box 879,La Broquerie,MB,204-424-5940,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
362,362,Red River Pharmacy,Pharmacy,Winnipeg,-97.164502,49.892936,724 Ellice Ave,Winnipeg,MB,204-772-2115,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
363,363,St Pierre Pharmacy,Pharmacy,Southern Health-Santé Sud,-96.98476500199996,49.44092670800006,465 Sabourin St,St-Pierre-Jolys,MB,204-433-7481,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
364,364,Rockwood Pharmacy,Pharmacy,Interlake-Eastern,-97.32729031599996,50.13109746900005,5 405 3rd Ave S,Stonewall,MB,204-467-5167,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
365,365,Target Pharmacy - T7012,Pharmacy,Winnipeg,-97.20087763699996,49.89015681200004,875 St James St,Winnipeg,MB,204-318-3071,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
366,366,Parkers Super Thrifty Pharmacy Ltd,Pharmacy,Interlake-Eastern,-96.869929,50.142644,362 Evelene St,Selkirk,MB,204-482-4469,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
367,367,Gilbert Plains Pharmacy,Pharmacy,Prairie Mountain Health,-100.488489,51.148838,26 Main St N,Gilbert Plains,MB,204-548-2682,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
368,368,Medsafe Pharmacy,Pharmacy,Prairie Mountain Health,-99.961366786,49.84449794000005,1 335 18th St,Brandon,MB,204-571-0120,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
369,369,Guest Pharmacy,Pharmacy,Winnipeg,-97.111812,49.856191,715 St Mary's Rd,Winnipeg,MB,204-691-4824,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
370,370,Taylor Pharmacy,Pharmacy,Interlake-Eastern,-96.99089187199996,50.63228659200007,50 Centre St Box 4000,Gimli,MB,204-642-8170,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
371,371,Red River Pharmacy,Pharmacy,Winnipeg,-97.114579,49.915775,139 Carmen Ave,Winnipeg,MB,204-663-4670,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
372,372,Gillam Hospital Dispensary,Pharmacy,Northern,-94.710446,56.348559,116 Gillam Drive Box 2000,Gillam,MB,204-652-6045,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
373,373,Northway Pharmacy Pharmacie Marion,Pharmacy,Winnipeg,-97.119859,49.881796,191 Marion St,Winnipeg,MB,204-231-3226,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
374,374,West Broadway Pharmacy,Pharmacy,Winnipeg,-97.15407870599996,49.88562744100005,595 Broadway Ave,Winnipeg,MB,204-775-9293,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
375,375,Rexall #7409,Pharmacy,Interlake-Eastern,-97.324072,50.130607,1 330 3rd Ave S,Stonewall,MB,204-467-8137,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
376,376,Sobeys Pharmacy #5105,Pharmacy,Prairie Mountain Health,-99.963595,49.824221,1570 18TH St,Brandon,MB,204-727-1126,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
377,377,Southeast Wellness Pharmacy,Pharmacy,Southern Health-Santé Sud,-96.690133,49.544761,116C Park Rd,Steinbach,MB,204-346-1970,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
378,378,The Medicine Shoppe Pharmacy #133,Pharmacy,Winnipeg,-97.219246,49.879465,1881 Portage Ave,Winnipeg,MB,204-988-9834,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
379,379,Medocare Pharmacy,Pharmacy,Winnipeg,-97.132983,49.902632,150 Henry Ave,Winnipeg,MB,204-942-7220,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
380,380,The Prescription Shop #2,Pharmacy,Winnipeg,-97.006818,49.894834,218 Regent Ave W,Winnipeg,MB,204-222-7222,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
381,381,Grand Medicine Pharmacy,Pharmacy,Interlake-Eastern,-97.57388552999998,51.21480762100003,Lot 39 Hwy 325 Box 87,Hodgson,MB,204-372-6048,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
382,382,Tache Pharmacy at Seven Oaks Hospital,Pharmacy,Winnipeg,-97.148844,49.95518,Main Floor 2300 McPhillips St,Winnipeg,MB,204-633-2233,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
383,383,The Wheat City Pharmacy,Pharmacy,Prairie Mountain Health,-99.960511,49.864198,C1 1711 Kirkcaldy Dr,Brandon,MB,204-727-1790,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
384,384,Martin's Pharmacy,Pharmacy,Prairie Mountain Health,-100.930865,49.849519,490 7th Ave,Virden,MB,204-748-2211,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
385,385,The Prescription Shop #4,Pharmacy,Winnipeg,-97.155955,49.902771,100 825 Sherbrook St,Winnipeg,MB,204-774-7711,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
386,386,Grandview Pharmacy Inc,Pharmacy,Prairie Mountain Health,-100.699443,51.173162,404 Main St,Grandview,MB,204-546-2626,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
387,387,Pharmacie Centre de Santé - La Broquerie,Pharmacy,Southern Health-Santé Sud,-96.51009153399995,49.52629641000004,89 Principale St Box 59,La Broquerie,MB,204-424-9977,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
388,388,Wal-Mart Pharmacy #1186,Pharmacy,Winnipeg,-97.158679,49.853091,1000 Taylor Ave,Winnipeg,MB,204-992-9758,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
