EI Code,EI name,Other Name for EI,Institution Type,Designation Status,Designation Reason,Date of Designation,Date of De-Designation,Address Line 1,Address Line 2,Address Line 3,City,Province,Postal Code,Country,Telephone Number Overseas,Telephone Number,Fax Number
GPCY,Eastern College Moncton,,Private Institution,Designated,,2014-05-15,,1070 St. George Blvd,,,Moncton,New Brunswick,E1E 4K7,Canada,,,
GPCZ,Eastern College Saint John,,Private Institution,Designated,,2014-05-15,,123-212 McAllister Dr.,,,Saint John,New Brunswick,E2J 2S7,Canada,,,
GPDA,Eastern Trades College,,Private Institution,Designated,,2014-05-15,,123-212 McAllister Dr.,,,Saint John,New Brunswick,E2J 2S5,Canada,,,
GPGE,Ecole de Coiffure Lafrance School  of Hair Design,,Private Institution,Designated,,1993-09-07,,651 E.H Daigle Blvd- Suite 500,PO Box 7428,,Grand Falls (Grand Sault),New Brunswick,E3Z1B2,Canada,(506) 473-7212,(506) 473-7212,(506) 473-7212
GPCB,Elite Dog Grooming & Academy,,Private Institution,Designated,,2007-09-04,,45,Colonial Dr.,,Moncton,New Brunswick,E1G2J1,Canada,,,
GPKX,Emmanuel Baptist Bible Institute,,Private Institution,Designated,,2004-12-16,,187 Mclaughlin Drive,,,Moncton,New Brunswick,E1A4P4,Canada,(506) 853-7331,(506) 853-7331,(506) 853-7331
GPCT,Fundy Learning Center (The),,Private Institution,Designated,,2012-12-06,,186 Adelaide Road,,,Saint John,New Brunswick,E2K 1X1,Canada,,,
GPCQ,Glamour Paws Grooming Academy,,Private Institution,Designated,,2012-05-15,,1633 Mountain Road,,,Moncton,New Brunswick,E1G 1A5,Canada,,,
GPJV,Grand Falls Aviation Service Ltd.,,Private Institution,Designated,,2001-09-14,,3 Ch. Michaud,,,Grand Falls,New Brunswick,E3Z1L5,Canada,(506) 473-2566,(506) 473-2566,(506) 473-2566
GPAB,Kingswood University,,Private Institution,Designated,,1988-12-21,,Financial Aid Office,26 Western Street,Box 5125,Sussex,New Brunswick,E4E5L2,Canada,(506) 432-4423,(506) 432-4423,(506) 432-4423
GPAC,L'Institut Jon rayMond,,Private Institution,Designated,,1988-12-21,,21 Stone Avenue,,,Moncton,New Brunswick,E1C3M3,Canada,(506) 857-9840,(506) 857-9840,(506) 857-9840
GPBD,Majestany Institute - Fredericton,,Private Institution,Designated,,1988-12-21,,120 Westmorland Street,,,Fredericton,New Brunswick,E3B3L5,Canada,(506) 458-8070,(506) 458-8070,(506) 458-8070
GPIS,Majestany Institute - Saint John,,Private Institution,Designated,,1998-07-13,,418 Rothesay Avenue,,,Saint John,New Brunswick,E2J 2C4,Canada,5066934125,5066934125,5066934125
GPKG,McKenzie College,,Private Institution,Designated,,2003-09-29,,860 Main St.,Suite 700,,Moncton,New Brunswick,E1C 1G2,Canada,5063846460,5063846460,5063846460
GPCH,Medavie HealthEd,,Private Institution,Designated,,2008-12-05,,567 St. George Blvd,,,Moncton,New Brunswick,E1E 2B9,Canada,(902) 463-0462,(902) 463-0462,(902) 463-0462
GPDF,Medes College,,Private Institution,Designated,,2016-03-04,,1040 Champlain Street- ,Suite 300,,Dieppe- NB,New Brunswick,E1A8L8,Canada,506-859-1133,506-859-1133,506-859-1133
GPCP,Moncton Flight College,,Private Institution,Designated,,2011-05-26,,1719 Champlain St.,,,Dieppe,New Brunswick,E1A7P5,Canada,,,
GPDI,Mount St. Joseph Nursing Home,,Private Institution,Designated,,2018-11-21,,51 Lobban Avenue,,,Miramichi,New Brunswick,E1N2W8,Canada,,,
GPAR,New Brunswick Bible Institute,,Private Institution,Designated,,1988-08-30,,2335 Route 103,C/O Dan Robins,,Victoria Corner,New Brunswick,E7P 1C7,Canada,5063759000,5063759000,5063759000
GPAM,Northeast Christian College,,Private Institution,Designated,,1988-12-21,,128 River St.,P.O. Box 22017,,Fredericton,New Brunswick,E3A5T6,Canada,(506) 453-1590,(506) 453-1590,(506) 453-1590
GPCO,Operating Engineers Training Institute,,Private Institution,Designated,,2010-08-24,,341 King William Road,,,Saint John,New Brunswick,E2M7C9,Canada,,,
GPAI,Oulton College,,Private Institution,Designated,,1988-12-21,,4 Flanders Court,,,Moncton,New Brunswick,E1C 0K6,Canada,(506) 858-9696,(506) 858-9696,(506) 858-9696
GPCV,Ready Arc Training and Testing,,Private Institution,Designated,,2013-10-28,,70 McIlveen Drive,,,Saint John,New Brunswick,E2J 4Y7,Canada,,,
GPFX,Salon Carrousel,,Private Institution,Designated,,2011-10-25,,CP 3375,10- rue Charles,,Tracadie-Sheila,New Brunswick,E1X1G5,Canada,(506) 395-2197,(506) 395-2197,(506) 395-2197
GPGX,School of Spirit (Pentecostal Tabernacles Inc),,Private Institution,Designated,,1994-10-24,,350 Barnham Road,,,Oakland,New Brunswick,E7L2V4,Canada,(506) 392-8099,(506) 392-8099,(506) 392-8099
GPGR,St. Stephen's University,,Private Institution,Designated,,1994-08-12,,8 Main Street,,,St. Stephen,New Brunswick,E3L3E2,Canada,(506) 466-1781,(506) 466-1781,(506) 466-1781
GPJA,Threshold Ministries,,Private Institution,Designated,,1999-02-16,,105 Mountain View Drive,,,Saint John,New Brunswick,E2J5B5,Canada,(506) 693-8975,(506) 693-8975,(506) 693-8975
GPIX,Union of New Brunswick Indians Training Institute (UNBI),,Private Institution,Designated,,1998-10-29,,75 Melissa Street- Unit 1,,,Fredericton,New Brunswick,E3A 6V9,Canada,5064589444,5064589444,5064589444
GPCJ,University of Fredericton,,Private Institution,Designated,,2009-10-22,,371 Queen st.,,,Fredericton,New Brunswick,E3B1B1,Canada,,,
GPDH,Wizard of Pawz Grooming Academy,Wizard of Pawz Grooming Academy,Private Institution,Designated,,2016-12-19,,607 Saint George Boulevard,,,Moncton,New Brunswick,E1E 4W3,Canada,,,
GPKO,Yorkville University,,Private Institution,Designated,,2004-05-21,,100 Woodside Lane,Suite 120,,Fredericton,New Brunswick,E3C 2R9,Canada,(506) 454-1220,(506) 454-1220,(506) 454-1220
GVAN,CCNB - Bathurst,,Technical and Vocational,Designated,,1993-11-02,,C.P. 266,725- rue du College,,Bathurst,New Brunswick,E2A4B9,Canada,(506) 547-2145,(506) 547-2145,(506) 547-2145
GVAF,CCNB - Campbellton,,Technical and Vocational,Designated,,1988-12-21,,C.P. 309,rue Village,,Campbellton,New Brunswick,E3N3G7,Canada,(506) 789-2445,(506) 789-2445,(506) 789-2445
GVAT,CCNB - Dieppe,,Technical and Vocational,Designated,,1988-12-21,,505- rue College,,,Dieppe,New Brunswick,E1A6X2,Canada,(506) 856-2200,(506) 856-2200,(506) 856-2200
GVAG,CCNB - Edmundston,,Technical and Vocational,Designated,,1988-12-21,,225- chemin du Pouvoir,C.P. 70,,Edmundston,New Brunswick,E3V3K7,Canada,(506) 735-2506,(506) 735-2506,(506) 735-2506
GVAZ,CCNB - Peninsule Acadienne,,Technical and Vocational,Designated,,2001-05-29,,232A- avenue de l'Église,,,Shippagan,New Brunswick,E8S1J2,Canada,(506) 336-3073,(506) 336-3073,(506) 336-3073
GVAU,College de Technologie forestiere des Maritimes,,Technical and Vocational,Designated,,1988-12-21,,725- rue du College,C.P. 266,,Bathurst,New Brunswick,E2A3Z2,Canada,(506) 546-4176,(506) 546-4176,(506) 546-4176
GVAB,Maritime College of Forest Tech.,,Technical and Vocational,Designated,,1988-12-21,,1350 Regent Street,,,Fredericton,New Brunswick,E3C 2G6,Canada,5064580199,5064580199,5064580199
GVAO,Moncton Hospital School of Radiologic Technology,,Technical and Vocational,Designated,,1988-12-21,,135 Macbeath,,,Moncton,New Brunswick,E1C6Z8,Canada,(506) 857-5111,(506) 857-5111,(506) 857-5111
GVAD,New Brunswick College of Craft & Design,,Technical and Vocational,Designated,,1988-12-21,,PO Box 6000,,,Fredericton,New Brunswick,E3B 5H1,Canada,5064532305,5064532305,5064532305
GVAW,New Brunswick Community College - Fredericton,,Technical and Vocational,Designated,,1996-05-29,,26 Duffie Drive,,,Fredericton,New Brunswick,E3B0R6,Canada,(506) 453-3641,(506) 453-3641,(506) 453-3641
GVAV,New Brunswick Community College - Miramichi,,Technical and Vocational,Designated,,1988-12-21,,P.O. Box 1053,80 University Avenue,,Miramichi,New Brunswick,E1N3W4,Canada,(506) 778-6000,(506) 778-6000,(506) 778-6000
GVAE,New Brunswick Community College - Moncton,,Technical and Vocational,Designated,,1988-12-21,,1234 Mountain Road,,,Moncton,New Brunswick,E1C8H9,Canada,(506) 856-2220,(506) 856-2220,(506) 856-2220
GVAK,New Brunswick Community College - Saint John,,Technical and Vocational,Designated,,1988-12-21,,950 Grandview Avenue,P.O. Box 2270,,Saint John,New Brunswick,E2J4C5,Canada,(506) 658-6601,(506) 658-6601,(506) 658-6601
GVAI,New Brunswick Community College - St. Andrews,,Technical and Vocational,Designated,,1988-12-21,,P.O. Box 427,99 Augustus Street,,St. Andrews,New Brunswick,E5B2E9,Canada,(506) 529-5025,(506) 529-5025,(506) 529-5025
GVAA,New Brunswick Community Colleges -  Woodstock,,Technical and Vocational,Designated,,1988-12-21,,100 Broadway Street,,,Woodstock,New Brunswick,E7M5C5,Canada,(506) 325-4400,(506) 325-4400,(506) 325-4400
GVAQ,Saint John School of Radiation Therapy,,Technical and Vocational,Designated,,1988-12-21,,400 University Avenue,,,Saint John,New Brunswick,E2L4L2,Canada,(506) 738-8959,(506) 738-8959,(506) 738-8959
GUAF,Mount Allison University,,University,Designated,,1988-12-21,,65 York Street,,,Sackville,New Brunswick,E4L 1E4,Canada,5063642200,5063642200,5063642200
GUAA,Saint Thomas University,,University,Designated,,1988-08-30,,Registrar's Office,PO Box 4569,51 Dineen Drive,Fredericton,New Brunswick,E3B 5G3,Canada,(506) 452-0544,(506) 452-0544,(506) 452-0544
GUAD,Universite de Moncton -  Shippagan,,University,Designated,,1988-12-21,,218- boulevard J.D. Gauthier,,,Shippagan,New Brunswick,E8S1P6,Canada,(506) 336-3404,(506) 336-3404,(506) 336-3404
GUAE,Universite de Moncton - Edmundston,,University,Designated,,1988-09-20,,165 Boulevard Hebert,,,Edmundston,New Brunswick,E3V2S8,Canada,(506) 737-5050,(506) 737-5050,(506) 737-5050
GUAB,Universite de Moncton - Moncton,,University,Designated,,1988-12-21,,Centre Etudiants,18- ave Antoine-Maillet,,Moncton,New Brunswick,E1A3E9,Canada,(506) 858-3731,(506) 858-3731,(506) 858-3731
GUAG,University of New Brunswick - Fredericton,,University,Designated,,1988-12-21,,8 Bailey Drive,Room 001,,Fredericton,New Brunswick,E3B5A3,Canada,(506) 453-4624,(506) 453-4624,(506) 453-4624
GUAH,University of New Brunswick - Saint John,,University,Designated,,1988-12-21,,Financial Services ,P. O. Box 5050 ,100 Tucker Park Road ,Saint John,New Brunswick,E2L4L5,Canada,(506) 648-5500,(506) 648-5500,(506) 648-5500
JJAB,College of the North Atlantic- Bay St. George campus,,Junior College,Designated,,1988-08-30,,Stephenville Campus,P.O. Box 5400,432 Massachusetts Drive,Stephenville,Newfoundland and Labrador,A2N2Z6,Canada,(709) 643-7730,(709) 643-7730,(709) 643-7730
JNAE,Centre for Nursing Studies,,Nursing Schools,Designated,,1996-07-19,,100 Forest Road,Southcott Hall,Room 1007,St. John's,Newfoundland and Labrador,A1A 1E5,Canada,7097776644,7097776644,7097776644
JPAL,Academy Canada - Corner Brook Campus,,Private Institution,Designated,,1990-03-20,,2 University Drive,P.O. Box 366,,Corner Brook,Newfoundland and Labrador,A2H 6E3,Canada,7096372100,7096372100,7096372100
JPAY,Academy Canada - St. John's campus,,Private Institution,Designated,,1994-08-29,,167 - 169 Kenmount Rd.,,,St. John's,Newfoundland and Labrador,A1B3P9,Canada,(709) 739-6767,(709) 739-6767,(709) 739-6767
JPAN,BAC Training Centre Inc.,,Private Institution,Designated,,2007-09-28,,631 Conception Bay Highway,,,Conception Bay South,Newfoundland and Labrador,A1X7L4,Canada,(709) 834-4085,(709) 834-4085,(709) 834-4085
JPBB,Canadian Training Institute,,Private Institution,Designated,,1995-03-17,,P.O. Box 479,,,Bay Roberts,Newfoundland and Labrador,A0A 1G0,Canada,(709) 786-2400,(709) 786-2400,(709) 786-2400
JPBX,Carpenters Millwrights College,,Private Institution,Designated,,1996-10-02,,P.O. Box 3040,,,Paradise- NL,Newfoundland and Labrador,A1L3W2,Canada,,,
JPBE,Central Training Academy,,Private Institution,Designated,,1995-07-07,,P.O Box 400,,,Badger,Newfoundland and Labrador,A0H1A0,Canada, (709) 539-5150, (709) 539-5150, (709) 539-5150
JPBW,Dietrac Technical Institute,,Private Institution,Designated,,1996-10-02,,P.O. Box  970 82 Premier Drive,,,Lewisporte,Newfoundland and Labrador,A0G 3A0,Canada,7095350550,7095350550,7095350550
JPAE,Eastern Academy,,Private Institution,Designated,,1988-03-14,,22 Pearl Place,,,St. John's,Newfoundland and Labrador,A1E4P3,Canada,(709) 722-8580,(709) 722-8580,(709) 722-8580
JPBR,Gander Flight Training Center,,Private Institution,Designated,,1996-05-06,,P.O. Box 355,70 C.L. Dobbin Drive,,Gander,Newfoundland and Labrador,A1V 1W7,Canada,7092567484,7092567484,7092567484
JPDR,Ironworkers Education And Training Co. Inc.,,Private Institution,Designated,,2004-11-04,,38 Sagona Avenue,,,Mount Pearl,Newfoundland and Labrador,A1N 4R3,Canada,7097472158,7097472158,7097472158
JPBI,Keyin College- Burin,,Private Institution,Designated,,1995-11-22,,Keyin College,P.O. Box 160,,Creston,Newfoundland and Labrador,A0E1K0,Canada,(709) 891-1995,(709) 891-1995,(709) 891-1995
JPAS,Keyin College- Carbonear,,Private Institution,Designated,,1993-04-06,,81 Lemarchant Street,,,Carbonear,Newfoundland and Labrador,A1Y 1A9,Canada,(709) 596-6472,(709) 596-6472,(709) 596-6472
JPDQ,Keyin College- Gander,,Private Institution,Designated,,2001-03-12,,Gander Campus,175 airport blvd.,,Gander,Newfoundland and Labrador,A1V1K6,Canada,(709) 489-8560,(709) 489-8560,(709) 489-8560
JPCE,Keyin College- Grand Falls-Windsor,,Private Institution,Designated,,1997-01-03,,60 Hardy Avenue,,,Grand Falls-Windsor,Newfoundland and Labrador,A2A 2P7,Canada,7094898560,7094898560,7094898560
JPBA,Keyin College- Marystown,,Private Institution,Designated,,1994-09-20,,P.O. Box 1327,,,Marystown,Newfoundland and Labrador,A0E2M0,Canada,(709) 279-5090,(709) 279-5090,(709) 279-5090
JPAC,Keyin College- St. John's,,Private Institution,Designated,,1988-12-21,,P.O. Box 13609 Stn. A,44 Austin Street,,St. John's,Newfoundland and Labrador,A1B4G1,Canada,(709) 579-1061,(709) 579-1061,(709) 579-1061
JPAX,Keyin College- Western Campus,,Private Institution,Designated,,1993-09-28,,128 Carolina Avenue,,,Stephenville,Newfoundland and Labrador,A2N 2S5,Canada,7096436444,7096436444,7096436444
JPDI,Operating Engineers College,,Private Institution,Designated,,1997-12-01,,P.O. Box 389,Salmonier Line,,Holyrood,Newfoundland and Labrador,A0A 2R0,Canada,7092296464,7092296464,7092296464
JPBY,Random Sound Paramedicine,,Private Institution,Designated,,2021-03-12,,299 Memorial Drive,,,Clarenville,Newfoundland and Labrador,A5A1R6,Canada,,,
JPDG,United Association Training Center,,Private Institution,Designated,,1997-10-15,,P. O. Box 216,,,Mount Pearl,Newfoundland and Labrador,A1N2C2,Canada,(709) 747-2249,(709) 747-2249,(709) 747-2249
JPAP,Vanstone Scott College,,Private Institution,Designated,,2021-01-14,,370 Torbay Road,Bally Rou Place,,St. John's,Newfoundland and Labrador,A1A3W8,Canada,,,
JVAD,College of the North Atlantic- Baie Verte campus,,Technical and Vocational,Designated,,1988-08-30,,Baie Verte Campus,,1 Terra Nova Road,Baie Verte,Newfoundland and Labrador,A0K1B0,Canada,(709) 532-8066,(709) 532-8066,(709) 532-8066
JVAF,College of the North Atlantic- Bonavista campus,,Technical and Vocational,Designated,,1988-12-21,,Bonavista Campus,C/O P.O. Box 670,301 Confederation Drive,Bonavista,Newfoundland and Labrador,A0C1B0,Canada,(709) 468-2610,(709) 468-2610,(709) 468-2610
JVAG,College of the North Atlantic- Burin campus,,Technical and Vocational,Designated,,1988-12-21,,Burin Campus,4 Pike's Lane,PO Box 60,Burin,Newfoundland and Labrador,A1Y 1A7,Canada,(709) 891-1253,(709) 891-1253,(709) 891-1253
JVAH,College of the North Atlantic- Carbonear campus,,Technical and Vocational,Designated,,2001-01-30,,Carbonear Campus,P.O. Box 60,4 Pike's Lane,Carbonear,Newfoundland and Labrador,A1Y1A7,Canada,(709) 596-6139,(709) 596-6139,(709) 596-6139
JVAI,College of the North Atlantic- Clarenville campus,,Technical and Vocational,Designated,,1988-12-21,,Clarenville Campus,,69 Pleasant St.,Clarenville,Newfoundland and Labrador,A5A1V9,Canada,(709) 466-6900,(709) 466-6900,(709) 466-6900
JVAK,College of the North Atlantic- Corner Brook campus,,Technical and Vocational,Designated,,1988-12-21,,Corner Brook Campus,C/O P.O. Box 822,141 O'Connell Drive,Corner Brook,Newfoundland and Labrador,A2H6H8,Canada,(709) 637-8530,(709) 637-8530,(709) 637-8530
JVAL,College of the North Atlantic- Gander campus,,Technical and Vocational,Designated,,1988-12-21,,Gander Campus,C/O P.O. Box 395,1 Magee Road,Gander,Newfoundland and Labrador,A1V1W8,Canada,(709) 651-4800,(709) 651-4800,(709) 651-4800
JVAM,College of the North Atlantic- Grand Falls-Windsor campus,,Technical and Vocational,Designated,,1988-12-21,,Grand Falls-Windsor Campus,,5 Cromer Avenue,Grand Falls-Windsor,Newfoundland and Labrador,A2A1X3,Canada,(709) 292-5600,(709) 292-5600,(709) 292-5600
JVAN,College of the North Atlantic- Happy Valley-Goose Bay campus,,Technical and Vocational,Designated,,1988-12-21,,Happy Valley-Goose Bay Campus,C/O P.O. Box 1720- Station B,219 Hamilton River Road,Happy Valley-Goose Bay,Newfoundland and Labrador,A0P1E0,Canada,(709) 896-6300,(709) 896-6300,(709) 896-6300
JVAV,College of the North Atlantic- Labrador West campus,,Technical and Vocational,Designated,,1989-05-30,,Labrador West Campus,1600 Nichols-Adam Highway,,Labrador City,Newfoundland and Labrador,A2V0B8,Canada,(709) 944-7210,(709) 944-7210,(709) 944-7210
JVAP,College of the North Atlantic- Placentia campus,,Technical and Vocational,Designated,,1995-09-19,,Placentia Campus,P.O. Box 190,1 Roosevelt Avenue,Placentia,Newfoundland and Labrador,A0B2Y0,Canada,(709) 227-2037,(709) 227-2037,(709) 227-2037
JVAQ,College of the North Atlantic- Port Aux Basques campus,,Technical and Vocational,Designated,,1988-12-21,,Port Aux Basques Campus,C/O P.O. Box 760,59 Grand Bay Road,Port Aux Basques,Newfoundland and Labrador,A0M1C0,Canada,(709) 695-3582,(709) 695-3582,(709) 695-3582
JVAB,College of the North Atlantic- Prince Phillip Drive campus,,Technical and Vocational,Designated,,1988-12-21,,St. John's Campus,P.O. Box 1693,1 Prince Philip Drive,St. John's,Newfoundland and Labrador,A1C5P7,Canada,(709) 758-7284,(709) 758-7284,(709) 758-7284
JVAU,College of the North Atlantic- Ridge Road Campus,,Technical and Vocational,Designated,,2006-06-07,,P.O. Box 1150,153 Ridge Road,,St. John's,Newfoundland and Labrador,A1C6L8,Canada,(709) 758-7000,(709) 758-7000,(709) 758-7000
JVAJ,College of the North Atlantic- Seal Cove campus,,Technical and Vocational,Designated,,1995-09-19,,P.O. Box 19003- ,Station Seal Cove,1670 Conception Bay Highway,Conception Bay South,Newfoundland and Labrador,A1X5C7,Canada,(709) 744-2047,(709) 744-2047,(709) 744-2047
JVAS,College of the North Atlantic- St. Anthony campus,,Technical and Vocational,Designated,,1988-12-21,,St- Anthony Campus, P.O. Box 550,,St. Anthony,Newfoundland and Labrador,A0K4S0,Canada,(709) 454-3559,(709) 454-3559,(709) 454-3559
JVAA,Fisheries & Marine Institute - Memorial University of Newfoundland,,Technical and Vocational,Designated,,1988-12-21,,P.O. Box 4920,155 Ridge Road,,St. John's,Newfoundland and Labrador,A1C 5R3,Canada,7097780470,7097780470,7097780470
JUAB,Grenfell Campus - Memorial University of Newfoundland,,University,Designated,,1988-12-21,,University Drive,,,Corner Brook,Newfoundland and Labrador,A2H6P9,Canada,7096398981,7096398981,7096398981
JUAA,Memorial University of Newfoundland,,University,Designated,,1988-12-21,,P.O. Box 4200   Stn. C,,,St. John's,Newfoundland and Labrador,A1C5S7,Canada,(709) 864-8212,(709) 864-8212,(709) 864-8212
JUAE,Queen's College,,University,Designated,,1988-12-21,,210 Prince Philip Drive,,,St. John's,Newfoundland and Labrador,A1B3R6,Canada,7097530116,7097530116,7097530116
KVAC,Aurora College - Aurora Campus,,Technical and Vocational,Designated,,2018-08-07,,100 Distributor Street,Box 1008,,Inuvik,Northwest Territories,X0E0T0,Canada,(867) 777-7800,(867) 777-7800,(867) 777-7800
KVAA,Aurora College - Thebacha Campus,,Technical and Vocational,Designated,,2016-07-08,,Box 600,50 Conibear Crescent,,Fort Smith,Northwest Territories,X0E0P0,Canada,(867) 872-7500,(867) 872-7500,(867) 872-7500
KVAD,Aurora College - Yellowknife Campus,,Technical and Vocational,Designated,,2018-05-03,,Bag 9700,5004 54 Street,,Yellowknife,Northwest Territories,X1A2R3,Canada,(867) 920-3030,(867) 920-3030,(867) 920-3030
HPAM,Academy of Cosmetology,,Private Institution,Designated,,1988-12-21,,33 Thornhill Drive,Suite 201,,Dartmouth,Nova Scotia,B3B 1R9,Canada,(902) 469-7788,(902) 469-7788,(902) 469-7788
HPAK,Academy of Learning College (Halifax),,Private Institution,Designated,,2005-07-05,,Mumford Professional Centre,6960 Mumford Rd ,Suite 155,Halifax,Nova Scotia,B3L4P1,Canada,(902) 455-3395,(902) 455-3395,(902) 455-3395
HPFD,Atlantic Flight Attendant Academy,,Private Institution,Designated,,2000-07-18,,6148 Quinpool Road,Suite 200,,Halifax,Nova Scotia,B3L 1A3,Canada,9024220339,9024220339,9024220339
HPFS,Breton Commercial Truck Training,,Private Institution,Designated,,2016-10-19,,270 Stable Drive,Harbouorside,Commercial Park,Sydney,Nova Scotia,B1P6H2,Canada,,,
HPFY,Building Trades Advancement College of Nova Scotia,BTACNS,Private Institution,Designated,,2020-08-26,,24 Lakeside Park Drive,Suite 101,,Lakeside,Nova Scotia,B3T 1L1,Canada,,,
HPAB,CBBC Career College Inc,,Private Institution,Designated,,1988-12-21,,315 Jamieson Street,,,Sydney,Nova Scotia,B1N2P7,Canada,902-564-2222,902-564-2222,902-564-2222
HPFV,CBBC Career College Inc  (Halifax Campus),,Private Institution,Designated,,2017-06-15,,1046 Barrington Street,,,Halifax,Nova Scotia,B3H 2R1,Canada,,,
HPFX,CBBC Career College Inc Dartmouth Campus,,Private Institution,Designated,,2019-04-11,,45 Aldernay Drive,,,Dartmouth,Nova Scotia,B2Y 2N6,Canada,,,
HPBM,Canadian College of Acupuncture and Traditional Chinese Medicine,,Private Institution,Designated,,2010-06-01,,1306 Bedford Hwy,,,Bedford ,Nova Scotia,B4A1C6,Canada,,,
HPFB,Canadian College of Massage & Hydrotherapy,,Private Institution,Designated,,1999-09-27,,6960 Mumford Rd. Suite 180,Mumford Professional Centre,,Halifax,Nova Scotia,B3L4P1,Canada,(902) 832-3268,(902) 832-3268,(902) 832-3268
HPBP,Carpenter Millwright College (CMC),,Private Institution,Designated,,2010-09-20,,1000 Sackville Drive,,,Lower Sackville,Nova Scotia,B4E0C2,Canada,(902) 454-5100,(902) 454-5100,(902) 454-5100
HPEU,Centre for Distance Education,,Private Institution,Designated,,1998-04-30,,222 George Street,Suite C,,Sydney,Nova Scotia,B1P1J3,Canada,1(866) 446-5898,1(866) 446-5898,1(866) 446-5898
HPFI,Commercial Safety College,,Private Institution,Designated,,1988-12-21,,11490 Highway 2,,,Masstown,Nova Scotia,B0M1G0,Canada,902-662-2190,902-662-2190,902-662-2190
HPEH,DaVinci College of Art & Design,,Private Institution,Designated,,1996-12-10,,800 Sackville Drive,,,Lower Sackville,Nova Scotia,B4E1R8,Canada,(902) 429-1847,(902) 429-1847,(902) 429-1847
HPCI,Dexter Institute,,Private Institution,Designated,,2020-01-22,,927 Rocky Lake Drive,PO Box 48100,,Bedford,Nova Scotia,B4A 3Z2,Canada,,,
HPCK,Eastern College,,Private Institution,Designated,,1990-08-17,,Bay West Centre,6940 Mumford Road,Suite 111,Halifax,Nova Scotia,B3L 0B7,Canada,(902) 446-3933,(902) 446-3933,(902) 446-3933
HPBS,Eastern Esthetics Career College,,Private Institution,Designated,,2011-11-10,,19 Crane Lake Drive,,,Halifax,Nova Scotia,B3S1B5,Canada,,,
HPFR,Elevate Beauty Institute of Cosmetology,,Private Institution,Designated,,2016-03-21,,77 Crescent Drive ,Unit 4,,New Minas,Nova Scotia,B4N 3G7,Canada,,,
HPFW,Futureworx Career College,,Private Institution,Designated,,2019-01-07,,14 Court Street,Suite 305,,Truro,Nova Scotia,B2N3H7,Canada,902-843-4290,902-843-4290,902-843-4290
HPAT,Hair Design Centre Limited,,Private Institution,Designated,,1988-12-21,,278 Lacewood Drive,,,Halifax,Nova Scotia,B3M3N8,Canada,902-455-0535,902-455-0535,902-455-0535
HPBZ,Hair Masters,,Private Institution,Designated,,1988-01-14,,26 Archibald Avenue,,,North Sydney,Nova Scotia,B2A 2W3,Canada,9027942460,9027942460,9027942460
HPEM,ICT Northumberland College,,Private Institution,Designated,,1997-08-11,,1888 Brunswick Street,5th Floor,,Halifax,Nova Scotia,B3J 3J8,Canada,902-425-2869,902-425-2869,902-425-2869
HPEE,Island Career Academy,,Private Institution,Designated,,1996-11-14,,721 Alexandra Street,,,Sydney,Nova Scotia,B1S 2H4,Canada,9025644940,9025644940,9025644940
HPFJ,Jane Norman College,,Private Institution,Designated,,1993-02-25,,60 Lorne Street,,,Truro,Nova Scotia,B2N 3K3,Canada,9028933342,9028933342,9028933342
HPAE,Maritime Business College,,Private Institution,Designated,,1988-10-27,,800 Sackville Drive,,,Lower Sackville,Nova Scotia,B4E 1R8,Canada,902-463-0604,902-463-0604,902-463-0604
HPER,Maritime Environmental Training Institute,,Private Institution,Designated,,1997-11-18,,301 Alexandra Street,,,Sydney,Nova Scotia,B1S 2E8,Canada,(902) 539-9766,(902) 539-9766,(902) 539-9766
HPCX,Medavie HealthEd -Cape Breton,,Private Institution,Designated,,2015-04-29,,106 Townsend Street,,,Sydney,Nova Scotia,B1P 5E1,Canada,,,
HPFL,Medavie HealthEd -Dartmouth,,Private Institution,Designated,,2001-08-21,,50 Eileen Stubbs Avenue,Unit 154,,Dartmouth,Nova Scotia,B3B 0M7,Canada,(902) 464-5288,(902) 464-5288,(902) 464-5288
HPAJ,Nova Scotia College of Early Childhood Education Society,,Private Institution,Designated,,1988-12-21,,6208 Quinpool Road- 2nd Fl,,,Halifax,Nova Scotia,B3L1A3,Canada,(902) 423-7114,(902) 423-7114,(902) 423-7114
HPFK,Nova Scotia Firefighters School,,Private Institution,Designated,,2001-07-11,,48 Powder Mill Road,,,Waverley,Nova Scotia,B2R 1E9,Canada,9028613823,9028613823,9028613823
HPCJ,PeopleWorx,,Private Institution,Designated,,2014-03-18,,11 Opportunity Lane,Suite 2,,Coldbrook,Nova Scotia,B4R 0A5,Canada,,,
HPAQ,Ravensberg College,,Private Institution,Designated,,2007-03-13,,3660 Commission Street,,,Halifax,Nova Scotia,B3K0A5,Canada,902-482-4704,902-482-4704,902-482-4704
HPCO,Success College of Applied Arts & Technology - Sackville,,Private Institution,Designated,,1990-03-30,,800 Sackville Drive,,,Lower Sackville,Nova Scotia,B4E1R8,Canada,(902) 865-8283,(902) 865-8283,(902) 865-8283
HPDX,Transport Training Centres of Canada Ltd.,,Private Institution,Designated,,2012-03-19,,9 Pettipas Drive,Unit 1,,Dartmouth,Nova Scotia,B3B1K1,Canada,(902) 468-8999,(902) 468-8999,(902) 468-8999
