idx,facility_name,source_id,authority_type,address_str,province,ISCED4+,provider,address_str_clean,street_no,street_name
32,Sultana's Beauty Clinic And School,BPEZ,Private Institution,"76 Boyce Street, Red Deer, Alberta, Canada, (403) 342-5525",AB,1,Employment and Social Development Canada,76 boyce street red deer alberta canada 342 5525,76,boyce street
33,Rosebud School of the Arts,BPFC,Private Institution,"Box 654, Rosebud, Alberta, Canada, 4036772350",AB,1,Employment and Social Development Canada,rosebud alberta canada 4036772350,,
34,Kdm Dental College International Incorporated,BPFF,Private Institution,"940 - 6th Ave Sw, Suite 520, Calgary, Alberta, Canada, 4032642744",AB,1,Employment and Social Development Canada,940 6th ave sw calgary alberta canada 4032642744,940,6th ave sw
35,Columbia College,BPGD,Private Institution,"802 Manning Rd Ne, Calgary, Alberta, Canada, 4032359300",AB,1,Employment and Social Development Canada,802 manning rd ne calgary alberta canada 4032359300,802,manning rd ne
36,Namao Flying Club,BPGF,Private Institution,"25 27018 S.H. 633, Sturgeon County, Alberta, Canada, (780) 419-6777",AB,1,Employment and Social Development Canada,25 27018 sh 633 sturgeon county alberta canada 419 6777,25 27018,sh 633
37,MH Vicars School of Massage Therapy-Calgary,BPGL,Private Institution,"101 & 103, 200 Country Hills Landing NW, Calgary, Alberta, Canada, (403) 567-1451",AB,1,Employment and Social Development Canada,101 & 103 200 country hills landing nw calgary alberta canada 567 1451,200,country hills landing nw
38,Rocky Mountain College,BPGS,Private Institution,"4039 Brentwood Rd. N.W., Calgary, Alberta, Canada, 4032845100",AB,1,Employment and Social Development Canada,4039 brentwood rd nw calgary alberta canada 4032845100,4039,brentwood rd nw
39,International Academy of Esthetics,BPGV,Private Institution,"122 150 Chippewa Road, Sherwood Park, Alberta, Canada, (780) 449-1225",AB,1,Employment and Social Development Canada,122 150 chippewa road sherwood park alberta canada 449 1225,122 150,chippewa road
40,Alberta College of Massage Therapy-Calgary,BPGY,Private Institution,"#100, 1167 Kensington Crescent, NW, Calgary, Alberta, Canada, (780) 916-6888",AB,1,Employment and Social Development Canada,#100 1167 kensington crescent nw calgary alberta canada 916 6888,1167,kensington crescent nw
41,Alberta College of Massage Therapy-Lloydminster,BPGZ,Private Institution,"Bay 1A, 5712 - 44 Street, Lloydminster, Alberta, Canada, (780) 916-6888",AB,1,Employment and Social Development Canada,bay 1a 5712 44 street lloydminster alberta canada 916 6888,5712,44 street
42,Victory Bible College,BPHO,Private Institution,"10623 West Valley Road SW, Calgary, Alberta, Canada, 403-286-8337",AB,1,Employment and Social Development Canada,10623 west valley road sw calgary alberta canada 403 286 8337,10623,west valley road sw
43,Academy of Learning - Edmonton West,BPHR,Private Institution,"17718 - 64 Ave, Edmonton, Alberta, Canada, (780) 496-9428",AB,1,Employment and Social Development Canada,17718 64 ave edmonton alberta canada 496 9428,17718,64 ave
44,Academy of Learning (Edmonton South),BPHS,Private Institution,"5650-23 Ave, Edmonton, Alberta, Canada, (403) 433-1717",AB,1,Employment and Social Development Canada,5650 23 ave edmonton alberta canada 433 1717,5650,23 ave
45,Kdm Dental College International Incorporated,BPHT,Private Institution,"2101 Bell Tower, 10104-103 Ave, Edmonton, Alberta, Canada, 7804236863",AB,1,Employment and Social Development Canada,2101 bell tower 10104 103 ave edmonton alberta canada 7804236863,10104,103 ave
46,Nechi Institute: Centre of Indigenous Learning,BPHV,Private Institution,"P.O. Box 2039, Station Main, St. Albert, Alberta, Canada, (780) 459-1884",AB,1,Employment and Social Development Canada,station main st albert alberta canada 459 1884,,station main
47,Maskwacis Cultural College,BPHW,Private Institution,"Po Box 960, Hobbema, Alberta, Canada, (780) 585-3925",AB,1,Employment and Social Development Canada,hobbema alberta canada 585 3925,,
48,Training Incorporated - Lethbridge,BPIF,Private Institution,"444 - 5 Avenue South, Lethbridge, Alberta, Canada, (403) 320-5100",AB,1,Employment and Social Development Canada,444 5 avenue south lethbridge alberta canada 320 5100,444,5 avenue south
49,Academy of Learning-Red Deer,BPII,Private Institution,"2965 Bremner Avenue, Red Deer, Alberta, Canada, (403) 347-6676",AB,1,Employment and Social Development Canada,2965 bremner avenue red deer alberta canada 347 6676,2965,bremner avenue
50,Academy of Learning - Edmonton Downtown,BPIK,Private Institution,"10010 - 100 Street, Edmonton, Alberta, Canada, (780) 424-1144",AB,1,Employment and Social Development Canada,10010 100 street edmonton alberta canada 424 1144,10010,100 street
51,Alberta Institute of Massage,BPIQ,Private Institution,"#4 7710 Gaetz Ave., Red Deer, Alberta, Canada, (403) 346-1018",AB,1,Employment and Social Development Canada,#4 7710 gaetz ave red deer alberta canada 346 1018,7710,gaetz ave
52,Christcity Theological Institute,BPIS,Private Institution,"14788 - 156 St, Edmonton, Alberta, Canada, 780-784-2489",AB,1,Employment and Social Development Canada,14788 156 st edmonton alberta canada 780 784 2489,14788,156 st
53,St. Mary's University,BPJB,Private Institution,"14500 Bannister Road East S.E., Calgary, Alberta, Canada, (403) 531-9130",AB,1,Employment and Social Development Canada,14500 bannister road east se calgary alberta canada 531 9130,14500,bannister road east se
54,St. Stephen's College,BPJF,Private Institution,"8810-112th St., Edmonton, Alberta, Canada, (780) 439-7311",AB,1,Employment and Social Development Canada,8810 112th st edmonton alberta canada 439 7311,8810,112th st
55,University nuhelot'ine thaiyots'ii nistameyimakanak Blue Quills,BPJP,Private Institution,"P.O. Box 279, St. Paul, Alberta, Canada, (780) 645-4455",AB,1,Employment and Social Development Canada,st paul alberta canada 645 4455,,
56,Academy of Learning - Airdrie,BPJW,Private Institution,"Main Campus, #201 2002 Luxstone, Blvd, Airdrie, Alberta, Canada, (403) 912-3430",AB,1,Employment and Social Development Canada,main campus #201 2002 luxstone blvd airdrie alberta canada 912 3430,912,luxstone blvd airdrie alberta canada
57,Campbell College Ltd.,BPKG,Private Institution,"101 - 11748 Kingsway Avenue, Edmonton, Alberta, Canada, (780) 448-1850",AB,1,Employment and Social Development Canada,101 11748 kingsway avenue edmonton alberta canada 448 1850,101 11748,kingsway avenue
58,Academy of Learning - Calgary NE,BPKW,Private Institution,"Suite 260 495-36 St, NE, Calgary, Alberta, Canada, (403) 569-8973",AB,1,Employment and Social Development Canada,495 36 st ne calgary alberta canada 569 8973,495,36 st ne
59,Academy of Learning - Calgary South,BPKX,Private Institution,"220 8228 MacLeod Trail, SE, Calgary, Alberta, Canada, (403) 252-8973",AB,1,Employment and Social Development Canada,220 8228 macleod trail se calgary alberta canada 252 8973,220,8228 macleod trail se
60,"CDI College of Business, Technology and Health Care, Calgary City Centre",BPLB,Private Institution,"Suite 100, 800 - 5th Avenue SW, Calgary, Alberta, Canada,",AB,1,Employment and Social Development Canada,800 5th avenue sw calgary alberta canada,800,5th avenue sw
61,"CDI College of Business, Technology and Health Care, Calgary North",BPLC,Private Institution,"#100 403 33 Steet, NE, Calgary, Alberta, Canada, (403) 571-8585",AB,1,Employment and Social Development Canada,#100 403 33 steet ne calgary alberta canada 571 8585,403,33 steet ne
62,"CDI College of Business, Technology and Health Care, Edmonton City Centre",BPLD,Private Institution,"200 - 10004 Jasper Ave, Edmonton, Alberta, Canada, (780) 424-6650",AB,1,Employment and Social Development Canada,200 10004 jasper ave edmonton alberta canada 424 6650,200,10004 jasper ave
63,"CDI College of Business, Technology and Health Care, Edmonton North",BPLE,Private Institution,"Unit 104/285 9450 137 Ave., Northtown Mall, , Edmonton, Alberta, Canada, (780) 478-7900",AB,1,Employment and Social Development Canada,unit 104/285 9450 137 ave northtown mall edmonton alberta canada 478 7900,9450,137 ave northtown mall
64,Reeves College - Calgary North,BPLG,Private Institution,"#120, 2886 Sunridge Way NE, Calgary, Alberta, Canada, (403) 769-1556",AB,1,Employment and Social Development Canada,#120 2886 sunridge way ne calgary alberta canada 769 1556,2886,sunridge way ne
65,Reeves College - Lethbridge,BPLH,Private Institution,"#110 601 4th Avenue South, Lethbridge, Alberta, Canada, (403) 381-4469",AB,1,Employment and Social Development Canada,#110 601 4th avenue south lethbridge alberta canada 381 4469,601,4th avenue south
66,Pixel Blue College,BPLK,Private Institution,"200, 10080 Jasper Avenue, Edmonton, Alberta, Canada, (780) 756-3990",AB,1,Employment and Social Development Canada,200 10080 jasper avenue edmonton alberta canada 756 3990,200,10080 jasper avenue
67,Cypress College - Medicine Hat,BPLL,Private Institution,"3-7th Street, SE, Medicine Hat, Alberta, Canada, (403) 527-4382",AB,1,Employment and Social Development Canada,3 7th street se medicine hat alberta canada 527 4382,3,7th street se
68,Sterling College Ltd.,BPLN,Private Institution,"1239 2 Ave South, Lethbridge, Alberta, Canada, (403) 394-7884",AB,1,Employment and Social Development Canada,1239 2 ave south lethbridge alberta canada 394 7884,1239,2 ave south
69,Emergency Services Academy,BPLO,Private Institution,"2nd Floor, 161 Broadway , Boulevard, Sherwood Park, Alberta, Canada, (780) 416-8822",AB,1,Employment and Social Development Canada,2nd floor 161 broadway boulevard sherwood park alberta canada 416 8822,161,broadway boulevard
70,Super T Aviation Academy,BPLP,Private Institution,"Hangar #11, 49 Viscount Ave SW, Medicine Hat, Alberta, Canada, (403) 548-6636",AB,1,Employment and Social Development Canada,hangar #11 49 viscount ave sw medicine hat alberta canada 548 6636,49,viscount ave sw
71,Academy of Learning - High River,BPLQ,Private Institution,"#4, 28 12 Ave, SE, High River, Alberta, Canada, (403) 652-2116",AB,1,Employment and Social Development Canada,#4 28 12 ave se high river alberta canada 652 2116,28,12 ave se
72,Bredin College of Business and Health Care-Spruce Grove,BPLR,Private Institution,"204-314 McLeod Avenue, Spruce Grove, Alberta, Canada, (780) 425-3730",AB,1,Employment and Social Development Canada,204 314 mcleod avenue spruce grove alberta canada 425 3730,204 314,mcleod avenue
73,Alberta Health and Safety Training Institute-Calgary,BPLX,Private Institution,"Unit 125, 3510 29 Street NE, Calgary, Alberta, Canada, (403) 670-5406",AB,1,Employment and Social Development Canada,unit 125 3510 29 street ne calgary alberta canada 670 5406,3510,29 street ne
74,CDI College of Bus Tech and Health-Edmonton South,BPLY,Private Institution,"Units 104, 275 and 285,, 9450 - 137th Avenue, Edmonton, Alberta, Canada, (780) 463-7900",AB,1,Employment and Social Development Canada,units 104 275 and 285 9450 137th avenue edmonton alberta canada 463 7900,9450,137th avenue
75,DelMar College,BPLZ,Private Institution,"5915 1A Street, SW, Calgary, Alberta, Canada, (403) 264-8055",AB,1,Employment and Social Development Canada,5915 1a street sw calgary alberta canada 264 8055,5915,1a street sw
76,Alberta Caregiving Institute-Edmonton General Hospital,BPMC,Private Institution,"Edmonton General Hospital, 11111 Jasper Ave, Edmonton, Alberta, Canada, (780) 761-2234",AB,1,Employment and Social Development Canada,edmonton general hospital 11111 jasper ave edmonton alberta canada 761 2234,11111,jasper ave
77,High Velocity Equipment Training College,BPMF,Private Institution,"NE 22 52 26 W4, Enoch, Alberta, Canada, (780) 678-2626",AB,1,Employment and Social Development Canada,ne 22 52 26 w4 enoch alberta canada 678 2626,52,26 w4
78,Calgary Flying Club,BPMG,Private Institution,"155A MacLaurin Drive, Calgary, Alberta, Canada, (403) 288-8831",AB,1,Employment and Social Development Canada,155a maclaurin drive calgary alberta canada 288 8831,155a,maclaurin drive
79,Medical Reception College 1 Ltd-Calgary,BPMH,Private Institution,"Suite 210, 840 7 Avenue SW, Calgary, Alberta, Canada, (403) 701-2837",AB,1,Employment and Social Development Canada,840 7 avenue sw calgary alberta canada 701 2837,840,7 avenue sw
80,Medical Reception College 1 Ltd-Edmonton,BPMI,Private Institution,"10279 Jasper Ave, Edmonton, Alberta, Canada, (403) 701-2837",AB,1,Employment and Social Development Canada,10279 jasper ave edmonton alberta canada 701 2837,10279,jasper ave
81,Artists Within Makeup Academy,BPMK,Private Institution,"306, 822 11 Ave SW, Calgary, Alberta, Canada, (403) 208-0034",AB,1,Employment and Social Development Canada,306 822 11 ave sw calgary alberta canada 208 0034,306 822,11 ave sw
82,LR Helicopters Inc.,BPMR,Private Institution,"135 MacLaurin Drive, Springbank Airport, Calgary, Alberta, Canada, (403) 286-4601",AB,1,Employment and Social Development Canada,135 maclaurin drive springbank airport calgary alberta canada 286 4601,135,maclaurin drive
83,Elevated Learning Academy Inc. - Calgary,BPMS,Private Institution,"Unit 305, 4014 MacLeod Trail SE, Calgary, Alberta, Canada, (403) 473-0939",AB,1,Employment and Social Development Canada,unit 305 4014 macleod trail se calgary alberta canada 473 0939,4014,macleod trail se
84,Royal Health Care Aide Training School - Lethbridge,BPMT,Private Institution,"522 - 5 Street South, Lethbridge, Alberta, Canada, (403) 393-5167",AB,1,Employment and Social Development Canada,522 5 street south lethbridge alberta canada 393 5167,522,5 street south
85,CDI College of Business Tech and Health Care-Calgary South,BPMU,Private Institution,"Midnapore Mall, Suite 200-240 Midpark Way SE, Calgary, Alberta, Canada, (403) 207-1813",AB,1,Employment and Social Development Canada,midnapore mall 240 midpark way se calgary alberta canada 207 1813,240,midpark way se
86,CDI College of Business Tech and Health Care-Edmonton West,BPMV,Private Institution,"176 Mayfield Common, NW, Edmonton, Alberta, Canada, (780) 702-0328",AB,1,Employment and Social Development Canada,176 mayfield common nw edmonton alberta canada 702 0328,176,mayfield common nw
87,Solomon College Ltd,BPMW,Private Institution,"Suite 228, 10621 100 Avenue, Edmonton, Alberta, Canada, (780) 431-1515",AB,1,Employment and Social Development Canada,10621 100 avenue edmonton alberta canada 431 1515,10621,100 avenue
88,Wholistic Health Training and Research Centre,BPMX,Private Institution,"Compass Place Building, Suite 500, 10050 - 112 Street, Edmonton, Alberta, Canada, (780) 461-6708",AB,1,Employment and Social Development Canada,compass place building 10050 112 street edmonton alberta canada 461 6708,10050,112 street
89,Eveline Charles Academy-Calgary,BPMZ,Private Institution,"404 510 8 Avenue, SW, Calgary, Alberta, Canada, (403) 476-0593",AB,1,Employment and Social Development Canada,404 510 8 avenue sw calgary alberta canada 476 0593,404,510 8 avenue sw
90,Eveline Charles Academy - Edmonton,BPNA,Private Institution,"2047, 8882 170 Street NW, Edmonton, Alberta, Canada, (780) 409-0222",AB,1,Employment and Social Development Canada,2047 8882 170 street nw edmonton alberta canada 409 0222,2047,8882 170 street nw
91,Alberta School of Dog Grooming,BPNB,Private Institution,"5009 50 Avenue, Leduc, Alberta, Canada, (780) 980-5327",AB,1,Employment and Social Development Canada,5009 50 avenue leduc alberta canada 980 5327,5009,50 avenue
92,ABM College,BPNC,Private Institution,"112 - 28th Street SE, Calgary, Alberta, Canada, (403) 7194300",AB,1,Employment and Social Development Canada,112 28th street se calgary alberta canada 7194300,112,28th street se
93,The Health Care Aide Academy,BPNE,Private Institution,"200 5009-49 Street, Red Deer , Alberta, Canada, 4033472018",AB,1,Employment and Social Development Canada,200 5009 49 street red deer alberta canada 4033472018,200,5009 49 street
94,South Edmonton School of Massage Therapy,BPNG,Private Institution,"#220, 6203 - 28th Avenue, Edmonton, Alberta, Canada, (780) 450-0720",AB,1,Employment and Social Development Canada,#220 6203 28th avenue edmonton alberta canada 450 0720,6203,28th avenue
95,Elevated Learning Academy Inc. - Edmonton,BPNI,Private Institution,"209-10080 Jasper Avenue, Edmonton, Alberta, Canada, 8885445573",AB,1,Employment and Social Development Canada,209 10080 jasper avenue edmonton alberta canada 8885445573,209,10080 jasper avenue
96,MTG Healthcare Academy,BPNJ,Private Institution,"Suite 100, 1324 36 Ave NE, Calgary, Alberta, Canada, 4032642009",AB,1,Employment and Social Development Canada,1324 36 ave ne calgary alberta canada 4032642009,1324,36 ave ne
97,Robertson College - Edmonton,BPNK,Private Institution,"#206, 10145 - 109 Street, Edmonton, Alberta, Canada, 7807056633",AB,1,Employment and Social Development Canada,#206 10145 109 street edmonton alberta canada 7807056633,10145,109 street
98,Professional Medical Associates-Calgary,BPNL,Private Institution,"#112, 11420 27 Street SE, Calgary, Alberta, Canada, 4035479709",AB,1,Employment and Social Development Canada,#112 11420 27 street se calgary alberta canada 4035479709,11420,27 street se
99,Hope College,BPNN,Private Institution,"120 - 3 Street E, Drumheller, Alberta, Canada, 4038568108",AB,1,Employment and Social Development Canada,120 3 street e drumheller alberta canada 4038568108,120,3 street e
100,Cambrooks College,BPNO,Private Institution,"202, 4015 17 Ave SE, Calgary, Alberta, Canada, (403) 452-3694",AB,1,Employment and Social Development Canada,202 4015 17 ave se calgary alberta canada 452 3694,202,4015 17 ave se
101,NIWE Academy Inc.,BPNP,Private Institution,"3817 - 27 Street, Calgary, Alberta, Canada, 5873519024",AB,1,Employment and Social Development Canada,3817 27 street calgary alberta canada 5873519024,3817,27 street
102,Ecole Holt Couture School of Couture Sewing and Design,BPNS,Private Institution,"2227 20 Ave SW, Calgary, Alberta, Canada, 4032445460",AB,1,Employment and Social Development Canada,2227 20 ave sw calgary alberta canada 4032445460,2227,20 ave sw
103,Aveda Institute-Calgary,BPNT,Private Institution,"225-8 Ave, SW, Calgary, Alberta, Canada, 4032645053",AB,1,Employment and Social Development Canada,225 8 ave sw calgary alberta canada 4032645053,225,8 ave sw
104,Makami College Inc.- Calgary,BPNV,Private Institution,"9618 Horton Road SW, Calgary, Alberta, Canada, 403 474-0772",AB,1,Employment and Social Development Canada,9618 horton road sw calgary alberta canada 403 474 0772,9618,horton road sw
105,Cypress College-Brooks,BPNW,Private Institution,"716 2 Street West, P.O. Box 908, Brooks , Alberta, Canada, 4033625907",AB,1,Employment and Social Development Canada,716 2 street west brooks alberta canada 4033625907,716,2 street west
106,National Manual Osteopathic College,BPNX,Private Institution,"#203 4911 - 50 Street, Innisfail, Alberta, Canada, 4033561581",AB,1,Employment and Social Development Canada,#203 4911 50 street innisfail alberta canada 4033561581,4911,50 street
107,One Beauty Academy - Medicine Hat,BPNY,Private Institution,"634 2 Street SE, Medicine Hat, Alberta, Canada, 4308949434",AB,1,Employment and Social Development Canada,634 2 street se medicine hat alberta canada 4308949434,634,2 street se
108,Rosewood College,BPOA,Private Institution,"280, 3670 - 63 Avenue , NE, Calgary, Alberta, Canada, 4038369578",AB,1,Employment and Social Development Canada,280 3670 63 avenue ne calgary alberta canada 4038369578,280,3670 63 avenue ne
109,TOC Hair Studio Akademy,BPOC,Private Institution,"#201 6008 MacLeod Trail SW, Calgary, Alberta, Canada, 4034605919",AB,1,Employment and Social Development Canada,#201 6008 macleod trail sw calgary alberta canada 4034605919,6008,macleod trail sw
110,Bay River College,BPOD,Private Institution,"Unit 1 & 2, 3516-26 Street NE, Calgary, Alberta, Canada, 4034576400",AB,1,Employment and Social Development Canada,unit 1 & 2 3516 26 street ne calgary alberta canada 4034576400,3516,26 street ne
111,"CLI College of Business, Health and Technology-Edmonton North",BPOE,Private Institution,"8706 118 Ave, Edmonton, Alberta, Canada, 7804210224",AB,1,Employment and Social Development Canada,8706 118 ave edmonton alberta canada 7804210224,8706,118 ave
112,One Beauty Academy-Grande Prairie,BPOF,Private Institution,"Suite 209 10001-101 Ave, Grande Prairie, Alberta, Canada, 4035276822",AB,1,Employment and Social Development Canada,10001 101 ave grande prairie alberta canada 4035276822,10001,101 ave
113,Numa International Institute of Makeup and Design,BPOH,Private Institution,"6410 - 1A Street SW, Calgary, Alberta, Canada, (403) 394-7884",AB,1,Employment and Social Development Canada,6410 1a street sw calgary alberta canada 394 7884,6410,1a street sw
114,Training Inc.-Cardston,BPOI,Private Institution,"58 2 Avenue West, Cardston, Alberta, Canada, 4036534603",AB,1,Employment and Social Development Canada,58 2 avenue west cardston alberta canada 4036534603,58,2 avenue west
115,Training Inc.-Pincher Creek,BPOJ,Private Institution,"715C Main Street, Pincher Creek, Alberta, Canada, 4033205100",AB,1,Employment and Social Development Canada,715c main street pincher creek alberta canada 4033205100,715c,main street
116,Cooking Lake Aviation Services,BPOK,Private Institution,"Cooking Lake Airport Hangar 69, 51401 Range Road 221, Sherwood Park, Alberta, Canada, 7809222802",AB,1,Employment and Social Development Canada,cooking lake airport hangar 69 51401 range road 221 sherwood park alberta canada 7809222802,221,range road
117,One Beauty Academy-Calgary,BPOM,Private Institution,"6410-1A Street SW, Calgary, Alberta, Canada, 4035276822",AB,1,Employment and Social Development Canada,6410 1a street sw calgary alberta canada 4035276822,6410,1a street sw
118,MTG Healthcare Academy-Red Deer,BPON,Private Institution,"4815-48 Street, NE, Red Deer, Alberta, Canada, 4032642049",AB,1,Employment and Social Development Canada,4815 48 street ne red deer alberta canada 4032642049,4815,48 street ne
119,Bella Elite Beauty & Barber Academy Ltd.,BPOO,Private Institution,"311 - 8 th Street South, Lethbridge, Alberta, Canada, 5872712717",AB,1,Employment and Social Development Canada,311 8 th street south lethbridge alberta canada 5872712717,311,8 th street south
120,MCG - Red Deer,BPOQ,Private Institution,"103 4719-48 Avenue, Red Deer, Alberta, Canada, 7804538210",AB,1,Employment and Social Development Canada,103 4719 48 avenue red deer alberta canada 7804538210,103,4719 48 avenue
121,Calgary Flight Training Centre,BPOR,Private Institution,"Hangar 15 1436 Twp Rd 320, Didsbury , Alberta, Canada, 4033354892",AB,1,Employment and Social Development Canada,hangar 15 1436 twp rd 320 didsbury alberta canada 4033354892,1436,twp rd 320
122,Business IQ Training Inc.,BPOT,Private Institution,"5051-50 Street, Camrose, Alberta, Canada, 7806722672",AB,1,Employment and Social Development Canada,5051 50 street camrose alberta canada 7806722672,5051,50 street
123,ERP College,BPOU,Private Institution,"1400-734 7th Avenue SW, Calgary, Alberta, Canada, 4034520745",AB,1,Employment and Social Development Canada,1400 734 7th avenue sw calgary alberta canada 4034520745,1400 734,7th avenue sw
124,Advance Institute of Wellness and Esthetics,BPOV,Private Institution,"#14-140 East Chestermere Dr, Chestermere, Alberta, Canada, 4034724105",AB,1,Employment and Social Development Canada,#14 140 east chestermere dr chestermere alberta canada 4034724105,140,east chestermere dr
125,Embody School of Pilates,BPOW,Private Institution,"213, 300 Old Canmore Rd, Canmore, Alberta, Canada, 4036786765",AB,1,Employment and Social Development Canada,213 300 old canmore rd canmore alberta canada 4036786765,213,300 old canmore rd
126,Bredin College of Business and Health Care - Calgary,BPOX,Private Institution,"#410 744-4 Avenue SW, Calgary, Alberta, Canada, 7804253730",AB,1,Employment and Social Development Canada,#410 744 4 avenue sw calgary alberta canada 7804253730,744,4 avenue sw
127,Bredin College of Business and Health Care-Edmonton,BPOY,Private Institution,"9th Floor 10004 104 Avenue NW, Edmonton, Alberta, Canada, 7804253730",AB,1,Employment and Social Development Canada,9th floor 10004 104 avenue nw edmonton alberta canada 7804253730,10004,104 avenue nw
128,MCG Career College - Cold Lake,BPOZ,Private Institution,"103 - 5605 55 Street, Cold Lake, Alberta, Canada, 888 261 8999",AB,1,Employment and Social Development Canada,103 5605 55 street cold lake alberta canada 888 261 8999,103,5605 55 street
129,MTG Healthcare Academy-Edmonton,BPPA,Private Institution,"Suite 203, 9915 51 Avenue NW, Edmonton, Alberta, Canada, 7808637263",AB,1,Employment and Social Development Canada,9915 51 avenue nw edmonton alberta canada 7808637263,9915,51 avenue nw
130,"CLI College of Business, Health and Technology-Calgary Campus",BPPC,Private Institution,"#210 4202 - 17 Avenue SE , Calgary, Alberta, Canada, (780) 680-7930",AB,1,Employment and Social Development Canada,#210 4202 17 avenue se calgary alberta canada 680 7930,4202,17 avenue se
131,Sundance College,BPPD,Private Institution,"Unit G 128-28 Street SE, Calgary, Alberta, Canada, 403-455-9010",AB,1,Employment and Social Development Canada,unit g 128 28 street se calgary alberta canada 403 455 9010,128,28 street se
132,ACCData Computer Systems and Training,BPPF,Private Institution,"305-9804-100 Avenue, Grande Prairie, Alberta, Canada, 5872999444",AB,1,Employment and Social Development Canada,305 9804 100 avenue grande prairie alberta canada 5872999444,305 9804,100 avenue
133,Academy of Learning-Brooks,BPPG,Private Institution,"Unit C 212 - 2nd Avenue West, Brooks, Alberta, Canada, 4037932294",AB,1,Employment and Social Development Canada,unit c 212 2nd avenue west brooks alberta canada 4037932294,212,2nd avenue west
134,Alberta College of Massage Therapy-Red Deer,BPPH,Private Institution,"#120 4913 50 Avenue, Red Deer, Alberta, Canada, (780) 916-6888",AB,1,Employment and Social Development Canada,#120 4913 50 avenue red deer alberta canada 916 6888,4913,50 avenue
135,The Esthetic Institute Training Center,BPPI,Private Institution,"4110 7005 Fairmount Drive, SE, Calgary, Alberta, Canada, 4032632204",AB,1,Employment and Social Development Canada,4110 7005 fairmount drive se calgary alberta canada 4032632204,4110,7005 fairmount drive se
136,Aesthetics Pro,BPPJ,Private Institution,"Unit 303 320-23 Avenue SW, Alberta Professional Building, Calgary, Alberta, Canada, 4034758202",AB,1,Employment and Social Development Canada,unit 303 320 23 avenue sw alberta professional building calgary alberta canada 4034758202,320,23 avenue sw
137,Heritage College,BPPK,Private Institution,"140, 3015 - 12 Street NE, Calgary, Alberta, Canada, 403-800-8221",AB,1,Employment and Social Development Canada,140 3015 12 street ne calgary alberta canada 403 800 8221,140,3015 12 street ne
138,Evolve Dental Academy,BPPL,Private Institution,"103, 1914-34 Avenue SW, Calgary, Alberta, Canada, 4033543255",AB,1,Employment and Social Development Canada,103 1914 34 avenue sw calgary alberta canada 4033543255,103,1914 34 avenue sw
139,Cypress College-Legion Campus,BPPN,Private Institution,"702-2nd Street SE, Medicine Hat, Alberta, Canada, 4035274382",AB,1,Employment and Social Development Canada,702 2nd street se medicine hat alberta canada 4035274382,702,2nd street se
140,Academy of Reflexology and Massage,BPPO,Private Institution,"1026 Moyer Drive, Sherwood Park, Alberta, Canada, 7802353720",AB,1,Employment and Social Development Canada,1026 moyer drive sherwood park alberta canada 7802353720,1026,moyer drive
141,Synergy Flight Training Inc.,BPPQ,Private Institution,"Bldg. 38, 32 - 27018 SH633, Villeneuve Airport, Strugeon County, Alberta, Canada, 7804532085",AB,1,Employment and Social Development Canada,bldg 38 32 27018 sh633 villeneuve airport strugeon county alberta canada 7804532085,7804532085,
142,Painter Decorator College,BPPR,Private Institution,"4409-94 Street, Edmonton, Alberta, Canada, 5879891954",AB,1,Employment and Social Development Canada,4409 94 street edmonton alberta canada 5879891954,4409,94 street
143,Timberline Canadian Alpine Academy,BPPS,Private Institution,"333 Banff Avenue, PO Box 1040, Banff, Alberta, Canada, 4034976940",AB,1,Employment and Social Development Canada,333 banff avenue banff alberta canada 4034976940,333,banff avenue
144,Bredin college of Business and Health Care-Red Deer,BPPT,Private Institution,"501 5010-43 Street, Red Deer, Alberta, Canada, 7804253730",AB,1,Employment and Social Development Canada,501 5010 43 street red deer alberta canada 7804253730,501,5010 43 street
145,M. Dent College,BPPU,Private Institution,"207, 1711-4th Street SW, Calgary, Alberta, Canada, 4032647656",AB,1,Employment and Social Development Canada,207 1711 4th street sw calgary alberta canada 4032647656,207,
146,CDI College of Business Technology and Health Care-Red Deer,BPPV,Private Institution,"5th Floor, 5000 Gaetz Avenue, Red Deer, Alberta, Canada, (587) 951-1030",AB,1,Employment and Social Development Canada,5th floor 5000 gaetz avenue red deer alberta canada 951 1030,5000,gaetz avenue
147,Cambrooks College-Downtown Location,BPPW,Private Institution,"1105-7 Avenue SW, Calgary, Alberta, Canada, 4039191429",AB,1,Employment and Social Development Canada,1105 7 avenue sw calgary alberta canada 4039191429,1105,7 avenue sw
148,DelMar College of Esthetics & Wellness,BPPX,Private Institution,"Suite 160 , 5769 4 Street SE, Calgary, Alberta, Canada, 4032556644",AB,1,Employment and Social Development Canada,5769 4 street se calgary alberta canada 4032556644,5769,4 street se
149,Alberta Business & Health Institute,BPPY,Private Institution,"210, 5009 50 Ave, Red Deer, Alberta, Canada, (403) 986-9998",AB,1,Employment and Social Development Canada,210 5009 50 ave red deer alberta canada 986 9998,210,5009 50 ave
150,East-West College of Business and Technology,BPPZ,Private Institution,"Suite 200, 3880 - 29th Street , NE, Calgary, Alberta, Canada, 5877182955",AB,1,Employment and Social Development Canada,3880 29th street ne calgary alberta canada 5877182955,3880,29th street ne
