X,Y,OBJECTID,ADDRESS,FOLDERTYPE,FILENO,INDATE,ISSUEDATE,WORKDESC,SUBDESC,FOLDERSTATUSDESC,REFERENCEFILE
598933.94998000189662,4804863.7960899993777,5442,5045 MAINWAY,CP Commercial,17-023154,2018-08-24T00:00:00.000Z,2018-11-13T00:00:00.000Z,Superstructure,Commercial - Business/Personal Serv.,Final,
598933.94998000189662,4804863.7960899993777,5443,5045 MAINWAY,CP Commercial,17-023154,2017-12-12T00:00:00.000Z,2018-03-07T00:00:00.000Z,Superstructure,Commercial - Business/Personal Serv.,Issued,
598933.94998000189662,4804863.7960899993777,5444,5045 MAINWAY,CP Commercial,18-020820,2018-08-30T00:00:00.000Z,2018-11-29T00:00:00.000Z,Renovation,Office,Occupiable,
596538.324860001914203,4801280.8621399980038,5446,3070 MAINWAY,CP Commercial,19-008325,2019-05-06T00:00:00.000Z,,Renovation (No ZC Reqd),"Club, Non-residential",Deficiency Letter,
596538.324860001914203,4801280.8621399980038,5447,3070 MAINWAY,CP Commercial,15-015705,2015-08-19T00:00:00.000Z,2015-09-23T00:00:00.000Z,Renovation,Commercial - Business/Personal Serv.,Final,
596538.324860001914203,4801280.8621399980038,5448,3070 MAINWAY,CP Commercial,16-023980,2016-12-06T00:00:00.000Z,2017-01-12T00:00:00.000Z,Renovation,Medical Office,Final,
596538.324860001914203,4801280.8621399980038,5449,3070 MAINWAY,IP Industrial,18-023997,2018-10-11T00:00:00.000Z,2018-12-17T00:00:00.000Z,Renovation,Medium Hazard Industrial Facility,Final,
595541.687520002014935,4804666.999999998137355,5453,2960 HEADON FOREST DR.  UNIT 46,SO Other Single Detached Dwelling,18-023308,2018-10-02T00:00:00.000Z,2018-10-05T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
593291.000000001862645,4795061.999999998137355,5454,33 NORTH SHORE BLVD. W,PL Plumbing,17-000324,2017-01-03T00:00:00.000Z,2017-01-10T00:00:00.000Z,Internal Plumbing - New,Single Detached Dwelling,Final,
600459.187520002014935,4801289.999999998137355,5455,372 SHOREACRES RD.,SO Other Single Detached Dwelling,16-005439,2016-04-07T00:00:00.000Z,2016-04-14T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Issued,
595094.437480002641678,4801401.499999998137355,5456,1530 FISHER AVE.,SO Other Single Detached Dwelling,17-004858,2017-03-29T00:00:00.000Z,2017-04-11T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
597915.875000001862645,4801195.499999998137355,5457,3330 HARVESTER RD.,GP Institutional/Government,17-017885,2017-09-06T00:00:00.000Z,2017-12-01T00:00:00.000Z,Renovation (No ZC Reqd),Institutional/Government Facility,Issued,
597915.875000001862645,4801195.499999998137355,5458,3330 HARVESTER RD.,GP Institutional/Government,19-005117,2019-03-26T00:00:00.000Z,2019-05-24T00:00:00.000Z,Renovation (No ZC Reqd),Institutional/Government Facility,Issued,
597915.875000001862645,4801195.499999998137355,5460,3330 HARVESTER RD.,PL Plumbing,15-018170,2015-09-24T00:00:00.000Z,2015-10-08T00:00:00.000Z,Internal Plumbing - Alter/Replace,Institutional/Government,Final,
593553.625000001862645,4802955.999999998137355,5461,2373 DUNDAS ST.,SO Other Single Detached Dwelling,16-019920,2016-09-26T00:00:00.000Z,2016-09-30T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
592200.375000001862645,4802267.999999998137355,5462,3180 CEDAR SPRINGS RD.,AP Agricultural,15-018199,2015-09-24T00:00:00.000Z,2015-11-20T00:00:00.000Z,Addition,Barn,Final,
595039.937480002641678,4801076.499999998137355,5464,2235 MEADOWBROOK RD.,PL Plumbing,19-004994,2019-03-22T00:00:00.000Z,2019-04-03T00:00:00.000Z,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,
594998.312480002641678,4801040.999999998137355,5466,2219 MEADOWBROOK RD.,SO Other Single Detached Dwelling,16-022938,2016-11-16T00:00:00.000Z,2016-12-21T00:00:00.000Z,Addition,Single Detached Dwelling,Occupiable,
595143.500000001862645,4800973.499999998137355,5469,2227 PARKWAY DR.,GP Institutional/Government,19-004434,2019-03-15T00:00:00.000Z,,Renovation (No ZC Reqd),Elementary School,Deficiency Letter,
595539.125000001862645,4801243.999999998137355,5470,2357 ALMA DALE AVE.,PL Plumbing,18-006216,2018-04-10T00:00:00.000Z,2018-04-20T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
595551.187520002014935,4801256.499999998137355,5471,2361 ALMA DALE AVE.,SO Other Single Detached Dwelling,15-014618,2015-08-04T00:00:00.000Z,2015-08-12T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
597454.937480002641678,4798085.499999998137355,5472,511 PEARL ST.,SO Other Single Detached Dwelling,19-002948,2019-02-15T00:00:00.000Z,2019-03-04T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
593701.875000001862645,4801421.999999998137355,5473,2155 DUNCASTER DR.  UNIT 25,SO Other Single Detached Dwelling,16-017769,2016-08-24T00:00:00.000Z,2016-09-06T00:00:00.000Z,New,Attached Deck,Final,
593954.375000001862645,4801250.499999998137355,5474,2050 UPPER MIDDLE RD.  UNIT 126,SO Other Single Detached Dwelling,18-005307,2018-03-26T00:00:00.000Z,2018-04-18T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
593704.375000001862645,4801429.999999998137355,5475,2155 DUNCASTER DR.  UNIT 24,SO Other Single Detached Dwelling,16-017768,2016-08-24T00:00:00.000Z,2016-09-06T00:00:00.000Z,New,Attached Deck,Final,
594368.062520002014935,4803112.499999998137355,5478,3000 DRIFTWOOD DR.  UNIT 46,PL Plumbing,17-024841,2017-12-06T00:00:00.000Z,2017-12-20T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
594363.187520002014935,4803115.499999998137355,5479,3000 DRIFTWOOD DR.  UNIT 47,PL Plumbing,17-024842,2017-12-06T00:00:00.000Z,2017-12-20T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
594337.875000001862645,4803129.999999998137355,5480,3000 DRIFTWOOD DR.  UNIT 51,PL Plumbing,17-023300,2017-11-21T00:00:00.000Z,2017-11-22T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
593384.562520002014935,4795006.999999998137355,5482,20 NORTH SHORE BLVD. W,IP Industrial,16-018185,2016-08-30T00:00:00.000Z,2016-09-21T00:00:00.000Z,Repair (No ZC Reqd),Storage Garage,Issued,
601778.125000001862645,4804006.999999998137355,5483,528 FOTHERGILL BLVD.,SO Other Single Detached Dwelling,17-007410,2017-05-05T00:00:00.000Z,2017-05-19T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
591403.187480002641678,4794668.499999998137355,5484,521 LARKSPUR LANE,SO Other Single Detached Dwelling,17-013343,2017-07-13T00:00:00.000Z,2017-07-25T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
587213.312480002641678,4804974.499999998137355,5486,5569 MILBUROUGH LINE,SO Other Single Detached Dwelling,16-007970,2016-05-10T00:00:00.000Z,2016-05-31T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
594332.937480002641678,4803132.499999998137355,5488,3000 DRIFTWOOD DR.  UNIT 52,PL Plumbing,17-023301,2017-11-22T00:00:00.000Z,2017-11-22T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
594456.937480002641678,4803027.999999998137355,5489,3000 DRIFTWOOD DR.  UNIT 26,PL Plumbing,17-025385,2017-12-22T00:00:00.000Z,2018-01-09T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
594411.937480002641678,4803049.999999998137355,5490,3000 DRIFTWOOD DR.  UNIT 34,PL Plumbing,17-025411,2017-12-22T00:00:00.000Z,2018-01-09T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
597777.062520002014935,4799361.499999998137355,5499,2385 WOODWARD AVE.,PL Plumbing,16-000231,2016-01-05T00:00:00.000Z,2016-01-06T00:00:00.000Z,External Plumbing - Alter/Replace,Multi-Residential (Part 9),Issued,
596914.125000001862645,4797306.999999998137355,5501,1305 ONTARIO ST.,M3 Multi-Res (Part 3),16-002355,2016-02-16T00:00:00.000Z,2016-03-22T00:00:00.000Z,Fire Alarm (no ZC required),Apartment,Final,
596747.687520002014935,4803516.499999998137355,5502,1900 WALKER'S LINE,CP Commercial,15-013051,2015-07-14T00:00:00.000Z,2015-07-29T00:00:00.000Z,Renovation,Commercial - Business/Personal Serv.,Final,
596747.687520002014935,4803516.499999998137355,5503,1900 WALKER'S LINE,CP Commercial,15-020293,2015-10-23T00:00:00.000Z,2015-11-19T00:00:00.000Z,Renovation,Hair Styling/Barber/Beauty Parlour,Final,
597301.562520002014935,4803297.499999998137355,5504,1322 BURKHOLDER DR.,SO Other Single Detached Dwelling,18-018280,2018-08-07T00:00:00.000Z,2018-08-13T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
590843.500000001862645,4806101.499999998137355,5506,2450 NO. 2 SIDE RD.,DS Designated Structure,17-011705,2017-06-15T00:00:00.000Z,2017-11-10T00:00:00.000Z,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,
590887.375000001862645,4806157.499999998137355,5507,2470 NO. 2 SIDE RD.,SO Other Single Detached Dwelling,16-000827,2016-01-18T00:00:00.000Z,2016-02-01T00:00:00.000Z,New (No ZC Reqd),Accessory Building,Final,
598082.687520002014935,4806099.999999998137355,5512,5421 BLUE SPRUCE AVE.,SO Other Single Detached Dwelling,18-023409,2018-10-03T00:00:00.000Z,2018-10-05T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
597142.250000001862645,4797542.499999998137355,5513,1391 ONTARIO ST.,CP Commercial,16-024252,2017-04-07T00:00:00.000Z,2017-08-10T00:00:00.000Z,Renovation,Office,Final,
597142.250000001862645,4797542.499999998137355,5514,1391 ONTARIO ST.,CP Commercial,16-024252,2016-12-12T00:00:00.000Z,2017-03-06T00:00:00.000Z,Renovation,Office,Final,
599158.875000001862645,4806905.999999998137355,5515,5673 ROSEVILLE CRT.,SO Other Single Detached Dwelling,17-021544,2017-10-24T00:00:00.000Z,2017-11-07T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
595584.937480002641678,4796050.499999998137355,5516,564 NORTH SHORE BLVD. E,SO Other Single Detached Dwelling,16-016564,2016-08-09T00:00:00.000Z,2016-09-20T00:00:00.000Z,New,Detached Garage,Issued,
593144.125000001862645,4794873.999999998137355,5517,820 LEE CRT.,SO Other Single Detached Dwelling,19-010324,2019-05-29T00:00:00.000Z,,Renovation (No ZC Reqd),Single Detached Dwelling,OBC Review,
602499.504000002518296,4802407.30099999905,5520,5291 BANTING CRT.,SO Other Single Detached Dwelling,15-020037,2015-10-20T00:00:00.000Z,2015-11-03T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
593218.312480002641678,4794916.999999998137355,5521,81 NORTH SHORE BLVD. W,SO Other Single Detached Dwelling,15-020310,2015-10-23T00:00:00.000Z,2016-07-27T00:00:00.000Z,New,Accessory Building,Issued,
602520.312520002014935,4802433.999999998137355,5524,5303 BANTING CRT.,PL Plumbing,16-006776,2016-04-25T00:00:00.000Z,2016-04-26T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
602488.687520002014935,4802467.499999998137355,5525,152 KENWOOD AVE.,PL Plumbing,17-005196,2017-03-30T00:00:00.000Z,2017-04-04T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
593328.187520002014935,4795264.999999998137355,5526,901 LASALLE PARK RD.,SO Other Single Detached Dwelling,16-007336,2016-05-03T00:00:00.000Z,2016-05-24T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,MD-052/15
593314.437480002641678,4795277.999999998137355,5527,905 LASALLE PARK RD.,SO Other Single Detached Dwelling,15-019996,2015-10-19T00:00:00.000Z,2015-10-28T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
593344.250000001862645,4795335.499999998137355,5528,18 TOWNSEND AVE.,SO Other Single Detached Dwelling,17-010778,2017-06-13T00:00:00.000Z,2017-06-26T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
593571.312480002641678,4795375.499999998137355,5529,58 PARK AVE. E,SO Other Single Detached Dwelling,18-023189,2018-10-01T00:00:00.000Z,2018-10-31T00:00:00.000Z,New,Accessory Building,Issued,
593571.312480002641678,4795375.499999998137355,5530,58 PARK AVE. E,SO Other Single Detached Dwelling,17-025219,2017-12-21T00:00:00.000Z,2018-03-19T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
594273.000000001862645,4803225.999999998137355,5534,2501 GUELPH LINE,P1 Plumbing Site Service,15-013725,2015-07-22T00:00:00.000Z,2015-08-19T00:00:00.000Z,Site Servicing - Alter/Extend,Commercial,Final,
594273.000000001862645,4803225.999999998137355,5536,2501 GUELPH LINE,CP Commercial,17-001386,2017-01-26T00:00:00.000Z,2017-02-06T00:00:00.000Z,Renovation (No ZC Reqd),Retail Store,Final,
594273.000000001862645,4803225.999999998137355,5537,2501 GUELPH LINE,CP Commercial,17-001490,2017-01-27T00:00:00.000Z,2017-03-03T00:00:00.000Z,Renovation (No ZC Reqd),Commercial - Business/Personal Serv.,Final,
594273.000000001862645,4803225.999999998137355,5538,2501 GUELPH LINE,CP Commercial,15-019209,2015-10-07T00:00:00.000Z,2015-11-19T00:00:00.000Z,Renovation,Hair Styling/Barber/Beauty Parlour,Final,
601616.000000001862645,4804521.999999998137355,5540,5658 BARBARA CRES.,SO Other Single Detached Dwelling,18-002584,2018-02-20T00:00:00.000Z,2018-02-27T00:00:00.000Z,Repair (No ZC Reqd),Single Detached Dwelling,Final,
600206.625000001862645,4800997.499999998137355,5543,384 BELVENIA RD.,SF New Single Detached Dwelling,17-016829,2017-08-23T00:00:00.000Z,2017-09-06T00:00:00.000Z,New,Single Detached Dwelling,Final,
597052.875000001862645,4804868.999999998137355,5544,2088 COUNTRY CLUB DR.,SO Other Single Detached Dwelling,15-020036,2015-10-20T00:00:00.000Z,2016-03-23T00:00:00.000Z,New,Attached Deck,Final,
597171.312480002641678,4804777.499999998137355,5545,2070 COUNTRY CLUB DR.,SO Other Single Detached Dwelling,19-004837,2019-03-20T00:00:00.000Z,2019-05-09T00:00:00.000Z,New,Accessory Building,Issued,
597397.937480002641678,4804646.999999998137355,5546,2042 COUNTRY CLUB DR.,SO Other Single Detached Dwelling,17-004851,2017-03-28T00:00:00.000Z,2017-04-04T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
596736.625000001862645,4805042.499999998137355,5548,4228 GLENEAGLES CRT.,SO Other Single Detached Dwelling,16-002949,2016-02-25T00:00:00.000Z,2016-03-03T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
599790.937480002641678,4801005.999999998137355,5549,4059 NEW ST.,CP Commercial,18-028432,2018-12-18T00:00:00.000Z,2019-02-22T00:00:00.000Z,Renovation,Commercial - Retail,Final,
594402.375000001862645,4803056.499999998137355,5550,3000 DRIFTWOOD DR.  UNIT 36,PL Plumbing,17-025375,2017-12-22T00:00:00.000Z,2018-01-08T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
594406.500000001862645,4803053.999999998137355,5551,3000 DRIFTWOOD DR.  UNIT 35,PL Plumbing,17-025376,2017-12-22T00:00:00.000Z,2018-01-09T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
595805.750000001862645,4804104.999999998137355,5552,3310 SPRINGVALE CRT.,SO Other Single Detached Dwelling,17-003385,2017-03-03T00:00:00.000Z,2017-03-17T00:00:00.000Z,New,Single Detached Dwelling,Final,
595835.062520002014935,4804147.499999998137355,5553,3318 SPRINGVALE CRT.,SO Other Single Detached Dwelling,18-011723,2018-06-11T00:00:00.000Z,2018-06-25T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
601127.750000001862645,4800973.999999998137355,5554,4306 LAKESHORE RD.,SO Other Single Detached Dwelling,15-012198,2015-07-03T00:00:00.000Z,2015-07-13T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
601127.750000001862645,4800973.999999998137355,5555,4306 LAKESHORE RD.,SO Other Single Detached Dwelling,15-016937,2015-09-03T00:00:00.000Z,2015-09-11T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
598288.812480002641678,4801475.999999998137355,5556,3398 HARVESTER RD.,CP Commercial,17-013967,2017-07-19T00:00:00.000Z,2017-08-14T00:00:00.000Z,Maglocks (No ZC Reqd),Bank/Financial Institution,Final,
598417.937480002641678,4801329.499999998137355,5557,845 HARRINGTON CRT.,CP Commercial,18-001581,2018-01-29T00:00:00.000Z,2018-03-13T00:00:00.000Z,Renovation,Office,Issued,
598417.937480002641678,4801329.499999998137355,5558,845 HARRINGTON CRT.,CP Commercial,17-005306,2017-04-05T00:00:00.000Z,2017-04-21T00:00:00.000Z,Renovation,Office,Issued,
598085.312480002641678,4801264.499999998137355,5560,3332 HARVESTER RD.,GP Institutional/Government,17-017881,2017-09-06T00:00:00.000Z,2017-09-29T00:00:00.000Z,Renovation (No ZC Reqd),Institutional/Government Facility,Final,
598085.312480002641678,4801264.499999998137355,5561,3332 HARVESTER RD.,DS Designated Structure,17-013980,2017-07-19T00:00:00.000Z,2017-09-18T00:00:00.000Z,Dish Antenna/Solar Collector(No ZC Reqd),Institutional/Government,Issued,
595859.125000001862645,4804653.999999998137355,5565,2212 GREENWAY TERR.,SO Other Single Detached Dwelling,18-026084,2018-11-13T00:00:00.000Z,2018-11-19T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
597368.562520002014935,4797590.499999998137355,5567,452 LOCUST ST.,M3 Multi-Res (Part 3),16-015734,2019-03-20T00:00:00.000Z,2019-04-02T00:00:00.000Z,Sprinkler/Standpipe System (No ZC Reqd),Apartment,Issued,
597368.562520002014935,4797590.499999998137355,5568,452 LOCUST ST.,M3 Multi-Res (Part 3),16-007292,2017-12-18T00:00:00.000Z,2018-01-19T00:00:00.000Z,Foundation,Apartment,Issued,
602699.437480002641678,4803472.499999998137355,5572,254 BURLOAK DR.,M9 Multi-Res (Part 9),18-021034,2018-09-05T00:00:00.000Z,2018-09-19T00:00:00.000Z,Renovation (No ZC Reqd),Row Townhouse,Final,
597582.562520002014935,4798247.499999998137355,5573,2128 CAROLINE ST.,SO Other Single Detached Dwelling,18-006139,2018-04-12T00:00:00.000Z,2018-05-07T00:00:00.000Z,Renovation,Single Detached Dwelling,Final,
597166.750000001862645,4797991.499999998137355,5574,535 BRANT ST.,CP Commercial,15-021894,2016-01-22T00:00:00.000Z,2016-02-04T00:00:00.000Z,Renovation,Commercial - Business/Personal Serv.,Final,
597166.750000001862645,4797991.499999998137355,5575,535 BRANT ST.,CP Commercial,15-021894,2015-11-20T00:00:00.000Z,2015-11-30T00:00:00.000Z,Renovation,Commercial - Business/Personal Serv.,Final,
597016.187520002014935,4799743.499999998137355,5579,2319 FAIRVIEW ST.,CP Commercial,15-021984,2015-11-20T00:00:00.000Z,2015-12-16T00:00:00.000Z,Renovation,Commercial - Business/Personal Serv.,Final,
600081.500000001862645,4800852.999999998137355,5585,4084 LORRAINE CRES.,SO Other Single Detached Dwelling,17-023216,2017-11-20T00:00:00.000Z,2017-12-05T00:00:00.000Z,New,Attached Garage/Carport,Final,
600081.500000001862645,4800852.999999998137355,5586,4084 LORRAINE CRES.,SO Other Single Detached Dwelling,17-009601,2017-06-01T00:00:00.000Z,2017-06-15T00:00:00.000Z,Demolition -Building,Attached Garage/Carport,Issued,
600081.500000001862645,4800852.999999998137355,5587,4084 LORRAINE CRES.,SO Other Single Detached Dwelling,17-016153,2017-08-15T00:00:00.000Z,2017-09-12T00:00:00.000Z,New,Attached Deck,Final,
595329.562520002014935,4804498.499999998137355,5588,3345 CARDIFF CRES.,SO Other Single Detached Dwelling,18-006929,2018-04-20T00:00:00.000Z,2018-05-11T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
599054.312480002641678,4801032.499999998137355,5592,634 GENEVA PARK,PL Plumbing,18-005164,2018-03-29T00:00:00.000Z,2018-04-16T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
600529.375000001862645,4802708.499999998137355,5593,595 TURNER DR.,SO Other Single Detached Dwelling,16-022240,2016-11-03T00:00:00.000Z,2016-11-17T00:00:00.000Z,New,Attached Deck,Final,
596191.250000001862645,4803010.999999998137355,5595,2020 WINDY OAKS DR.,SO Other Single Detached Dwelling,18-015801,2018-07-12T00:00:00.000Z,2018-07-20T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
597368.562520002014935,4797590.499999998137355,5596,452 LOCUST ST.,M3 Multi-Res (Part 3),16-015734,2017-12-18T00:00:00.000Z,2018-03-28T00:00:00.000Z,New,Apartment,Issued,
597368.562520002014935,4797590.499999998137355,5597,452 LOCUST ST.,M3 Multi-Res (Part 3),16-015734,2016-07-28T00:00:00.000Z,2018-03-28T00:00:00.000Z,New,Apartment,Issued,
597368.562520002014935,4797590.499999998137355,5598,452 LOCUST ST.,M3 Multi-Res (Part 3),16-007292,2016-05-02T00:00:00.000Z,2016-08-25T00:00:00.000Z,Foundation,Apartment,Issued,
597368.562520002014935,4797590.499999998137355,5599,452 LOCUST ST.,M3 Multi-Res (Part 3),16-007292,2017-10-24T00:00:00.000Z,2017-11-13T00:00:00.000Z,Foundation,Apartment,Issued,
597368.562520002014935,4797590.499999998137355,5600,452 LOCUST ST.,M3 Multi-Res (Part 3),16-015734,2018-11-14T00:00:00.000Z,2019-03-20T00:00:00.000Z,Addition,Apartment,Issued,
594939.625000001862645,4797156.499999998137355,5601,685 SURREY LANE,M3 Multi-Res (Part 3),16-005505,2016-04-07T00:00:00.000Z,2016-05-30T00:00:00.000Z,Repair (No ZC Reqd),Apartment,Final,
594939.625000001862645,4797156.499999998137355,5602,685 SURREY LANE,M3 Multi-Res (Part 3),18-004682,2018-03-19T00:00:00.000Z,2018-04-19T00:00:00.000Z,Repair (No ZC Reqd),Apartment,Issued,
595027.562520002014935,4797248.499999998137355,5603,705 SURREY LANE,M3 Multi-Res (Part 3),16-005508,2016-04-07T00:00:00.000Z,2016-05-30T00:00:00.000Z,Repair (No ZC Reqd),Apartment,Final,
600156.687520002014935,4800363.999999998137355,5605,4007 LANTERN LANE,SO Other Single Detached Dwelling,17-003958,2017-03-15T00:00:00.000Z,2017-03-28T00:00:00.000Z,New,Accessory Building,Issued,
599511.937480002641678,4799023.499999998137355,5608,206 POMONA AVE.,SO Other Single Detached Dwelling,16-013360,2016-06-30T00:00:00.000Z,2016-07-12T00:00:00.000Z,New,Attached Deck,Final,
600161.750000001862645,4799992.999999998137355,5609,226 WALDEN DR.,PL Plumbing,16-014022,2016-07-07T00:00:00.000Z,2016-07-14T00:00:00.000Z,External Plumbing - Alter/Replace,Single Detached Dwelling,Issued,
595404.750000001862645,4804061.999999998137355,5610,3071 HEADON FOREST DR.,SO Other Single Detached Dwelling,16-021022,2016-10-12T00:00:00.000Z,2016-10-27T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
599216.312480002641678,4800353.999999998137355,5611,3333 NEW ST.  UNIT 13,M9 Multi-Res (Part 9),15-017552,2015-09-15T00:00:00.000Z,2015-09-28T00:00:00.000Z,Renovation (No ZC Reqd),Row Townhouse,Final,
597378.625000001862645,4797903.499999998137355,5612,2027 MARIA ST.,CP Commercial,16-012615,2016-06-20T00:00:00.000Z,2016-06-29T00:00:00.000Z,Demolition -Building,Commercial - Retail,Issued,
598561.000000001862645,4805296.999999998137355,5613,5163 DES JARDINES DR.,SO Other Single Detached Dwelling,18-020606,2018-08-30T00:00:00.000Z,2018-09-14T00:00:00.000Z,New (No ZC Reqd),Single Detached Dwelling,Final,
598513.312480002641678,4805355.499999998137355,5614,1825 HOBSON DR.,DS Designated Structure,17-004778,2017-03-29T00:00:00.000Z,2017-04-12T00:00:00.000Z,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,
593996.625000001862645,4800554.499999998137355,5615,2060 BRANT ST.  UNIT 4,M9 Multi-Res (Part 9),19-003037,2019-02-11T00:00:00.000Z,2019-03-01T00:00:00.000Z,Renovation (No ZC Reqd),Row Townhouse,Issued,
598664.437480002641678,4805410.499999998137355,5616,1805 CREEK WAY,DS Designated Structure,17-014057,2017-07-20T00:00:00.000Z,2017-07-28T00:00:00.000Z,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,
593718.125000001862645,4800922.499999998137355,5617,2185 FAIRCHILD BLVD.  UNIT 14,SO Other Single Detached Dwelling,18-019966,2018-08-23T00:00:00.000Z,2018-09-06T00:00:00.000Z,Repair (No ZC Reqd),Single Detached Dwelling,Issued,
593710.937480002641678,4801032.499999998137355,5619,2185 FAIRCHILD BLVD.  UNIT 59,M9 Multi-Res (Part 9),17-001362,2017-01-27T00:00:00.000Z,2017-02-08T00:00:00.000Z,Renovation (No ZC Reqd),Row Townhouse,Final,
602660.062480002641678,4803510.999999998137355,5620,346 BURLOAK DR.,M9 Multi-Res (Part 9),18-021767,2018-09-05T00:00:00.000Z,2018-09-19T00:00:00.000Z,Renovation (No ZC Reqd),Row Townhouse,Issued,
594450.312480002641678,4801219.499999998137355,5621,2244 UPPER MIDDLE RD.  UNIT 3,SO Other Single Detached Dwelling,16-018780,2016-09-02T00:00:00.000Z,2016-09-14T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
597045.375000001862645,4799549.499999998137355,5622,2300 FAIRVIEW ST.,CP Commercial,16-018797,2016-09-09T00:00:00.000Z,2016-09-23T00:00:00.000Z,Renovation (No ZC Reqd),Supermarket,Final,
597045.375000001862645,4799549.499999998137355,5623,2300 FAIRVIEW ST.,PL Plumbing,16-018797,2016-10-03T00:00:00.000Z,2016-10-13T00:00:00.000Z,Internal Plumbing - New,Commercial,Final,
600230.312480002641678,4804948.999999998137355,5625,5353 NORTH SERVICE RD.,HT Heating,16-003765,2016-03-10T00:00:00.000Z,2016-04-13T00:00:00.000Z,HVAC System - New,Commercial,Issued,
596650.500000001862645,4798834.499999998137355,5626,2077 PROSPECT ST.,IP Industrial,16-016996,2016-08-11T00:00:00.000Z,2016-09-01T00:00:00.000Z,Repair (No ZC Reqd),Storage Garage,Final,
596650.500000001862645,4798834.499999998137355,5627,2077 PROSPECT ST.,IP Industrial,17-019806,2017-09-26T00:00:00.000Z,2017-11-14T00:00:00.000Z,New,Low Hazard Industrial Facility,Issued,535-009/16
596650.500000001862645,4798834.499999998137355,5628,2077 PROSPECT ST.,M9 Multi-Res (Part 9),17-023814,2017-12-27T00:00:00.000Z,2018-03-09T00:00:00.000Z,New,Stacked Townhouse,Final,535-009/16
596650.500000001862645,4798834.499999998137355,5629,2077 PROSPECT ST.,M9 Multi-Res (Part 9),17-023813,2017-11-27T00:00:00.000Z,2018-03-09T00:00:00.000Z,New,Stacked Townhouse,Final,535-009/16
596650.500000001862645,4798834.499999998137355,5630,2077 PROSPECT ST.,IP Industrial,17-019807,2017-09-29T00:00:00.000Z,2017-11-14T00:00:00.000Z,New,Low Hazard Industrial Facility,Issued,535-009/16
596707.812480002641678,4798858.499999998137355,5631,2095 PROSPECT ST.,M3 Multi-Res (Part 3),17-021961,2017-10-31T00:00:00.000Z,2017-11-15T00:00:00.000Z,Fire Alarm (no ZC required),Apartment,Final,
