X,Y,OBJECTID,FOLDERTYPE,DESCRIPTION,STATUS,ISSUEDATE,PROPERTYADDRESS
601720.888000000268221,4807662.993,1681,CA,Commercial (Alt/Imp) Building,Issued,2015-09-30T11:44:58.000Z,1151 Bronte Rd 
607256.985999999567866,4813144.49899999984,1878,CA,Commercial (Alt/Imp) Building,Issued,2015-12-15T10:21:19.000Z,481 Cornwall Rd 
605455.293499999679625,4817578.550499999896,1300,RA,Residential Dwelling (Alt/Imp) Building,Issued,2014-11-25T12:35:20.000Z,2307 Lyndhurst Dr 
603964.538499999791384,4806568.46299999952,1353,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-12-07T10:51:55.000Z,2275 Yolanda Dr 
606433.856999999843538,4810574.3505,1172,RN,Residential Dwelling (New/Add) Building,Issued,2017-11-17T16:28:02.000Z,221 Mary St 
601383.264499999582767,4814616.140499999747,1487,RN,Residential Dwelling (New/Add) Building,Conditional,2018-01-17T18:14:53.000Z,295 Harold Dent Trail 
606737.153,4811076.5785,1201,FR,Fire Retrofit,Issued,2011-09-29T10:07:52.000Z,48 Washington Ave 
603933.595499999821186,4815192.924,1249,CP,Conditional / Part Building,Issued,2016-12-16T11:42:32.000Z,2333 Taunton Rd 
601735.338499999605119,4814017.528,1956,TH,Town House (New/Add/Alt) Building,Conditional,2015-10-21T14:09:45.000Z,366 Sixteen Mile Dr 
604702.969499999657273,4811449.377,1721,CA,Commercial (Alt/Imp) Building,Issued,2019-01-10T12:20:09.000Z,247 North Service Rd W 
602867.566999999806285,4812829.36,1858,RN,Residential Dwelling (New/Add) Building,Issued,2019-06-05T08:52:37.000Z,395 Summerchase Dr 
599857.502000000327826,4810465.2925,1565,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-11-21T12:08:39.000Z,2224 Crestmont Dr 
605468.844499999657273,4809511.421,1783,DP,Demolition,Issued,2018-07-20T10:17:32.000Z,529 Fourth Line 
605486.88300000037998,4808129.04099999927,1347,RA,Residential Dwelling (Alt/Imp) Building,Issued,2015-09-18T13:03:11.000Z,288 Sandwell Dr 
600055.036000000312924,4808852.9625,1162,RS,Residential (Secondary) Building,Issued,2018-12-06T08:58:37.000Z,2104 Rochester Cir 
605516.029500000178814,4806404.263499999419,1016,RS,Residential (Secondary) Building,Issued,2016-07-05T17:19:12.000Z,2009 Water's Edge Dr 
602455.684000000357628,4815314.434499999508,1606,RN,Residential Dwelling (New/Add) Building,Issued,2017-10-16T14:05:47.000Z,3132 Daniel Way 
606815.306499999948,4815140.102,1198,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-01-15T12:47:03.000Z,1285 Falgarwood Dr 
605575.656000000424683,4814918.8395,1402,RA,Residential Dwelling (Alt/Imp) Building,Issued,2015-05-22T16:26:11.000Z,1491 Jasmine Cres 
606465.738499999978,4818979.0415,1929,CA,Commercial (Alt/Imp) Building,Issued,2017-09-15T08:31:04.000Z,2568 Bristol Cir 
603071.096,4807084.6445,1887,DA,Industrial (Alt/Imp) Building,Issued,2016-10-14T16:26:55.000Z,2335 Speers Rd 
602394.71750000026077,4815375.242,1604,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-16T14:12:39.000Z,3156 Daniel Way 
604631.041500000283122,4805684.309499999508,1444,RA,Residential Dwelling (Alt/Imp) Building,Issued,2014-04-03T08:56:47.000Z,76 Nelson St 
607663.111499999649823,4812782.10899999924,1533,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-05-13T12:53:11.000Z,517 MacDonald Rd 
603817.400999999605119,4816599.457,1599,RN,Residential Dwelling (New/Add) Building,Issued,2017-02-23T12:48:32.000Z,495 Grindstone Trail 
602504.814500000327826,4815468.2155,1205,TH,Town House (New/Add/Alt) Building,Conditional,2017-03-29T18:07:59.000Z,3138 Post Rd 
601275.5735,4805692.9855,1799,CA,Commercial (Alt/Imp) Building,Issued,2018-10-05T10:06:34.000Z,3513 Wyecroft Rd 
600263.038499999791384,4814550.23699999973,1928,RN,Residential Dwelling (New/Add) Building,Issued,2016-02-11T15:57:23.000Z,576 Settlers Rd W 
603151.8585,4804939.14599999972,1583,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-05-14T10:24:20.000Z,251 Wynford Pl 
605848.063,4814539.90699999966,1038,RN,Residential Dwelling (New/Add) Building,Issued,2019-05-24T09:00:59.000Z,1386 Kathleen Cres 
607682.324,4818142.333,1971,CA,Commercial (Alt/Imp) Building,Issued,2017-05-26T13:22:29.000Z,2055 Winston Park Dr 
602572.723000000230968,4807699.03199999966,1158,CA,Commercial (Alt/Imp) Building,Issued,2015-09-30T11:40:10.000Z,2316 South Service Rd W 
602757.157999999821186,4815287.043,1816,RN,Residential Dwelling (New/Add) Building,Conditional,2017-04-20T11:36:18.000Z,3057 Post Rd 
602748.892,4815295.1765,1268,RN,Residential Dwelling (New/Add) Building,Conditional,2017-04-20T11:36:29.000Z,3061 Post Rd 
601734.951500000432134,4814717.170499999076,1392,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-01T10:22:41.000Z,3243 Charles Fay Pass 
600059.4095,4810366.33699999936,1345,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-05-31T10:58:19.000Z,2308 Falling Green Dr 
609169.206500000320375,4813615.548499999568,1346,RS,Residential (Secondary) Building,Issued,2018-07-04T13:14:27.000Z,192 Wedgewood Dr 
602947.956500000320375,4814556.2555,1417,AH,Accessory Unit in House,Conditional,2017-10-27T09:38:42.000Z,45 Westfield Trail Unit  
604277.947499999776483,4805447.098,1380,CN,Commercial (New/Add) Building,Issued,2018-01-12T11:40:42.000Z,2441 Lakeshore Rd W 
603562.627999999560416,4806900.9155,1755,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-08-24T18:46:25.000Z,491 Seymour Dr 
606570.301,4810605.44099999964,1022,PS,Plumbing Only,Issued,2018-08-09T09:07:58.000Z,257 Maurice Dr 
601275.5735,4805692.9855,1802,CA,Commercial (Alt/Imp) Building,Issued,2019-04-30T09:02:28.000Z,3517 Wyecroft Rd 
599091.956500000320375,4809771.571499999613,1667,CA,Commercial (Alt/Imp) Building,Issued,2017-11-09T10:00:06.000Z,2478 Old Bronte Rd 
602751.033499999903,4815223.7815,1192,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-19T15:57:25.000Z,3044 Post Rd 
607275.939000000245869,4810127.741499999538,1806,RN,Residential Dwelling (New/Add) Building,Issued,2018-12-06T14:32:47.000Z,163 Brookfield Cres 
607128.161999999545515,4815836.21299999952,1040,CA,Commercial (Alt/Imp) Building,Issued,2019-04-10T10:17:22.000Z,1577 North Service Rd E 
602554.839999999850988,4815895.4395,1736,RN,Residential Dwelling (New/Add) Building,Conditional,2018-12-11T14:34:46.000Z,178 Threshing Mill Blvd 
608053.7615,4813476.54399999976,1659,RN,Residential Dwelling (New/Add) Building,Issued,2018-06-08T14:07:33.000Z,1180 Carey Rd 
605883.321999999694526,4807758.194,1399,RS,Residential (Secondary) Building,Issued,2019-05-03T09:56:43.000Z,149 Sandwell Dr 
603562.60950000025332,4813747.094499999657,1850,AA,Residential Apartment (Alt/Imp) Building,Issued,2015-08-06T11:16:25.000Z,2199 Sixth Line Unit 101 
605092.55449999962,4809801.024,1909,CA,Commercial (Alt/Imp) Building,Issued,2018-01-17T10:19:59.000Z,649 Fourth Line 
598717.17949999962,4808658.06499999948,1724,RA,Residential Dwelling (Alt/Imp) Building,Issued,2016-12-06T11:53:29.000Z,3268 Liptay Ave 
602119.161999999545515,4811693.52899999917,1579,TH,Town House (New/Add/Alt) Building,Conditional,2000-01-04T14:20:32.000Z,2166 Oakpoint Rd 
599091.956500000320375,4809771.571499999613,1672,AN,Residential Apartment (New/Add) Building,Issued,2016-01-22T13:30:54.000Z,2486 Old Bronte Rd 
603933.595499999821186,4815192.924,1245,AA,Residential Apartment (Alt/Imp) Building,Issued,2019-04-29T11:20:13.000Z,2333 Taunton Rd 
604782.564500000327826,4807550.03299999982,1698,CA,Commercial (Alt/Imp) Building,Issued,2016-03-08T15:35:08.000Z,1515 Rebecca St 
605737.065000000409782,4812491.391,1564,RS,Residential (Secondary) Building,Issued,2018-02-27T11:10:37.000Z,1088 Kent Ave 
610207.868499999866,4815173.346499999985,1843,RN,Residential Dwelling (New/Add) Building,Issued,2018-06-28T11:35:44.000Z,222 Chebucto Dr 
604277.947499999776483,4805447.098,1382,CP,Conditional / Part Building,Issued,2019-03-29T15:08:09.000Z,125 Bronte Rd 
606380.692499999888241,4809422.8925,1153,RN,Residential Dwelling (New/Add) Building,Conditional,2012-09-25T15:53:03.000Z,441 Lakeshore Rd W 
602763.044499999843538,4807322.898499999195,1765,CA,Commercial (Alt/Imp) Building,Issued,2013-07-29T16:52:16.000Z,2370 Wyecroft Rd Unit C1 
603084.947999999858439,4813685.219499999657,1120,PS,Plumbing Only,Issued,2018-04-18T12:44:16.000Z,2400 Sixth Line 
603726.7275,4815109.323,1895,CA,Commercial (Alt/Imp) Building,Issued,2018-10-22T12:30:24.000Z,209 Oak Park Blvd 
602459.14850000012666,4810734.977,1332,RA,Residential Dwelling (Alt/Imp) Building,Issued,2013-11-11T17:27:27.000Z,1447 Stoneybrook Trail 
603448.229000000283122,4815192.5175,1164,CA,Commercial (Alt/Imp) Building,Issued,2019-03-15T09:01:38.000Z,301 Hays Blvd 
603352.440000000409782,4806138.513,1221,RN,Residential Dwelling (New/Add) Building,Issued,2018-12-03T15:30:48.000Z,2467 Yarmouth Cres 
603166.378999999724329,4811133.3,1918,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-04-11T09:16:48.000Z,1360 Monks Pass 
604923.990500000305474,4807155.4745,1603,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-10-22T16:08:29.000Z,254 Tracina Dr 
602743.675499999895692,4815110.091,1053,RN,Residential Dwelling (New/Add) Building,Issued,2017-10-20T19:24:56.000Z,3084 Parsonage Cres 
601469.348500000312924,4814399.27199999988,1789,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-13T10:51:12.000Z,307 North Park Blvd 
604725.0,4814868.936499999836,1343,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-04-25T10:35:27.000Z,368 Evergreen Cres 
608545.298000000417233,4814289.10349999927,1693,RN,Residential Dwelling (New/Add) Building,Issued,2019-01-18T13:15:46.000Z,421 Wedgewood Dr 
604283.99199999962,4808224.319,1216,RN,Residential Dwelling (New/Add) Building,Issued,2018-11-09T11:48:50.000Z,604 Trudale Crt 
605977.4945,4808288.016499999911,1141,RN,Residential Dwelling (New/Add) Building,Issued,2018-09-17T14:12:50.000Z,218 Valleyview Crt 
606354.418999999761581,4810641.682,1278,PS,Plumbing Only,Issued,2018-06-25T15:21:09.000Z,320 Maurice Dr 
603675.449500000104308,4815494.1115,1536,CA,Commercial (Alt/Imp) Building,Issued,2019-01-10T12:10:12.000Z,234 Hays Blvd 
606161.370000000111759,4818740.561,1995,DA,Industrial (Alt/Imp) Building,Issued,2015-11-11T09:28:21.000Z,2600 Bristol Cir 
601413.667500000447035,4814649.148499999195,1350,RN,Residential Dwelling (New/Add) Building,Conditional,2018-01-17T17:40:16.000Z,3306 Vardon Way 
605904.46100000012666,4807672.90399999917,1828,RN,Residential Dwelling (New/Add) Building,Issued,2008-07-21T16:38:49.000Z,1279 Lakeshore Rd W 
604335.353000000119209,4812510.118499999866,1071,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-04-19T09:58:51.000Z,1383 Oxford Ave 
603788.13150000013411,4804903.254499999806,1939,RN,Residential Dwelling (New/Add) Building,Issued,2018-07-31T08:56:36.000Z,3095 Riverview St 
608502.684000000357628,4813642.729,1719,SA,Institutional (Alt/Imp) Building,Issued,2018-07-30T08:46:37.000Z,338 Cairncroft Rd 
601496.242999999783933,4814478.13399999961,1740,TH,Town House (New/Add/Alt) Building,Issued,2019-02-21T18:17:25.000Z,229 Wisteria Way 
606267.699500000104308,4809250.80399999954,1238,RN,Residential Dwelling (New/Add) Building,Issued,2019-06-03T16:09:25.000Z,115 Suffolk Ave 
605172.093000000342727,4809577.3975,1989,RN,Residential Dwelling (New/Add) Building,Issued,2018-04-09T09:08:49.000Z,588 Fourth Line 
604512.324,4814478.649499999359,1919,RS,Residential (Secondary) Building,Issued,2015-11-03T16:24:46.000Z,273 River Oaks Blvd E 
608052.906499999575317,4817182.434499999508,1188,RN,Residential Dwelling (New/Add) Building,Issued,2017-10-02T10:47:49.000Z,1338 Clearview Dr 
606446.151499999687076,4813239.0075,1523,CN,Commercial (New/Add) Building,Issued,2016-07-26T15:26:41.000Z,360 Oakville Place Dr 
603562.276999999769032,4816784.027,1568,RN,Residential Dwelling (New/Add) Building,Issued,2018-12-06T14:40:57.000Z,3156 Meadow Marsh Cres 
604610.090499999933,4805704.650499999523,1761,CA,Commercial (Alt/Imp) Building,Issued,2018-11-05T16:25:09.000Z,88 Nelson St 
604668.552500000223517,4808992.4295,1561,RN,Residential Dwelling (New/Add) Building,Issued,2018-10-12T14:25:15.000Z,1211 Pinegrove Rd 
601275.5735,4805692.9855,1798,CA,Commercial (Alt/Imp) Building,Issued,2019-01-08T13:01:31.000Z,3465 Wyecroft Rd 
605181.344499999657273,4813738.812,1290,SA,Institutional (Alt/Imp) Building,Issued,2017-12-21T10:50:35.000Z,1430 Trafalgar Rd 
601396.763500000350177,4814567.2835,1892,RN,Residential Dwelling (New/Add) Building,Conditional,2018-01-17T18:11:11.000Z,304 Harold Dent Trail 
604049.980000000447035,4804986.664,1433,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-04-26T13:58:17.000Z,3055 Lakeshore Rd W 
601486.39850000012666,4814912.198,1204,RN,Residential Dwelling (New/Add) Building,Issued,2019-05-17T14:51:47.000Z,255 Polly Dr 
603448.229000000283122,4815192.5175,1165,PS,Plumbing Only,Issued,2017-07-05T08:30:57.000Z,201 Oak Walk Dr 
601714.864500000141561,4814926.9495,1501,RN,Residential Dwelling (New/Add) Building,Issued,2018-02-26T16:47:14.000Z,191 Polly Dr 
608625.225499999709427,4811927.5075,1276,RN,Residential Dwelling (New/Add) Building,Issued,2018-12-11T13:46:16.000Z,536 Carson Lane 
601413.070000000298023,4814382.628,1650,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-06T10:46:09.000Z,336 John Cramp Path 
602482.678000000305474,4815490.390499999747,1161,TH,Town House (New/Add/Alt) Building,Conditional,2017-03-29T18:14:38.000Z,3146 Post Rd 
605181.344499999657273,4813738.812,1292,SA,Institutional (Alt/Imp) Building,Issued,2018-04-19T08:52:42.000Z,1430 Trafalgar Rd 
604701.839499999769032,4810008.54099999927,1209,CA,Commercial (Alt/Imp) Building,Issued,2019-01-22T12:15:53.000Z,861 Redwood Sq 
606531.281499999575317,4810578.413499999791,1969,RN,Residential Dwelling (New/Add) Building,Issued,2019-05-02T14:49:53.000Z,204 Mary St 
601632.998999999836087,4814809.9615,1114,RN,Residential Dwelling (New/Add) Building,Issued,2019-03-27T13:10:46.000Z,3286 Charles Fay Pass 
601720.888000000268221,4807662.993,1680,CA,Commercial (Alt/Imp) Building,Issued,2015-09-29T10:05:51.000Z,1151 Bronte Rd 
607852.264999999664724,4815318.2925,1686,DA,Industrial (Alt/Imp) Building,Issued,2016-06-10T17:30:38.000Z,1 The Canadian Rd 
607697.313,4813647.3515,1450,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-04-03T14:47:45.000Z,505 Chamberlain Lane 
601704.078499999828637,4809073.333,1992,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-04-30T14:51:51.000Z,1378 Heritage Way 
605805.981999999843538,4812680.5885,1212,RN,Residential Dwelling (New/Add) Building,Issued,2017-03-14T14:51:38.000Z,143 Leighland Ave 
602492.775999999605119,4815277.4395,1991,RN,Residential Dwelling (New/Add) Building,Issued,2017-11-23T17:17:15.000Z,3116 Daniel Way 
605550.5455,4809200.88,1075,RN,Residential Dwelling (New/Add) Building,Issued,2018-08-14T09:37:41.000Z,450 Fourth Line 
606484.29700000025332,4819000.71,1090,CA,Commercial (Alt/Imp) Building,Issued,2017-09-15T08:31:04.000Z,2568 Bristol Cir 
601694.972,4814836.31499999948,1796,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-01T10:11:36.000Z,3272 Donald Mackay St 
605962.457000000402331,4807427.98399999924,1311,RN,Residential Dwelling (New/Add) Building,Issued,2017-08-14T09:33:16.000Z,1340 Lakeshore Rd W 
604782.564500000327826,4807550.03299999982,1700,TE,Tent,Issued,2019-03-25T12:01:03.000Z,1521 Rebecca St 
601319.816499999724329,4814554.22399999946,1410,RN,Residential Dwelling (New/Add) Building,Conditional,2018-01-17T18:01:53.000Z,319 Harold Dent Trail 
602270.822999999858439,4815530.55299999937,1050,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-16T13:30:36.000Z,3215 Millicent Ave 
600361.54,4809677.1195,1633,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-04-11T15:51:56.000Z,2273 Canonridge Cir 
605092.55449999962,4809801.024,1908,CA,Commercial (Alt/Imp) Building,Issued,2019-02-21T14:53:20.000Z,649 Fourth Line 
602618.487499999813735,4815354.8735,1584,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-11-29T14:43:59.000Z,3094 Post Rd 
604356.140999999828637,4807216.539,1250,RN,Residential Dwelling (New/Add) Building,Issued,2018-09-14T16:24:51.000Z,2070 Wakely St 
609767.474499999545515,4815015.0855,1769,RN,Residential Dwelling (New/Add) Building,Issued,2017-07-26T11:59:00.000Z,296 Still's Lane 
602864.406000000424683,4809233.3155,1716,RN,Residential Dwelling (New/Add) Building,Issued,2018-05-25T15:40:44.000Z,1157 Paperbirch Lane 
601720.888000000268221,4807662.993,1677,CA,Commercial (Alt/Imp) Building,Issued,2019-02-09T12:00:59.000Z,1151 Bronte Rd 
607872.364500000141561,4811219.310499999672,1403,FR,Fire Retrofit,Issued,2018-03-06T11:07:07.000Z,88 Dunn St Unit 1 
603887.102,4806169.68,1045,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-12-06T17:23:20.000Z,310 Sussex St 
603933.595499999821186,4815192.924,1247,AN,Residential Apartment (New/Add) Building,Issued,2017-02-02T10:59:46.000Z,2333 Taunton Rd 
606958.995000000111759,4819207.9085,1110,CA,Commercial (Alt/Imp) Building,Issued,2007-05-14T09:00:02.000Z,2359 Bristol Cir 
603438.259999999776483,4813688.580499999225,1046,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-11-30T11:32:11.000Z,2237 Munn's Ave 
601496.242999999783933,4814478.13399999961,1739,TH,Town House (New/Add/Alt) Building,Issued,2019-02-21T18:16:14.000Z,231 Wisteria Way 
601387.3355,4814558.084,1569,RN,Residential Dwelling (New/Add) Building,Conditional,2018-04-30T10:36:21.000Z,308 Harold Dent Trail 
602554.509999999776483,4815418.65,1063,TH,Town House (New/Add/Alt) Building,Conditional,2017-03-29T17:48:45.000Z,3120 Post Rd 
605702.564000000245869,4808091.389,1694,RN,Residential Dwelling (New/Add) Building,Issued,2019-02-19T14:49:58.000Z,241 Tweedsdale Cres 
605662.93099999987,4809089.1805,1967,RN,Residential Dwelling (New/Add) Building,Conditional,2012-09-28T14:46:53.000Z,410 Fourth Line 
604405.63300000037998,4806945.6445,1099,RN,Residential Dwelling (New/Add) Building,Issued,2019-02-13T12:26:30.000Z,339 Sandlewood Rd 
604865.037499999627471,4811209.636,1713,FR,Fire Retrofit,Issued,2013-12-12T16:27:10.000Z,290 North Service Rd W 
603246.995500000193715,4816340.777499999851,1151,TH,Town House (New/Add/Alt) Building,Issued,2017-02-23T11:03:42.000Z,3140 Blackfriar Common 
607639.189000000245869,4812800.072499999776,1811,RN,Residential Dwelling (New/Add) Building,Issued,2016-07-07T16:17:11.000Z,518 Anthony Dr 
599902.995500000193715,4811216.921,1874,DP,Demolition,Issued,2019-03-28T09:45:39.000Z,2135 Dundas St W 
601725.852,4814006.9165,1428,CA,Commercial (Alt/Imp) Building,Issued,2018-11-26T14:54:03.000Z,370 Sixteen Mile Dr 
602505.821000000461936,4815867.2225,1298,RN,Residential Dwelling (New/Add) Building,Conditional,2018-11-30T16:02:50.000Z,158 Threshing Mill Blvd 
602222.889000000432134,4814353.172499999404,1661,CA,Commercial (Alt/Imp) Building,Issued,2015-10-08T14:28:17.000Z,3030 Preserve Dr  
609989.706000000238419,4814032.797499999404,1437,RA,Residential Dwelling (Alt/Imp) Building,Issued,2015-06-25T09:24:07.000Z,2096 Lakeshore Rd E 
603347.046,4806055.596499999985,1106,RS,Residential (Secondary) Building,Issued,2017-09-26T12:45:47.000Z,2472 Yarmouth Cres 
604842.734000000171363,4808024.95199999958,1937,RN,Residential Dwelling (New/Add) Building,Issued,2018-03-23T14:44:44.000Z,1364 Tansley Dr 
604199.609000000171363,4805639.12,1092,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-07-30T09:00:22.000Z,2426 Belyea St 
607852.264999999664724,4815318.2925,1683,DA,Industrial (Alt/Imp) Building,Issued,2019-02-19T10:36:15.000Z,1 The Canadian Rd 
608945.691499999724329,4813467.20199999958,1851,DP,Demolition,Issued,2018-06-16T13:09:32.000Z,1336 Hillhurst Rd 
601369.218000000342727,4809059.527499999851,1489,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-10-18T10:00:52.000Z,1444 Stationmaster Lane 
604760.190999999642372,4817194.22199999914,1415,TH,Town House (New/Add/Alt) Building,Issued,2012-08-16T16:44:15.000Z,2404 Wasaga Dr 
607537.44400000013411,4818055.14,1914,CA,Commercial (Alt/Imp) Building,Issued,2014-07-10T09:38:46.000Z,2020 Winston Park Dr 
606072.481999999843538,4815377.517,1711,RA,Residential Dwelling (Alt/Imp) Building,Issued,2015-01-16T14:24:07.000Z,1204 Hudson Pl 
606140.297500000335276,4812703.183499999344,1288,RN,Residential Dwelling (New/Add) Building,Issued,2018-08-16T18:16:10.000Z,1041 Robarts Rd 
605197.032499999739,4807472.139499999583,1640,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-03-08T14:45:19.000Z,1390 Willowdown Rd 
609122.127000000327826,4814904.366,1219,RN,Residential Dwelling (New/Add) Building,Conditional,2016-08-31T12:42:22.000Z,403 Donnybrook Rd 
602631.21100000012666,4815314.4525,1660,RN,Residential Dwelling (New/Add) Building,Conditional,2017-10-18T11:28:36.000Z,57 Wheat Boom Dr 
602095.915,4812825.048499999568,1351,AH,Accessory Unit in House,Issued,2018-03-20T09:08:03.000Z,2364 East Gate Cres 
602877.141499999911,4811178.705,1924,RN,Residential Dwelling (New/Add) Building,Issued,2018-05-30T15:06:18.000Z,1626 Greenbriar Dr 
602798.616499999538064,4815644.694499999285,1359,TH,Town House (New/Add/Alt) Building,Conditional,2017-05-17T17:04:37.000Z,3112 Ernest Appelbe Blvd 
606281.242499999701977,4815169.3385,1085,RN,Residential Dwelling (New/Add) Building,Issued,2018-05-23T11:40:01.000Z,1396 Highgate Crt 
605885.615500000305474,4814084.004,1107,RA,Residential Dwelling (Alt/Imp) Building,Issued,2015-08-06T13:52:40.000Z,1305 Hillview Cres 
603615.214999999850988,4803469.799499999732,1170,RS,Residential (Secondary) Building,Issued,2017-06-02T15:01:52.000Z,3413 Mistwell Cres 
601275.5735,4805692.9855,1801,CA,Commercial (Alt/Imp) Building,Issued,2019-04-05T09:52:57.000Z,3521 Wyecroft Rd 
606659.313,4810568.069,1518,PS,Plumbing Only,Issued,2015-03-19T11:15:23.000Z,232 Felan Ave 
607077.301,4810599.3035,1371,CP,Conditional / Part Building,Issued,2017-04-19T11:05:24.000Z,168 Kerr St 
600505.730499999597669,4810273.001,1586,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-09-30T14:24:59.000Z,2409 Woodcrest Dr 
603794.145499999634922,4805070.717499999329,1330,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-10-11T10:38:21.000Z,168 Summerfield Dr 
602326.800499999895692,4815624.80199999921,1990,RN,Residential Dwelling (New/Add) Building,Conditional,2017-03-17T15:19:41.000Z,78 Threshing Mill Blvd 
604064.610999999567866,4810374.982,1516,RA,Residential Dwelling (Alt/Imp) Building,Issued,2017-06-05T15:29:35.000Z,1071 Mayfair Rd 
606484.29700000025332,4819000.71,1091,FR,Fire Retrofit,Issued,2012-04-05T16:54:19.000Z,2568 Bristol Cir 
603915.144500000402331,4806085.4535,1730,DP,Demolition,Issued,2017-10-27T09:38:56.000Z,2378 Rebecca St 
599091.956500000320375,4809771.571499999613,1671,CP,Conditional / Part Building,Issued,2015-08-12T15:53:00.000Z,2486 Old Bronte Rd 
604959.049499999731779,4806890.5875,1610,RN,Residential Dwelling (New/Add) Building,Issued,2018-01-03T15:50:51.000Z,2022 Hixon St 
602699.051,4814086.10349999927,1028,MS,Miscellaneous Building,Issued,2016-04-28T12:09:18.000Z,2516 Sunnyhurst Close 
602931.033499999903,4814281.9315,1938,MS,Miscellaneous Building,Issued,2018-01-30T14:48:36.000Z,86 Howell Rd 
605010.656999999657273,4816446.47,1705,RN,Residential Dwelling (New/Add) Building,Issued,2008-06-17T16:56:39.000Z,2336 Delnice Dr 
604684.7845,4807974.605,1786,RN,Residential Dwelling (New/Add) Building,Issued,2019-05-23T14:41:49.000Z,1402 Sheldon Ave 
601496.242999999783933,4814478.13399999961,1742,TH,Town House (New/Add/Alt) Building,Issued,2019-02-21T18:21:07.000Z,225 Wisteria Way 
605952.561499999836087,4809691.7245,1571,RN,Residential Dwelling (New/Add) Building,Issued,2019-05-09T12:01:19.000Z,474 Orchard Dr 
608052.906499999575317,4817182.434499999508,1187,RA,Residential Dwelling (Alt/Imp) Building,Issued,2018-01-08T13:33:19.000Z,1338 Clearview Dr 
605582.638000000268221,4808354.695,1746,RN,Residential Dwelling (New/Add) Building,Issued,2017-04-05T09:03:45.000Z,1165 Rebecca St 
606501.199500000104308,4809250.092499999329,1813,SN,Institutional (New/Add) Building,Issued,2017-03-31T11:45:48.000Z,540 Lakeshore Rd W 
601295.17850000038743,4814429.8945,1017,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-15T09:05:04.000Z,349 Ironside Dr 
601392.790500000119209,4814324.56,1220,RN,Residential Dwelling (New/Add) Building,Conditional,2018-02-06T13:03:13.000Z,347 North Park Blvd 
601389.5855,4814812.800499999896,1341,TH,Town House (New/Add/Alt) Building,Issued,2018-03-29T18:18:43.000Z,3352 Carding Mill Trail 
603084.947999999858439,4813685.219499999657,1119,SA,Institutional (Alt/Imp) Building,Issued,2017-07-12T10:27:57.000Z,2400 Sixth Line 
608291.269000000320375,4812088.33,1227,SN,Institutional (New/Add) Building,Conditional,2017-08-29T17:09:31.000Z,133 Balsam Dr 
604684.7845,4807974.605,1787,DP,Demolition,Issued,2019-05-08T14:09:49.000Z,1402 Sheldon Ave 
602214.744,4812622.0315,1865,RS,Residential (Secondary) Building,Issued,2018-05-04T17:33:21.000Z,2400 Neyagawa Blvd Unit 1 
605196.259999999776483,4815756.898,1927,RA,Residential Dwelling (Alt/Imp) Building,Issued,2019-05-22T13:17:59.000Z,1080 Glenashton Dr 
607757.026499999687076,4811992.8055,1839,FD,Fire Damage,Issued,2012-12-04T14:41:17.000Z,229 Douglas Ave 
601332.911999999545515,4814485.551,1387,RN,Residential Dwelling (New/Add) Building,Conditional,2018-01-16T18:38:41.000Z,3272 Cloise Way 
603472.841,4806299.096,1974,RN,Residential Dwelling (New/Add) Building,Issued,2018-09-24T08:46:03.000Z,2434 Yolanda Dr 
603276.093000000342727,4814138.8045,1229,RS,Residential (Secondary) Building,Issued,2017-08-10T11:33:44.000Z,2442 The Promenade 
605171.057,4808205.11199999973,1362,RN,Residential Dwelling (New/Add) Building,Issued,2018-10-03T11:41:57.000Z,366 Warminster Dr 
