OBJECTID;DT_MAJ_GDUNO;CD_ORGNS;NOM_COURT;NOM_OFFCL;ADRS_GEO_L1_GDUNO;ADRS_GEO_L2_GDUNO;CD_MUNCP;NOM_MUNCP;STAT_MUNCP;CD_POSTL_GDUNO;PRESC;PRIM;SEC;FORM_PRO;ADULTE;TYPE_ORGNS;RESEAU;SITE_WEB;CD_ORGNS_RESP;NOM_ORGNS_RESP;COORD_X_LL84;COORD_Y_LL84;ORDRE_ENS;STYLE_CART
533;20201019;485501;Campus Notre-Dame-de-Foy;Campus Notre-Dame-de-Foy;5000, rue Clément-Lockquell;;23072;Saint-Augustin-de-Desmaures;V;G3A1B3;0;0;0;1;0;Installation;Privé;www.cndf.qc.ca;485500;Campus Notre-Dame-de-Foy;-71.399553;46.736869;Formation professionnelle;8_Priv_Bat_FP
535;20201019;493502;Éc. Montessori International Blainville;École Montessori International Blainville inc.;325, chemin du Bas-de-Sainte-Thérèse;;73015;Blainville;V;J7A0A3;1;1;0;0;0;Installation;Privé;http://www.montessoriinternationalblainville.com;493500;École Montessori International Blainville inc.;-73.798388;45.651242;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
537;20201019;497501;École du Routier G.C.;École du Routier G.C. inc.;2220, rue Louis-Allyson;;37067;Trois-Rivières;V;G8Z4P3;0;0;0;1;0;Installation;Privé;www.ergc.ca;497500;École du Routier G.C. inc.;-72.573391;46.336729;Formation professionnelle;8_Priv_Bat_FP
539;20201019;507501;École nationale de cirque;École nationale de cirque;8181, 2e Avenue;;66023;Montréal;V;H1Z4N9;0;0;1;0;0;Installation;Privé;www.ecolenationaledecirque.ca;507500;École nationale de cirque;-73.613646;45.561794;Secondaire;3_Priv_Bat_Secondaire
541;20201019;508501;L'École des Premières Lettres;L'École des Premières Lettres;5210, rue Waverly;;66023;Montréal;V;H2T2X7;1;1;0;0;0;Installation;Privé;www.premiereslettres.com;508500;L'École des Premières Lettres;-73.596437;45.522036;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
543;20201019;509501;Collège Jacques-Prévert;Collège Jacques-Prévert;12349, rue de Serres;;66023;Montréal;V;H4J2H1;1;1;0;0;0;Installation;Privé;www.collegejacquesprevert.ca;509500;Collège Jacques-Prévert;-73.719485;45.533779;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
545;20201019;511501;École JMC;École JMC;2205, rue de l'Église;;66023;Montréal;V;H4M1G5;1;1;1;0;0;Installation;Privé;www.ecolejmc.ca;511500;École JMC;-73.689494;45.503697;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
547;20201019;512501;École internationale des Apprenants;École internationale des Apprenants;4505, boulevard Henri-Bourassa Ouest;;66023;Montréal;V;H4L1A5;1;1;0;0;0;Installation;Privé;www.dar-al-iman.org;512500;École internationale des Apprenants;-73.703811;45.524504;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
549;20201019;513501;Académie des pompiers;Académie des pompiers;9401, côte des Saints;;74005;Mirabel;V;J7N2X4;0;0;0;1;0;Installation;Privé;www.academiedespompiers.ca;513500;Académie des pompiers;-74.092194;45.652927;Formation professionnelle;8_Priv_Bat_FP
550;20201019;513502;Académie des pompiers, campus Targe;Académie des pompiers, campus Targe;9577, rue Saint-Vincent;;74005;Mirabel;V;J7N2V6;0;0;0;1;0;Installation;Privé;www.academiedespompiers.ca;513500;Académie des pompiers;-74.096213;45.645498;Formation professionnelle;8_Priv_Bat_FP
