,Location,Address1,Address2,City,Phone,DateAvailable,BookingLink,VaccineType,VaccineType2,VaccineType3,walkInAvailability,DX_COORDINATES,Take Home Test Kits,POINT,LONGITUDE,LATITUDE
599,SOBEYS PHARMACY #4984,100-200 HARTELL WAY SE,,CALGARY,825-509-0937,Over 4 weeks,https://pharmacyappointments.ca,PFIZER,,,True,"50.862960495333034, -114.0280668458275",,POINT (-114.028066845827 50.862960495333),-114.028066845827,50.862960495333
600,REXALL #7287,148-555 STRATHCONA BLVD SW,,CALGARY,403-249-0455,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,,,True,"51.04807390947357, -114.18522990442044",,POINT (-114.18522990442 51.048073909474),-114.18522990442,51.048073909474
601,MEDISENSE PHARMACY,12246 107 AVE NW,,EDMONTON,780-756-1010,Over 4 weeks,,PFIZER,,,True,"53.55131877758292, -113.53364527294018",,POINT (-113.53364527294 53.551318777583),-113.53364527294,53.551318777583
602,GLOBAL DRUGS,115-233 16 AVE NW,,CALGARY,403-246-1227,Over 4 weeks,https://www.globaldrugs.com,MODERNA,,,True,"51.0666713809433, -114.06699354365999",,POINT (-114.06699354366 51.066671380943),-114.06699354366,51.066671380943
603,JOHNSON'S TABER DRUGS,5204 48 AVE,,TABER,403-223-2900,Over 4 weeks,,PFIZER,MODERNA,,True,"49.78427704292151, -112.14639577252538",,POINT (-112.146395772525 49.784277042922),-112.146395772525,49.784277042922
604,SAFEWAY PHARMACY #8833,99 CROWFOOT CRES NW,,CALGARY,403-239-8839,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,True,"51.126137317455736, -114.20070064989484",,POINT (-114.200700649895 51.126137317456),-114.200700649895,51.126137317456
605,MEDICURE PLUS PHARMACY,928-5075 FALCONRIDGE BLVD NE,,CALGARY,403-455-0400,Over 4 weeks,https://www.medicurepluspharmacy.com,PFIZER,MODERNA,,True,"51.09754455126492, -113.9608556521518",,POINT (-113.960855652152 51.097544551265),-113.960855652152,51.097544551265
606,SHOPPERS DRUG MART #2332,933 RAILWAY AVE,,CANMORE,403-678-8750,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,False,"51.090576582568424, -115.35507308297971",,POINT (-115.35507308298 51.090576582568),-115.35507308298,51.090576582568
607,ROOTS & BERRIES PHARMACY,MASKWACIS HEALTH CENTRE,HWY 2,MASKWACIS,780-585-2379,Over 4 weeks,,PFIZER,MODERNA,,True,"52.83543284792766, -113.45144573919411",,POINT (-113.451445739194 52.835432847928),-113.451445739194,52.835432847928
608,MYHEALTHCARE PHARMACY,101-3223 5 AVE NE,,CALGARY,403-455-1505,Over 4 weeks,,PFIZER,,,True,"51.05663792863506, -113.9861222480476",,POINT (-113.986122248048 51.056637928635),-113.986122248048,51.056637928635
609,THE PICTURE BUTTE PHARMACY (PHARMASAVE #388),309 JAMIESON AVE,PO BOX 340,PICTURE BUTTE,403-732-5511,Over 4 weeks,,MODERNA,,,False,"49.87690332982112, -112.77869347105948",,POINT (-112.778693471059 49.876903329821),-112.778693471059,49.876903329821
610,BISHOP'S CROSSING PHARMACY & TRAVEL CLINIC,300B-1212 5 ST SE,,HIGH RIVER,587-363-0111,Over 4 weeks,https://bishoppharmacy.ca,PFIZER,MODERNA,,True,"50.57168763018657, -113.85865086086802",,POINT (-113.858650860868 50.571687630187),-113.858650860868,50.571687630187
611,SAVE-ON-FOODS PHARMACY #6614,3361 CALGARY TR NW,,EDMONTON,780-437-1990,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,,,False,"53.46597177843165, -113.4938013516866",,POINT (-113.493801351687 53.465971778432),-113.493801351687,53.465971778432
612,REXALL #7220,11811 JASPER AVE NW,,EDMONTON,780-482-2360,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,MODERNA,,True,"53.54067363025339, -113.52570355744288",,POINT (-113.525703557443 53.540673630253),-113.525703557443,53.540673630253
613,PHARMASAVE #338,101-209 CENTRE AVE SW,,AIRDRIE,403-948-0010,Over 4 weeks,https://www.airdriepharmasave.com,PFIZER,MODERNA,,True,"51.291355665708394, -114.01453165321462",,POINT (-114.014531653215 51.291355665708),-114.014531653215,51.291355665708
614,HILLSIDE PHARMASAVE,114-636 KING ST,,SPRUCE GROVE,780-666-2575,Over 4 weeks,,PFIZER,MODERNA,,True,"53.55759989982436, -113.89448211476501",,POINT (-113.894482114765 53.557599899824),-113.894482114765,53.557599899824
615,WAL-MART PHARMACY #3181,400-6800 48 AVE,,CAMROSE,780-608-1263,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,,,True,"53.02027789366209, -112.86399938423119",,POINT (-112.863999384231 53.020277893662),-112.863999384231,53.020277893662
616,LONDON DRUGS #26,1494-8882 170 ST NW,,EDMONTON,780-444-1794,Over 4 weeks,https://www.londondrugs.com/covid19,PFIZER,,,False,"53.52343472301796, -113.62686920140987",,POINT (-113.62686920141 53.523434723018),-113.62686920141,53.523434723018
617,WAL-MART PHARMACY #5753,9551 87 AVE,,FORT SASKATCHEWAN,780-998-7700,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,,,False,"53.69719486890415, -113.20983590010712",,POINT (-113.209835900107 53.697194868904),-113.209835900107,53.697194868904
618,MEDICINE SHOPPE PHARMACY 244,9002 JASPER AVE NW,,EDMONTON,780-424-8998,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-244-7003008,PFIZER,MODERNA,,True,"53.551733420519184, -113.47376380177545",,POINT (-113.473763801775 53.551733420519),-113.473763801775,53.551733420519
619,LOBLAW PHARMACY #1586,19655 SETON WAY SE,,CALGARY,587-471-7673,Over 4 weeks,https://www.realcanadiansuperstore.ca/covid19,PFIZER,,,False,"50.8748057214861, -113.95941455914566",,POINT (-113.959414559146 50.874805721486),-113.959414559146,50.874805721486
620,UNIVERSITY HEALTH CENTRE PHARMACY,1-10 STUDENTS UNION BLDG,8900 114 ST NW,EDMONTON,780-492-2634,Over 4 weeks,https://www.uab.ca/uhcpharmacy,MODERNA,,,True,"53.52543418439621, -113.52710144212325",,POINT (-113.527101442123 53.525434184396),-113.527101442123,53.525434184396
621,SAVE-ON-FOODS PHARMACY #6635 - CANMORE,2-950 RAILWAY AVE,,CANMORE,403-678-6394,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,MODERNA,,True,"51.09152891214065, -115.35369876338895",,POINT (-115.353698763389 51.091528912141),-115.353698763389,51.091528912141
622,HAMPTONS PHARMACY,5603 199 STREET NW,,EDMONTON,780-809-1969,Over 4 weeks,https://www.hamptonspharmacy.ca,PFIZER,MODERNA,,True,"53.49159403147544, -113.6638680152916",,POINT (-113.663868015292 53.491594031475),-113.663868015292,53.491594031475
623,MEDICINE SHOPPE PHARMACY 111,114-8180 MACLEOD TR SE,,CALGARY,403-253-7383,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/calgary/the-medicine-shoppe-pharmacy-111-7004115,PFIZER,MODERNA,,True,"50.981995710453305, -114.07036508653016",,POINT (-114.07036508653 50.981995710453),-114.07036508653,50.981995710453
624,SAFEWAY PHARMACY #8919,1200 RAILWAY AVE,,CANMORE,403-609-2983,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,False,"51.09387312617479, -115.35576238852646",,POINT (-115.355762388526 51.093873126175),-115.355762388526,51.093873126175
625,MEDICINE MARKET PHARMACY,726 91 ST SW,,EDMONTON,780-705-5656,Over 4 weeks,https://www.medicinemarketpharmacy.ca,MODERNA,,,True,"53.426697575474606, -113.4750083441098",,POINT (-113.47500834411 53.426697575475),-113.47500834411,53.426697575475
626,SOBEYS PHARMACY #3184,5802 50 ST,,BEAUMONT,780-929-5776,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,MODERNA,,True,"53.36061404823988, -113.41708271329271",,POINT (-113.417082713293 53.36061404824),-113.417082713293,53.36061404824
627,REXALL #7266,789 MAIN ST,,PINCHER CREEK,403-627-3080,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,,,True,"49.48588067935617, -113.9456461824916",,POINT (-113.945646182492 49.485880679356),-113.945646182492,49.485880679356
628,LIVE LIFE PHARMACY,7A-7640 FAIRMOUNT DR SE,,CALGARY,403-455-7575,Over 4 weeks,,PFIZER,MODERNA,,True,"50.985607237087876, -114.059198257294",,POINT (-114.059198257294 50.985607237088),-114.059198257294,50.985607237088
629,EASTWOOD PHARMACY,7919 118 AVE NW,,EDMONTON,780-761-0505,Over 4 weeks,https://www.bookmyshot.com/7807610505,PFIZER,,,True,"53.57029474436556, -113.4638345147648",,POINT (-113.463834514765 53.570294744366),-113.463834514765,53.570294744366
630,THREE HILLS PHARMACY,424 MAIN ST,,THREE HILLS,403-443-5551,Over 4 weeks,,PFIZER,MODERNA,,True,"51.7044061014754, -113.26830863052638",,POINT (-113.268308630526 51.704406101475),-113.268308630526,51.704406101475
631,ERINWOODS PHARMACY,3571 52 STREET SE,,CALGARY,403-204-2233,Over 4 weeks,,PFIZER,MODERNA,,False,"51.02254645162922, -113.95926648784145",,POINT (-113.959266487841 51.022546451629),-113.959266487841,51.022546451629
632,WAL-MART PHARMACY #3640,4702 43 AVE,,COLD LAKE,780-840-2343,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,,,True,"54.40856559907602, -110.2007836633073",,POINT (-110.200783663307 54.408565599076),-110.200783663307,54.408565599076
633,SHOPPERS DRUG MART #361,7740 18 ST SE,,CALGARY,403-236-0851,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"50.98424083406798, -114.0150742747221",,POINT (-114.015074274722 50.984240834068),-114.015074274722,50.984240834068
634,LOBLAW PHARMACY #4906,10527 101 AVE,,LAC LA BICHE,780-623-6410,Over 4 weeks,https://www.yourindependentgrocer.ca/covid19,PFIZER,,,True,"54.76439602795782, -111.98890624370758",,POINT (-111.988906243708 54.764396027958),-111.988906243708,54.764396027958
635,SHANE'S IDA PHARMACY,37 WHEATLAND AVE,,SMOKY LAKE,780-656-3945,Over 4 weeks,,PFIZER,MODERNA,,False,"54.11344060513288, -112.47153855961679",,POINT (-112.471538559617 54.113440605133),-112.471538559617,54.113440605133
636,SAVE-ON-FOODS PHARMACY #6604,225 PANTELLA HILL NW,,CALGARY,403-384-9792,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,,,False,"51.16747098427974, -114.08907281126284",,POINT (-114.089072811263 51.16747098428),-114.089072811263,51.16747098428
637,SAFEWAY PHARMACY #8855,MEADOWLARK MALL,8720 156 ST NW,EDMONTON,780-486-0669,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,MODERNA,,True,"53.51996444908027, -113.5898740503869",,POINT (-113.589874050387 53.51996444908),-113.589874050387,53.51996444908
638,CALMAR PHARMACY LTD,5002 50 AVE,,CALMAR,780-985-3121,Over 4 weeks,https://www.calmarpharmacy.com,PFIZER,,,False,"53.2653292906529, -113.8055727624705",,POINT (-113.80557276247 53.265329290653),-113.80557276247,53.265329290653
639,SOUTH BLVD PHARMACY,4220 GATEWAY BLVD NW,,EDMONTON,780-466-0688,Over 4 weeks,,PFIZER,MODERNA,,True,"53.47865601952739, -113.49287207095976",,POINT (-113.49287207096 53.478656019527),-113.49287207096,53.478656019527
640,CALGARY CO-OP PHARMACY #25,100 EDGEFIELD PL,,STRATHMORE,403-934-4950,Over 4 weeks,https://www.calgarycoop.com/covid19vaccination,PFIZER,MODERNA,,True,"51.038788781847636, -113.37536757249669",,POINT (-113.375367572497 51.038788781848),-113.375367572497,51.038788781848
641,PHARMASAVE #358,71 2 AVE W,,CARDSTON,403-653-4466,Over 4 weeks,,MODERNA,,,True,"49.2009725185245, -113.30378141727587",,POINT (-113.303781417276 49.200972518525),-113.303781417276,49.200972518525
642,MEDICINE PLACE PHARMACY 3,13514 97 ST NW,,EDMONTON,780-244-5755,Over 4 weeks,https://www.medicineplace.ca,PFIZER,,,True,"53.597228488197516, -113.4925058574619",,POINT (-113.492505857462 53.597228488198),-113.492505857462,53.597228488198
643,PHARMASAVE LINDEN,113 CENTRAL AVE E,,LINDEN,403-546-3041,Over 4 weeks,,PFIZER,MODERNA,,True,"51.590590261742335, -113.48384675951894",,POINT (-113.483846759519 51.590590261742),-113.483846759519,51.590590261742
644,PETER'S PHARMACY COMPOUNDING & HOME HEALTH,B-3617 50 AVE,,RED DEER,403-986-8883,Over 4 weeks,,PFIZER,,,False,"52.25707736541042, -113.81282269219635",,POINT (-113.812822692196 52.25707736541),-113.812822692196,52.25707736541
645,DIDSBURY PHARMASAVE #373,1918 20 ST,,DIDSBURY,403-335-3066,Over 4 weeks,https://pharmasave.com/didsbury/,PFIZER,MODERNA,,False,"51.660917201214595, -114.1375594290893",,POINT (-114.137559429089 51.660917201215),-114.137559429089,51.660917201215
646,SHOPPERS DRUG MART #2371,610-7 MAHOGANY PLAZA SE,,CALGARY,403-278-3606,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"50.8981103135745, -113.94058445599777",,POINT (-113.940584455998 50.898110313575),-113.940584455998,50.898110313575
647,COLES PHARMACY,168-3210 118 AVE NW,,EDMONTON,780-477-9200,Over 4 weeks,,PFIZER,,,False,"53.571679480196224, -113.39058418796228",,POINT (-113.390584187962 53.571679480196),-113.390584187962,53.571679480196
648,SHOPPERS DRUG MART 383,212 WESTMOUNT CENTRE,111 AVE & GROAT RD NW,EDMONTON,780-453-5885,Over 4 weeks,,PFIZER,MODERNA,,False,"53.56188419432608, -113.55381671585",,POINT (-113.55381671585 53.561884194326),-113.55381671585,53.561884194326
649,LONDON DRUGS #48,104-375 ST. ALBERT TR,,ST ALBERT,780-458-8000,Over 4 weeks,https://www.londondrugs.com/covid19,PFIZER,,,False,"53.64320444404136, -113.62267768791361",,POINT (-113.622677687914 53.643204444041),-113.622677687914,53.643204444041
650,PHARMASAVE HOLYROOD,9020 75 ST NW,,EDMONTON,780-440-2066,Over 4 weeks,https://www.pharmasave.com/edmonton-holyrood,PFIZER,MODERNA,,True,"53.52586983790783, -113.44348920177634",,POINT (-113.443489201776 53.525869837908),-113.443489201776,53.525869837908
651,MEDS & CARE PHARMACY,9507 100 ST,,MORINVILLE,780-939-4439,Over 4 weeks,,PFIZER,MODERNA,,True,"53.79594122847488, -113.64450892566403",,POINT (-113.644508925664 53.795941228475),-113.644508925664,53.795941228475
652,TOFIELD IDA PHARMACY LTD.,5119 50 ST,,TOFIELD,780-662-3520,Over 4 weeks,,MODERNA,,,True,"53.36897560793339, -112.66713385931477",,POINT (-112.667133859315 53.368975607933),-112.667133859315,53.368975607933
653,SUNDRE COMMUNITY DRUG MART,403 MAIN AVE W,,SUNDRE,403-638-3922,Over 4 weeks,https://pharmaconnect.ca/appointment/8307044a-15aa-48e0-9930-475097ae1998,MODERNA,,,True,"51.796335686708545, -114.64385662867745",,POINT (-114.643856628677 51.796335686709),-114.643856628677,51.796335686709
654,KENNEDALE DRUG MART,26-12981 50 ST NW,,EDMONTON,780-476-9028,Over 4 weeks,,PFIZER,,,False,"53.589355746184665, -113.41665158606592",,POINT (-113.416651586066 53.589355746185),-113.416651586066,53.589355746185
655,MIRACARE PHARMACY,3921 106 ST,,EDMONTON,780-244-4221,Over 4 weeks,http://www.miracarepharmacy.com,PFIZER,,,True,"53.475160030798506, -113.50393675593493",,POINT (-113.503936755935 53.475160030799),-113.503936755935,53.475160030799
656,KENRON COMPOUNDING PHARMACY FOOTHILLS,100-1620 29 ST NW,,CALGARY,403-289-7224,Over 4 weeks,https://www.kenron.ca,PFIZER,MODERNA,,True,"51.069566271926504, -114.12841483952704",,POINT (-114.128414839527 51.069566271927),-114.128414839527,51.069566271927
657,RAYMOND PHARMACY LTD.,90 BROADWAY N,,RAYMOND,403-752-3089,Over 4 weeks,,PFIZER,MODERNA,,True,"49.463154713384704, -112.66259205413127",,POINT (-112.662592054131 49.463154713385),-112.662592054131,49.463154713385
658,SHOPPERS DRUG MART #2389,CROSSIRON MILLS MALL,514-261055 CROSSIRON BLVD,ROCKY VIEW,587-230-0703,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"51.20338131353453, -113.99306017286978",,POINT (-113.99306017287 51.203381313535),-113.99306017287,51.203381313535
659,ALPHA CARE PHARMACY,411-3508 32 AVE NE,,CALGARY,587-356-0737,Over 4 weeks,http://www.pharmachoice.ca,PFIZER,,,False,"51.083058343689785, -113.98504309716829",,POINT (-113.985043097168 51.08305834369),-113.985043097168,51.08305834369
660,UNIVERSAL HEALTH PHARMACY #7,5-1704 61 ST SE,,CALGARY,587-470-7751,Over 4 weeks,https://www.universalhealthcentre.com,PFIZER,MODERNA,,True,"51.038773866938996, -113.94221123054464",,POINT (-113.942211230545 51.038773866939),-113.942211230545,51.038773866939
661,NORTH GAETZ PHARMACY,120-7101 50 AVE,,RED DEER,403-341-0061,Over 4 weeks,,PFIZER,,,True,"52.29638346394571, -113.81255282866353",,POINT (-113.812552828664 52.296383463946),-113.812552828664,52.296383463946
662,BRITTANIA PHARMACY,809 49 AVE SW,,CALGARY,,Over 4 weeks,https://www.bookmyshot.com/403-367-0630,PFIZER,,,True,"51.00962624574307, -114.08235711681348",,POINT (-114.082357116813 51.009626245743),-114.082357116813,51.009626245743
663,PIPER IDA PHARMACY,105-3215 49 AVE,,RED DEER,403-343-8886,Over 4 weeks,,PFIZER,,,False,"52.251892110050285, -113.81116320753873",,POINT (-113.811163207539 52.25189211005),-113.811163207539,52.25189211005
664,HOMESTEADER PHARMACY,590 HERMITAGE RD NW,,EDMONTON,587-459-8080,Over 4 weeks,,PFIZER,,,False,"53.586986757978714, -113.40689908482977",,POINT (-113.40689908483 53.586986757979),-113.40689908483,53.586986757979
665,THEO'S PHARMACY,3-4808 49 AVE,,REDWATER,780-942-8490,Over 4 weeks,,PFIZER,,,True,"53.951151790020475, -113.10716102861655",,POINT (-113.107161028617 53.95115179002),-113.107161028617,53.95115179002
666,REXALL #7265,10818 JASPER AVE NW,,EDMONTON,780-488-4665,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,,,True,"53.541151033804184, -113.50688490685367",,POINT (-113.506884906854 53.541151033804),-113.506884906854,53.541151033804
667,MEDICINE SHOPPE PHARMACY 389,1152 137 AVE SE,,CALGARY,403-523-0116,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/calgary/the-medicine-shoppe-pharmacy-389-7025348,MODERNA,,,True,"50.92835631986966, -114.02820881721355",,POINT (-114.028208817214 50.92835631987),-114.028208817214,50.92835631987
668,Bow Trail,850 - 16th Street SW,,CALGARY,811,Over 4 weeks,https://www.albertahealthservices.ca/topics/Page17295.aspx,PFIZER,MODERNA,ASTRAZENECA,False,"51.04620820513672, -114.09905453808591",,POINT (-114.099054538086 51.046208205137),-114.099054538086,51.046208205137
669,WAL-MART PHARMACY #3637,90 CAMPSITE RD,,SPRUCE GROVE,780-962-9053,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,,,True,"53.53926545577697, -113.93186624983579",,POINT (-113.931866249836 53.539265455777),-113.931866249836,53.539265455777
670,LONDON DRUGS #84,110-2781 MAIN ST SW,,AIRDRIE,587-775-0336,Over 4 weeks,https://www.londondrugs.com/covid19,PFIZER,,,False,"51.26411761411192, -114.0078131591362",,POINT (-114.007813159136 51.264117614112),-114.007813159136,51.264117614112
671,SHOPPERS DRUG MART #2470,18224 89 AVE,,EDMONTON,780-481-5864,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,,,False,"53.52432200140654, -113.63937325931035",,POINT (-113.63937325931 53.524322001407),-113.63937325931,53.524322001407
672,MEDICINE SHOPPE PHARMACY 103,7915 106 AVE NW,,EDMONTON,780-469-8222,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-103-7040974,MODERNA,,,True,"53.549140654537986, -113.45024908643471",,POINT (-113.450249086435 53.549140654538),-113.450249086435,53.549140654538
673,LENDRUM GUARDIAN PHARMACY,5720 111 ST NW,,EDMONTON,587-759-0708,Over 4 weeks,,PFIZER,,,True,"53.494923478230014, -113.51797985908178",,POINT (-113.517979859082 53.49492347823),-113.517979859082,53.49492347823
674,HEALTHLAND PHARMACY,102-116 SOUTHBANK BLVD,,OKOTOKS,403-995-7732,Over 4 weeks,,PFIZER,,,True,"50.704783843247085, -113.94437552832419",,POINT (-113.944375528324 50.704783843247),-113.944375528324,50.704783843247
675,PHARMASAVE MACLEOD,106-7500 MACLEOD TR SE,,CALGARY,403-455-1599,Over 4 weeks,,PFIZER,,,True,"50.98680644018828, -114.07026265954104",,POINT (-114.070262659541 50.986806440188),-114.070262659541,50.986806440188
676,SHOPPERS DRUG MART #2436,4000-873 85 ST SW,,CALGARY,403-246-4193,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,,,False,"51.060434157266975, -114.21274670327004",,POINT (-114.21274670327 51.060434157267),-114.21274670327,51.060434157267
677,SHOPPERS DRUG MART #2384,2555 WOODVIEW DR SW,,CALGARY,403-281-1616,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,MODERNA,,,True,"50.94109860953517, -114.12141677472333",,POINT (-114.121416774723 50.941098609535),-114.121416774723,50.941098609535
678,SAVE-ON-FOODS PHARMACY #6663,81 FIR ST,,SHERWOOD PARK,780-467-7649,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,MODERNA,,False,"53.513358015584515, -113.3158447866185",,POINT (-113.315844786618 53.513358015585),-113.315844786618,53.513358015585
679,COSTCO PHARMACY #1069,202-104 SOUTHBANK BLVD,,OKOTOKS,403-995-5159,Over 4 weeks,https://www.costcopharmacy.ca/appointment,PFIZER,MODERNA,,True,"50.70541988334268, -113.94846195736808",,POINT (-113.948461957368 50.705419883343),-113.948461957368,50.705419883343
680,HERITAGE IDA PHARMACY,2136 109 ST NW,,EDMONTON,780-250-7400,Over 4 weeks,https://heritageidarx.medmeapp.ca/schedule/,PFIZER,MODERNA,,True,"53.453219083422624, -113.50958682013409",,POINT (-113.509586820134 53.453219083423),-113.509586820134,53.453219083423
681,WESTPARK DRUGS IDA,3722 57 AVE,,RED DEER,403-346-8809,Over 4 weeks,,PFIZER,,,False,"52.25827335284755, -113.83009640568973",,POINT (-113.83009640569 52.258273352848),-113.83009640569,52.258273352848
682,LOBLAW PHARMACY #4951,1050 YANKEE VALLEY BLVD,,AIRDRIE,403-912-3810,Over 4 weeks,https://www.nofrills.ca/covid19,PFIZER,,,True,"51.27216060917943, -113.99013411680724",,POINT (-113.990134116807 51.272160609179),-113.990134116807,51.272160609179
683,SAVE-ON-FOODS PHARMACY #6634,8855 MACLEOD TR SW,,CALGARY,,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,,,True,"50.97449254708481, -114.0719797229118",,POINT (-114.071979722912 50.974492547085),-114.071979722912,50.974492547085
684,JACKSON'S PHARMASAVE #327,5011 49 ST,,INNISFAIL,403-227-3500,Over 4 weeks,https://www.pharmasave.com,PFIZER,MODERNA,,True,"52.02637881305293, -113.95073925712941",,POINT (-113.950739257129 52.026378813053),-113.950739257129,52.026378813053
685,FISHER'S VAUXHALL PHARMACY LTD.,415 2 AVE N,,VAUXHALL,403-654-2515,Over 4 weeks,,PFIZER,,,False,"50.06808268468535, -112.1042251148468",,POINT (-112.104225114847 50.068082684685),-112.104225114847,50.068082684685
686,RIVERCREST PHARMACY,1-367 ST. ALBERT TR,,ST ALBERT,780-569-0345,Over 4 weeks,,PFIZER,,,True,"53.63845139817359, -113.62364258140308",,POINT (-113.623642581403 53.638451398174),-113.623642581403,53.638451398174
687,PHARMASAVE #340,5011 50 ave,,TABER,403-223-2245,Over 4 weeks,,PFIZER,,,False,"49.786359947391915, -112.14895510191415",,POINT (-112.148955101914 49.786359947392),-112.148955101914,49.786359947392
688,LOBLAW PHARMACY #1502,11541 KINGSWAY AVE,,EDMONTON,780-733-1415,Over 4 weeks,https://www.realcanadiansuperstore.ca/covid19,PFIZER,,,False,"53.56483152008295, -113.5213244014088",,POINT (-113.521324401409 53.564831520083),-113.521324401409,53.564831520083
689,MEDICINE SHOPPE PHARMACY 416,216 5 AVE E,,GLEICHEN,403-734-2766,Over 4 weeks,,PFIZER,,,True,"50.86637710540439, -113.05218672207776",,POINT (-113.052186722078 50.866377105404),-113.052186722078,50.866377105404
690,SOBEYS PHARMACY #5386,1200-7 MAHOGANY PLAZA SE,,CALGARY,403-726-0063,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,MODERNA,,True,"50.89798894779199, -113.9414996152077",,POINT (-113.941499615208 50.897988947792),-113.941499615208,50.897988947792
691,CROWCHILD PHARMACY AND COMPOUNDING,128-5403 CROWCHILD TR NW,,CALGARY,403-202-3521,Over 4 weeks,https://crowchildpharmacyandcompounding.myappts.ca/src/,PFIZER,MODERNA,,True,"51.10406158163445, -114.16521895529861",,POINT (-114.165218955299 51.104061581634),-114.165218955299,51.104061581634
692,IMAGINE HEALTH PHARMACY - CALGARY,4120-15 SUNPARK PLAZA SE,,CALGARY,403-910-3990,Over 4 weeks,,PFIZER,MODERNA,,True,"51.05170393597556, -114.05774412984202",,POINT (-114.057744129842 51.051703935976),-114.057744129842,51.051703935976
693,COALHURST IDA PHARMACY,5209 6 ST,,COALHURST,403-942-4577,Over 4 weeks,,PFIZER,MODERNA,,True,"49.74835515426066, -112.92508682997243",,POINT (-112.925086829972 49.748355154261),-112.925086829972,49.748355154261
694,MEDICINE SHOPPE PHARMACY 353,10423 158 AVE NW,,EDMONTON,780-705-8150,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-353-7003926,PFIZER,,,True,"53.61875471173678, -113.50204455944329",,POINT (-113.502044559443 53.618754711737),-113.502044559443,53.618754711737
695,SAFEWAY PHARMACY #8903,375 ASPEN GLEN LANDING SW,,CALGARY,403-217-8527,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,MODERNA,,True,"51.04112742209763, -114.20814698298092",,POINT (-114.208146982981 51.041127422098),-114.208146982981,51.041127422098
696,BARRHEAD PEOPLES PHARMACY,B-5120 50 ST,,BARRHEAD,780-674-4911,Over 4 weeks,,PFIZER,MODERNA,,True,"54.12108207781208, -114.40367674358743",,POINT (-114.403676743587 54.121082077812),-114.403676743587,54.121082077812
697,MCKNIGHT PHARMACY,133-4851 WESTWINDS DR NE,,CALGARY,403-293-8721,Over 4 weeks,,PFIZER,MODERNA,,True,"51.10058316752492, -113.96324422994185",,POINT (-113.963244229942 51.100583167525),-113.963244229942,51.100583167525
698,SAFEWAY PHARMACY #8898,185-8330 82 AVE NW,,EDMONTON,780-469-9485,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,True,"53.51926755731817, -113.45644523819199",,POINT (-113.456445238192 53.519267557318),-113.456445238192,53.519267557318
699,SYNERGY CENTRE PHARMACY,8550 FRANKLIN AVE,,FORT MCMURRAY,780-750-1900,Over 4 weeks,,PFIZER,,,True,"56.71912331774647, -111.3583415150919",,POINT (-111.358341515092 56.719123317746),-111.358341515092,56.719123317746
